the price of gas is high
Stationary 839.8295 347 342 -0.0300926 -0.1183128
Stationary 839.8436 347 342 -0.0300926 -0.1183128
Stationary 839.8588 347 342 -0.0300926 -0.1183128
Stationary 839.8746 347 342 -0.0300926 -0.1183128
Moved 839.8903 377.7431 379.9738 0.04107197 -0.02064371
Moved 839.9058 396.6707 401.1543 0.08488595 0.03383295
Moved 839.921 423.5213 430.3571 0.1470401 0.108943
Moved 839.9378 442.7379 449.7379 0.1915228 0.1587907
Moved 839.9531 459.7742 465.7742 0.2309587 0.2000363
Moved 839.9675 476.7673 481.5367 0.2702946 0.2405777
Moved 839.9843 489.0556 492.7099 0.2987399 0.2693155
Moved 839.9984 498.7271 500.6059 0.3211275 0.2896241
Moved 840.0143 505.0452 505.871 0.3357528 0.303166
Moved 840.0291 509.0186 510.0186 0.3449504 0.3138336
Moved 840.0441 511.1117 512.1117 0.3497955 0.3192173
Moved 840.0604 512.5 513.5 0.3530093 0.3227879
Moved 840.0764 512 514 0.3518519 0.324074
Moved 840.1008 512 515.4165 0.3518519 0.3277172
Stationary 840.1131 512 515.4165 0.3518519 0.3277172
Stationary 840.1237 512 515.4165 0.3518519 0.3277172
Moved 840.1371 476.0283 494.1902 0.268584 0.273123
Moved 840.1534 445.2267 478.4655 0.1972839 0.2326787
Moved 840.1686 401.8591 450.7478 0.09689609 0.1613883
Moved 840.1837 372.4117 431.6078 0.02873063 0.1121599
Moved 840.1999 350.9879 415.419 -0.02086143 0.07052206
Moved 840.2144 335.7793 401.7793 -0.05606646 0.0354405
Moved 840.2307 325.7335 392.5168 -0.07932062 0.01161736
Moved 840.2452 315.8768 385.1978 -0.102137 -0.007207462
Moved 840.2608 308.6048 377.006 -0.1189704 -0.02827679
Moved 840.2767 301.827 369.827 -0.1346597 -0.04674134
Moved 840.293 297.5757 364.1009 -0.1445007 -0.06146898
Moved 840.3065 293.247 358.3294 -0.1545207 -0.07631333
Moved 840.3225 288.9184 352.5579 -0.1645408 -0.09115776
Moved 840.3382 285.5 349.5 -0.1724537 -0.09902263
Moved 840.3524 284.1922 347.1922 -0.1754809 -0.1049584
Moved 840.368 282.669 344.338 -0.179007 -0.1122995
Ended 840.3838 282 343 -0.1805555 -0.1157408
Candidates 840.5522 12 of good if is god off odd id his opioid or goods
Began 841.0922 419 249 0.1365741 -0.3575103
Stationary 841.1094 419 249 0.1365741 -0.3575103
Stationary 841.1242 419 249 0.1365741 -0.3575103
Moved 841.1461 419 254.9458 0.1365741 -0.3422177
Stationary 841.1576 419 254.9458 0.1365741 -0.3422177
Moved 841.1693 419 277.985 0.1365741 -0.2829604
Moved 841.1858 419 304.5 0.1365741 -0.2147634
Moved 841.201 436.8671 368.1359 0.177933 -0.0510908
Moved 841.2173 444.2354 410.3453 0.1949894 0.05747257
Moved 841.2316 458.891 478.9877 0.2289143 0.2340217
Ended 841.2478 472 526.5 0.2592593 0.3562242
Accept 841.2906 0 of
Began 841.9094 487 341 0.2939814 -0.1208849
Stationary 841.9257 487 341 0.2939814 -0.1208849
Stationary 841.94 487 341 0.2939814 -0.1208849
Stationary 841.9558 487 341 0.2939814 -0.1208849
Stationary 841.9703 487 341 0.2939814 -0.1208849
Stationary 841.9879 487 341 0.2939814 -0.1208849
Moved 842.002 474.978 341 0.2661528 -0.1208849
Moved 842.0168 476.6769 331.7383 0.2700855 -0.1447061
Moved 842.0334 474.1198 333 0.2641663 -0.141461
Moved 842.0481 472.6841 331.6841 0.2608429 -0.1448454
Moved 842.0636 471.2438 331.2438 0.2575088 -0.1459779
Moved 842.0787 469.8092 331 0.2541879 -0.146605
Moved 842.0938 468.367 330 0.2508496 -0.149177
Moved 842.116 466.886 329 0.2474213 -0.151749
Stationary 842.1264 466.886 329 0.2474213 -0.151749
Stationary 842.1389 466.886 329 0.2474213 -0.151749
Moved 842.1548 465.626 329 0.2445047 -0.151749
Stationary 842.1706 465.626 329 0.2445047 -0.151749
Moved 842.1855 465 329 0.2430555 -0.151749
Stationary 842.2015 465 329 0.2430555 -0.151749
Stationary 842.2168 465 329 0.2430555 -0.151749
Stationary 842.2328 465 329 0.2430555 -0.151749
Moved 842.2478 463.632 329 0.2398889 -0.151749
Stationary 842.2629 463.632 329 0.2398889 -0.151749
Stationary 842.2783 463.632 329 0.2398889 -0.151749
Stationary 842.2933 463.632 329 0.2398889 -0.151749
Stationary 842.3088 463.632 329 0.2398889 -0.151749
Stationary 842.3245 463.632 329 0.2398889 -0.151749
Stationary 842.3398 463.632 329 0.2398889 -0.151749
Stationary 842.3556 463.632 329 0.2398889 -0.151749
Moved 842.3711 462.9522 329 0.2383153 -0.151749
Stationary 842.3881 462.9522 329 0.2383153 -0.151749
Moved 842.4022 461.8559 329 0.2357775 -0.151749
Moved 842.4194 460.5 327.5 0.2326389 -0.1556071
Moved 842.4348 459.8436 328 0.2311194 -0.1543211
Moved 842.4549 457.1932 327 0.2249843 -0.1568931
Stationary 842.4665 457.1932 327 0.2249843 -0.1568931
Moved 842.4795 455.7437 327 0.2216289 -0.1568931
Moved 842.4977 453.5973 327 0.2166604 -0.1568931
Moved 842.5101 450.7455 325.8728 0.2100591 -0.1597922
Moved 842.5246 448.8553 326 0.2056836 -0.1594652
Moved 842.5413 444.9899 326 0.1967359 -0.1594652
Moved 842.5566 439.215 326 0.1833679 -0.1594652
Moved 842.5724 432.0764 326 0.1668435 -0.1594652
Moved 842.5883 420.0207 326 0.1389368 -0.1594652
Moved 842.6035 405.5957 326 0.1055457 -0.1594652
Moved 842.618 387.4601 326 0.06356497 -0.1594652
Moved 842.6348 361.567 338.2165 0.003627241 -0.1280441
Moved 842.6509 340.0049 338.5994 -0.04628494 -0.1270593
Moved 842.6654 314.7346 343.9479 -0.1047811 -0.1133029
Moved 842.6803 300.3234 345.4902 -0.1381403 -0.1093359
Moved 842.6965 281.1175 349.7647 -0.1825984 -0.09834179
Moved 842.7133 265.9341 352.3756 -0.2177452 -0.09162659
Moved 842.7283 256.609 353.6273 -0.2393311 -0.08840733
Moved 842.7423 248.6309 355.0739 -0.2577989 -0.08468667
Moved 842.7614 241.554 355 -0.2741805 -0.08487654
Moved 842.7735 238.1157 356 -0.2821395 -0.0823046
Moved 842.7889 235.8718 357.0641 -0.2873339 -0.0795676
Moved 842.805 233 357 -0.2939815 -0.07973259
Moved 842.8196 232.0481 358.9519 -0.296185 -0.07471225
Moved 842.8353 232 360.3854 -0.2962963 -0.07102519
Moved 842.8509 231 360.8239 -0.2986111 -0.06989758
Moved 842.8658 231 362.2648 -0.2986111 -0.06619151
Moved 842.8808 231 365.4124 -0.2986111 -0.05809572
Moved 842.8972 238.7409 368.5803 -0.2806923 -0.04994773
Moved 842.9131 253.6467 373.9624 -0.2461883 -0.03610501
Moved 842.9283 269.1939 378.3657 -0.2101994 -0.02477975
Moved 842.9432 284.2335 380.1234 -0.1753854 -0.02025887
Moved 842.9584 299.648 381 -0.1397037 -0.01800419
Moved 842.9742 313.03 381 -0.1087268 -0.01800419
Moved 842.9879 323.0843 381 -0.08545304 -0.01800419
Moved 843.0034 327.5 381 -0.07523149 -0.01800419
Moved 843.019 339.4359 381 -0.04760205 -0.01800419
Ended 843.0362 344.5 381 -0.03587961 -0.01800419
Candidates 843.2052 12 saw as aw ad add sad dad gas ass ads adds fas
Began 844.1557 459 372 0.2291666 -0.04115226
Stationary 844.1762 459 372 0.2291666 -0.04115226
Stationary 844.1906 459 372 0.2291666 -0.04115226
Stationary 844.2073 459 372 0.2291666 -0.04115226
Ended 844.2215 459 372 0.2291666 -0.04115226
NextCandidatePanel 844.2817
Began 845.3466 423 443 0.1458333 0.1414608
Stationary 845.3637 423 443 0.1458333 0.1414608
Stationary 845.3779 423 443 0.1458333 0.1414608
Moved 845.3936 423 408.9352 0.1458333 0.05384574
Moved 845.4094 409.8934 357.4959 0.115494 -0.07845709
Moved 845.426 405.4772 307.8379 0.1052712 -0.2061782
Moved 845.4402 405 271.9765 0.1041667 -0.2984144
Ended 845.4568 414.7754 252.8456 0.126795 -0.3476195
Accept 845.4824 7 gas
Began 846.1484 337 290 -0.05324075 -0.2520577
Stationary 846.165 337 290 -0.05324075 -0.2520577
Stationary 846.1801 337 290 -0.05324075 -0.2520577
Stationary 846.1948 337 290 -0.05324075 -0.2520577
Moved 846.2101 352.2866 320.1443 -0.01785517 -0.1745261
Moved 846.2263 376.4698 355.4563 0.03812442 -0.08370301
Moved 846.2405 411.7423 405.865 0.1197738 0.04594901
Moved 846.2566 437.1389 439.8938 0.1785622 0.1334716
Moved 846.2716 453.4979 461.2786 0.2164304 0.1884736
Moved 846.2894 476.8563 492.8203 0.2705006 0.2695995
Moved 846.3029 489.68 507.765 0.3001852 0.3080375
Moved 846.3192 499.5 519 0.3229167 0.3369341
Moved 846.3341 503.8817 525.8029 0.3330595 0.3544311
Moved 846.3487 506.8148 530.2222 0.3398492 0.3657978
Moved 846.364 506.8438 530.8438 0.3399161 0.3673964
Stationary 846.3818 507 531 0.3402778 0.3677982
Moved 846.3956 507 532.4181 0.3402778 0.3714456
Moved 846.4103 500.09 532 0.3242825 0.3703703
Moved 846.4329 452.2614 502.6525 0.2135679 0.294888
Stationary 846.4433 452.2614 502.6525 0.2135679 0.294888
Moved 846.456 409.5078 474.2795 0.1146015 0.2219121
Moved 846.4714 375.6829 449.7622 0.0363031 0.1588533
Moved 846.4868 354.5538 432.1357 -0.01260693 0.1135177
Moved 846.5027 327.8003 408.1202 -0.07453635 0.05174954
Moved 846.5189 314.57 395.5701 -0.105162 0.0194703
Moved 846.5339 303.7181 383.6779 -0.1302821 -0.01111662
Moved 846.5488 293.5872 372.0996 -0.1537334 -0.04089614
Moved 846.5643 287.4239 363.5934 -0.1680003 -0.06277414
Moved 846.5806 282.9272 357.5696 -0.1784094 -0.07826754
Moved 846.5955 278 351.5 -0.1898148 -0.0938786
Moved 846.6107 271.6566 343.7878 -0.2044987 -0.1137144
Moved 846.6263 267.0865 337.782 -0.2150775 -0.1291615
Moved 846.6417 262.7592 332.0123 -0.2250945 -0.1440014
Moved 846.6575 257.2574 325.0718 -0.23783 -0.1618523
Moved 846.6723 254.1267 320.1267 -0.245077 -0.1745712
Moved 846.6939 246.5 309 -0.2627315 -0.2031893
Stationary 846.7045 246.5 309 -0.2627315 -0.2031893
Moved 846.7186 245.7625 307.7625 -0.2644387 -0.2063721
Moved 846.7349 243.9426 303.8276 -0.2686515 -0.2164928
Ended 846.7496 244 302.5 -0.2685185 -0.2199075
Candidates 846.9271 12 its is upper puts yours or orf ford our toys hits your
Began 847.5815 426 331 0.1527777 -0.146605
Stationary 847.5977 426 331 0.1527777 -0.146605
Stationary 847.6118 426 331 0.1527777 -0.146605
Moved 847.6285 412.0071 331 0.1203868 -0.146605
Moved 847.6441 394.4219 331 0.07968038 -0.146605
Moved 847.6587 368.9511 331 0.02072007 -0.146605
Moved 847.674 342.3111 331 -0.04094661 -0.146605
Moved 847.6912 314.8964 331 -0.1044065 -0.146605
Moved 847.705 296.6969 331 -0.1465349 -0.146605
Ended 847.7206 284 331 -0.1759259 -0.146605
Accept 847.7809 1 is
Began 849.5675 293 331 -0.1550926 -0.146605
Stationary 849.5883 293 331 -0.1550926 -0.146605
Stationary 849.6012 293 331 -0.1550926 -0.146605
Stationary 849.6162 293 331 -0.1550926 -0.146605
Moved 849.6318 303.6157 331 -0.1305192 -0.146605
Moved 849.6486 312.3394 335.9593 -0.1103256 -0.1338496
Moved 849.6639 322.4001 340.0571 -0.08703683 -0.1233099
Moved 849.6788 332.5 341.5 -0.06365741 -0.1195988
Moved 849.6937 340.4608 342.6373 -0.0452296 -0.1166738
Moved 849.7093 349.4346 343 -0.02445703 -0.1157408
Moved 849.7255 356.5 343 -0.008101861 -0.1157408
Moved 849.741 362.7697 343 0.006411374 -0.1157408
Moved 849.7545 368.5884 343 0.01988053 -0.1157408
Moved 849.7773 376.8483 343 0.03900061 -0.1157408
Stationary 849.7883 376.8483 343 0.03900061 -0.1157408
Moved 849.802 378.5775 333.9788 0.04300346 -0.1389435
Moved 849.8185 382.6328 335 0.0523907 -0.1363169
Moved 849.8323 384.2664 335 0.05617221 -0.1363169
Moved 849.8471 387.3894 334 0.06340136 -0.1388889
Moved 849.8625 390.2676 334 0.07006396 -0.1388889
Moved 849.8789 392.5746 334 0.07540414 -0.1388889
Moved 849.8928 396.0451 334 0.08343776 -0.1388889
Moved 849.9086 399.19 334 0.09071757 -0.1388889
Moved 849.9239 405.6291 334 0.1056228 -0.1388889
Moved 849.9409 411.8489 342.66 0.1200206 -0.1166152
Moved 849.9543 418.9866 347.192 0.136543 -0.104959
Moved 849.9697 423.4004 349.7002 0.1467601 -0.0985078
Moved 849.986 427.8728 352.5818 0.157113 -0.09109607
Moved 850.0011 431.4422 355.4422 0.1653756 -0.08373927
Moved 850.021 434.6391 356.8797 0.1727757 -0.080042
Moved 850.0333 437.5542 358.2771 0.1795235 -0.07644786
Moved 850.0471 439.7179 360.7179 0.1845321 -0.0701701
Moved 850.0636 442.3059 362.153 0.190523 -0.06647911
Moved 850.085 446.0401 365.02 0.1991668 -0.05910496
Stationary 850.0952 446.0401 365.02 0.1991668 -0.05910496
Moved 850.1078 447.4637 369.391 0.2024622 -0.04786275
Moved 850.125 451.3322 373.6645 0.2114173 -0.03687124
Moved 850.14 454.9619 382.8983 0.2198192 -0.01312185
Moved 850.1548 460.7719 395.9867 0.2332681 0.02054187
Moved 850.1705 463.7362 410.6811 0.2401301 0.05833606
Moved 850.1867 467.9118 431.5592 0.2497959 0.1120349
Moved 850.2009 468.7582 445.0983 0.251755 0.1468576
Moved 850.2168 469 456.2867 0.2523148 0.1756345
Moved 850.2347 470.5 465.5 0.2557871 0.1993312
Moved 850.2515 470 476.86 0.2546296 0.2285494
Moved 850.2637 470 485.0241 0.2546296 0.2495475
Moved 850.2777 470 491.5737 0.2546296 0.2663932
Moved 850.2936 470 496.2476 0.2546296 0.2784146
Moved 850.3094 470 499 0.2546296 0.2854938
Moved 850.325 470 502.9277 0.2546296 0.2955958
Moved 850.3412 470 505.8057 0.2546296 0.3029982
Stationary 850.3555 470 506.3785 0.2546296 0.3044715
Moved 850.3705 470 507.945 0.2546296 0.3085005
Moved 850.3872 470 509.3841 0.2546296 0.3122018
Moved 850.402 470 510.5 0.2546296 0.3150719
Moved 850.4167 470 511.1327 0.2546296 0.3166992
Moved 850.4326 465.0488 511 0.2431685 0.3163579
Moved 850.4484 461.8568 512.1432 0.2357796 0.3192984
Moved 850.4633 459.6853 512 0.2307529 0.31893
Moved 850.4829 452.6995 512 0.2145822 0.31893
Moved 850.4941 442.2063 502.1071 0.1902924 0.2934853
Moved 850.51 427.1193 494.7462 0.1553687 0.2745529
Moved 850.5258 408.2946 482.1964 0.1117932 0.2422747
Moved 850.5405 385.2876 467.8047 0.05853613 0.2052591
Moved 850.5556 360.3407 446.79 0.0007887681 0.1512087
Moved 850.5715 343.3044 432.2638 -0.0386472 0.1138471
Moved 850.5873 321.756 410.756 -0.08852775 0.05852875
Moved 850.6044 309.3006 399.3006 -0.1173598 0.02906528
Moved 850.6175 296.3259 386.3259 -0.1473938 -0.004305937
Moved 850.6346 286.5877 373.8524 -0.1699358 -0.03638805
Moved 850.6508 279.127 362.6033 -0.187206 -0.06532088
Moved 850.665 273.5338 355.9173 -0.2001532 -0.08251732
Moved 850.681 269.6597 350.0994 -0.2091212 -0.09748097
Moved 850.7028 262.4164 339.2493 -0.2258878 -0.1253875
Stationary 850.7128 262.4164 339.2493 -0.2258878 -0.1253875
Moved 850.7258 260.9772 334.9317 -0.2292193 -0.1364926
Moved 850.7421 258.0844 332.0844 -0.2359156 -0.1438159
Moved 850.7566 258.1018 328.2037 -0.2358754 -0.1537972
Moved 850.7726 258 325.3177 -0.2361111 -0.16122
Moved 850.7885 258 323 -0.2361111 -0.1671811
Moved 850.8035 258 320.1675 -0.2361111 -0.1744664
Moved 850.8183 258 317.2888 -0.2361111 -0.1818704
Moved 850.834 273.5994 312.4001 -0.2000013 -0.1944441
Moved 850.8504 290.9791 308.3125 -0.1597705 -0.2049576
Moved 850.8655 307.4509 307.325 -0.1216414 -0.2074976
Moved 850.8805 323.2796 307 -0.08500084 -0.2083334
Moved 850.8962 340 307 -0.04629632 -0.2083334
Moved 850.9168 353.9725 307 -0.01395255 -0.2083334
Ended 850.9297 372.256 307 0.02837042 -0.2083334
Candidates 851.0471 12 of high push pub off pig john porn if pg log polish
Began 851.7706 426 370 0.1527777 -0.04629637
