a good response to the question
Moved 608.5115 511.4972 490.4954 0.350688 0.2636197
Moved 608.5275 515.8136 497.7515 0.3606796 0.2822825
Moved 608.543 518.7849 503.5697 0.3675575 0.2972471
Moved 608.5598 521.8483 507.8483 0.3746488 0.3082518
Moved 608.5734 524.8524 512.7048 0.3816026 0.3207427
Moved 608.59 529.1072 517.1072 0.3914518 0.3320657
Moved 608.6046 530.6125 521.4187 0.3949363 0.343155
Moved 608.6208 533.491 526.982 0.4015995 0.3574639
Moved 608.636 535.6871 529.3742 0.4066831 0.3636167
Moved 608.6505 537.1259 531.1259 0.4100137 0.3681221
Moved 608.6662 538.5 534 0.4131944 0.3755144
Moved 608.6823 539 535.6519 0.4143518 0.3797631
Moved 608.697 539 539.2749 0.4143518 0.3890814
Moved 608.7126 539 540.5348 0.4143518 0.3923219
Moved 608.7284 539 541.9777 0.4143518 0.396033
Moved 608.7435 539 543.4164 0.4143518 0.3997336
Moved 608.7711 516.2365 544 0.3616584 0.4012345
Moved 608.783 508.6432 544 0.3440815 0.4012345
Stationary 608.7936 508.6432 544 0.3440815 0.4012345
Moved 608.8074 495.9089 544 0.3146038 0.4012345
Moved 608.8203 481.8426 544 0.2820431 0.4012345
Moved 608.837 468.4449 532.978 0.2510299 0.3728856
Moved 608.8508 456.4186 528.407 0.2231912 0.361129
Moved 608.866 441.0257 520.8298 0.1875594 0.3416405
Moved 608.8836 429.498 514.7132 0.1608751 0.3259084
Moved 608.8985 419.8043 509.3357 0.1384358 0.3120773
Moved 608.9107 406.4413 501.9119 0.1075031 0.2929831
Moved 608.9286 393.4554 494.6974 0.07744312 0.2744276
Moved 608.9451 382 486 0.05092591 0.2520575
Moved 608.9593 371.3773 479.2695 0.02633621 0.2347465
Moved 608.9762 358.5339 470.6893 -0.00339369 0.2126781
Moved 608.9899 349.2292 463.878 -0.02493252 0.1951593
Moved 609.0059 341.51 458.3643 -0.0428009 0.1809781
Moved 609.0214 330.3448 450.0086 -0.06864627 0.1594871
Moved 609.037 321.5875 444.1339 -0.08891786 0.1443773
Moved 609.0512 313.926 438.1408 -0.1066528 0.1289629
Moved 609.0668 306.7019 433.0211 -0.1233752 0.115795
Moved 609.0827 299.5132 427.6105 -0.1400158 0.1018789
Moved 609.0984 292.2974 421.8379 -0.1567191 0.08703153
Moved 609.1132 287.0393 417.0393 -0.1688905 0.07468946
Moved 609.1291 279.4331 411.6221 -0.1864975 0.06075631
Moved 609.1436 275.5 406 -0.1956018 0.04629618
Moved 609.1592 269.0754 402.0754 -0.2104736 0.03620207
Moved 609.1743 263.3777 397.7833 -0.2236627 0.02516272
Moved 609.1899 259.4503 394.4503 -0.232754 0.01659024
Moved 609.2057 256.4161 391.4161 -0.2397775 0.008786244
Moved 609.2211 254 389 -0.2453704 0.002572016
Ended 609.2363 253 388 -0.2476852 -3.924585E-08
Candidates 609.4149 12 good his god goods boys hope joss food gods hours floyd boss
Began 609.9457 419 389 0.1365741 0.002572016
Stationary 609.9603 419 389 0.1365741 0.002572016
Stationary 609.9753 419 389 0.1365741 0.002572016
Stationary 609.9906 419 389 0.1365741 0.002572016
Moved 610.0067 411.7512 408.799 0.1197945 0.05349535
Moved 610.0221 401.9856 434.3813 0.09718895 0.1192933
Ended 610.0388 395 467 0.08101851 0.2031892
Accept 610.0981 0 good
Began 611.1599 504 511 0.3333333 0.3163579
Stationary 611.1813 504 511 0.3333333 0.3163579
Stationary 611.1928 504 511 0.3333333 0.3163579
Stationary 611.2079 504 511 0.3333333 0.3163579
Stationary 611.2238 504 511 0.3333333 0.3163579
Moved 611.2405 492.7445 511 0.307279 0.3163579
Moved 611.2551 486.0278 511 0.2917311 0.3163579
Moved 611.2706 479.2269 511 0.2759881 0.3163579
Moved 611.287 470.241 511 0.2551875 0.3163579
Moved 611.3024 460.1274 514.8726 0.2317764 0.3263182
Moved 611.318 452.0404 518.9919 0.2130564 0.3369133
Moved 611.3332 441.9847 519 0.1897794 0.3369341
Moved 611.3486 434.7662 520 0.1730698 0.3395061
Moved 611.3641 426.1559 521.3074 0.1531385 0.3428687
Moved 611.3791 420.5 521 0.1400463 0.3420781
Moved 611.3947 413.9039 521.8192 0.1247776 0.3441852
Moved 611.4169 401.2061 522 0.09538442 0.3446501
Moved 611.4315 396.5881 522 0.08469473 0.3446501
Stationary 611.4442 396.5881 522 0.08469473 0.3446501
Moved 611.457 391.8447 522 0.07371455 0.3446501
Moved 611.4716 386.9297 522 0.06233732 0.3446501
Moved 611.4873 382.6308 522 0.05238602 0.3446501
Moved 611.5019 378.7188 522 0.04333059 0.3446501
Moved 611.518 373.973 522 0.03234496 0.3446501
Moved 611.5334 368.1924 522 0.01896382 0.3446501
Moved 611.5494 364.3479 522 0.01006464 0.3446501
Moved 611.5646 358.6951 522 -0.003020664 0.3446501
Moved 611.5801 353.944 522 -0.01401847 0.3446501
Moved 611.595 349.3916 522 -0.02455657 0.3446501
Moved 611.6107 346.3456 522 -0.0316074 0.3446501
Moved 611.6255 340.8041 516.8763 -0.04443487 0.331472
Moved 611.6413 336.4857 513.8286 -0.05443126 0.323633
Moved 611.6574 332.7818 513.3909 -0.06300509 0.3225074
Moved 611.6721 328.8532 511.951 -0.07209907 0.3188041
Moved 611.6874 325.0247 511 -0.08096144 0.3163579
Moved 611.7023 321.2207 510.0735 -0.08976687 0.3139751
Moved 611.7186 318.903 508.9515 -0.0951319 0.3110893
Moved 611.7348 314.4942 506.498 -0.1053376 0.3047788
Moved 611.7495 311.129 505.0645 -0.1131272 0.3010918
Moved 611.765 306.8551 503.6183 -0.1230206 0.2973723
Moved 611.781 303.3637 503 -0.1311025 0.2957818
Moved 611.7958 299.2505 501.7502 -0.1406238 0.2925673
Moved 611.8107 295.9131 501 -0.1483493 0.2906378
Moved 611.8281 293.2984 500.1492 -0.1544017 0.2884496
Moved 611.8418 289.2591 500 -0.1637522 0.2880658
Moved 611.8577 284.3124 498.3281 -0.1752028 0.2837655
Moved 611.8727 279.6653 496.8884 -0.1859599 0.2800627
Moved 611.8904 275.5 495.5 -0.1956018 0.2764916
Moved 611.9035 271.0219 495 -0.2059679 0.2752057
Moved 611.9191 266.7163 493.5721 -0.2159345 0.271533
Moved 611.9347 263.0966 493 -0.2243135 0.2700616
Moved 611.9502 257.3244 491.1298 -0.2376749 0.2652513
Moved 611.9654 251.4895 488.2448 -0.2511816 0.2578311
Moved 611.981 246.7503 486.3752 -0.262152 0.2530226
Moved 611.9962 242.2248 483.4832 -0.2726278 0.2455843
Moved 612.012 236.9157 479.6105 -0.2849173 0.2356236
Moved 612.0275 230.2954 474.4363 -0.3002421 0.2223156
Moved 612.0417 225 469 -0.3125 0.2083333
Moved 612.0566 221.2516 464.5645 -0.3211768 0.1969251
Moved 612.0728 215.5222 458.5222 -0.3344394 0.1813841
Moved 612.0887 210.7531 452.1913 -0.345479 0.1651011
Moved 612.1108 201.6576 437.7626 -0.3665334 0.1279902
Stationary 612.1213 201.6576 437.7626 -0.3665334 0.1279902
Moved 612.1338 199.2383 432.4767 -0.3721335 0.1143947
Moved 612.1501 196.3609 425.4023 -0.3787941 0.09619936
Moved 612.165 194.4013 421.8026 -0.3833303 0.08694068
Moved 612.1805 192.3067 415.6133 -0.388179 0.07102189
Moved 612.1958 190.7219 411.1657 -0.3918474 0.05958251
Moved 612.2113 189.2844 407.5688 -0.3951749 0.05033136
Moved 612.2274 189 405.8456 -0.3958333 0.04589905
Moved 612.2422 189 404.4131 -0.3958333 0.04221461
Moved 612.2566 189 402.9708 -0.3958333 0.03850513
Stationary 612.2725 189 402.9708 -0.3958333 0.03850513
Moved 612.288 189 401.7421 -0.3958333 0.03534478
Stationary 612.3038 189 402 -0.3958333 0.03600815
Moved 612.3202 193.2609 402 -0.3859702 0.03600815
Moved 612.336 202.5737 402 -0.3644126 0.03600815
Moved 612.3506 211.1457 402 -0.3445702 0.03600815
Moved 612.3653 223.2992 412.5748 -0.316437 0.06320683
Moved 612.3824 232.3379 416.6689 -0.2955142 0.07373688
Moved 612.3974 246.2812 422.3125 -0.263238 0.08825227
Moved 612.4127 257.1577 426.3091 -0.2380609 0.09853163
Moved 612.4279 268.6954 429.4238 -0.2113533 0.1065427
Moved 612.4435 279.5505 433.9502 -0.1862257 0.1181846
Moved 612.4577 292.8264 438.2479 -0.1554943 0.1292384
Moved 612.4736 306.2099 444.0525 -0.1245142 0.1441679
Moved 612.4905 314.9361 447.1155 -0.1043145 0.1520459
Moved 612.5049 324.2638 451.113 -0.08272275 0.1623277
Moved 612.5207 332.8825 453.9608 -0.06277199 0.1696522
Moved 612.5353 340.5232 457.7616 -0.0450852 0.1794279
Moved 612.5509 351.8141 462.0553 -0.01894881 0.1904713
Moved 612.5666 360.6237 465.4102 0.001443724 0.1991001
Moved 612.5827 369.4559 468.4853 0.02188871 0.2070094
Moved 612.597 377 471 0.03935188 0.2134772
Moved 612.6124 383.7134 473.5711 0.0548921 0.2200902
Moved 612.6294 391.1104 476.4442 0.07201473 0.2274798
Moved 612.644 399.3122 479.3249 0.0910004 0.234889
Moved 612.6586 407.6011 483.3005 0.1101878 0.2451145
Moved 612.6799 424.8506 489.9253 0.1501171 0.2621535
Stationary 612.6906 424.8506 489.9253 0.1501171 0.2621535
Moved 612.7039 433.555 494.2775 0.1702662 0.2733473
Moved 612.7195 439.2507 497.1254 0.1834507 0.2806721
Moved 612.7357 448.678 501.839 0.2052731 0.2927957
Moved 612.7514 458.6682 506.1435 0.2283986 0.3038669
Moved 612.7664 466.9713 511.4857 0.2476188 0.3176071
Moved 612.7854 475.5453 515.7726 0.2674659 0.3286332
Moved 612.7972 484.2813 519.4271 0.2876881 0.3380325
Moved 612.8154 493.9471 523.4059 0.3100629 0.3482663
Moved 612.8293 501.4916 526.6393 0.3275268 0.3565824
Moved 612.8436 512.0323 528.7189 0.3519266 0.3619312
Moved 612.8591 520.9207 531.3069 0.3725016 0.3685876
Moved 612.8744 528.5314 533.5886 0.390119 0.3744561
Moved 612.8915 536.16 536.064 0.4077778 0.380823
Moved 612.9056 542.3528 538.4706 0.422113 0.3870127
Moved 612.9198 548.6478 539.9119 0.4366848 0.3907199
Moved 612.9355 552.0331 541.011 0.444521 0.3935468
Moved 612.951 556.3604 542.4534 0.4545379 0.3972566
Moved 612.9661 559.7901 543.895 0.4624771 0.4009645
Moved 612.9815 562.6677 545.3339 0.4691382 0.4046652
Moved 612.9977 563.7755 545 0.4717024 0.4038065
Stationary 613.0126 564 545 0.4722223 0.4038065
Moved 613.028 564.6539 546 0.4737359 0.4063785
Moved 613.0437 565.5 546 0.4756944 0.4063785
Stationary 613.0587 565.5 546 0.4756944 0.4063785
Moved 613.0745 565 546 0.474537 0.4063785
Stationary 613.0897 565 546 0.474537 0.4063785
Stationary 613.1041 565 546 0.474537 0.4063785
Moved 613.1199 553.3546 537.6383 0.4475801 0.3848721
Moved 613.1387 546.1792 530.1792 0.4309704 0.3656872
Moved 613.1522 539 524.5 0.4143518 0.3510802
Moved 613.174 518.4296 505.7968 0.3667352 0.3029753
Stationary 613.1846 518.4296 505.7968 0.3667352 0.3029753
Moved 613.1978 510.2039 497.2039 0.3476942 0.2808742
Moved 613.2136 501.557 486.076 0.3276783 0.2522531
Moved 613.2296 492.9116 476.2302 0.3076658 0.2269295
Moved 613.2439 483.1593 463.9191 0.285091 0.1952652
Moved 613.2599 475 451.5 0.2662037 0.163323
Moved 613.2754 467.4637 438.5755 0.2487587 0.130081
Moved 613.2914 457.4001 420.9716 0.2254631 0.08480334
Moved 613.3068 449.8029 406.2043 0.207877 0.04682172
Moved 613.3219 441.202 390.4041 0.1879676 0.006183223
Moved 613.3371 432.5698 374.5446 0.1679857 -0.03460754
Moved 613.3517 424.7691 355.692 0.1499284 -0.0830969
Moved 613.3675 418.8438 343.6875 0.1362124 -0.1139725
Moved 613.3853 413.3682 330.0836 0.1235374 -0.1489621
Moved 613.3983 405.6316 310.6422 0.1056288 -0.1989656
Moved 613.4145 402.3721 298.4885 0.09808362 -0.2302252
Moved 613.4299 397.7825 283.6085 0.08745959 -0.2684968
Moved 613.4451 393.4587 269.1957 0.07745068 -0.3055667
Moved 613.4604 389.7497 257.624 0.06886512 -0.3353292
Moved 613.4758 387.9247 248.5485 0.06464064 -0.3586717
Moved 613.4918 386.8722 243.3612 0.0622042 -0.3720134
Moved 613.5063 384.3852 236.5409 0.05644729 -0.3895553
Moved 613.5218 382.9454 230.7815 0.0531143 -0.4043687
Moved 613.5378 381.5067 225.0266 0.04978389 -0.4191702
Moved 613.5529 379.0651 221.1952 0.04413207 -0.4290248
Moved 613.5671 376.2525 215.5049 0.03762146 -0.4436603
Moved 613.5847 373.3762 213.3762 0.03096352 -0.4491352
Moved 613.5984 370.2552 210.2551 0.02373874 -0.4571627
Moved 613.6205 360.9553 208 0.002211432 -0.462963
Stationary 613.6312 360.9553 208 0.002211432 -0.462963
Moved 613.6439 355.2276 208 -0.01104722 -0.462963
Moved 613.6613 345.2005 212.5107 -0.03425802 -0.4513612
Moved 613.6776 336.5846 218.2493 -0.05420238 -0.4366017
Moved 613.6923 326.5 224 -0.07754628 -0.4218107
Moved 613.7061 319.6272 231.3728 -0.09345552 -0.4028478
Moved 613.7218 309.3575 239.4818 -0.1172279 -0.3819912
Moved 613.7397 302.5 246.5 -0.1331019 -0.3639403
Moved 613.7532 295.2683 255.687 -0.1498419 -0.3403112
Moved 613.7701 286.6384 267.1488 -0.1698186 -0.3108312
Moved 613.7837 280.8095 276.8666 -0.1833113 -0.2858368
Moved 613.7986 274.878 286.9635 -0.1970417 -0.2598676
Moved 613.8137 268.5 295.5 -0.2118056 -0.2379116
Moved 613.8316 262.7843 306.4313 -0.2250362 -0.209796
Moved 613.8458 255.7868 317.9411 -0.2412342 -0.1801927
Moved 613.8613 249.2474 330.5052 -0.2563718 -0.1478774
Moved 613.8777 243.485 340.9012 -0.2697105 -0.121139
Moved 613.8922 238.7593 351.9211 -0.2806496 -0.09279541
Moved 613.9072 233.8703 361.2594 -0.2919669 -0.06877735
Moved 613.9224 228.0723 375.8194 -0.3053883 -0.03132879
Moved 613.939 225.1352 381.7296 -0.312187 -0.01612777
Moved 613.9533 220.819 389.3016 -0.3221782 0.00334775
Moved 613.968 218.0019 397.9942 -0.3286992 0.02570513
Moved 613.9836 215.1187 403.7031 -0.3353733 0.04038861
Moved 614.0006 212.2253 409.5494 -0.3420711 0.05542547
Moved 614.0156 210.1814 416.0933 -0.3468024 0.07225621
Moved 614.0361 207.731 424.8071 -0.3524746 0.09466826
Stationary 614.0471 207.731 424.8071 -0.3524746 0.09466826
Moved 614.0614 207 430.161 -0.3541667 0.1084388
Moved 614.0775 207 433.4567 -0.3541667 0.1169154
Moved 614.0934 207 438.0157 -0.3541667 0.1286412
Moved 614.1081 207 442.335 -0.3541667 0.1397505
Moved 614.1231 207 449.7897 -0.3541667 0.1589241
Moved 614.1391 213.9249 457.9356 -0.3381368 0.1798754
Moved 614.1545 217.139 463.2316 -0.3306968 0.1934969
Moved 614.1694 224.5309 476.0494 -0.3135858 0.2264645
Moved 614.1854 232.6944 490.4396 -0.294689 0.2634764
Moved 614.2018 239.9395 502.1033 -0.2779177 0.2934754
Moved 614.216 251.7274 515.5455 -0.2506311 0.3280492
Moved 614.2308 264.3122 529.5691 -0.2214995 0.3641179
Moved 614.2463 273.2083 541.9096 -0.2009069 0.3958579
Moved 614.261 279.3121 550.037 -0.1867775 0.4167618
Moved 614.2809 286.3386 559.874 -0.1705125 0.4420628
Moved 614.294 291.7772 565.4715 -0.1579231 0.4564595
Moved 614.3085 296.3957 570.3958 -0.1472321 0.4691247
Moved 614.3232 300.1439 575.1439 -0.1385559 0.481337
Moved 614.3393 302.0119 578.0239 -0.1342317 0.4887444
Moved 614.353 303.4506 580.9012 -0.1309013 0.4961451
Moved 614.3687 304.5 581.5 -0.1284722 0.4976851
Stationary 614.3862 304.5 581.5 -0.1284722 0.4976851
Ended 614.4001 305 582 -0.1273148 0.4989711
Candidates 614.5373 12 ordinary passionate response probe prince prove justice putative resolve predict private price
Began 615.8927 390 441 0.06944448 0.1363167
Stationary 615.9121 390 441 0.06944448 0.1363167
Moved 615.926 402.5014 441 0.09838283 0.1363167
Moved 615.942 419.0112 441 0.1366 0.1363167
Moved 615.9571 451.4036 441 0.2115825 0.1363167
Moved 615.9732 497.2823 441 0.3177832 0.1363167
Ended 615.9892 533.4476 441 0.4014992 0.1363167
Accept 616.0472 2 response
Began 616.8329 313 540 -0.1087963 0.3909464
Stationary 616.8523 313 540 -0.1087963 0.3909464
Stationary 616.8655 313 540 -0.1087963 0.3909464
Stationary 616.88 313 540 -0.1087963 0.3909464
Stationary 616.8994 313 540 -0.1087963 0.3909464
Stationary 616.9127 313 540 -0.1087963 0.3909464
Stationary 616.9267 313 540 -0.1087963 0.3909464
Stationary 616.9421 313 540 -0.1087963 0.3909464
Moved 616.9589 326.3259 540 -0.07794926 0.3909464
Moved 616.9747 330.0907 540 -0.06923448 0.3909464
Moved 616.9908 334.9203 540 -0.05805472 0.3909464
Moved 617.0053 339.228 540 -0.04808327 0.3909464
Moved 617.0287 351.1714 540 -0.02043645 0.3909464
Stationary 617.0399 351.1714 540 -0.02043645 0.3909464
Moved 617.052 357.5 540 -0.005787015 0.3909464
Moved 617.0674 364.0129 540 0.009289085 0.3909464
Moved 617.0827 370.0291 540 0.02321541 0.3909464
Moved 617.0988 376.4511 540 0.03808131 0.3909464
Moved 617.1135 383.6552 532.0828 0.0547574 0.3705831
Moved 617.1286 390.8563 533 0.07142663 0.3729423
Moved 617.1434 399.034 533 0.09035647 0.3729423
Moved 617.1596 406.1946 533 0.106932 0.3729423
Moved 617.1758 411.7327 533 0.1197515 0.3729423
Moved 617.192 418.9356 533 0.136425 0.3729423
Moved 617.2048 426.0822 531.5836 0.1529681 0.3692992
Moved 617.2218 434.2949 532 0.171979 0.3703703
Moved 617.2372 441.4452 532 0.1885306 0.3703703
Moved 617.2508 449.4018 532 0.2069487 0.3703703
Moved 617.2668 456.8551 532 0.2242016 0.3703703
Moved 617.2822 459.5654 532 0.2304755 0.3703703
Moved 617.298 466.75 532 0.2471065 0.3703703
Moved 617.3129 471.3433 532 0.2577391 0.3703703
Moved 617.3292 475.2494 532 0.2667809 0.3703703
Moved 617.3444 480.013 532 0.2778078 0.3703703
Moved 617.3654 487.6028 532 0.2953768 0.3703703
Stationary 617.3765 487.6028 532 0.2953768 0.3703703
Moved 617.3894 489.0022 532 0.2986162 0.3703703
Moved 617.4053 491.8803 532 0.3052785 0.3703703
Moved 617.4208 493.7557 532 0.3096198 0.3703703
Moved 617.4366 495.3148 532 0.3132286 0.3703703
Moved 617.4515 496.8305 537.8138 0.3167374 0.3853235
Ended 617.4673 499.5312 539 0.3229888 0.3883744
Candidates 617.5246 12 to too rio top trip tripp ep ri rip rp trio tip
Began 618.0657 403 381 0.09953707 -0.01800419
Stationary 618.0839 403 381 0.09953707 -0.01800419
Stationary 618.0991 403 381 0.09953707 -0.01800419
Moved 618.1146 403 390.4462 0.09953707 0.006291542
Moved 618.1313 403 397.9962 0.09953707 0.0257102
Moved 618.1459 403 420.6172 0.09953707 0.08389205
Moved 618.1627 403 452.0541 0.09953707 0.1647482
Moved 618.1767 403 498.5 0.09953707 0.2842077
Ended 618.1921 403 498.5 0.09953707 0.2842077
Accept 618.235 0 to
Began 618.7598 371 605 0.025463 0.5581275
Stationary 618.7863 371 605 0.025463 0.5581275
Stationary 618.7969 371 605 0.025463 0.5581275
Stationary 618.8081 371 605 0.025463 0.5581275
Stationary 618.8235 371 605 0.025463 0.5581275
Stationary 618.8386 371 605 0.025463 0.5581275
Moved 618.854 371 589.327 0.025463 0.5178162
Moved 618.8701 371 585.5 0.025463 0.5079731
Moved 618.8893 364 578.3286 0.009259283 0.489528
Moved 618.9016 364 570.9274 0.009259283 0.4704922
Moved 618.9167 364 560.4034 0.009259283 0.4434242
Moved 618.9324 364 552.5238 0.009259283 0.4231578
Moved 618.9476 364 542.5 0.009259283 0.3973764
Moved 618.9626 364 532.2092 0.009259283 0.3709084
Moved 618.9784 364 522.0818 0.009259283 0.3448606
Moved 618.9944 364 515.3526 0.009259283 0.3275529
Moved 619.0093 371.4876 506.3203 0.02659172 0.3043216
Moved 619.0244 373.3669 497.7988 0.03094186 0.2824042
Moved 619.0405 375.8129 488.9354 0.03660401 0.2596075
Moved 619.0557 378.4971 476.7631 0.04281739 0.2283001
Moved 619.0707 380.7018 467.7896 0.04792074 0.2052199
Moved 619.0922 383.2134 453.9329 0.05373478 0.1695805
Stationary 619.103 383.2134 453.9329 0.05373478 0.1695805
Moved 619.1169 385.4103 445.7691 0.05882015 0.148583
Moved 619.1326 387.1439 437.1368 0.06283303 0.1263807
Moved 619.1481 389.1653 425.9214 0.06751229 0.09753446
Moved 619.163 391.0214 415.8505 0.0718087 0.07163192
Moved 619.1789 391 408.6785 0.07175922 0.05318543
Moved 619.1944 393.9103 397.6277 0.07849614 0.02476268
Moved 619.2102 395.0032 393.9904 0.08102585 0.01540737
Moved 619.2256 396.439 381.0494 0.08434942 -0.01787704
Moved 619.2395 397.879 375.7262 0.08768281 -0.03156842
Moved 619.2552 400.6354 365.7762 0.09406338 -0.05715986
Moved 619.2713 401.7608 359.196 0.09666851 -0.07408432
Moved 619.2879 403.2078 351.9612 0.100018 -0.09269227
Moved 619.3016 404 346.4227 0.1018518 -0.1069377
Moved 619.3184 404.7911 342.6267 0.1036831 -0.1167009
Moved 619.3326 405 338.5427 0.1041667 -0.1272051
Moved 619.348 406 336.8152 0.1064815 -0.131648
Moved 619.3636 406 334.9671 0.1064815 -0.1364015
Moved 619.3879 406 333.5 0.1064815 -0.140175
Moved 619.4002 406 334 0.1064815 -0.1388889
Stationary 619.4104 406 334 0.1064815 -0.1388889
Stationary 619.4242 406 334 0.1064815 -0.1388889
Moved 619.4406 392.5342 342.0385 0.07531066 -0.1182139
Moved 619.4559 385.3401 352.3239 0.05865753 -0.09175956
Moved 619.4711 377.1467 363.1653 0.03969153 -0.06387538
Moved 619.4869 371.1621 372.2568 0.02583822 -0.04049167
Moved 619.5026 364.3999 381.9002 0.01018484 -0.01568877
Moved 619.5178 357.5512 392.718 -0.005668452 0.01213478
Moved 619.5333 352 402.5 -0.01851852 0.03729416
Moved 619.5485 346.3227 410.5159 -0.03166035 0.05791126
Moved 619.5637 339.7892 421.3689 -0.04678429 0.08582531
Moved 619.5797 333.0228 432.4602 -0.06244729 0.1143523
Moved 619.5939 327.2564 442.5513 -0.0757953 0.1403067
Moved 619.6096 320.1264 451.2484 -0.09230007 0.1626757
Moved 619.6254 310.933 461.8804 -0.1135809 0.1900215
Moved 619.6415 302.5084 472.9888 -0.1330824 0.2185925
Moved 619.6571 291.0344 483.9656 -0.1596425 0.2468249
Moved 619.6789 271.0473 501.6738 -0.2059091 0.2923708
Stationary 619.6923 271.0473 501.6738 -0.2059091 0.2923708
Moved 619.703 261.0157 506.8481 -0.2291303 0.3056793
Moved 619.718 249.8323 513.7298 -0.2550178 0.323379
Moved 619.7366 239.4426 517.7787 -0.279068 0.3337929
Moved 619.7505 230.8207 521.0598 -0.2990262 0.3422318
Moved 619.7643 223.3224 522.0968 -0.3163832 0.3448991
Ended 619.7794 219 524 -0.3263889 0.3497942
Candidates 619.886 12 the there threw other tube tune rubber where tiger turner urge trigger
Began 620.4108 353 379 -0.01620372 -0.02314815
Stationary 620.4274 353 379 -0.01620372 -0.02314815
Stationary 620.4421 353 379 -0.01620372 -0.02314815
Stationary 620.4587 353 379 -0.01620372 -0.02314815
Moved 620.4724 353 398.4183 -0.01620372 0.02679613
Moved 620.4896 343.4622 411.2629 -0.03828203 0.05983258
Moved 620.5046 342.3878 435.2851 -0.04076888 0.121618
Moved 620.5197 340.7641 454.0673 -0.0445276 0.169926
Ended 620.5419 341 505 -0.04398147 0.3009258
Accept 620.5951 0 the
Began 621.5196 93 521 -0.6180555 0.3420781
Stationary 621.5376 93 521 -0.6180555 0.3420781
Stationary 621.551 93 521 -0.6180555 0.3420781
Stationary 621.5659 93 521 -0.6180555 0.3420781
Stationary 621.5833 93 521 -0.6180555 0.3420781
Stationary 621.5982 93 521 -0.6180555 0.3420781
Moved 621.6135 98.88376 521 -0.6044358 0.3420781
Moved 621.6294 105.0542 521 -0.5901524 0.3420781
Moved 621.6447 108.3193 521 -0.5825942 0.3420781
Moved 621.6604 116.4959 521 -0.5636668 0.3420781
Moved 621.676 124.0922 521 -0.5460828 0.3420781
Moved 621.691 131.5 521 -0.5289352 0.3420781
Moved 621.7068 141.6066 521 -0.5055403 0.3420781
Moved 621.7217 148.9512 521 -0.488539 0.3420781
Moved 621.7393 156.0986 521 -0.4719941 0.3420781
Moved 621.7584 161.6736 521 -0.4590889 0.3420781
Moved 621.7694 170.1283 521 -0.4395178 0.3420781
Moved 621.7836 176.9402 521 -0.4237496 0.3420781
Moved 621.7988 185.3326 521 -0.4043227 0.3420781
Moved 621.8145 193.3264 521 -0.3858185 0.3420781
Moved 621.8302 201.6164 521 -0.3666287 0.3420781
Moved 621.845 208.5 521 -0.3506944 0.3420781
Moved 621.8605 217.5089 521 -0.3298406 0.3420781
Moved 621.8765 226.7568 521 -0.3084333 0.3420781
Moved 621.8925 237.9366 521 -0.2825542 0.3420781
Moved 621.9075 248.943 521 -0.2570764 0.3420781
Moved 621.9215 263.2266 521 -0.2240126 0.3420781
