a good response to the question
Moved 771.6022 472.6633 510 0.2607948 0.3137859
Moved 771.6179 473 511.1031 0.2615741 0.3166231
Moved 771.6336 474.5 511 0.2650462 0.3163579
Moved 771.6486 475.9832 512 0.2684798 0.31893
Moved 771.6635 477.4101 513.4101 0.2717827 0.3225568
Moved 771.6797 479.7096 514 0.2771055 0.324074
Moved 771.6948 481.3013 515.3013 0.28079 0.327421
Moved 771.7114 482.315 515 0.2831365 0.326646
Moved 771.7254 482.8479 515 0.2843702 0.326646
Moved 771.74 483 516.2964 0.2847222 0.3299806
Stationary 771.7552 483 516.2964 0.2847222 0.3299806
Stationary 771.7721 483 516 0.2847222 0.329218
Stationary 771.7867 483 516 0.2847222 0.329218
Stationary 771.8022 483 516 0.2847222 0.329218
Moved 771.8174 470.9056 502.8061 0.256726 0.2952831
Moved 771.8336 451.4379 489.183 0.2116618 0.2602442
Moved 771.8489 429.72 472.79 0.1613889 0.2180813
Moved 771.8644 408.1542 456.9797 0.111468 0.177417
Moved 771.8796 388.4974 443.0981 0.06596625 0.1417131
Moved 771.8949 370.9716 432.6501 0.02539724 0.1148406
Moved 771.9095 351.6948 420.572 -0.01922508 0.08377558
Moved 771.9355 323.2038 400.2391 -0.08517648 0.03147918
Moved 771.9474 311.7054 393.0659 -0.1117929 0.01302958
Stationary 771.9575 311.7054 393.0659 -0.1117929 0.01302958
Moved 771.9715 301.3721 387.0698 -0.1357128 -0.002392584
Moved 771.9869 293.6358 382.9815 -0.1536207 -0.01290773
Moved 772.003 287.5535 379.7767 -0.1677003 -0.02115045
Moved 772.0174 283.1695 376.7797 -0.1778484 -0.02885889
Moved 772.0337 279.6449 375.215 -0.1860072 -0.0328834
Moved 772.0501 277.8453 373.8453 -0.190173 -0.03640618
Moved 772.0646 275.8104 373 -0.1948834 -0.03858032
Moved 772.0804 275 371.9683 -0.1967592 -0.04123382
Moved 772.0958 274 372 -0.199074 -0.04115226
Stationary 772.1115 274 372 -0.199074 -0.04115226
Stationary 772.1304 274 372 -0.199074 -0.04115226
Ended 772.1418 274 372 -0.199074 -0.04115226
Candidates 772.2936 12 good food god did goods foods his gods fig figs dod dogs
Began 772.7869 341 373 -0.04398147 -0.03858032
Stationary 772.8038 341 373 -0.04398147 -0.03858032
Stationary 772.8188 341 373 -0.04398147 -0.03858032
Stationary 772.8353 341 373 -0.04398147 -0.03858032
Moved 772.8508 341 383.8585 -0.04398147 -0.01065219
Moved 772.8663 341 401.332 -0.04398147 0.03429012
Moved 772.8825 341 433.8658 -0.04398147 0.1179675
Moved 772.897 341 457.47 -0.04398147 0.1786779
Moved 772.9119 349.436 473.0772 -0.0244536 0.2188198
Moved 772.9296 349.7042 491.3377 -0.02383287 0.2657862
Moved 772.9426 350 506.645 -0.02314816 0.3051568
Moved 772.9578 351 511.9537 -0.02083332 0.318811
Moved 772.9755 351 517.0867 -0.02083332 0.332013
Moved 772.9894 352.4677 521.403 -0.0174359 0.3431146
Ended 773.0059 352 522 -0.01851852 0.3446501
Accept 773.0627 0 good
Began 773.8785 344 531 -0.03703703 0.3677982
Stationary 773.8988 344 531 -0.03703703 0.3677982
Stationary 773.9129 344 531 -0.03703703 0.3677982
Stationary 773.9296 344 531 -0.03703703 0.3677982
Stationary 773.9446 344 531 -0.03703703 0.3677982
Moved 773.9599 333.7085 531 -0.06085987 0.3677982
Moved 773.975 328.0956 531 -0.07385269 0.3677982
Moved 773.9908 321.5004 526.1005 -0.08911952 0.3551968
Moved 774.0065 312.6578 522.9511 -0.1095884 0.3470964
Moved 774.0219 305.5405 521.5081 -0.1260637 0.343385
Moved 774.037 296.5154 520.0736 -0.1469551 0.3396955
Moved 774.0527 289.1548 518.631 -0.1639935 0.3359849
Moved 774.0681 282.7595 519 -0.1787974 0.3369341
Moved 774.0911 273.5 518 -0.2002315 0.3343621
Stationary 774.1014 273.5 518 -0.2002315 0.3343621
Moved 774.1142 270.4093 518 -0.207386 0.3343621
Moved 774.1302 267.5387 516.7693 -0.2140308 0.3311968
Moved 774.1456 264.66 517 -0.2206944 0.33179
Moved 774.1624 262.8881 517 -0.2247961 0.33179
Moved 774.1779 261.4509 517 -0.2281229 0.33179
Moved 774.193 260.5 517 -0.2303241 0.33179
Moved 774.2065 259.7861 517 -0.2319766 0.33179
Moved 774.2234 258.635 517 -0.2346411 0.33179
Moved 774.2374 258.065 517 -0.2359606 0.33179
Stationary 774.2522 258 517 -0.2361111 0.33179
Stationary 774.2677 258 517 -0.2361111 0.33179
Moved 774.2841 256.6266 517 -0.2392904 0.33179
Stationary 774.2988 256.6266 517 -0.2392904 0.33179
Moved 774.3142 255.8201 513.6401 -0.2411573 0.3231484
Moved 774.3312 256 509.123 -0.2407407 0.3115303
Moved 774.3457 253.2764 497.9344 -0.2470455 0.2827531
Moved 774.3613 249.51 478.5499 -0.255764 0.2328957
Moved 774.377 245.1799 463.1129 -0.2657873 0.1931915
Moved 774.3922 239.8506 445.5517 -0.2781237 0.1480238
Moved 774.4077 235.5458 425.2139 -0.2880884 0.09571455
Moved 774.4228 231.1742 410.7838 -0.2982079 0.05860026
Moved 774.4384 228.0053 400.0176 -0.3055434 0.03090937
Moved 774.454 226.5595 392.7975 -0.30889 0.01233933
Moved 774.4691 224.1245 383.6226 -0.3145266 -0.01125869
Moved 774.4852 224 377.7442 -0.3148148 -0.02637808
Moved 774.4994 223 375.2395 -0.3171296 -0.03282029
Moved 774.5159 223 371.4207 -0.3171296 -0.04264235
Moved 774.5322 223 370.3642 -0.3171296 -0.04535965
Moved 774.5468 223 369.1765 -0.3171296 -0.04841439
Moved 774.5606 223 368.5 -0.3171296 -0.0501544
Stationary 774.5775 223 368.5 -0.3171296 -0.0501544
Stationary 774.592 223 368.5 -0.3171296 -0.0501544
Moved 774.6086 234.1743 372.7033 -0.2912633 -0.03934342
Moved 774.6236 244.7536 380.846 -0.2667741 -0.01840018
Moved 774.6388 264.7106 396.4869 -0.2205772 0.0218285
Moved 774.6605 321.657 440.9448 -0.08875698 0.1361747
Stationary 774.671 321.657 440.9448 -0.08875698 0.1361747
Moved 774.6835 349.1289 462.6281 -0.02516463 0.1919445
Moved 774.6997 376.5907 478.9544 0.03840436 0.2339361
Moved 774.7158 406.7102 497.5349 0.1081255 0.2817255
Moved 774.735 431.986 507.9354 0.1666341 0.3084757
Moved 774.7474 453.001 518.0005 0.2152801 0.3343635
Moved 774.7618 470.5 523 0.2557871 0.3472221
Moved 774.7778 480.4908 526.2982 0.2789139 0.3557051
Moved 774.7927 493.7992 529.1776 0.3097203 0.3631111
Moved 774.8088 503.5 529 0.3321759 0.3626543
Moved 774.8243 510.8767 530.9692 0.3492517 0.3677189
Moved 774.8398 518.0198 531 0.3657867 0.3677982
Moved 774.8551 521.5388 531 0.3739323 0.3677982
Moved 774.8707 524.5708 531 0.3809509 0.3677982
Moved 774.8859 526.6028 531 0.3856548 0.3677982
Moved 774.9014 528.8381 531 0.3908291 0.3677982
Moved 774.9164 530.2879 531 0.3941849 0.3677982
Moved 774.932 531.7242 531 0.3975096 0.3677982
Moved 774.9472 533.1629 531 0.40084 0.3677982
Stationary 774.9622 533.1629 531 0.40084 0.3677982
Moved 774.978 534.374 531 0.4036435 0.3677982
Moved 774.9933 535.0585 523.5903 0.405228 0.3487403
Moved 775.0085 535 519.12 0.4050927 0.3372427
Moved 775.024 535 512.8943 0.4050927 0.3212301
Moved 775.0403 521.9276 505.7375 0.3748325 0.3028228
Moved 775.056 516.5373 497.5373 0.3623548 0.2817317
Moved 775.0706 507.9912 490.326 0.3425721 0.2631841
Moved 775.0845 496.8192 479.8192 0.3167109 0.2361603
Moved 775.1009 485.6964 469.6268 0.2909638 0.2099454
Moved 775.1171 470.0432 455.4029 0.2547296 0.1733613
Moved 775.1331 457.7103 442.7103 0.2261813 0.1407158
Moved 775.1484 446.1673 429.9382 0.1994614 0.1078658
Moved 775.1672 434.6548 415.9866 0.172812 0.071982
Moved 775.1787 426.3908 404.0253 0.1536823 0.04121722
Moved 775.1938 419.8049 394.1585 0.1384372 0.01583971
Moved 775.2099 414.2856 384.3141 0.1256612 -0.009480111
Moved 775.2245 408.6229 371.0572 0.1125529 -0.04357718
Moved 775.2401 403.3745 357.6653 0.1004039 -0.07802147
Moved 775.2559 400.05 347.1751 0.09270836 -0.1050024
Moved 775.2712 398.5863 332.8632 0.08932023 -0.1418127
Moved 775.2866 398 318.9539 0.08796295 -0.1775879
Moved 775.3017 398 301.1157 0.08796295 -0.223468
Moved 775.3173 398 291.5 0.08796295 -0.2481996
Moved 775.3342 398 281.775 0.08796295 -0.2732125
Moved 775.3475 398 271.3214 0.08796295 -0.3000995
Moved 775.3637 402.8047 261.8817 0.09908497 -0.3243786
Moved 775.3799 406.1255 254.3723 0.1067721 -0.3436926
Moved 775.395 407 249.8708 0.1087963 -0.3552706
Moved 775.4097 408.0005 245.9985 0.1111122 -0.3652302
Moved 775.425 408 243.1216 0.1111111 -0.3726297
Moved 775.441 409 239.8966 0.113426 -0.3809243
Moved 775.456 409 237.0275 0.113426 -0.3883038
Moved 775.4712 409 235.5791 0.113426 -0.392029
Moved 775.4865 410 234.1362 0.1157407 -0.3957402
Moved 775.5027 410 232.7012 0.1157407 -0.3994311
Stationary 775.517 410 232.7012 0.1157407 -0.3994311
Stationary 775.5343 410 233 0.1157407 -0.3986626
Moved 775.5482 398.8921 242.9972 0.09002794 -0.3729496
Moved 775.5638 385.1002 258.5898 0.05810231 -0.3328453
Moved 775.5793 371.8124 273.3196 0.02734343 -0.29496
Moved 775.5958 355.1903 289.6748 -0.0111336 -0.2528941
Moved 775.6165 319.7697 318.8952 -0.0931256 -0.1777388
Stationary 775.6275 319.7697 318.8952 -0.0931256 -0.1777388
Moved 775.6407 300.4382 333.8937 -0.1378746 -0.1391623
Moved 775.6563 286.705 342.1721 -0.1696643 -0.1178703
Moved 775.6715 269.5019 355.1236 -0.2094864 -0.08455865
Moved 775.687 258.7483 364.3453 -0.234379 -0.06084033
Moved 775.7023 248.5829 371.7265 -0.2579099 -0.04185578
Moved 775.7178 237.5122 381.4877 -0.2835365 -0.01674966
Moved 775.7328 231.1089 387.8911 -0.2983591 -0.0002800977
Moved 775.748 224.3504 395.3121 -0.3140038 0.01880669
Moved 775.7639 220.5299 401.9402 -0.3228475 0.03585446
Moved 775.7795 216.3709 410.2582 -0.3324748 0.05724852
Moved 775.7957 214.3509 419.5435 -0.3371506 0.0811304
Moved 775.8101 212.9081 429.6436 -0.3404906 0.107108
Moved 775.8283 213 439.5 -0.3402778 0.1324588
Moved 775.8412 213 449.8459 -0.3402778 0.1590686
Moved 775.8562 213 459.8838 -0.3402778 0.1848862
Moved 775.8718 225 472 -0.3125 0.2160493
Moved 775.8875 233.2419 485.9891 -0.2934216 0.2520297
Moved 775.9023 244.7997 501.8497 -0.2666672 0.2928231
Moved 775.9177 262.3472 518.5512 -0.2260482 0.3357798
Moved 775.934 279.8516 535.8516 -0.1855288 0.3802766
Moved 775.9489 295.7379 553.4117 -0.1487549 0.4254415
Moved 775.9641 312.3773 571.492 -0.1102379 0.4719444
Moved 775.9807 324.5 583.5 -0.08217593 0.5028291
Ended 776.0034 336 597 -0.05555556 0.5375513
Candidates 776.1313 12 response resolve estimate designer reduce ordinary since wonder drove recovery recover resume
Began 776.6714 347 409 -0.0300926 0.05401234
Stationary 776.6902 347 409 -0.0300926 0.05401234
Stationary 776.7059 347 409 -0.0300926 0.05401234
Moved 776.7208 347 420.2153 -0.0300926 0.08285832
Moved 776.7356 347 437.4383 -0.0300926 0.127156
Moved 776.7512 347 459.6245 -0.0300926 0.1842192
Moved 776.7672 347 481.7678 -0.0300926 0.2411723
Moved 776.7821 347 494.5 -0.0300926 0.2739197
Moved 776.7971 347 511.8953 -0.0300926 0.3186608
Moved 776.8126 347 523.5682 -0.0300926 0.3486835
Ended 776.8278 347 534 -0.0300926 0.3755144
Accept 776.8868 0 response
Began 777.4982 233 507 -0.2939815 0.3060699
Stationary 777.5097 233 507 -0.2939815 0.3060699
Stationary 777.5204 233 507 -0.2939815 0.3060699
Stationary 777.5357 233 507 -0.2939815 0.3060699
Stationary 777.5522 233 507 -0.2939815 0.3060699
Stationary 777.5668 233 507 -0.2939815 0.3060699
Stationary 777.585 233 507 -0.2939815 0.3060699
Stationary 777.5981 233 507 -0.2939815 0.3060699
Moved 777.6209 251.2904 514.4614 -0.2516426 0.3252606
Stationary 777.6313 251.2904 514.4614 -0.2516426 0.3252606
Moved 777.6434 261.9033 517.2719 -0.2270757 0.3324894
Moved 777.6599 274.6269 520.4067 -0.197623 0.3405522
Moved 777.6783 287.228 522.1365 -0.1684537 0.3450011
Moved 777.6922 297.0404 523 -0.1457398 0.3472221
Moved 777.7066 305.132 524.0264 -0.1270092 0.3498621
Moved 777.7214 315.2546 524 -0.1035772 0.3497942
Moved 777.7365 320.4314 524 -0.09159406 0.3497942
Moved 777.7542 328.0597 524 -0.07393599 0.3497942
Moved 777.7691 335.2532 524 -0.05728433 0.3497942
Moved 777.7844 343.3515 524 -0.03853818 0.3497942
Moved 777.799 350.6361 514.7095 -0.02167573 0.3258988
Moved 777.8143 358.5881 513.4706 -0.003268222 0.3227125
Moved 777.8314 369.677 510.5807 0.02240042 0.3152796
Moved 777.8448 374.01 508.596 0.03243049 0.3101748
Moved 777.8608 385.7477 506.563 0.05960107 0.304946
Moved 777.8772 396.0313 502.558 0.08340587 0.2946449
Moved 777.8921 408.3061 499.8209 0.1118197 0.287605
Moved 777.9063 421.3131 496.9304 0.1419284 0.2801708
Moved 777.9241 435.2457 495.5283 0.1741799 0.2765644
Moved 777.9384 449.1498 494.085 0.2063654 0.2728523
Moved 777.959 475.2477 494 0.2667771 0.2726337
Stationary 777.9696 475.2477 494 0.2667771 0.2726337
Moved 777.9834 483.4406 493.0933 0.2857421 0.2703016
Moved 777.9994 490.7455 493 0.3026517 0.2700616
Ended 778.0142 493 493 0.3078704 0.2700616
Candidates 778.1512 12 wo wp woo wto wi rep ep will ri eu trio rio
Began 778.9384 370 478 0.02314816 0.2314814
Stationary 778.9552 370 478 0.02314816 0.2314814
Stationary 778.9685 370 478 0.02314816 0.2314814
Stationary 778.9858 370 478 0.02314816 0.2314814
Stationary 779.0021 370 478 0.02314816 0.2314814
Stationary 779.0186 370 478 0.02314816 0.2314814
Ended 779.0329 370 478 0.02314816 0.2314814
NextCandidatePanel 779.0914
Began 779.4924 400 500 0.09259263 0.2880658
Stationary 779.509 400 500 0.09259263 0.2880658
Stationary 779.5242 400 500 0.09259263 0.2880658
Stationary 779.5424 400 500 0.09259263 0.2880658
Stationary 779.5559 400 500 0.09259263 0.2880658
Stationary 779.5712 400 500 0.09259263 0.2880658
Ended 779.5923 400 500 0.09259263 0.2880658
NextCandidatePanel 779.6481
Began 779.9542 375 491 0.03472219 0.2649176
Stationary 779.9738 375 491 0.03472219 0.2649176
Stationary 779.991 375 491 0.03472219 0.2649176
Stationary 780.0052 375 491 0.03472219 0.2649176
Stationary 780.0175 375 491 0.03472219 0.2649176
Ended 780.0326 375 491 0.03472219 0.2649176
Began 780.0934 365 491 0.01157403 0.2649176
NextCandidatePanel 780.0934
Stationary 780.1121 365 491 0.01157403 0.2649176
Stationary 780.1274 365 491 0.01157403 0.2649176
Stationary 780.1408 365 491 0.01157403 0.2649176
Stationary 780.1567 365 491 0.01157403 0.2649176
Stationary 780.1721 365 491 0.01157403 0.2649176
Ended 780.1884 365 491 0.01157403 0.2649176
Cancel 780.2487
Began 781.0337 351 558 -0.02083332 0.4372427
Stationary 781.0525 351 558 -0.02083332 0.4372427
Stationary 781.0712 351 558 -0.02083332 0.4372427
Stationary 781.0815 351 558 -0.02083332 0.4372427
Stationary 781.0969 351 558 -0.02083332 0.4372427
Stationary 781.1122 351 558 -0.02083332 0.4372427
Stationary 781.1279 351 558 -0.02083332 0.4372427
Stationary 781.1429 351 558 -0.02083332 0.4372427
Stationary 781.1589 351 558 -0.02083332 0.4372427
Stationary 781.1737 351 558 -0.02083332 0.4372427
Stationary 781.1902 351 558 -0.02083332 0.4372427
Moved 781.2055 361.2791 558 0.00296096 0.4372427
Moved 781.2224 369.0681 558 0.02099097 0.4372427
Moved 781.2364 376.2321 558 0.03757417 0.4372427
Moved 781.2516 386.4968 547.5032 0.06133526 0.4102447
Moved 781.2672 393.4216 548.7367 0.07736474 0.4134173
Moved 781.2836 403.4957 546.9292 0.1006845 0.4087684
Moved 781.2974 413.5 545.5 0.1238426 0.4050925
Moved 781.3127 422.7403 543.0433 0.1452323 0.3987738
Moved 781.3281 430.7631 542.2106 0.1638035 0.3966321
Moved 781.3439 438.9998 540.2001 0.1828698 0.391461
Moved 781.3636 446.217 538.7566 0.1995765 0.3877483
Moved 781.3763 452.5503 539 0.2142368 0.3883744
Moved 781.3914 463.4522 536.2211 0.2394727 0.3812271
Moved 781.4063 473.5434 536 0.262832 0.3806583
Moved 781.4222 484.963 534.3395 0.2892661 0.3763876
Moved 781.4374 494.7234 534 0.3118596 0.3755144
Moved 781.4537 503.7092 534 0.33266 0.3755144
Moved 781.4666 510.9169 534 0.3493447 0.3755144
Moved 781.4843 516.1996 534 0.3615733 0.3755144
Moved 781.4987 520.9896 534 0.3726612 0.3755144
Ended 781.5145 525 534 0.3819444 0.3755144
Candidates 781.5562 12 to too top tip yo tp ttp yup rio rip rp you
Began 782.1575 411 445 0.1180555 0.1466049
Stationary 782.18 411 445 0.1180555 0.1466049
Stationary 782.1909 411 445 0.1180555 0.1466049
Stationary 782.207 411 445 0.1180555 0.1466049
Moved 782.2227 411 475.8428 0.1180555 0.225933
Moved 782.2391 411 502.8953 0.1180555 0.2955126
Moved 782.2604 419.8168 556.702 0.1384648 0.4339041
Stationary 782.2716 419.8168 556.702 0.1384648 0.4339041
Moved 782.2842 421.2005 578.0073 0.1416678 0.4887019
Moved 782.3005 422 589.7035 0.1435185 0.5187846
Moved 782.3159 422 600.4797 0.1435185 0.546501
Moved 782.3312 422 607.0704 0.1435185 0.5634527
Moved 782.3465 422.9578 610.9156 0.1457356 0.5733425
Moved 782.3619 423 613.793 0.1458333 0.5807431
Ended 782.3778 423 616 0.1458333 0.5864196
Accept 782.4042 0 to
Began 783.1301 266 540 -0.2175926 0.3909464
Stationary 783.149 266 540 -0.2175926 0.3909464
Stationary 783.163 266 540 -0.2175926 0.3909464
Stationary 783.179 266 540 -0.2175926 0.3909464
Stationary 783.1929 266 540 -0.2175926 0.3909464
Stationary 783.208 266 540 -0.2175926 0.3909464
Stationary 783.2261 266 540 -0.2175926 0.3909464
Stationary 783.2451 266 540 -0.2175926 0.3909464
Stationary 783.2556 266 540 -0.2175926 0.3909464
Stationary 783.2704 266 540 -0.2175926 0.3909464
Stationary 783.2849 266 540 -0.2175926 0.3909464
Moved 783.3016 275.421 531.6258 -0.1957848 0.3694078
Moved 783.3181 280.723 527.277 -0.1835115 0.3582227
Moved 783.334 286.0706 522.9471 -0.1711329 0.347086
Moved 783.3491 291.8256 517.1744 -0.1578112 0.3322388
Moved 783.3646 298.363 513.1975 -0.1426782 0.32201
Moved 783.3793 307.9637 507.0208 -0.1204544 0.3061232
Moved 783.3952 316.6502 501.2332 -0.1003468 0.2912376
Moved 783.4107 325.1857 494.5817 -0.08058871 0.2741297
Moved 783.4255 335.2835 488.6952 -0.05721415 0.2589896
Moved 783.4409 344.3483 481.9438 -0.03623088 0.2416251
Moved 783.4567 355.5943 475.0035 -0.0101983 0.2237745
Moved 783.4718 362.3879 468.8104 0.005527635 0.2078454
Moved 783.4913 377.4513 457.2655 0.04039655 0.178152
Moved 783.5033 389.3645 447.9766 0.06797343 0.1542607
Moved 783.5184 401.1914 439.4073 0.09535054 0.1322205
Moved 783.534 415.8364 426.2397 0.1292509 0.09835305
Moved 783.5495 424 418 0.1481481 0.07716041
Moved 783.5645 432.7837 407.2596 0.1684807 0.04953608
Moved 783.5801 438.302 401.698 0.1812546 0.03523144
Moved 783.596 444.0549 394.4313 0.1945716 0.01654146
Moved 783.6111 449.7502 385.4371 0.2077551 -0.006591812
Moved 783.626 452.7614 380.858 0.2147253 -0.01836949
Moved 783.6417 455.6287 376.557 0.2213626 -0.02943164
Moved 783.6573 457.2538 372.2386 0.2251246 -0.04053869
Moved 783.6727 458.6918 370.3082 0.2284533 -0.04550376
Moved 783.6868 459 369.1649 0.2291666 -0.04844414
Moved 783.7029 460.2132 367.7868 0.2319749 -0.05198875
Moved 783.7183 460 366.3499 0.2314815 -0.05568445
Moved 783.7404 460 365 0.2314815 -0.05915646
Stationary 783.7515 460 365 0.2314815 -0.05915646
Moved 783.7641 460 364 0.2314815 -0.06172839
Moved 783.7805 444.4398 364 0.1954624 -0.06172839
Moved 783.7966 432.0156 370.4175 0.1667027 -0.04522253
Moved 783.8102 410.5894 386.5493 0.1171052 -0.003731339
Moved 783.8263 390.3817 402.4144 0.07032792 0.03707411
Moved 783.8418 372.1502 418.0141 0.02812544 0.07719672
Moved 783.8583 350.5714 436.7048 -0.02182558 0.1252695
Moved 783.8729 337.7903 448.4087 -0.05141144 0.1553721
Moved 783.8884 324.7651 458.7382 -0.08156221 0.1819398
Moved 783.903 315 469 -0.1041667 0.2083333
Moved 783.9191 298.507 482.9108 -0.1423449 0.2441122
Moved 783.9344 286.1778 493.5944 -0.1708847 0.2715906
Moved 783.9493 275.6193 503.3807 -0.1953257 0.2967609
Moved 783.9658 267.3133 510.5723 -0.2145526 0.3152578
Moved 783.9893 252.9975 523.002 -0.2476909 0.3472273
Stationary 783.9999 252.9975 523.002 -0.2476909 0.3472273
Moved 784.011 248.6902 527.3098 -0.2576615 0.358307
Moved 784.0295 243.935 530.5488 -0.2686689 0.3666377
Moved 784.0428 240.0816 532.9592 -0.277589 0.3728374
Moved 784.0577 237.2013 535.7987 -0.2842562 0.3801406
Moved 784.0739 235.1552 536.8448 -0.2889926 0.3828311
Moved 784.0878 233.7219 537 -0.2923104 0.3832304
Moved 784.1036 233.2744 538.7256 -0.2933463 0.3876686
Moved 784.1196 232.5 539.5 -0.2951389 0.3896604
Ended 784.1348 233 539 -0.2939815 0.3883744
Candidates 784.2855 12 the where there threw else winter rule welfare duke relate she trigger
Began 784.7812 402 407 0.09722222 0.04886827
Stationary 784.7981 402 407 0.09722222 0.04886827
Stationary 784.8124 402 407 0.09722222 0.04886827
Moved 784.8379 402 449.9208 0.09722222 0.1592613
Moved 784.85 414.8492 487.707 0.1269657 0.256448
Stationary 784.8613 414.8492 487.707 0.1269657 0.256448
Moved 784.8744 419.2225 514.7802 0.1370892 0.3260807
Moved 784.8903 423.1201 536.6006 0.1461113 0.382203
Moved 784.906 424.0953 545.858 0.1483689 0.4060132
Moved 784.9219 425.5703 558.4219 0.1517831 0.4383279
Moved 784.9365 426 567.0541 0.1527777 0.4605301
Moved 784.9509 426 574.3228 0.1527777 0.4792251
Moved 784.9666 426 578.5905 0.1527777 0.4902017
Moved 784.9829 426 580.3367 0.1527777 0.4946931
Moved 784.9969 426 582.7783 0.1527777 0.5009727
Ended 785.0126 426 583 0.1527777 0.5015431
Accept 785.0717 0 the
Began 785.6572 210 501 -0.3472222 0.2906378
Stationary 785.6827 210 501 -0.3472222 0.2906378
Stationary 785.6927 210 501 -0.3472222 0.2906378
Stationary 785.707 210 501 -0.3472222 0.2906378
Stationary 785.7225 210 501 -0.3472222 0.2906378
Moved 785.7375 226.1308 501 -0.3098825 0.2906378
Moved 785.7538 237.5717 511.5717 -0.2833988 0.3178284
Moved 785.7698 253 512 -0.2476852 0.31893
Moved 785.7869 271.9199 517.4453 -0.2038891 0.3329354
Moved 785.7992 293.7192 520.6292 -0.1534278 0.3411244
Moved 785.8149 309.9207 523.4868 -0.1159244 0.3484741
Moved 785.832 328.3768 526.3657 -0.07320175 0.3558787
Moved 785.8465 349.6468 529.6176 -0.02396579 0.3642427
Moved 785.8614 368.8254 530 0.0204291 0.3652262
Moved 785.8768 389 533 0.06712963 0.3729423
Moved 785.8978 418.1073 537.0239 0.1345077 0.3832917
Stationary 785.9095 418.1073 537.0239 0.1345077 0.3832917
Moved 785.9228 432.5059 537 0.1678378 0.3832304
Moved 785.9384 443.2453 538 0.1926975 0.3858024
Moved 785.954 453.3433 538 0.2160724 0.3858024
Moved 785.9695 459.8517 538 0.2311383 0.3858024
Moved 785.9851 465.8066 538 0.2449227 0.3858024
Moved 785.9995 469.9777 539.2444 0.2545779 0.3890032
Moved 786.0153 474.294 539 0.2645694 0.3883744
Moved 786.0309 477.4056 539 0.2717724 0.3883744
Moved 786.0463 478.6415 539 0.2746332 0.3883744
Moved 786.0624 480.0833 539 0.2779707 0.3883744
Moved 786.0774 481.5205 539 0.2812975 0.3883744
Moved 786.0931 482.5 539 0.2835648 0.3883744
Moved 786.1141 482 539 0.2824074 0.3883744
Stationary 786.1246 482 539 0.2824074 0.3883744
Stationary 786.1376 482 539 0.2824074 0.3883744
Stationary 786.1534 482 539 0.2824074 0.3883744
Stationary 786.1693 482 539 0.2824074 0.3883744
Moved 786.1843 466.2517 539 0.245953 0.3883744
Moved 786.2006 450.6385 532.7289 0.2098114 0.372245
Moved 786.2162 436.5187 529.1266 0.1771266 0.3629798
Moved 786.2316 412.0672 523.9038 0.120526 0.3495467
Moved 786.2472 396.354 523 0.08415282 0.3472221
Moved 786.2618 381.4976 521.8497 0.04976302 0.3442637
Moved 786.2799 367.8083 522 0.01807491 0.3446501
