the back yard of our house
Moved 380.0863 189.0267 459 -0.3957714 0.1826131
Moved 380.117 181.5629 459 -0.4130488 0.1826131
Moved 380.1478 180 460.1349 -0.4166667 0.1855322
Ended 380.1785 180 461.4982 -0.4166667 0.1890384
Accept 380.3015 0 of
Candidates 380.3015 13 our it or your out hot pour fort got for poor ppt port
Began 380.6089 205 379 -0.3587963 -0.02314815
Stationary 380.6396 205 379 -0.3587963 -0.02314815
Stationary 380.6704 205 379 -0.3587963 -0.02314815
Moved 380.7011 227.7939 372.2062 -0.3060327 -0.04062197
Moved 380.7318 242.8706 372 -0.2711329 -0.04115226
Moved 380.7626 253.1916 371 -0.2472416 -0.04372435
Moved 380.7933 256.7794 370 -0.2389366 -0.04629637
Moved 380.8241 258.2467 370 -0.2355401 -0.04629637
Moved 380.8548 274.2924 403.7134 -0.1983972 0.04041519
Moved 380.8856 300.1852 448.7979 -0.1384603 0.1563731
Moved 380.9163 321.2292 478.3438 -0.08974716 0.2323657
Moved 380.9471 329.1995 489.2992 -0.07129753 0.2605431
Moved 380.9778 331.5 494 -0.06597221 0.2726337
Moved 381.0085 331 496 -0.06712963 0.2777777
Moved 381.0393 331 498.9578 -0.06712963 0.2853853
Moved 381.07 319 501.5 -0.09490739 0.2919238
Moved 381.1008 301.5721 505.0612 -0.1352497 0.3010831
Moved 381.1315 286.1195 506 -0.1710197 0.3034978
Moved 381.1623 267 491 -0.2152778 0.2649176
Moved 381.193 223.1461 452.0825 -0.3167914 0.164821
Moved 381.2237 180.5848 403.9433 -0.4153129 0.04100635
Moved 381.2545 157.0333 380.0333 -0.4698305 -0.02049065
Moved 381.2852 142.6213 367.716 -0.5031915 -0.05217092
Moved 381.316 133.5428 364.6357 -0.5242064 -0.06009341
Moved 381.3467 119.9838 365 -0.5555931 -0.05915646
Moved 381.3774 109.2016 389.5295 -0.5805517 0.003933848
Moved 381.4082 103.3581 409.2095 -0.5940784 0.05455107
Moved 381.4389 98.82281 423.443 -0.6045768 0.09115992
Moved 381.4696 96.19634 435.4109 -0.6106566 0.1219417
Moved 381.5004 95 446.7285 -0.613426 0.1510504
Moved 381.5312 95 450.652 -0.613426 0.161142
Moved 381.5619 95 455.8671 -0.613426 0.1745553
Moved 381.5927 95 461.6895 -0.613426 0.1895306
Stationary 381.6234 95 462.3547 -0.613426 0.1912415
Moved 381.6541 95 464.5 -0.613426 0.1967592
Moved 381.6849 95 464 -0.613426 0.1954732
Ended 381.7156 95 464 -0.613426 0.1954732
Accept 381.7771 0 our
Candidates 381.7771 13 his house hide guide jose host kids life list goods huge ghost other
Began 382.3919 254 311 -0.2453704 -0.1980453
Stationary 382.4227 254 311 -0.2453704 -0.1980453
Moved 382.4534 245.0891 348.4651 -0.2659974 -0.1016843
Moved 382.4842 234.2869 407.8873 -0.2910025 0.05115034
Moved 382.5149 223.6633 444.1786 -0.3155943 0.1444921
Moved 382.5457 214.566 470.9247 -0.3366528 0.2132837
Moved 382.5764 206.4102 491.7095 -0.355532 0.2667425
Moved 382.6071 199.5097 508.2258 -0.3715053 0.3092227
Moved 382.6379 196.3634 516.2731 -0.3787883 0.3299205
Moved 382.6686 193.6439 521.7122 -0.3850835 0.34391
Moved 382.6994 191.9198 525.1604 -0.3890745 0.3527787
Moved 382.7301 190.377 527.6229 -0.3926457 0.3591123
Moved 382.7608 188.7648 530.2352 -0.3963778 0.3658312
Moved 382.7916 187.5 532.5 -0.3993056 0.3716563
Moved 382.8224 187 533.6783 -0.4004629 0.374687
Ended 382.8531 187 535.0385 -0.4004629 0.3781852
Accept 382.9146 1 house
Began 383.1298 206 430 -0.3564815 0.1080246
Moved 383.1605 232.2662 430 -0.2956802 0.1080246
Moved 383.1912 344.9575 465.4553 -0.03482054 0.1992163
Moved 383.222 442.1354 488.3649 0.1901282 0.2581402
Moved 383.2527 500.4647 500.6715 0.3251498 0.2897929
Moved 383.2834 547.261 509.8348 0.4334745 0.313361
Moved 383.3142 578.5253 519.5547 0.5058457 0.3383607
Ended 383.3449 578.5253 519.5547 0.5058457 0.3383607
PhraseEnd 383.4064
