the back yard of our house
Moved 557.8355 328.457 456.8778 -0.07301619 0.1771548
Moved 557.8661 259.6819 405.925 -0.2322177 0.04610332
Moved 557.8969 219.9052 378.1651 -0.3242936 -0.0252956
Moved 557.9277 196.2657 360.9844 -0.3790145 -0.06948455
Moved 557.9582 175.3661 347.8197 -0.4273932 -0.1033444
Moved 557.9891 160.6108 339.2081 -0.461549 -0.1254935
Moved 558.0198 153.0543 334.5271 -0.479041 -0.1375333
Moved 558.0505 150 333 -0.4861112 -0.141461
Ended 558.0812 150 333 -0.4861112 -0.141461
Candidates 558.2042 13 of off good if god high goods food odd oh pass is old
Began 558.6035 162 362 -0.4583334 -0.06687243
Moved 558.6342 189.4133 362 -0.3948765 -0.06687243
Moved 558.6649 236.0748 362 -0.2868638 -0.06687243
Moved 558.6957 297 362 -0.1458333 -0.06687243
Moved 558.7264 342.835 373.3058 -0.0397339 -0.03779368
Ended 558.7571 365 377.5 0.01157403 -0.02700625
Accept 558.8185 0 of
Began 558.9107 220 329 -0.3240741 -0.151749
Stationary 558.9414 220 329 -0.3240741 -0.151749
Moved 558.9722 246.4821 361.7886 -0.2627729 -0.06741606
Moved 559.0027 326 430 -0.07870371 0.1080246
Moved 559.0336 353.7162 449.5116 -0.01454582 0.1582088
Moved 559.0643 359.9727 454.9727 -6.313126E-05 0.1722549
Moved 559.095 361 456 0.002314846 0.174897
Stationary 559.1257 361 456 0.002314846 0.174897
Moved 559.1564 338.8258 461.4349 -0.04901439 0.1888756
Moved 559.1872 302.0028 469.1813 -0.1342528 0.2087996
Moved 559.218 269.4668 473.9611 -0.2095676 0.2210933
Moved 559.2486 245.9572 474 -0.2639879 0.2211934
Moved 559.2794 226.3563 474 -0.3093603 0.2211934
Moved 559.3101 212.8388 474 -0.340651 0.2211934
Moved 559.3408 199.8988 464.1797 -0.3706046 0.1959356
Ended 559.3715 192 463 -0.3888888 0.1929011
Candidates 559.4329 13 our it or your out hot pour fort for got poor ppt port
Began 559.8016 183.847 412 -0.4077617 0.06172835
Moved 559.8323 233.9718 416.4001 -0.2917319 0.07304537
Moved 559.863 322.5294 434.5046 -0.08673757 0.1196106
Moved 559.8938 360.7043 443.1761 0.001630286 0.1419137
Ended 559.9244 380 445 0.04629632 0.1466049
Accept 559.9859 0 our
Began 560.1088 232 420 -0.2962963 0.08230445
Moved 560.1395 251.4171 415.26 -0.2513493 0.07011311
Moved 560.1703 271.8351 408.4521 -0.2040853 0.05260322
Moved 560.2009 286.3565 405.9406 -0.1704711 0.04614355
Moved 560.2316 296.8783 405 -0.146115 0.04372424
Moved 560.2622 301.8297 404 -0.1346536 0.04115226
Moved 560.2931 304.6937 403 -0.1280239 0.03858017
Moved 560.3238 308.3788 403 -0.1194935 0.03858017
Moved 560.3546 313.1203 403 -0.1085178 0.03858017
Moved 560.3853 317.9297 403 -0.09738505 0.03858017
Moved 560.416 320.5 403 -0.09143516 0.03858017
Moved 560.4467 323.3371 403 -0.08486783 0.03858017
Moved 560.4775 333.0893 432.832 -0.06229336 0.1153086
Moved 560.5082 351.5652 480.534 -0.01952509 0.2379988
Moved 560.5389 364.0127 511.0254 0.009288689 0.3164233
Moved 560.5696 370.9464 528.3661 0.02533893 0.3610238
Moved 560.6003 370 533.6856 0.02314816 0.3747057
Moved 560.631 370 536.2256 0.02314816 0.3812387
Moved 560.6617 359.1017 537.7797 -0.002079457 0.3852357
Moved 560.6925 338.1095 538 -0.05067239 0.3858024
Moved 560.7232 306.2959 538 -0.124315 0.3858024
Moved 560.7539 288.7169 528.9056 -0.1650072 0.3624115
Moved 560.7847 258.8439 513.5626 -0.2341577 0.3229488
Moved 560.8154 214.7818 480.3616 -0.3361531 0.2375555
Moved 560.8461 179.6198 447.2907 -0.4175467 0.1524966
Moved 560.8768 148.2816 418.4628 -0.4900889 0.07835062
Moved 560.9075 130.7354 401.7354 -0.5307051 0.03532767
Moved 560.9382 114.5237 391.2618 -0.5682322 0.00838939
Moved 560.969 106.5 390 -0.5868056 0.005143954
Moved 560.9997 103.6661 390 -0.5933654 0.005143954
Moved 561.0304 103 404.063 -0.5949074 0.04131419
Moved 561.0612 103 423.3862 -0.5949074 0.09101373
Moved 561.0919 116.9421 450.6495 -0.5626341 0.1611354
Moved 561.1226 129.8384 483.5153 -0.5327814 0.2456669
Moved 561.1533 133.3278 496.6388 -0.5247042 0.2794207
Moved 561.184 135 502.3957 -0.5208333 0.2942275
Moved 561.2147 135 505.7646 -0.5208333 0.3028926
Moved 561.2455 136.6335 507.6335 -0.5170522 0.3076992
Ended 561.2762 137 508 -0.5162037 0.3086419
Candidates 561.3683 13 house list jose his host lose hide loose ghost past part load life
Began 561.7369 179 408 -0.4189815 0.05144025
Moved 561.7677 188.0253 408 -0.3980895 0.05144025
Moved 561.7985 242.9946 408 -0.2708457 0.05144025
Moved 561.8292 343.3823 427.7966 -0.0384669 0.1023573
Moved 561.8599 388.4875 436.6816 0.0659433 0.1252098
Ended 561.8906 411.4688 442.3672 0.1191407 0.1398332
Accept 561.952 0 house
Began 562.0442 169 423 -0.4421296 0.09002049
Moved 562.075 180.7657 423 -0.4148942 0.09002049
Moved 562.1057 251.7406 441.6525 -0.2506004 0.1379949
Moved 562.1364 324.7597 460.3279 -0.08157481 0.1860284
Moved 562.1671 372.3475 474.2573 0.02858211 0.2218552
Moved 562.1978 430.1887 485.0472 0.1624739 0.2496069
Moved 562.2285 465.6013 491.2669 0.2444475 0.2656041
Ended 562.2593 470 492 0.2546296 0.2674896
PhraseEnd 562.3207
