the back yard of our house
Moved 1750.733 230.0349 454.0698 -0.3008452 0.1699324
Moved 1750.764 238.679 468.1318 -0.2808355 0.2061002
Moved 1750.795 246.3034 481.4045 -0.2631865 0.2402379
Moved 1750.825 252.9189 491.5586 -0.2478729 0.2663544
Moved 1750.856 259.5421 499.5421 -0.2325414 0.2868881
Moved 1750.887 267.1656 508.1655 -0.2148945 0.3090676
Moved 1750.917 270.9175 511.9175 -0.2062095 0.3187177
Moved 1750.948 274.7632 515.7632 -0.1973075 0.3286089
Moved 1750.979 277.6406 517.6406 -0.1906467 0.3334377
Moved 1751.01 279 520.5 -0.1875 0.3407921
Moved 1751.04 281 521.0595 -0.1828704 0.3422312
Moved 1751.071 282.374 521 -0.1796899 0.3420781
Stationary 1751.102 282.374 521 -0.1796899 0.3420781
Ended 1751.132 283 522 -0.1782407 0.3446501
Candidates 1751.286 13 first house guitar horse forest software forrest those goat host appear jose guest
Began 1752.33 336 449 -0.05555556 0.156893
Stationary 1752.361 336 449 -0.05555556 0.156893
Moved 1752.392 348.8148 468.7531 -0.02589161 0.2076983
Moved 1752.423 365.8701 488.5152 0.01358827 0.2585267
Moved 1752.453 376.2398 501.6531 0.03759215 0.2923175
Moved 1752.484 380.2891 506.2891 0.04696538 0.3042414
Moved 1752.515 383.1651 511.3301 0.05362282 0.3172071
Moved 1752.546 385.7025 513.7025 0.05949666 0.3233089
Moved 1752.576 387.2867 515.2867 0.06316364 0.3273833
Moved 1752.607 388.0046 516.0046 0.06482551 0.32923
Moved 1752.638 389.374 517.374 0.06799529 0.3327519
Moved 1752.668 390.1156 518.1156 0.0697121 0.3346594
Stationary 1752.699 390.1156 518.1156 0.0697121 0.3346594
Moved 1752.73 391 519 0.07175922 0.3369341
Ended 1752.76 392.0265 519 0.07413536 0.3369341
Accept 1752.822 1 house
Began 1753.16 646 446 0.662037 0.1491768
Stationary 1753.191 646 446 0.662037 0.1491768
Stationary 1753.221 646 446 0.662037 0.1491768
Stationary 1753.252 646 446 0.662037 0.1491768
Stationary 1753.283 646 446 0.662037 0.1491768
Stationary 1753.313 646 446 0.662037 0.1491768
Stationary 1753.344 646 446 0.662037 0.1491768
Stationary 1753.375 646 446 0.662037 0.1491768
Stationary 1753.406 646 446 0.662037 0.1491768
Stationary 1753.436 646 446 0.662037 0.1491768
Stationary 1753.467 646 446 0.662037 0.1491768
Stationary 1753.498 646 446 0.662037 0.1491768
Stationary 1753.529 646 446 0.662037 0.1491768
Stationary 1753.559 646 446 0.662037 0.1491768
Stationary 1753.59 646 446 0.662037 0.1491768
Stationary 1753.621 646 446 0.662037 0.1491768
Stationary 1753.651 646 446 0.662037 0.1491768
Ended 1753.682 646 446 0.662037 0.1491768
PhraseEnd 1753.744
