the punishment should fit the crime
Moved 2642.863 188 416 -0.3981482 0.07201634
Ended 2642.893 188 416 -0.3981482 0.07201634
Candidates 2643.016 13 the there time they tiger robert tune roger trigger right huge rubber june
Began 2643.354 147 333 -0.4930556 -0.141461
Stationary 2643.385 147 333 -0.4930556 -0.141461
Stationary 2643.416 147 333 -0.4930556 -0.141461
Stationary 2643.447 147 333 -0.4930556 -0.141461
Moved 2643.477 171.7563 333 -0.4357492 -0.141461
Moved 2643.508 193.3184 341.5909 -0.385837 -0.1193649
Moved 2643.539 214.2099 344.4586 -0.3374771 -0.1119895
Moved 2643.569 228.8778 345 -0.3035235 -0.1105968
Moved 2643.6 242.3866 345 -0.2722532 -0.1105968
Moved 2643.631 252.4294 345 -0.2490061 -0.1105968
Moved 2643.661 259.1807 345 -0.233378 -0.1105968
Moved 2643.692 263.1577 345 -0.2241719 -0.1105968
Ended 2643.723 265 345 -0.2199074 -0.1105968
Accept 2643.784 0 the
Began 2644.307 252 265 -0.25 -0.3163581
Stationary 2644.337 252 265 -0.25 -0.3163581
Stationary 2644.368 252 265 -0.25 -0.3163581
Stationary 2644.399 252 265 -0.25 -0.3163581
Moved 2644.43 267.178 278.1484 -0.2148657 -0.2825402
Moved 2644.46 288.1981 294.3763 -0.166208 -0.2408017
Moved 2644.491 319.409 312.7045 -0.09396066 -0.1936612
Moved 2644.522 359.0083 333.7824 -0.002295623 -0.1394485
Moved 2644.552 393.976 350.8234 0.07864822 -0.09561899
Moved 2644.583 419.2835 365.162 0.1372305 -0.05873966
Moved 2644.614 437.7733 375.7276 0.1800307 -0.03156489
Moved 2644.645 455.153 386.8018 0.2202617 -0.003081977
Moved 2644.676 466.3103 395.9828 0.2460887 0.02053178
Moved 2644.706 472.4032 401.4032 0.2601927 0.03447317
Moved 2644.737 474.7208 403.7208 0.2655574 0.04043406
Moved 2644.768 476 405.5833 0.2685185 0.04522449
Stationary 2644.798 476 406 0.2685185 0.04629618
Moved 2644.829 476 407 0.2685185 0.04886827
Moved 2644.86 476 407.9011 0.2685185 0.05118593
Moved 2644.891 461.6736 408 0.2353555 0.05144025
Moved 2644.921 446.7532 408 0.2008176 0.05144025
Moved 2644.952 427.7259 408 0.1567729 0.05144025
Moved 2644.983 406.6217 400 0.1079206 0.03086416
Moved 2645.013 384.5792 397.0643 0.05689631 0.02331353
Moved 2645.044 365.3342 396 0.0123477 0.02057605
Moved 2645.075 352.4269 396 -0.01753037 0.02057605
Moved 2645.106 339.051 396 -0.04849299 0.02057605
Moved 2645.136 328.8181 396 -0.07218043 0.02057605
Moved 2645.167 320.8835 396 -0.09054751 0.02057605
Moved 2645.198 315.0371 396 -0.1040807 0.02057605
Moved 2645.229 311.6477 396 -0.1119266 0.02057605
Moved 2645.259 307.7754 396 -0.1208903 0.02057605
Moved 2645.29 306.6859 396 -0.1234122 0.02057605
Moved 2645.321 305.9096 396 -0.1252092 0.02057605
Moved 2645.351 305 396 -0.1273148 0.02057605
Moved 2645.382 304 403 -0.1296296 0.03858017
Stationary 2645.413 304 403 -0.1296296 0.03858017
Moved 2645.444 303 403 -0.1319445 0.03858017
Moved 2645.474 303 404 -0.1319445 0.04115226
Stationary 2645.505 303 404 -0.1319445 0.04115226
Moved 2645.536 303 405.0942 -0.1319445 0.04396658
Stationary 2645.566 303 405 -0.1319445 0.04372424
Stationary 2645.597 303 405 -0.1319445 0.04372424
Moved 2645.628 303 406.5 -0.1319445 0.04758226
Moved 2645.659 303 406 -0.1319445 0.04629618
Stationary 2645.689 303 406 -0.1319445 0.04629618
Moved 2645.72 303 406.7296 -0.1319445 0.04817264
Stationary 2645.751 303 407 -0.1319445 0.04886827
Stationary 2645.781 303 407 -0.1319445 0.04886827
Stationary 2645.812 303 407 -0.1319445 0.04886827
Stationary 2645.843 303 407 -0.1319445 0.04886827
Stationary 2645.874 303 407 -0.1319445 0.04886827
Moved 2645.905 303 393.6979 -0.1319445 0.01465511
Moved 2645.935 312.863 359.092 -0.1091134 -0.07435198
Moved 2645.966 314.9436 298.6483 -0.1042972 -0.2298141
Moved 2645.997 317.8452 255.3929 -0.0975805 -0.3410675
Moved 2646.027 321.7077 227.9231 -0.08863965 -0.4117205
Moved 2646.058 324.192 207.6563 -0.082889 -0.4638471
Moved 2646.089 328.1295 188.3525 -0.07377426 -0.5134966
Moved 2646.12 332.0007 176.9972 -0.0648132 -0.5427029
Moved 2646.15 334 170.2566 -0.06018519 -0.5600397
Moved 2646.181 335 166.6257 -0.05787035 -0.5693782
Moved 2646.212 336 163.7435 -0.05555556 -0.5767913
Moved 2646.242 336 160.8745 -0.05555556 -0.5841705
Moved 2646.273 337.5 161 -0.05208333 -0.5838477
Moved 2646.304 337 160 -0.05324075 -0.5864198
Moved 2646.335 337 169.9224 -0.05324075 -0.5608993
Moved 2646.365 337 212.3749 -0.05324075 -0.4517107
Moved 2646.396 342.2775 261.8456 -0.04102434 -0.3244711
Moved 2646.427 353.7409 308.2784 -0.01448865 -0.2050453
Moved 2646.458 363.7096 341.1289 0.008587142 -0.1205532
Moved 2646.488 371.2704 362.9642 0.02608885 -0.0643924
Moved 2646.519 377.0071 384.025 0.03936837 -0.01022374
Moved 2646.55 380.8832 396.5328 0.04834076 0.02194652
Moved 2646.581 381.7501 404.2502 0.05034744 0.04179589
Moved 2646.611 382 408.4234 0.05092591 0.0525292
Moved 2646.642 382 410.5 0.05092591 0.05787029
Moved 2646.673 382 411 0.05092591 0.05915629
Moved 2646.703 373.2098 411 0.03057818 0.05915629
Moved 2646.734 357.8495 411 -0.004977882 0.05915629
Moved 2646.765 323.1342 383.791 -0.08533741 -0.01082566
Moved 2646.796 279.597 353.348 -0.186118 -0.08912561
Moved 2646.826 248.566 330.8661 -0.2579491 -0.1469492
Moved 2646.857 221.0782 309.6384 -0.3215783 -0.2015473
Moved 2646.888 203.843 295.2744 -0.3614747 -0.238492
Moved 2646.918 190.4956 285.0974 -0.3923712 -0.2646674
Moved 2646.949 182.5384 279.3589 -0.4107907 -0.2794266
Moved 2646.98 173.8999 272.6 -0.4307872 -0.2968107
Moved 2647.011 165.8587 266.4294 -0.4494011 -0.3126817
Moved 2647.042 157.6871 262.5624 -0.4683169 -0.3226277
Moved 2647.072 152.9978 257.9989 -0.4791718 -0.334365
Moved 2647.103 147.2434 254.2434 -0.4924921 -0.3440242
Moved 2647.134 143.2533 251.2533 -0.5017285 -0.3517149
Moved 2647.164 139.2868 249.2869 -0.5109102 -0.3567725
Moved 2647.195 137.8526 249 -0.5142302 -0.3575103
Moved 2647.226 136.9953 249 -0.5162146 -0.3575103
Stationary 2647.257 137 249 -0.5162037 -0.3575103
Stationary 2647.287 137 249 -0.5162037 -0.3575103
Moved 2647.318 145.84 249 -0.4957409 -0.3575103
Moved 2647.349 167.1032 259.4137 -0.4465203 -0.3307262
Moved 2647.379 188.8152 262.7573 -0.396261 -0.3221264
Moved 2647.41 212.9725 264.5525 -0.3403414 -0.317509
Moved 2647.441 232.9749 266.425 -0.2940395 -0.312693
Moved 2647.472 247.8068 266 -0.2597065 -0.3137861
Moved 2647.502 260.9098 266 -0.2293755 -0.3137861
Moved 2647.533 274.7566 266 -0.1973228 -0.3137861
Moved 2647.564 285.6924 266 -0.1720082 -0.3137861
Moved 2647.594 295.3136 266 -0.149737 -0.3137861
Moved 2647.625 301.0124 266 -0.1365454 -0.3137861
Moved 2647.656 305.8789 266 -0.1252804 -0.3137861
Moved 2647.687 309.5 266 -0.1168982 -0.3137861
Moved 2647.717 311.2086 266 -0.1129432 -0.3137861
Moved 2647.748 319.446 255.662 -0.09387504 -0.3403755
Moved 2647.779 335.1234 232.7841 -0.05758484 -0.3992181
Moved 2647.81 350.6183 203.7633 -0.0217168 -0.4738598
Moved 2647.84 362.3377 181.7141 0.005411406 -0.5305707
Moved 2647.871 373.0624 163.1407 0.03023704 -0.5783417
Moved 2647.902 382.4203 149.4396 0.05189886 -0.6135814
Moved 2647.932 386.7626 139.7122 0.06195058 -0.6386005
Moved 2647.963 390.559 131.8821 0.07073829 -0.6587394
Moved 2647.994 392.427 127.146 0.07506252 -0.6709208
Moved 2648.025 393.5 125.5 0.07754634 -0.6751543
Moved 2648.055 393 125 0.07638891 -0.6764404
Moved 2648.086 384.5107 129.9521 0.05673776 -0.6637032
Moved 2648.117 359.7466 149.6849 -0.0005865594 -0.6129503
Moved 2648.147 332.5573 179.3313 -0.06352479 -0.5366995
Moved 2648.178 311.929 199.071 -0.1112755 -0.4859284
Moved 2648.209 287.0203 226.7531 -0.1689346 -0.4147298
Moved 2648.24 267.4465 247.5535 -0.2142441 -0.3612308
Moved 2648.271 250.48 263.52 -0.2535185 -0.3201647
Moved 2648.301 231.1626 285.1724 -0.2982347 -0.2644745
Moved 2648.332 217.8371 299.1629 -0.3290808 -0.2284905
Moved 2648.363 200.5278 319.2962 -0.3691485 -0.1767074
Moved 2648.393 189.3975 333.0031 -0.3949131 -0.1414529
Moved 2648.424 176.5755 347.4244 -0.4245936 -0.1043611
Moved 2648.455 168.5148 357.4852 -0.4432527 -0.07848472
Moved 2648.486 163.4529 363.3206 -0.4549701 -0.06347577
Moved 2648.516 158.4316 367.5684 -0.4665934 -0.0525506
Moved 2648.547 154.5591 371.8818 -0.4755577 -0.04145626
Moved 2648.578 150.6919 375.308 -0.4845094 -0.032644
Moved 2648.608 148.1702 377.8298 -0.4903467 -0.02615807
Moved 2648.639 145.3013 381.3973 -0.4969877 -0.01698223
Moved 2648.67 143.4313 384.5687 -0.5013165 -0.008825373
Moved 2648.701 142 387.4396 -0.5046296 -0.0014415
Moved 2648.731 141 390.0046 -0.5069445 0.005155963
Moved 2648.762 139.5625 391.4375 -0.510272 0.008841189
Moved 2648.793 140 393.5 -0.5092592 0.01414597
Moved 2648.823 139 394 -0.511574 0.01543206
Moved 2648.854 139 395 -0.511574 0.01800408
Moved 2648.885 162.2429 371.6909 -0.4577711 -0.04194738
Moved 2648.916 193.7107 331.8754 -0.384929 -0.1443536
Moved 2648.946 223.7558 293.4516 -0.3153801 -0.24318
Moved 2648.977 250.2021 259.0638 -0.2541617 -0.331626
Moved 2649.008 269.8289 233.0328 -0.2087293 -0.3985781
Moved 2649.039 287.5564 207.1654 -0.1676935 -0.4651095
Moved 2649.069 302.1826 187.2719 -0.1338367 -0.5162762
Moved 2649.1 313.6618 171.9227 -0.1072643 -0.5557543
Moved 2649.131 321.571 158.8582 -0.0889561 -0.5893566
Moved 2649.161 328.6115 149.7769 -0.07265846 -0.6127139
Moved 2649.192 332.6786 140.9642 -0.063244 -0.63538
Moved 2649.223 335.5562 135.8877 -0.05658299 -0.6484371
Moved 2649.254 337.4301 131.1398 -0.05224516 -0.6606488
Moved 2649.284 338.5 129.5 -0.04976853 -0.6648663
Moved 2649.315 339 127.5 -0.04861111 -0.6700103
Moved 2649.346 340 126.2544 -0.04629632 -0.673214
Moved 2649.376 340 125.5 -0.04629632 -0.6751543
Moved 2649.407 340 125 -0.04629632 -0.6764404
Moved 2649.438 340 133.0767 -0.04629632 -0.6556671
Moved 2649.469 322.4915 149.312 -0.08682534 -0.6139095
Moved 2649.5 306.0544 176.2081 -0.1248742 -0.5447322
Moved 2649.53 286.7745 209.8947 -0.1695035 -0.4580899
Moved 2649.561 276.5094 237.3083 -0.1932653 -0.3875815
Moved 2649.592 266.9039 263.7402 -0.2155001 -0.3195982
Moved 2649.622 258.8435 286.4695 -0.2341587 -0.2611381
Moved 2649.653 254.0988 301.2529 -0.2451415 -0.2231151
Moved 2649.684 250.6829 317.9028 -0.2530489 -0.1802911
Moved 2649.715 247.1624 333.1879 -0.2611981 -0.1409778
Moved 2649.745 246 347.5496 -0.2638889 -0.1040393
Moved 2649.776 245 356.7444 -0.2662037 -0.0803898
Moved 2649.807 245 364.3325 -0.2662037 -0.0608733
Moved 2649.837 245 371.0447 -0.2662037 -0.04360944
Moved 2649.868 245 376.8825 -0.2662037 -0.02859445
Moved 2649.899 245 380.7511 -0.2662037 -0.01864429
Moved 2649.93 245 383.2159 -0.2662037 -0.01230499
Moved 2649.96 245 386.1462 -0.2662037 -0.004768136
Moved 2649.991 245 388.009 -0.2662037 2.315505E-05
Moved 2650.022 245 389.4593 -0.2662037 0.003753317
Ended 2650.052 245 390 -0.2662037 0.005143954
Candidates 2650.206 13 punishment government document commitment parliament prevent impeachment involvement imminent payment innocent investment indictment
Began 2650.544 186 328 -0.4027778 -0.1543211
Stationary 2650.575 186 328 -0.4027778 -0.1543211
Stationary 2650.606 186 328 -0.4027778 -0.1543211
Stationary 2650.636 186 328 -0.4027778 -0.1543211
Stationary 2650.667 186 328 -0.4027778 -0.1543211
Stationary 2650.698 186 328 -0.4027778 -0.1543211
Moved 2650.729 195.9049 328 -0.3798498 -0.1543211
Moved 2650.759 198.0113 328 -0.3749738 -0.1543211
Moved 2650.79 201.7713 328 -0.3662701 -0.1543211
Moved 2650.821 206.502 328 -0.3553194 -0.1543211
Moved 2650.851 212 328 -0.3425926 -0.1543211
Moved 2650.882 218.5452 328 -0.3274417 -0.1543211
Moved 2650.913 228.2576 328 -0.3049592 -0.1543211
Moved 2650.944 237.8016 328 -0.2828667 -0.1543211
Moved 2650.974 244.6861 328 -0.2669303 -0.1543211
Moved 2651.005 254.0121 328 -0.2453423 -0.1543211
Moved 2651.036 261.6458 328 -0.2276719 -0.1543211
Moved 2651.066 267.179 328 -0.2148633 -0.1543211
Moved 2651.097 272.5916 328 -0.2023342 -0.1543211
Moved 2651.128 277.9223 328 -0.1899947 -0.1543211
Moved 2651.159 281.3367 328 -0.1820909 -0.1543211
Moved 2651.189 283.9145 328 -0.1761239 -0.1543211
Moved 2651.22 286 328 -0.1712963 -0.1543211
Ended 2651.251 286 328 -0.1712963 -0.1543211
Accept 2651.312 0 punishment
Began 2651.835 291 271 -0.1597222 -0.300926
Stationary 2651.865 291 271 -0.1597222 -0.300926
Stationary 2651.896 291 271 -0.1597222 -0.300926
Stationary 2651.927 291 271 -0.1597222 -0.300926
Stationary 2651.958 291 271 -0.1597222 -0.300926
Moved 2651.988 276.5525 271 -0.1931655 -0.300926
Moved 2652.019 268.9386 271 -0.2107902 -0.300926
Moved 2652.05 260.2095 271 -0.2309965 -0.300926
Moved 2652.081 245.3703 279.1259 -0.2653464 -0.280026
Moved 2652.111 232.984 280 -0.2940185 -0.2777778
Moved 2652.142 221.3829 282 -0.320873 -0.2726338
Moved 2652.173 207.962 284.4076 -0.3519399 -0.2664415
Moved 2652.203 194.913 285 -0.3821459 -0.2649178
Moved 2652.234 182.4432 287.1392 -0.4110111 -0.2594157
Moved 2652.265 176.0399 288.6534 -0.4258336 -0.2555212
Moved 2652.296 168.4256 289.5248 -0.4434594 -0.25328
Moved 2652.326 162.2044 291.3978 -0.4578603 -0.2484624
Moved 2652.357 158.7363 292 -0.4658881 -0.2469136
Moved 2652.388 157.188 293 -0.4694723 -0.2443416
Moved 2652.418 157 294.683 -0.4699074 -0.2400128
Moved 2652.449 157 297.1042 -0.4699074 -0.2337853
Moved 2652.48 169.6536 303.2178 -0.4406168 -0.2180612
Moved 2652.51 198.3904 310.8476 -0.3740962 -0.1984373
Moved 2652.541 230.6778 315.8214 -0.2993568 -0.1856447
Moved 2652.572 261.9602 316 -0.226944 -0.1851853
Moved 2652.603 286.6545 316 -0.1697813 -0.1851853
Moved 2652.634 313.2476 316 -0.1082231 -0.1851853
Moved 2652.664 340.1679 316 -0.0459076 -0.1851853
Moved 2652.695 366.9682 319.3263 0.01613011 -0.17663
Moved 2652.726 398.5331 329.1281 0.08919705 -0.1514195
Moved 2652.756 422.6964 343.7976 0.1451306 -0.1136894
Moved 2652.787 441.1831 356.845 0.1879238 -0.08013117
Moved 2652.818 455.6472 372.6389 0.2214055 -0.0395092
Moved 2652.849 468.6226 391.1634 0.2514411 0.008136255
Moved 2652.879 475.8294 403.6588 0.2681235 0.04027453
Moved 2652.91 480.2857 411.8571 0.2784391 0.06136081
Moved 2652.941 482 414.8353 0.2824074 0.0690207
Moved 2652.971 483 417.7043 0.2847222 0.07639983
Moved 2653.002 483 419.5745 0.2847222 0.08121011
Stationary 2653.033 483 420 0.2847222 0.08230445
Moved 2653.064 483 421.5 0.2847222 0.08616251
Moved 2653.094 471.337 422 0.2577245 0.08744851
Moved 2653.125 460.529 422 0.2327061 0.08744851
Moved 2653.156 446.3854 422 0.1999663 0.08744851
Moved 2653.187 426.0183 422 0.1528202 0.08744851
Moved 2653.217 407.9002 422 0.1108801 0.08744851
Moved 2653.248 391.349 412.3356 0.07256716 0.06259145
Moved 2653.279 373.4683 408.5781 0.03117661 0.05292704
Moved 2653.31 356.937 403.4106 -0.007090271 0.03963615
Moved 2653.34 337.5 401 -0.05208333 0.03343609
Moved 2653.371 332.6193 398.3239 -0.06338134 0.02655308
Moved 2653.402 320.7999 395.45 -0.09074106 0.01916132
Moved 2653.432 306.8789 391.1516 -0.1229654 0.00810576
Moved 2653.463 295.8204 387.7051 -0.1485639 -0.0007586224
Moved 2653.494 290.3049 385.1525 -0.1613313 -0.007323944
Moved 2653.525 283.5675 380.5675 -0.176927 -0.01911658
Moved 2653.555 274.2506 369.0844 -0.198494 -0.04865136
Moved 2653.586 263.617 352.4638 -0.2231088 -0.09139975
Moved 2653.617 250.1276 333.1786 -0.2543344 -0.1410016
Moved 2653.647 236.8154 315.9785 -0.2851495 -0.1852405
Moved 2653.678 225.8654 301.8655 -0.3104966 -0.2215395
Moved 2653.709 212.5764 286.8646 -0.3412585 -0.2601221
Moved 2653.74 208.5415 282.5415 -0.3505984 -0.2712411
Moved 2653.771 200.964 276.9641 -0.3681388 -0.2855864
Moved 2653.801 194.6635 272.3317 -0.3827234 -0.2975007
Moved 2653.832 189.1537 270 -0.3954775 -0.303498
Moved 2653.863 185.7031 266.7031 -0.403465 -0.3119776
Moved 2653.893 183 264.832 -0.4097222 -0.3167903
Moved 2653.924 181 264 -0.4143519 -0.31893
Ended 2653.955 181 264 -0.4143519 -0.31893
Candidates 2654.108 13 sports speed spots did this ships supports shots does shops adopted shoes afford
Began 2654.938 321 239 -0.09027779 -0.3832304
Stationary 2654.969 321 239 -0.09027779 -0.3832304
Stationary 2655 321 239 -0.09027779 -0.3832304
Stationary 2655.03 321 239 -0.09027779 -0.3832304
Moved 2655.061 312.5255 239 -0.1098948 -0.3832304
Moved 2655.092 299.9519 239 -0.1390003 -0.3832304
Moved 2655.122 286.0146 243.1796 -0.1712626 -0.3724806
Moved 2655.153 272.4921 249.0846 -0.2025646 -0.3572928
Moved 2655.184 258.0565 251.9886 -0.2359802 -0.3498235
Moved 2655.215 245.5888 253 -0.2648408 -0.3472223
Moved 2655.245 238.5555 255 -0.2811214 -0.3420782
Ended 2655.276 234.7025 256.2975 -0.2900404 -0.338741
Cancel 2655.337
Began 2655.86 366 256 0.01388888 -0.3395062
Stationary 2655.89 366 256 0.01388888 -0.3395062
Stationary 2655.921 366 256 0.01388888 -0.3395062
Moved 2655.952 344.5 256 -0.03587961 -0.3395062
Moved 2655.983 320.5344 256 -0.09135559 -0.3395062
Moved 2656.013 297.3249 256 -0.1450812 -0.3395062
Moved 2656.044 269.0598 256 -0.2105096 -0.3395062
Moved 2656.075 257.0368 256 -0.2383407 -0.3395062
Moved 2656.104 250.8809 256 -0.2525905 -0.3395062
Moved 2656.136 239.7705 256 -0.278309 -0.3395062
Moved 2656.167 229.303 256 -0.3025394 -0.3395062
Moved 2656.198 224.5668 256 -0.3135026 -0.3395062
Moved 2656.229 221.4171 256 -0.3207937 -0.3395062
Moved 2656.259 219.7711 256 -0.324604 -0.3395062
Stationary 2656.29 220 256 -0.3240741 -0.3395062
Moved 2656.321 230.1952 263.8496 -0.3004741 -0.3193169
Moved 2656.351 260.5086 266 -0.2303042 -0.3137861
Moved 2656.382 284.3058 267 -0.1752181 -0.311214
Moved 2656.413 303.0939 267 -0.131727 -0.311214
Moved 2656.444 317.1574 267 -0.09917259 -0.311214
Moved 2656.474 326.7274 267 -0.07701992 -0.311214
Moved 2656.505 334.5 267 -0.05902777 -0.311214
Moved 2656.536 342.9653 267 -0.03943215 -0.311214
Moved 2656.566 352.749 267 -0.01678482 -0.311214
Moved 2656.597 363.2399 268.06 0.007499656 -0.3084877
Moved 2656.628 381.9976 274.9986 0.05092045 -0.2906415
Moved 2656.659 399.2863 287.5242 0.0909405 -0.2584256
Moved 2656.689 417.2273 301.7338 0.1324706 -0.2218781
Moved 2656.72 428.5339 310.1504 0.1586433 -0.2002305
Moved 2656.751 447.4193 327.6827 0.2023596 -0.1551371
Moved 2656.781 466.6251 343.4167 0.2468174 -0.1146689
Moved 2656.812 483.4082 355.9266 0.2856672 -0.08249337
Moved 2656.843 494.9824 363.9868 0.3124593 -0.06176238
Moved 2656.874 506.4094 372.557 0.3389105 -0.03971971
Moved 2656.905 514.452 379.452 0.3575279 -0.02198561
Moved 2656.935 519.5985 384.1971 0.369441 -0.009781244
Moved 2656.966 521 386 0.3726852 -0.005144111
Moved 2656.997 522 389.0408 0.375 0.002676803
Moved 2657.027 522 390.4735 0.375 0.006361831
Moved 2657.058 522 393.5 0.375 0.01414597
Moved 2657.089 501.0414 397.6529 0.3264847 0.02482736
Moved 2657.12 480.651 400.1927 0.2792846 0.03135971
Moved 2657.15 462.5718 401 0.2374347 0.03343609
Moved 2657.181 449.1254 401 0.2063089 0.03343609
Moved 2657.212 428.6107 401 0.1588211 0.03343609
Moved 2657.242 419.7381 393.246 0.1382826 0.0134928
Moved 2657.273 413.5367 387.3051 0.1239275 -0.001787413
Moved 2657.304 405.49 370.8101 0.1053009 -0.04421289
Moved 2657.335 403.3861 358.7028 0.1004308 -0.0753529
Moved 2657.365 402 339.614 0.09722222 -0.1244498
Moved 2657.396 402 316.9407 0.09722222 -0.1827657
Moved 2657.427 411.7547 296.736 0.1198025 -0.2347324
Moved 2657.458 420.9844 281.2695 0.1411677 -0.2745127
Moved 2657.488 430.8516 266.5313 0.1640083 -0.3124196
Moved 2657.519 439.813 257.3903 0.1847523 -0.3359305
Moved 2657.55 450.2077 246.7922 0.2088142 -0.3631887
Moved 2657.581 456.8171 243.0609 0.2241137 -0.3727858
Moved 2657.611 462 239.5 0.2361111 -0.3819445
Moved 2657.642 466.3392 239 0.2461555 -0.3832304
Moved 2657.673 470.218 239 0.2551342 -0.3832304
Moved 2657.703 472.0981 239 0.2594864 -0.3832304
Stationary 2657.734 472 239 0.2592593 -0.3832304
Moved 2657.765 458.8272 253.8546 0.2287667 -0.3450242
Moved 2657.796 438.5806 263.3677 0.1818996 -0.3205563
Moved 2657.826 407.8575 269.4285 0.1107811 -0.3049679
Moved 2657.857 381.3805 271 0.04949192 -0.300926
Moved 2657.888 353.3196 273 -0.01546378 -0.295782
Moved 2657.918 332.5252 273 -0.06359905 -0.295782
Moved 2657.949 313.8973 273 -0.1067193 -0.295782
Moved 2657.98 293.6191 273 -0.1536595 -0.295782
Moved 2658.011 278.19 273 -0.1893751 -0.295782
Moved 2658.042 263.8326 273 -0.2226098 -0.295782
Moved 2658.072 250.7637 273 -0.2528619 -0.295782
Moved 2658.103 240.7909 273 -0.2759471 -0.295782
Moved 2658.134 232.1613 273 -0.2959229 -0.295782
Moved 2658.164 226 273 -0.3101852 -0.295782
Moved 2658.195 220.3008 273 -0.3233779 -0.295782
Moved 2658.226 216.783 273 -0.3315209 -0.295782
Moved 2658.256 214.9537 273 -0.3357554 -0.295782
Stationary 2658.287 215 273 -0.3356481 -0.295782
Ended 2658.318 215 273 -0.3356481 -0.295782
Candidates 2658.41 13 should of did dogs is food sound ships sounds skills souls sold shops
Began 2658.871 182 293 -0.412037 -0.2443416
Stationary 2658.902 182 293 -0.412037 -0.2443416
Stationary 2658.932 182 293 -0.412037 -0.2443416
Moved 2658.963 192.5677 293 -0.3875749 -0.2443416
Moved 2658.994 213.9956 303.6987 -0.3379732 -0.2168245
Moved 2659.025 239.4294 307.7756 -0.2790985 -0.2063385
Moved 2659.055 257.2379 309.6476 -0.2378751 -0.2015237
Moved 2659.086 269 310 -0.2106481 -0.2006174
Moved 2659.117 276.0796 310 -0.1942603 -0.2006174
Moved 2659.147 281.9126 310 -0.1807579 -0.2006174
Ended 2659.178 284 310 -0.1759259 -0.2006174
Accept 2659.24 0 should
Began 2659.916 312 240 -0.1111111 -0.3806585
Stationary 2659.947 312 240 -0.1111111 -0.3806585
Stationary 2659.977 312 240 -0.1111111 -0.3806585
Stationary 2660.008 312 240 -0.1111111 -0.3806585
Moved 2660.039 325.2266 256.2266 -0.08049409 -0.3389234
Moved 2660.069 333.8883 265.8883 -0.06044373 -0.3140734
Moved 2660.1 341.6952 273.6952 -0.04237225 -0.2939939
Moved 2660.131 345.255 276.255 -0.03413195 -0.28741
Moved 2660.162 347.2234 278 -0.02957548 -0.2829219
Moved 2660.192 348.5 279 -0.02662038 -0.2803498
Moved 2660.223 348 280.2673 -0.0277778 -0.2770903
Moved 2660.254 349 280 -0.02546296 -0.2777778
Stationary 2660.284 349 280 -0.02546296 -0.2777778
Stationary 2660.315 349 280 -0.02546296 -0.2777778
