this is too much to handle
Moved 2121.385 526.1219 512.9826 0.3845416 0.3214572
Moved 2121.416 545.4554 513 0.429295 0.321502
Moved 2121.447 556.7308 513 0.4553955 0.321502
Moved 2121.478 564.9128 513 0.4743353 0.321502
Moved 2121.508 568.1816 513 0.4819018 0.321502
Moved 2121.539 570.7786 513 0.4879134 0.321502
Moved 2121.57 573.5724 513 0.4943807 0.321502
Moved 2121.6 575.2213 513 0.4981974 0.321502
Ended 2121.631 576 513 0.5000001 0.321502
Candidates 2121.723 13 to tip top too rip rp tp trip ttp ep rio tripp yo
Began 2122.399 364 438 0.009259283 0.1286007
Moved 2122.429 371.1488 425.4896 0.02580752 0.09642377
Moved 2122.46 409.3932 358.9731 0.1143361 -0.07465754
Ended 2122.491 453 292 0.2152778 -0.2469136
Accept 2122.552 3 too
Began 2123.382 495 261 0.3125 -0.3266461
Stationary 2123.412 495 261 0.3125 -0.3266461
Stationary 2123.443 495 261 0.3125 -0.3266461
Stationary 2123.474 495 261 0.3125 -0.3266461
Stationary 2123.505 495 261 0.3125 -0.3266461
Stationary 2123.535 495 261 0.3125 -0.3266461
Stationary 2123.566 495 261 0.3125 -0.3266461
Stationary 2123.597 495 261 0.3125 -0.3266461
Stationary 2123.627 495 261 0.3125 -0.3266461
Stationary 2123.658 495 261 0.3125 -0.3266461
Stationary 2123.689 495 261 0.3125 -0.3266461
Stationary 2123.719 495 261 0.3125 -0.3266461
Stationary 2123.75 495 261 0.3125 -0.3266461
Stationary 2123.781 495 261 0.3125 -0.3266461
Stationary 2123.812 495 261 0.3125 -0.3266461
Moved 2123.842 485.1754 272.6109 0.2897578 -0.2967827
Moved 2123.873 466.3489 322.2789 0.2461779 -0.1690357
Moved 2123.904 452.7155 377.3496 0.2146191 -0.02739306
Moved 2123.935 446.7042 407.4791 0.2007042 0.05010036
Moved 2123.965 443.9837 447.1464 0.1944068 0.1521254
Moved 2123.996 443 482.6364 0.1921296 0.2434061
Moved 2124.027 443 508.7178 0.1921296 0.310488
Moved 2124.057 443 540.511 0.1921296 0.3922608
Moved 2124.088 443 556.8146 0.1921296 0.4341938
Moved 2124.119 443 564.056 0.1921296 0.4528188
Moved 2124.149 443 567.6563 0.1921296 0.462079
Moved 2124.18 443 568.5 0.1921296 0.4642488
Moved 2124.211 443 569 0.1921296 0.4655349
Moved 2124.242 439.6955 569 0.1844804 0.4655349
Moved 2124.272 405.5755 536.2075 0.1054987 0.381192
Moved 2124.303 333.0649 471.2563 -0.06234974 0.2141365
Moved 2124.334 302.7454 439.7454 -0.1325338 0.13309
Moved 2124.365 277.2709 410.9298 -0.1915025 0.05897577
Moved 2124.395 257.8233 390.8234 -0.2365201 0.0072617
Moved 2124.426 238.7952 370.7952 -0.2805667 -0.04425111
Moved 2124.457 227.1388 355.8979 -0.3075491 -0.08256708
Moved 2124.487 216.8873 343.8873 -0.3312795 -0.1134587
Moved 2124.518 214.02 341.02 -0.3379167 -0.1208335
Moved 2124.549 209.3036 336.3036 -0.3488342 -0.132964
Moved 2124.58 206.2764 333.2764 -0.3558418 -0.1407502
Moved 2124.61 205 329.7223 -0.3587963 -0.1498912
Moved 2124.641 202.9288 327.9288 -0.3635908 -0.1545043
Moved 2124.672 203 325.9951 -0.3634259 -0.1594777
Moved 2124.702 203 324.5579 -0.3634259 -0.1631742
Moved 2124.733 203 319.215 -0.3634259 -0.1769163
Moved 2124.764 228.0515 313.4871 -0.3054364 -0.1916483
Moved 2124.794 258.2173 308.8647 -0.2356081 -0.2035373
Moved 2124.825 290.2833 308 -0.1613813 -0.2057614
Moved 2124.856 321.8427 308 -0.08832712 -0.2057614
Moved 2124.887 345.1208 308 -0.03444255 -0.2057614
Moved 2124.917 364.2988 308 0.009950897 -0.2057614
Moved 2124.948 378.3342 315 0.04244029 -0.1877573
Moved 2124.979 390.2143 316.7381 0.06994039 -0.1832868
Moved 2125.01 399.224 318 0.09079635 -0.1800412
Moved 2125.04 406.258 320.086 0.1070787 -0.174676
Moved 2125.071 415.9335 324.9778 0.1294757 -0.1620941
Moved 2125.102 423.5343 330.6895 0.1470701 -0.1474036
Moved 2125.132 427.7203 335.4407 0.15676 -0.1351835
Moved 2125.163 430.2651 338.2651 0.1626507 -0.1279191
Moved 2125.194 432.1396 341.1396 0.16699 -0.1205257
Moved 2125.225 433 343.5 0.1689814 -0.1144548
Ended 2125.255 434 344 0.1712963 -0.1131688
Candidates 2125.317 13 much morgan mutual jordan bitch bush loan coach juan church biotech joan moral
Began 2126.115 252 386 -0.25 -0.005144111
Moved 2126.146 280.2589 386 -0.184586 -0.005144111
Moved 2126.177 392.6644 402.2119 0.07561206 0.03655304
Moved 2126.207 494.0692 406.8591 0.3103454 0.04850595
Moved 2126.238 590.1679 409.698 0.5327961 0.05580757
Moved 2126.269 624.9672 410 0.6133499 0.05658428
Moved 2126.299 655.6075 410 0.6842768 0.05658428
Moved 2126.33 671.6931 410 0.7215118 0.05658428
Ended 2126.361 672 410 0.7222222 0.05658428
Accept 2126.453 0 much
Began 2126.883 322 526 -0.08796295 0.3549381
Stationary 2126.914 322 526 -0.08796295 0.3549381
Stationary 2126.944 322 526 -0.08796295 0.3549381
Stationary 2126.975 322 526 -0.08796295 0.3549381
Stationary 2127.006 322 526 -0.08796295 0.3549381
Stationary 2127.037 322 526 -0.08796295 0.3549381
Stationary 2127.067 322 526 -0.08796295 0.3549381
Stationary 2127.098 322 526 -0.08796295 0.3549381
Stationary 2127.129 322 526 -0.08796295 0.3549381
Stationary 2127.159 322 526 -0.08796295 0.3549381
Stationary 2127.19 322 526 -0.08796295 0.3549381
Stationary 2127.221 322 526 -0.08796295 0.3549381
Moved 2127.251 367.3367 526 0.01698315 0.3549381
Moved 2127.282 432.1852 526 0.1670954 0.3549381
Moved 2127.313 473.8518 526 0.2635458 0.3549381
Moved 2127.344 507.5559 526 0.3415645 0.3549381
Moved 2127.375 540.2783 526 0.4173109 0.3549381
Moved 2127.405 563.7016 526 0.4715314 0.3549381
Moved 2127.436 575.7668 526 0.4994601 0.3549381
Moved 2127.467 583.5916 526 0.5175731 0.3549381
Ended 2127.497 585 526 0.5208333 0.3549381
Candidates 2127.559 13 top to tip too tp rip rp trip ttp yup up yo group
Began 2128.326 345 381 -0.03472224 -0.01800419
Moved 2128.357 372.2812 430.5624 0.02842863 0.1094711
Moved 2128.388 429.1225 524.0914 0.1600057 0.3500291
Moved 2128.419 459.7878 565.2525 0.2309904 0.4558963
Moved 2128.449 509.8131 612.2103 0.3467895 0.5766724
Moved 2128.48 565.2131 647.8665 0.4750304 0.6683809
Moved 2128.511 626.1789 685.3073 0.6161548 0.7646792
Ended 2128.542 673 718 0.7245371 0.8487654
Accept 2128.603 1 to
Began 2129.094 349 420 -0.02546296 0.08230445
Stationary 2129.125 349 420 -0.02546296 0.08230445
Stationary 2129.156 349 420 -0.02546296 0.08230445
Stationary 2129.187 349 420 -0.02546296 0.08230445
Stationary 2129.217 349 420 -0.02546296 0.08230445
Moved 2129.248 357 409.9211 -0.006944438 0.0563813
Moved 2129.279 359.9503 406.0497 -0.0001149873 0.046424
Moved 2129.309 361 403.4758 0.002314846 0.03980385
Moved 2129.34 362 400.5925 0.004629592 0.03238815
Moved 2129.371 364.2766 399 0.009899536 0.02829214
Moved 2129.401 365.1463 395.8536 0.01191278 0.02019965
Moved 2129.432 366.2908 394.7092 0.01456201 0.01725601
Moved 2129.463 367.2487 392.7513 0.0167794 0.01222026
Stationary 2129.494 367.2487 392.7513 0.0167794 0.01222026
Moved 2129.524 367 391.6245 0.01620372 0.009322108
Moved 2129.555 368 390.5 0.01851857 0.006429962
Moved 2129.586 368 389.7794 0.01851857 0.004576498
Stationary 2129.616 368 390 0.01851857 0.005143954
Moved 2129.647 359.4104 390 -0.001364797 0.005143954
Moved 2129.678 331.4745 405.7628 -0.06603126 0.04568606
Moved 2129.708 290.7257 421.1482 -0.1603572 0.08525762
Moved 2129.739 256.5 429.5 -0.2395834 0.1067386
Moved 2129.77 226.8276 436.6517 -0.3082694 0.125133
Moved 2129.801 203.4285 439 -0.362434 0.1311728
Moved 2129.832 183.2438 440 -0.4091579 0.1337448
Moved 2129.862 170.8824 440 -0.4377722 0.1337448
Moved 2129.893 159.8236 440 -0.4633712 0.1337448
Moved 2129.924 155.7375 440 -0.4728297 0.1337448
Moved 2129.954 154 440 -0.4768519 0.1337448
Stationary 2129.985 154 440 -0.4768519 0.1337448
Moved 2130.016 167.5907 419.057 -0.445392 0.07987905
Moved 2130.046 208.8035 393.8929 -0.3499919 0.01515655
Moved 2130.077 239.2493 379.4042 -0.2795155 -0.0221086
Moved 2130.108 277.4337 360.497 -0.1911257 -0.07073814
Moved 2130.139 310.3302 345.3345 -0.1149764 -0.1097365
Moved 2130.169 335 334.5 -0.05787035 -0.1376029
Moved 2130.2 361.0105 322.6113 0.002339185 -0.1681808
Moved 2130.231 387.4004 311.2998 0.06342679 -0.1972741
Moved 2130.261 412.9552 299.7436 0.1225815 -0.226997
Moved 2130.292 437 289 0.1782407 -0.2546296
Moved 2130.323 453.2381 279.1746 0.2158288 -0.2799007
Moved 2130.354 467.2284 269.8478 0.2482138 -0.3038895
Moved 2130.384 476.8421 264.1052 0.2704679 -0.3186595
Moved 2130.415 481.0365 261.4818 0.2801772 -0.3254071
Moved 2130.446 484.391 258.609 0.2879421 -0.3327958
Moved 2130.476 485.374 257.626 0.2902175 -0.335324
Moved 2130.507 486 257 0.2916667 -0.3369342
Moved 2130.538 471.9486 257 0.2591403 -0.3369342
Moved 2130.569 441.5083 262.4917 0.1886765 -0.3228095
Moved 2130.599 404.972 285.352 0.1041018 -0.2640125
Moved 2130.63 378.5772 305.5959 0.04300286 -0.2119447
Moved 2130.661 354.4685 321.951 -0.01280432 -0.1698791
Moved 2130.691 337.0095 334.3254 -0.05321875 -0.1380519
Moved 2130.722 320.7788 345.6843 -0.09078985 -0.1088367
Moved 2130.753 303.4411 358.3992 -0.1309234 -0.07613374
Moved 2130.783 287.2523 369.7982 -0.1683974 -0.04681544
Moved 2130.814 276.5265 378.4735 -0.1932257 -0.02450236
Moved 2130.845 271 382.5 -0.2060186 -0.01414617
Moved 2130.876 271 387.4338 -0.2060186 -0.001456217
Moved 2130.906 271 394.1663 -0.2060186 0.01585984
Moved 2130.937 305.2033 408.7484 -0.1268442 0.05336514
Moved 2130.968 347.0373 413 -0.03000627 0.06430033
Moved 2130.999 394.8928 413 0.08077026 0.06430033
Moved 2131.029 432.1707 402.8862 0.1670618 0.03828759
Moved 2131.06 462.599 395.5639 0.2374976 0.0194544
Moved 2131.091 497.0365 386.6545 0.317214 -0.003460542
Moved 2131.121 552.4211 377.9298 0.4454193 -0.02590077
Moved 2131.152 580.6669 372.1851 0.510803 -0.04067613
Moved 2131.183 593.6674 369.0665 0.5408967 -0.0486972
Moved 2131.214 606.5703 368.2148 0.5707645 -0.05088782
Moved 2131.244 613.3314 368 0.5864153 -0.05144041
Moved 2131.275 617.5288 368 0.5961314 -0.05144041
Moved 2131.306 619 377.5891 0.599537 -0.02677698
Moved 2131.336 605.3755 401.5709 0.5679989 0.03490436
Moved 2131.367 574.7772 425.9634 0.4971694 0.09764235
Moved 2131.398 528.5 449.5 0.3900464 0.158179
Moved 2131.428 479.6204 469.1928 0.2768991 0.2088291
Moved 2131.459 448.2589 481.2964 0.2043031 0.23996
Moved 2131.49 418.645 494.7068 0.1357523 0.2744517
Moved 2131.521 395.4134 505.9926 0.08197547 0.3034787
Moved 2131.552 370.2257 516.5097 0.02367059 0.330529
Moved 2131.582 350.1965 524.5153 -0.02269323 0.3511195
Moved 2131.613 334.3861 531.2455 -0.05929147 0.3684298
Moved 2131.644 321.365 536.6588 -0.0894329 0.3823527
Moved 2131.674 312.1603 538.1199 -0.11074 0.3861108
Moved 2131.705 290.0221 541.2825 -0.1619859 0.3942451
Moved 2131.736 275.7904 541 -0.1949296 0.3935184
Moved 2131.766 261.7069 541 -0.2275303 0.3935184
Moved 2131.797 246.3847 541 -0.2629984 0.3935184
Moved 2131.828 233.009 530.2036 -0.2939606 0.36575
Moved 2131.859 225.18 527.12 -0.3120834 0.3578188
Moved 2131.889 218.4184 526 -0.3277351 0.3549381
Moved 2131.92 215 525 -0.3356481 0.3523662
Ended 2131.951 215 525 -0.3356481 0.3523662
Candidates 2132.043 13 handle transport female traveler grandmother meanwhile take tale review handsome tackle table ensure
Began 2132.565 193 423 -0.3865741 0.09002049
Stationary 2132.596 193 423 -0.3865741 0.09002049
Moved 2132.626 271.6469 423 -0.2045211 0.09002049
Moved 2132.657 441.1714 454.5138 0.1878967 0.1710745
Moved 2132.688 546.4979 461 0.4317082 0.1877571
Moved 2132.719 612.1642 451.6028 0.5837134 0.1635875
Moved 2132.749 646.1965 449.817 0.6624919 0.1589942
Moved 2132.78 670.4637 449 0.7186661 0.156893
Ended 2132.811 670.4637 449 0.7186661 0.156893
Accept 2132.872 0 handle
Began 2133.21 152 401 -0.4814814 0.03343609
Stationary 2133.241 152 401 -0.4814814 0.03343609
Moved 2133.271 180.4101 401 -0.4157172 0.03343609
Moved 2133.302 261.3839 422.1922 -0.2282781 0.08794278
Moved 2133.333 382.9485 439.2268 0.05312144 0.1317561
Moved 2133.364 456.8265 440 0.2241354 0.1337448
Moved 2133.394 523.9706 440 0.3795615 0.1337448
Moved 2133.425 604.8319 440 0.5667405 0.1337448
Moved 2133.456 631.3745 440 0.6281815 0.1337448
Moved 2133.486 661.1736 432.314 0.697161 0.1139764
Moved 2133.517 677.4504 427.5165 0.7348388 0.1016371
Moved 2133.548 689.4528 419.6604 0.7626222 0.08143103
Ended 2133.578 691 418 0.7662036 0.07716041
PhraseEnd 2133.64
