traveling requires a lot of fuel
Moved 960.5522 394.7195 492.4802 0.08036911 0.2687248
Moved 960.5827 429.4034 470.2545 0.1606561 0.2115597
Moved 960.6137 456.5152 447.7104 0.2234148 0.153576
Moved 960.6444 475.2175 431.152 0.2667072 0.1109877
Moved 960.6751 498.5 406.5 0.3206019 0.04758226
Moved 960.7059 502.1796 401.8204 0.3291194 0.03554619
Moved 960.7365 509.6045 390.791 0.3463066 0.007178499
Moved 960.7673 516.1118 380.8324 0.3613699 -0.01843519
Moved 960.798 519.8132 372.3735 0.369938 -0.04019176
Moved 960.8287 521 368.7432 0.3726852 -0.04952882
Moved 960.8594 523 363.9941 0.3773148 -0.06174354
Moved 960.8901 524.5 360.5 0.3807871 -0.07073053
Moved 960.9208 524 361 0.3796296 -0.06944452
Moved 960.9515 485.632 395.3049 0.2908147 0.01878821
Moved 960.9822 459.386 437.5262 0.2300601 0.1273822
Moved 961.013 446.1495 463.7009 0.1994202 0.194704
Moved 961.0436 439.1091 486.5092 0.1831228 0.2533671
Moved 961.0744 437 501.7547 0.1782407 0.2925788
Moved 961.1051 434.5477 512.3568 0.1725642 0.3198476
Moved 961.1359 434 519.4496 0.1712963 0.3380904
Moved 961.1665 432.3404 522 0.1674546 0.3446501
Moved 961.1973 430.7906 522 0.1638671 0.3446501
Moved 961.228 424.4577 513.7346 0.1492076 0.3233914
Moved 961.2587 395.6535 431.9606 0.08253137 0.1130674
Moved 961.2894 377.8789 347.627 0.04138638 -0.1038401
Moved 961.3201 373.8892 309.3384 0.03215094 -0.202319
Moved 961.3508 369.1331 278.1981 0.02114147 -0.2824125
Moved 961.3816 366.5 259.5 0.0150463 -0.3305041
Moved 961.4123 365 251.8196 0.01157403 -0.3502583
Moved 961.443 358.8103 246.4052 -0.002753933 -0.3641843
Moved 961.4737 340.9652 250.4755 -0.04406209 -0.3537154
Moved 961.5044 318.1725 270.8275 -0.09682287 -0.3013698
Moved 961.5351 295.8829 300.7721 -0.1484191 -0.2243517
Moved 961.5658 282.0347 343.8611 -0.1804752 -0.1135259
Moved 961.5966 278 396.4908 -0.1898148 0.02183839
Moved 961.6273 278 429.5621 -0.1898148 0.1068982
Moved 961.658 278 461.3231 -0.1898148 0.1885882
Ended 961.6887 299 517.5 -0.1412037 0.3330761
Candidates 961.7808 13 describe reactive archive effective receive practice service active device descriptive recover october attractive
Began 963.0402 377 367 0.03935188 -0.05401234
Stationary 963.0709 377 367 0.03935188 -0.05401234
Moved 963.1016 382.2394 391.4849 0.05148023 0.008963204
Moved 963.1323 399 435.5 0.09027779 0.1221707
Moved 963.163 417.356 484.2827 0.1327685 0.2476407
Moved 963.1937 429.4186 518.8883 0.1606911 0.3366468
Moved 963.2245 440.7678 547.4194 0.1869624 0.4100291
Moved 963.2552 447.625 564.4583 0.2028356 0.4538534
Moved 963.2858 451.2318 572.8477 0.2111847 0.4754311
Moved 963.3166 454.372 579.7441 0.2184538 0.4931688
Moved 963.3473 456.1434 583.1434 0.2225541 0.5019119
Moved 963.3781 456.6875 585.6876 0.2238137 0.5084556
Moved 963.4088 457 588.3557 0.2245371 0.5153181
Moved 963.4395 458 590.5 0.2268519 0.5208333
Moved 963.4702 459 591.8759 0.2291666 0.5243719
Moved 963.5009 459 593.1305 0.2291666 0.5275989
Moved 963.5316 459 594.0242 0.2291666 0.5298976
Moved 963.5623 460.3591 594 0.2323128 0.5298353
Moved 963.5931 460 595.1008 0.2314815 0.5326667
Stationary 963.6237 460 595.1008 0.2314815 0.5326667
Moved 963.6545 460 596.0837 0.2314815 0.5351947
Stationary 963.6852 460 596.0837 0.2314815 0.5351947
Stationary 963.7159 460 596.0837 0.2314815 0.5351947
Stationary 963.7464 460 596.0837 0.2314815 0.5351947
Stationary 963.7773 460 596.0837 0.2314815 0.5351947
Moved 963.808 460 597.0201 0.2314815 0.5376031
Stationary 963.8387 460 597.0201 0.2314815 0.5376031
Stationary 963.8694 460 597.0201 0.2314815 0.5376031
Expand 963.8694
Stationary 963.9001 460 597.0201 0.2314815 0.5376031
Stationary 963.9308 460 597.0201 0.2314815 0.5376031
Stationary 963.9617 460 597 0.2314815 0.5375513
Stationary 963.9923 460 597 0.2314815 0.5375513
Stationary 964.0231 460 597 0.2314815 0.5375513
Stationary 964.0538 460 597 0.2314815 0.5375513
Stationary 964.0845 460 597 0.2314815 0.5375513
Stationary 964.1152 460 597 0.2314815 0.5375513
Stationary 964.1459 460 597 0.2314815 0.5375513
Stationary 964.1766 460 597 0.2314815 0.5375513
Stationary 964.2073 460 597 0.2314815 0.5375513
Stationary 964.238 460 597 0.2314815 0.5375513
Stationary 964.2688 460 597 0.2314815 0.5375513
Stationary 964.2995 460 597 0.2314815 0.5375513
Stationary 964.3302 460 597 0.2314815 0.5375513
Stationary 964.3609 460 597 0.2314815 0.5375513
Stationary 964.3916 460 597 0.2314815 0.5375513
Stationary 964.4224 460 597 0.2314815 0.5375513
Stationary 964.4531 460 597 0.2314815 0.5375513
Stationary 964.4838 460 597 0.2314815 0.5375513
Stationary 964.5145 460 597 0.2314815 0.5375513
Stationary 964.5452 460 597 0.2314815 0.5375513
Stationary 964.5759 460 597 0.2314815 0.5375513
Stationary 964.6066 460 597 0.2314815 0.5375513
Stationary 964.6373 460 597 0.2314815 0.5375513
Moved 964.668 449.5 597 0.2071759 0.5375513
Moved 964.6988 450.1228 597 0.2086176 0.5375513
Moved 964.7295 448.3549 597 0.2045253 0.5375513
Moved 964.7602 446.9099 597 0.2011804 0.5375513
Moved 964.7909 445.5041 586.5285 0.1979262 0.5106185
Moved 964.8216 443.3568 588 0.1929554 0.5144032
Moved 964.8524 442 587 0.1898148 0.5118312
Moved 964.8831 439.5 584.5 0.1840278 0.5054011
Moved 964.9138 437.382 582.382 0.1791251 0.4999537
Moved 964.9445 436 580.6146 0.1759259 0.4954077
Moved 964.9752 432.8521 577.8521 0.1686391 0.4883025
Moved 965.0059 430.8804 574.8804 0.1640751 0.4806595
Moved 965.0366 425.0461 568.0461 0.1505697 0.4630814
Moved 965.0673 417.7324 558.7324 0.1336398 0.4391264
Moved 965.098 409.4136 547.1204 0.1143833 0.4092603
Moved 965.1288 395.2749 524.1249 0.08165498 0.3501153
Moved 965.1595 378.7648 496.5968 0.04343709 0.2793127
Moved 965.1902 359.7856 464.6785 -0.0004962087 0.1972182
Moved 965.2209 344.0408 438.3557 -0.03694266 0.1295155
Moved 965.2516 326.4336 404.8672 -0.07769991 0.0433828
Moved 965.2823 315.2399 385.8599 -0.1036112 -0.005504506
Moved 965.313 306.6949 370.8248 -0.1233914 -0.0441749
Moved 965.3438 300.2204 362.2204 -0.1383786 -0.06630564
Moved 965.3745 296.3621 357.3621 -0.14731 -0.07880128
Ended 965.4052 296 357 -0.1481481 -0.07973259
Cancel 965.4666
Began 965.7123 89 356 -0.6273149 -0.0823046
Moved 965.743 40.12969 343.353 -0.7404405 -0.1148328
Ended 965.7738 31.06831 337.7122 -0.761416 -0.1293411
Accept 965.8352 0 describe
Delete 965.8352 LeftSwipe
Began 966.6953 378 506 0.04166663 0.3034978
Stationary 966.726 378 506 0.04166663 0.3034978
Moved 966.7567 361.4799 506 0.003425777 0.3034978
Moved 966.7874 331.2891 506 -0.06646052 0.3034978
Moved 966.8181 301.8092 506 -0.1347008 0.3034978
Moved 966.8488 276.6833 506 -0.1928627 0.3034978
Moved 966.8795 261.8542 506 -0.2271893 0.3034978
Moved 966.9102 249.4121 500.977 -0.2559904 0.2905786
Moved 966.9409 237.144 494.2576 -0.2843889 0.2732962
Moved 966.9717 227.6421 485.6422 -0.306384 0.2511372
Moved 967.0024 212.7991 463.5983 -0.3407428 0.1944399
Moved 967.033 198.7895 431.8527 -0.3731725 0.1127896
Moved 967.0638 183.7059 382.8236 -0.4080882 -0.01331384
Moved 967.0945 175.3466 351.5596 -0.4274385 -0.09372546
Moved 967.1252 170.4213 331.1067 -0.4388395 -0.1463306
Moved 967.1559 167.0087 320.0262 -0.446739 -0.1748299
Moved 967.1866 165.2546 313.2546 -0.4507995 -0.1922464
Moved 967.2174 165 308.0173 -0.4513889 -0.205717
Moved 967.248 165 305.754 -0.4513889 -0.2115381
Moved 967.2788 165 301.8719 -0.4513889 -0.221523
Moved 967.3096 176.6782 294.6207 -0.424356 -0.2401733
Moved 967.3403 191.4891 276.2982 -0.3900715 -0.287299
Moved 967.371 210.134 255.3992 -0.3469121 -0.3410516
Moved 967.4017 227.4363 233.1577 -0.3068604 -0.3982569
Moved 967.4324 237.452 218.2467 -0.2836761 -0.4366083
Moved 967.4631 243.7908 206.4183 -0.2690027 -0.467031
Moved 967.4938 247.2093 200.5813 -0.2610896 -0.482044
Moved 967.5245 251.0339 196.9661 -0.2522363 -0.4913425
Moved 967.5552 252.7755 195.2245 -0.2482049 -0.4958218
Moved 967.5859 259.5 195 -0.2326389 -0.4963993
Moved 967.6166 293.4338 239.2672 -0.1540885 -0.3825432
Moved 967.6473 330.855 297.4255 -0.06746526 -0.2329592
Moved 967.6781 356.7752 343.0784 -0.007464886 -0.1155391
Moved 967.7088 361.4259 360.2776 0.003300607 -0.07130242
Moved 967.7396 362.627 377.7619 0.006080965 -0.02633256
Moved 967.7702 363 391.8215 0.006944438 0.00982885
Moved 967.801 363 403.5124 0.006944438 0.03989804
Moved 967.8317 349.9451 415.4249 -0.02327531 0.0705372
Moved 967.8624 340.6365 431.727 -0.04482289 0.1124665
Moved 967.8931 332.6582 445.4558 -0.06329129 0.1477772
Moved 967.9238 325.2831 457.5753 -0.0803631 0.1789487
Moved 967.9545 319.5457 466.6815 -0.09364415 0.2023699
Moved 967.9852 313.9063 479.1874 -0.1066984 0.2345354
Moved 968.016 310.1935 488.4197 -0.1152929 0.258281
Moved 968.0466 308 496.0934 -0.1203704 0.2780178
Moved 968.0774 308 499.9432 -0.1203704 0.2879196
Moved 968.1081 308 502.6194 -0.1203704 0.2948029
Moved 968.1388 308 504 -0.1203704 0.2983539
Moved 968.1695 308 505 -0.1203704 0.3009258
Moved 968.2003 319.7723 505 -0.09311974 0.3009258
Moved 968.231 338.6382 489.4924 -0.04944856 0.2610401
Moved 968.2617 365.3076 468.9301 0.01228621 0.2081535
Moved 968.2924 389.5 451 0.06828706 0.162037
Moved 968.3231 413.5575 434.0108 0.1239758 0.1183405
Moved 968.3538 431.3389 420.7176 0.1651364 0.0841501
Moved 968.3845 446.7093 406.1063 0.200716 0.04656972
Moved 968.4152 459.299 392.4846 0.2298587 0.01153432
Moved 968.4459 473.0937 375.8439 0.2617908 -0.03126568
Moved 968.4767 480.3836 363.8218 0.2786657 -0.06218671
Moved 968.5074 487.1256 350.7488 0.2942722 -0.09581083
Moved 968.5381 493.0237 340.9645 0.3079251 -0.1209762
Moved 968.5688 496.7641 335.2359 0.3165836 -0.1357102
Moved 968.5995 497 334 0.3171296 -0.1388889
Stationary 968.6302 497 334 0.3171296 -0.1388889
Moved 968.6609 472.5434 361.1849 0.260517 -0.06896886
Moved 968.6917 449.3775 396.4338 0.2068923 0.02169177
Moved 968.7224 430.9866 428.2294 0.1643209 0.1034707
Moved 968.7531 423.5519 447.3442 0.147111 0.1526341
Moved 968.7838 418.5933 463.0334 0.1356327 0.192987
Moved 968.8145 416 485.555 0.1296297 0.250913
Moved 968.8453 416 500.5405 0.1296297 0.289456
Moved 968.8759 416 511.0173 0.1296297 0.3164023
Moved 968.9067 416 520.2955 0.1296297 0.3402661
Moved 968.9374 416 523.8586 0.1296297 0.3494304
Moved 968.9681 416 525.5 0.1296297 0.3536522
Moved 968.9988 414.9705 525 0.1272465 0.3523662
Moved 969.0295 410.3998 513.7327 0.1166663 0.3233865
Moved 969.0602 399.9014 452.549 0.09236426 0.1660211
Moved 969.091 388.4541 376.1787 0.06586602 -0.03040463
Moved 969.1216 377.5183 294.8746 0.04055172 -0.2395202
Moved 969.1524 374 247.3258 0.03240744 -0.3618163
Moved 969.1831 373 209.4507 0.0300926 -0.4592318
Moved 969.2139 372 193.0779 0.02777775 -0.501343
Moved 969.2446 372 184.5 0.02777775 -0.5234053
Moved 969.2752 371 181.7512 0.025463 -0.5304753
Moved 969.306 356.9888 190.01 -0.006970466 -0.5092336
Moved 969.3367 334.6311 212.7058 -0.05872428 -0.4508596
Moved 969.3674 310.801 249.3979 -0.1138866 -0.3564867
Moved 969.398 296.2791 292.1625 -0.147502 -0.2464955
Moved 969.4288 290.3118 332.6353 -0.1613154 -0.1423991
Moved 969.4595 290 382.416 -0.162037 -0.01436218
Moved 969.4902 302.5217 428.6084 -0.1330517 0.1044454
Moved 969.5209 315.226 474.0742 -0.1036436 0.2213841
Moved 969.5517 349.0031 561.9177 -0.0254557 0.4473189
Ended 969.5824 349.0031 561.9177 -0.0254557 0.4473189
Candidates 969.6745 13 receive reactive active describe excellent archive recovery service excellence recover receiver device december
Began 971.3638 137 343 -0.5162037 -0.1157408
Stationary 971.3945 137 343 -0.5162037 -0.1157408
Moved 971.4252 101.8031 343 -0.5976779 -0.1157408
Moved 971.456 49.46879 343 -0.7188223 -0.1157408
Ended 971.4867 37.5 343 -0.7465278 -0.1157408
Accept 971.5481 0 receive
Delete 971.5481 LeftSwipe
Began 972.1931 369 519 0.02083332 0.3369341
Stationary 972.2239 369 519 0.02083332 0.3369341
Stationary 972.2545 369 519 0.02083332 0.3369341
Moved 972.2853 357.3584 519 -0.006114741 0.3369341
Moved 972.316 350.1914 519 -0.0227051 0.3369341
Moved 972.3467 336.4259 519 -0.05456959 0.3369341
Moved 972.3774 320.6879 519 -0.09100029 0.3369341
Moved 972.4081 306.0359 519 -0.124917 0.3369341
Moved 972.4389 293.7067 519 -0.1534567 0.3369341
Moved 972.4695 280.8876 519 -0.1831306 0.3369341
Moved 972.5003 268.6377 519 -0.2114868 0.3369341
Moved 972.531 258.5 519 -0.2349537 0.3369341
Moved 972.5618 253.0382 519 -0.2475969 0.3369341
Moved 972.5924 247.2513 519 -0.2609923 0.3369341
Moved 972.6232 242.0028 519 -0.2731417 0.3369341
Moved 972.6539 235.3319 519 -0.2885835 0.3369341
Moved 972.6846 228.7065 502.5108 -0.3039202 0.2945236
Moved 972.7153 221.4412 482.1766 -0.3207379 0.2422237
Moved 972.746 217.3202 471.1872 -0.3302773 0.2139588
Moved 972.7767 207.694 443.4044 -0.3525602 0.1425008
Moved 972.8074 197.3779 416.9449 -0.3764399 0.07444664
Moved 972.8382 188.4747 397.9494 -0.3970493 0.02558998
Moved 972.8688 182.1523 384.3046 -0.4116845 -0.00950464
Moved 972.8996 177.3499 374.6998 -0.4228012 -0.03420842
Moved 972.9303 173.8325 365.7487 -0.4309434 -0.05723074
Moved 972.961 173 362.1606 -0.4328704 -0.06645933
Moved 972.9917 172 358.3506 -0.4351852 -0.07625878
Moved 973.0225 172 356.9724 -0.4351852 -0.0798037
Moved 973.0532 181.3427 344.55 -0.4135585 -0.111754
Moved 973.0839 203.2986 324.2313 -0.3627347 -0.1640143
Moved 973.1146 226.5692 301.4307 -0.3088675 -0.2226576
Moved 973.1453 255.6455 271.3545 -0.2415613 -0.3000142
Moved 973.176 277.5487 246.0077 -0.1908594 -0.3652066
Moved 973.2068 286.6197 234.1737 -0.1698618 -0.3956438
Moved 973.2374 296.3215 223.0142 -0.1474039 -0.4243464
Moved 973.2682 310.6114 202.583 -0.1143256 -0.4768955
Moved 973.2989 314.5723 197.4277 -0.1051568 -0.490155
Moved 973.3296 316.9091 195.0909 -0.09974743 -0.4961652
Moved 973.3603 318.3966 194 -0.09630422 -0.4989713
Moved 973.3911 319 194 -0.09490739 -0.4989713
Stationary 973.4218 319 194 -0.09490739 -0.4989713
Moved 973.4525 307 240 -0.1226852 -0.3806585
Moved 973.4832 292.6807 281.8303 -0.1558318 -0.2730704
Moved 973.5139 281.5591 313.1364 -0.1815762 -0.1925504
Moved 973.5446 273.883 338.468 -0.1993449 -0.1273974
Moved 973.5753 270.9874 355.0757 -0.2060477 -0.08468196
Moved 973.6061 267.2379 376.3345 -0.214727 -0.030004
Moved 973.6368 263.4877 394.5613 -0.223408 0.01687568
Moved 973.6674 259.4296 411.7112 -0.2328019 0.06098562
Moved 973.6982 257.3162 425.4191 -0.237694 0.09624253
Moved 973.7289 254.5658 441.1712 -0.2440607 0.1367571
Moved 973.7596 254 452.9238 -0.2453704 0.1669849
Moved 973.7903 253 461.8634 -0.2476852 0.1899778
Moved 973.821 253 472.4203 -0.2476852 0.2171304
Moved 973.8517 253 474.1922 -0.2476852 0.2216877
Moved 973.8825 253 476.9494 -0.2476852 0.2287792
Moved 973.9133 265 479.5 -0.2199074 0.2353394
Moved 973.9439 277.1295 479 -0.1918299 0.2340534
Moved 973.9746 305.1505 463.4719 -0.1269663 0.1941149
Moved 974.0053 329.5528 446.748 -0.07047966 0.1511007
Moved 974.0361 346.2798 433.8002 -0.03175984 0.1177987
Moved 974.0668 368.463 412.537 0.01959026 0.06310949
Moved 974.0975 384.7516 398.2484 0.05729536 0.02635901
Moved 974.1282 398.8834 386.4305 0.09000778 -0.004036711
Moved 974.1589 409.9772 377.0228 0.1156879 -0.02823355
Moved 974.1896 423.5 364 0.1469907 -0.06172839
Moved 974.2204 434.1014 352.6232 0.1715311 -0.09098971
Moved 974.2511 447.1877 339.7654 0.2018233 -0.1240601
Moved 974.2818 455.3898 332.6102 0.2208097 -0.1424634
Moved 974.3125 462.43 326.5701 0.2371064 -0.1579989
Moved 974.3433 465.9877 324.0123 0.2453419 -0.1645774
Moved 974.3739 467.3591 322.6409 0.2485164 -0.1681047
Moved 974.4047 470.2049 320.7952 0.2551038 -0.1728519
Moved 974.4354 471.3611 321 0.2577803 -0.1723252
Moved 974.4661 472.1714 321 0.2596559 -0.1723252
Moved 974.4968 473.0303 321 0.2616442 -0.1723252
Moved 974.5275 474.2204 321 0.2643991 -0.1723252
Moved 974.5582 476.3197 321 0.2692586 -0.1723252
Moved 974.5889 477.0072 321 0.2708499 -0.1723252
Moved 974.6197 480.3586 321 0.2786078 -0.1723252
Moved 974.6504 487.0938 328.5469 0.2941987 -0.1529143
Moved 974.6811 491.2894 330.2894 0.3039107 -0.1484326
Moved 974.7119 494.0566 331 0.3103163 -0.146605
Moved 974.7426 496.5 332.5 0.3159723 -0.142747
Moved 974.7732 499.2762 333.2762 0.3223985 -0.1407506
Moved 974.804 502.044 334 0.3288055 -0.1388889
Moved 974.8347 504.5 336.5 0.3344907 -0.1324588
Moved 974.8654 506 338.2287 0.337963 -0.1280127
Moved 974.8961 507.9974 341.9974 0.3425865 -0.1183196
Moved 974.9268 508.7482 348.4964 0.3443245 -0.101604
Moved 974.9576 509 358.6065 0.3449074 -0.07560071
Moved 974.9883 502.2675 375.7707 0.329323 -0.03145406
Moved 975.019 499.2794 388.6031 0.322406 0.001551153
Moved 975.0497 495.5069 400.9726 0.3136733 0.03336565
Moved 975.0804 492.1481 409.7037 0.3058985 0.05582236
Moved 975.1111 490.317 416.366 0.3016598 0.07295769
Moved 975.1418 488.5538 422.8923 0.2975783 0.08974361
Moved 975.1725 486.7901 430.8397 0.2934955 0.1101844
Moved 975.2032 484.3865 439.8406 0.2879317 0.1333349
Moved 975.2339 480.6251 451.4996 0.2792247 0.163322
Moved 975.2647 476.7034 461.4448 0.2701468 0.1889012
Moved 975.2954 473.6143 469.0785 0.2629962 0.2085351
Moved 975.3261 470.6392 477.0825 0.2561092 0.2291214
Moved 975.3569 467.8826 483.2348 0.2497282 0.2449453
Moved 975.3875 464.7368 491.7896 0.2424463 0.2669485
Moved 975.4183 463.7698 492.2302 0.2402079 0.2680816
Moved 975.449 463 497.0698 0.2384259 0.2805293
Moved 975.4797 462 499.8332 0.2361111 0.2876367
Moved 975.5104 461 501.597 0.2337964 0.2921733
Moved 975.5411 461 503.071 0.2337964 0.2959644
Moved 975.5718 460 503 0.2314815 0.2957818
Moved 975.6026 459 503 0.2291666 0.2957818
Moved 975.6333 455.2674 503 0.2205264 0.2957818
Moved 975.664 448.4135 468.0675 0.2046609 0.2059349
Moved 975.6947 440.319 423.5951 0.1859237 0.09155108
Moved 975.7254 430.7248 367.3485 0.1637147 -0.05311605
Moved 975.7562 424.4293 322.22 0.1491419 -0.1691874
Moved 975.7869 423 288.4207 0.1458333 -0.2561196
Moved 975.8176 420.7784 266.4491 0.1406908 -0.312631
Moved 975.8483 421 253.0656 0.1412037 -0.3470536
Moved 975.879 421 248.6708 0.1412037 -0.3583571
Moved 975.9097 421 242.8091 0.1412037 -0.3734336
Moved 975.9404 421 240.053 0.1412037 -0.3805222
Moved 975.9711 421 237.2866 0.1412037 -0.3876373
Moved 976.0018 421 235.8726 0.1412037 -0.3912743
Stationary 976.0326 421 236 0.1412037 -0.3909465
Moved 976.0633 407.2149 259.8318 0.1092938 -0.3296507
Moved 976.094 392.4688 301.3593 0.07515918 -0.2228413
Moved 976.1248 381.4672 336.4426 0.04969269 -0.1326066
Moved 976.1554 374.7781 361.2766 0.0342087 -0.06873323
Moved 976.1862 369.2441 382.6457 0.02139837 -0.01377145
Moved 976.2169 367.1499 397.2503 0.01655082 0.02379186
Moved 976.2476 364.441 411.2361 0.01028001 0.05976367
Moved 976.2783 360.6857 424.5717 0.001587172 0.09406281
Moved 976.309 358.9413 434.2347 -0.002450645 0.1189164
Moved 976.3397 357.6594 440.022 -0.005418161 0.1338013
Ended 976.3705 357 445.3976 -0.006944438 0.1476276
Candidates 976.4927 13 traveling teaching racing tracking everything recent developing evening reaching reading handling taking trading
Began 978.1827 361 515 0.002314846 0.326646
Stationary 978.2133 361 515 0.002314846 0.326646
Stationary 978.2441 361 515 0.002314846 0.326646
Moved 978.2748 327.5 515 -0.07523149 0.326646
Moved 978.3055 307.4044 515 -0.1217492 0.326646
Moved 978.3362 283.6777 515 -0.176672 0.326646
Moved 978.3668 264.7596 515 -0.220464 0.326646
Moved 978.3976 249.8738 522 -0.2549216 0.3446501
Moved 978.4283 242.1382 522 -0.2728283 0.3446501
Moved 978.4591 235.1948 522 -0.2889009 0.3446501
Moved 978.4898 230.8504 523.1496 -0.2989575 0.3476069
Moved 978.5203 229.3011 523 -0.3025436 0.3472221
Moved 978.5512 227.5 523 -0.306713 0.3472221
Moved 978.582 226.6434 523 -0.3086959 0.3472221
Moved 978.6127 225.8352 523 -0.3105668 0.3472221
Moved 978.6434 224.7413 523 -0.3130989 0.3472221
Moved 978.6741 223.9864 523 -0.3148462 0.3472221
Stationary 978.7048 224 523 -0.3148148 0.3472221
Stationary 978.7355 224 523 -0.3148148 0.3472221
Moved 978.7663 223 523 -0.3171296 0.3472221
Stationary 978.797 223 523 -0.3171296 0.3472221
Stationary 978.8277 223 523 -0.3171296 0.3472221
Moved 978.8584 222 523 -0.3194444 0.3472221
Stationary 978.8892 222 523 -0.3194444 0.3472221
Moved 978.9198 220.7612 523 -0.3223119 0.3472221
Moved 978.9506 215.7399 523 -0.3339354 0.3472221
Moved 978.9813 208.3692 518.3962 -0.3509971 0.335381
Moved 979.0119 195.5122 512.4048 -0.3807588 0.3199713
Moved 979.0427 181.7962 508.949 -0.4125087 0.3110829
Moved 979.0734 169.7993 505.1998 -0.4402794 0.3014398
Moved 979.1041 162.5879 501.7939 -0.4569724 0.2926798
Moved 979.1348 156.9863 499.9863 -0.4699391 0.2880306
Moved 979.1656 155.6188 500 -0.4731045 0.2880658
Moved 979.1963 159.6828 500 -0.4636973 0.2880658
Moved 979.227 218.4333 516.5766 -0.3277006 0.3307011
Moved 979.2577 322.1837 533.1339 -0.08753772 0.3732865
Moved 979.2885 364.3976 535 0.01017978 0.3780863
Moved 979.3192 387.1877 536 0.06293446 0.3806583
Moved 979.3499 404.6046 536 0.1032513 0.3806583
Moved 979.3806 430.4772 536 0.1631416 0.3806583
Moved 979.4113 437.6442 536 0.1797319 0.3806583
Moved 979.442 446.7325 536 0.2007696 0.3806583
Moved 979.4727 456.0261 536 0.2222825 0.3806583
Moved 979.5034 466.3436 536 0.2461657 0.3806583
Moved 979.5342 475.5516 536 0.2674805 0.3806583
Moved 979.5649 485.0169 527.5763 0.289391 0.3589924
Moved 979.5956 501.1886 526.9623 0.3268255 0.3574132
Moved 979.6263 510.4114 526.1962 0.3481745 0.3554429
Moved 979.657 516.1389 526 0.3614325 0.3549381
Moved 979.6877 519.0447 525 0.368159 0.3523662
Moved 979.7184 521.8091 524.1909 0.3745581 0.3502851
