the back yard of our house
Moved 611.5427 290.2637 403.4213 -0.1614266 0.03966363
Moved 611.5734 281.6514 399.5505 -0.1813625 0.02970793
Moved 611.6041 276.3646 395.6823 -0.1936004 0.01975891
Moved 611.6349 272.2278 394.1139 -0.2031763 0.01572491
Moved 611.6656 269.2518 392.2518 -0.2100652 0.01093566
Moved 611.6964 266.3812 391 -0.2167102 0.007715971
Moved 611.7271 265 390 -0.2199074 0.005143954
Moved 611.7578 262.9619 389 -0.2246253 0.002572016
Ended 611.7886 263 389 -0.2245371 0.002572016
Accept 611.8807 0 yard
Candidates 611.8807 13 of pass off ps is if loss odd odds pd id oops pa
Began 612.7106 550 482 0.4398148 0.2417695
Stationary 612.7405 550 482 0.4398148 0.2417695
Moved 612.7721 537.326 482 0.4104769 0.2417695
Moved 612.8029 511.6082 495.2784 0.350945 0.2759217
Moved 612.8336 480.3164 499.2806 0.2785102 0.2862154
Moved 612.8643 439.5276 505.8828 0.1840915 0.3031963
Moved 612.895 429.3698 506 0.1605783 0.3034978
Moved 612.9257 411.4307 508 0.1190526 0.3086419
Moved 612.9565 395.0409 510 0.08111318 0.3137859
Moved 612.9872 382.6719 511 0.05248129 0.3163579
Moved 613.0179 372.4098 511 0.02872646 0.3163579
Moved 613.0486 361.7565 511 0.004065931 0.3163579
Moved 613.0794 352.2468 511 -0.01794716 0.3163579
Moved 613.1102 341.8507 511.7874 -0.04201223 0.318383
Moved 613.1408 332.5 512 -0.06365741 0.31893
Moved 613.1711 320.0872 512 -0.09239062 0.31893
Moved 613.2023 309.6081 512 -0.116648 0.31893
Moved 613.2331 300.0975 512 -0.1386632 0.31893
Moved 613.2638 293.0016 512 -0.1550888 0.31893
Moved 613.2946 286.2645 512 -0.1706841 0.31893
Moved 613.3253 283.7517 512 -0.1765006 0.31893
Moved 613.356 281.8703 505 -0.1808559 0.3009258
Ended 613.3867 281.8703 505 -0.1808559 0.3009258
Accept 613.5096 0 of
Candidates 613.5096 13 our pour or pre poor pure port pr lite it low pe peer
Began 614.3395 390 389 0.06944448 0.002572016
Moved 614.3702 407.6783 403.7588 0.1103665 0.04053175
Moved 614.401 465.1247 446.5815 0.2433443 0.1506726
Moved 614.4317 510.5488 473.3528 0.3484927 0.2195289
Moved 614.4625 536.4247 487.6713 0.4083906 0.2563561
Moved 614.4932 549.369 496.5793 0.4383541 0.2792676
Moved 614.5239 555.6565 501.6565 0.4529086 0.2923263
Moved 614.5546 557 504.1792 0.4560185 0.2988147
Moved 614.5854 539.5744 512.1418 0.4156815 0.3192948
Moved 614.6161 506.061 517.8368 0.3381042 0.3339423
Moved 614.6469 480.5 519.5 0.2789353 0.3382201
Moved 614.6776 451.7649 522.3594 0.2124186 0.3455746
Moved 614.7083 428.4172 522 0.1583731 0.3446501
Moved 614.739 410.3333 522 0.1165123 0.3446501
Moved 614.7698 397.2156 522 0.08614729 0.3446501
Moved 614.8005 382.5 508.5 0.05208333 0.3099279
Moved 614.8312 362.0551 503.5275 0.004757046 0.2971386
Moved 614.862 341.5394 491.0263 -0.04273281 0.2649853
Moved 614.8927 317.28 471.28 -0.09888887 0.2141974
Moved 614.9235 291.0038 448.2528 -0.1597135 0.1549711
Moved 614.9542 270.6132 430.097 -0.2069139 0.1082741
Moved 614.9849 258.8661 415.8393 -0.2341063 0.07160308
Moved 615.0157 244.5168 399.6202 -0.2673222 0.02988721
Moved 615.0464 234.6785 388.9047 -0.290096 0.00232673
Moved 615.0771 229.3569 382.7137 -0.3024147 -0.01359641
Moved 615.1078 225.8375 378.8375 -0.3105613 -0.02356612
Moved 615.1386 224.5 378 -0.3136574 -0.02572024
Stationary 615.1693 224.5 378 -0.3136574 -0.02572024
Moved 615.2001 225 378 -0.3125 -0.02572024
Moved 615.2308 235.699 407.3616 -0.2877339 0.04979816
Moved 615.2615 243.6283 439.0945 -0.2693788 0.1314157
Moved 615.2923 248.1335 460.4673 -0.2589503 0.186387
Moved 615.323 250.6075 475.0377 -0.2532233 0.2238624
Moved 615.3538 253.478 486.434 -0.2465787 0.2531738
Moved 615.3845 255 496.0402 -0.2430556 0.2778812
Moved 615.4152 256 501.426 -0.2407407 0.2917334
Moved 615.446 257 504.723 -0.2384259 0.3002135
Moved 615.4766 257 507.597 -0.2384259 0.3076055
Ended 615.5074 258.0378 508 -0.2360235 0.3086419
Accept 615.6611 0 our
Candidates 615.6611 13 house horse jose host his first hours hopes those ghost goes lose houses
Began 615.7841 241 413 -0.275463 0.06430033
Moved 615.8147 277.1078 413 -0.19188 0.06430033
Moved 615.8455 385.4208 421 0.05884449 0.08487643
Moved 615.8762 484.0126 421 0.2870662 0.08487643
Moved 615.9069 529.792 413.2454 0.393037 0.06493141
Moved 615.9377 553.3724 409.3754 0.4476213 0.05497779
Moved 615.9684 568.9628 406.5062 0.4837102 0.04759808
Moved 615.9991 580.0247 406 0.5093165 0.04629618
Moved 616.0298 592.5262 406 0.5382552 0.04629618
Moved 616.0606 599.5038 406 0.5544069 0.04629618
Moved 616.0914 603.5 406 0.5636574 0.04629618
Moved 616.1221 606.1896 406 0.5698834 0.04629618
Moved 616.1528 608.5 406 0.5752315 0.04629618
Moved 616.1835 611.5 406 0.5821759 0.04629618
Stationary 616.2143 611.5 406 0.5821759 0.04629618
Moved 616.245 612.2235 406 0.5838507 0.04629618
Moved 616.2757 613.2496 406 0.586226 0.04629618
Moved 616.3065 614.2139 406 0.5884579 0.04629618
Moved 616.3372 615.1331 406 0.5905858 0.04629618
Stationary 616.3679 615.1331 406 0.5905858 0.04629618
Moved 616.3987 616.1866 406 0.5930244 0.04629618
Moved 616.4294 617 406 0.5949074 0.04629618
Ended 616.4601 617 406 0.5949074 0.04629618
Accept 616.5523 0 house
PhraseEnd 616.5523
