the collapse of the Roman empire
Moved 2183.332 446.7229 245 0.2007474 -0.3677984
Moved 2183.362 450.1788 245 0.2087472 -0.3677984
Moved 2183.393 455.2477 245 0.2204808 -0.3677984
Moved 2183.424 459.9811 245 0.2314377 -0.3677984
Moved 2183.454 465.7266 256.7266 0.2447374 -0.3376374
Moved 2183.485 473.2473 261.8315 0.2621466 -0.3245074
Moved 2183.516 483.1854 277.7781 0.2851514 -0.2834926
Moved 2183.547 491.5219 295.3918 0.3044489 -0.2381898
Moved 2183.577 509.4771 333.7366 0.3460117 -0.1395663
Moved 2183.608 527.7389 390.1149 0.3882844 0.005439436
Moved 2183.639 535.8694 429.6514 0.4071052 0.1071281
Moved 2183.669 540.3032 460.6376 0.4173684 0.186825
Moved 2183.7 540 481.7027 0.4166667 0.2410048
Moved 2183.731 540 492.7476 0.4166667 0.2694125
Moved 2183.762 540 501.1235 0.4166667 0.2909553
Moved 2183.792 540 506.8655 0.4166667 0.305724
Moved 2183.823 540 509.9863 0.4166667 0.3137508
Moved 2183.854 533.993 513.8582 0.4027617 0.3237092
Moved 2183.885 531.5 516.5 0.3969907 0.3305041
Moved 2183.915 531 518.1822 0.3958333 0.3348306
Moved 2183.946 530 519.5 0.3935185 0.3382201
Moved 2183.977 528.7201 520.2799 0.3905557 0.340226
Moved 2184.008 527.1298 522 0.3868746 0.3446501
Moved 2184.038 525.8134 523.1866 0.3838272 0.3477022
Moved 2184.069 523.6939 524.3061 0.3789211 0.3505815
Moved 2184.1 519.6328 524 0.3695203 0.3497942
Moved 2184.13 511.8438 524 0.3514902 0.3497942
Moved 2184.161 500.6351 524 0.3255442 0.3497942
Moved 2184.192 481.506 511.2024 0.281264 0.3168785
Moved 2184.223 475.6471 508.3235 0.2677017 0.3094741
Moved 2184.253 461.8419 503.3367 0.235745 0.2966478
Moved 2184.284 447.1844 498.2961 0.2018156 0.2836833
Moved 2184.315 436.6797 494.4199 0.1774994 0.2737137
Moved 2184.345 427.6511 491.5504 0.1565997 0.2663332
Moved 2184.376 421.0072 489.0024 0.1412204 0.2597797
Moved 2184.407 411.5146 487 0.1192468 0.2546296
Moved 2184.438 401.0343 484.2586 0.09498686 0.2475787
Moved 2184.469 391.4304 483 0.07275542 0.2443414
Moved 2184.499 379.6053 481 0.04538258 0.2391974
Moved 2184.53 364.9697 478.994 0.01150389 0.2340379
Moved 2184.561 344.8239 477.1177 -0.03512984 0.2292121
Moved 2184.591 326.837 477 -0.0767661 0.2289094
Moved 2184.622 310.4128 476 -0.1147853 0.2263374
Moved 2184.653 294.0394 474.8079 -0.1526865 0.2232711
Moved 2184.683 283.5984 474 -0.1768556 0.2211934
Moved 2184.714 272.5686 469.7843 -0.2023874 0.2103506
Moved 2184.745 261.1167 464.0583 -0.2288966 0.1956232
Moved 2184.776 254.3075 458.3075 -0.2446586 0.180832
Moved 2184.806 248.2952 454.1476 -0.2585759 0.1701325
Moved 2184.837 244.5564 451.2782 -0.2672307 0.1627525
Moved 2184.868 241.4062 448.4063 -0.2745226 0.1553658
Moved 2184.898 238.5322 445.5322 -0.2811755 0.1479736
Moved 2184.929 236.9857 445 -0.2847553 0.1466049
Moved 2184.96 236 443.113 -0.287037 0.1417514
Moved 2184.991 235 442.2411 -0.2893518 0.1395089
Ended 2185.021 235 442 -0.2893518 0.1388888
Candidates 2185.144 13 empire employees employee employed employer employers enjoyed remote enjoys sample snow samples smoke
Began 2185.759 284 437 -0.1759259 0.1260288
Moved 2185.79 324.4485 437 -0.08229508 0.1260288
Ended 2185.82 414 450 0.125 0.1594649
Accept 2185.882 0 empire
Began 2188.278 264 470 -0.2222222 0.2109053
Stationary 2188.309 264 470 -0.2222222 0.2109053
Moved 2188.34 291.057 470 -0.1595903 0.2109053
Moved 2188.37 368.0762 477.1714 0.0186949 0.2293503
Moved 2188.401 485.8409 491.4268 0.2912984 0.2660153
Moved 2188.432 555.1602 493 0.4517598 0.2700616
Moved 2188.463 615.4692 482.0542 0.5913638 0.2419089
Moved 2188.493 645.9595 472.6279 0.6619433 0.2176642
Moved 2188.524 667.6138 464.5545 0.7120689 0.1968994
Ended 2188.555 677 462 0.7337962 0.1903292
PhraseEnd 2188.616
