the punishment should fit the crime
Moved 2629.887 315.2671 458.6053 -0.1035485 0.1815981
Moved 2629.918 294.5167 448.8667 -0.1515817 0.1565501
Moved 2629.949 278 439 -0.1898148 0.1311728
Moved 2629.979 265.4411 431.2646 -0.2188864 0.1112773
Moved 2630.01 256.1109 424.3703 -0.2404841 0.09354497
Moved 2630.041 251.2827 420.6414 -0.2516603 0.08395407
Moved 2630.072 250 415.8491 -0.2546296 0.07162824
Moved 2630.103 250 412.5565 -0.2546296 0.06315973
Moved 2630.133 250 406.6702 -0.2546296 0.04802005
Moved 2630.164 261.5662 398.3254 -0.227856 0.026557
Moved 2630.195 270.5 392 -0.2071759 0.01028803
Moved 2630.226 285.1098 386.9561 -0.1733569 -0.002685084
Moved 2630.256 301.4877 384 -0.1354452 -0.01028807
Moved 2630.287 327.9817 381 -0.07411644 -0.01800419
Moved 2630.318 333.4445 380.1111 -0.06147102 -0.0202905
Moved 2630.348 346.883 378.4234 -0.03036345 -0.02463125
Moved 2630.379 358.1935 378 -0.004181663 -0.02572024
Moved 2630.41 369.07 378 0.02099534 -0.02572024
Moved 2630.441 377.0455 378 0.03945728 -0.02572024
Moved 2630.471 385.3488 378 0.05867789 -0.02572024
Moved 2630.502 393.7848 378 0.07820556 -0.02572024
Moved 2630.533 400.8421 378 0.094542 -0.02572024
Moved 2630.563 407.0496 378 0.1089111 -0.02572024
Moved 2630.594 413.4681 378 0.1237689 -0.02572024
Moved 2630.625 421.3718 378 0.1420643 -0.02572024
Moved 2630.656 427.3586 386.2551 0.1559227 -0.00448796
Moved 2630.687 432.1033 385 0.1669057 -0.007716127
Moved 2630.717 436.2734 386 0.1765589 -0.005144111
Moved 2630.748 439.9937 386.9938 0.1851707 -0.002588029
Moved 2630.779 442.5 387 0.1909722 -0.002572055
Moved 2630.809 444.1289 388 0.1947429 -3.924585E-08
Moved 2630.84 445.3538 388 0.1975782 -3.924585E-08
Moved 2630.871 446.1031 388 0.1993127 -3.924585E-08
Moved 2630.902 447.2362 388 0.2019356 -3.924585E-08
Moved 2630.932 447 389.1346 0.2013889 0.002918165
Moved 2630.963 448.3538 389 0.2045227 0.002572016
Moved 2630.994 449.0226 389 0.2060708 0.002572016
Stationary 2631.025 449.0226 389 0.2060708 0.002572016
Stationary 2631.055 449.0226 389 0.2060708 0.002572016
Stationary 2631.086 449 389 0.2060185 0.002572016
Moved 2631.117 449 372.4757 0.2060185 -0.03992881
Moved 2631.147 449 357.0652 0.2060185 -0.07956477
Moved 2631.178 449 333.2003 0.2060185 -0.1409458
Moved 2631.209 449 318.7893 0.2060185 -0.1780111
Moved 2631.24 449 309.1996 0.2060185 -0.202676
Moved 2631.271 449 303.7244 0.2060185 -0.2167582
Moved 2631.301 449 299.644 0.2060185 -0.227253
Moved 2631.332 449 298.5 0.2060185 -0.2301955
Moved 2631.363 438.5 299 0.181713 -0.2289095
Moved 2631.393 421.4214 334.9316 0.1421792 -0.1364929
Moved 2631.424 398.4257 381.2018 0.0889483 -0.01748497
Moved 2631.455 380.0002 411.9998 0.04629671 0.06172765
Moved 2631.486 365.6963 433.3905 0.01318584 0.116745
Moved 2631.516 352.89 448.3325 -0.01645838 0.1551761
Moved 2631.547 345.5013 452 -0.03356184 0.164609
Moved 2631.578 340.5471 452 -0.04502987 0.164609
Moved 2631.608 337 433.0458 -0.05324075 0.1158586
Moved 2631.639 348.0826 394.8349 -0.02758667 0.01757943
Moved 2631.67 365.9537 352.0926 0.01378169 -0.09235452
Moved 2631.701 379.3049 328.2164 0.04468729 -0.1537643
Moved 2631.731 388.9267 315.8417 0.06695987 -0.1855925
Moved 2631.762 395.8596 309.0936 0.08300841 -0.2029487
Moved 2631.793 400.6814 304.3185 0.09416997 -0.2152301
Moved 2631.823 403.0774 302.9613 0.09971629 -0.218721
Moved 2631.854 405 319.4395 0.1041667 -0.1763388
Moved 2631.885 388.5179 377.9611 0.06601353 -0.0258204
Moved 2631.916 380.9034 425.3865 0.04838745 0.09615854
Moved 2631.947 371.1244 455.6268 0.02575089 0.1739373
Moved 2631.977 359.5834 482.5414 -0.0009643535 0.2431621
Moved 2632.008 350.8304 498.3393 -0.02122606 0.2837944
Ended 2632.039 345.2617 506.6074 -0.03411631 0.30506
Candidates 2632.162 13 punishment establishment internet government environment parliament current legislature plenty thereby enforcement element entertainment
Began 2633.944 209 363 -0.349537 -0.06430049
Stationary 2633.975 209 363 -0.349537 -0.06430049
Stationary 2634.006 209 363 -0.349537 -0.06430049
Moved 2634.036 222.5 363 -0.318287 -0.06430049
Moved 2634.067 235.6923 363 -0.2877493 -0.06430049
Moved 2634.098 256.7654 363 -0.238969 -0.06430049
Moved 2634.128 273.0162 363 -0.2013514 -0.06430049
Moved 2634.159 282.5059 363 -0.1793844 -0.06430049
Moved 2634.19 292.7007 363 -0.1557854 -0.06430049
Moved 2634.221 302.1477 363 -0.1339173 -0.06430049
Moved 2634.251 311.0451 363 -0.1133216 -0.06430049
Moved 2634.282 318.9436 363 -0.09503802 -0.06430049
Moved 2634.313 327.407 371 -0.07544685 -0.04372435
Moved 2634.344 332.8568 373 -0.06283139 -0.03858032
Moved 2634.374 339.1555 375.5778 -0.0482512 -0.03195021
Moved 2634.405 345.8229 378.9114 -0.03281727 -0.02337601
Moved 2634.436 354.0208 386.3472 -0.01384069 -0.004250993
Moved 2634.467 366.0003 396.6002 0.01388957 0.02211991
Moved 2634.497 381.6989 409.5824 0.05022893 0.05551028
Moved 2634.528 394 420.5 0.07870366 0.08359041
Moved 2634.559 411.4664 437.4664 0.1191353 0.1272284
Moved 2634.589 425.8248 451.8248 0.1523723 0.1641585
Moved 2634.62 439.5 467 0.1840278 0.2031892
Moved 2634.651 446.1528 474.2292 0.1994278 0.2217829
Moved 2634.682 448 481.3794 0.2037037 0.2401733
Moved 2634.712 440.0658 492.6447 0.1853376 0.2691479
Moved 2634.743 434.1751 493.965 0.1717016 0.2725435
Moved 2634.774 411.2579 496 0.1186526 0.2777777
Moved 2634.805 390.5699 496 0.07076353 0.2777777
Moved 2634.835 374.2246 484.6123 0.03292739 0.2484884
Moved 2634.866 366.8021 480.2014 0.01574566 0.2371435
Moved 2634.897 359.7489 468.9955 -0.0005812944 0.2083218
Moved 2634.927 358 454.1382 -0.004629641 0.1701084
Moved 2634.958 374.9023 431.3974 0.03449599 0.1116188
Moved 2634.989 401.0639 409.316 0.0950553 0.05482508
Moved 2635.02 427.3634 391.8183 0.1559339 0.009820726
Moved 2635.051 446 382.5 0.199074 -0.01414617
Moved 2635.081 459.9297 376.5352 0.2313188 -0.02948784
Moved 2635.112 471.2461 374 0.2575141 -0.03600823
Moved 2635.143 478.7481 373 0.2748798 -0.03858032
Moved 2635.173 483 372 0.2847222 -0.04115226
Moved 2635.204 482 372 0.2824074 -0.04115226
Moved 2635.235 438.8983 386.0339 0.1826351 -0.005057025
Moved 2635.266 381.5791 399.6567 0.04995167 0.02998132
Moved 2635.296 327.2034 411.9594 -0.07591814 0.06162376
Moved 2635.327 301.5041 418.1417 -0.1354071 0.07752481
Moved 2635.358 269.3213 426.4197 -0.2099045 0.09881596
Moved 2635.388 250.3613 431.5277 -0.2537932 0.1119539
Moved 2635.419 239.2237 436.2588 -0.2795748 0.1241223
Ended 2635.45 235.5 440.5 -0.2881945 0.1350308
Accept 2635.604 0 punishment
Candidates 2635.604 13 should could douglas skills shuttle shield child shields did shoulder fight some account
Began 2637.14 313 377 -0.1087963 -0.02829226
Stationary 2637.171 313 377 -0.1087963 -0.02829226
Stationary 2637.202 313 377 -0.1087963 -0.02829226
Moved 2637.232 334.033 390.6198 -0.0601089 0.006737964
Moved 2637.263 363.6301 408.7824 0.008403063 0.05345266
Moved 2637.294 394.4322 424.2161 0.07970402 0.09314827
Moved 2637.325 423.3731 437.6865 0.146697 0.1277945
Moved 2637.355 445.3581 448.1791 0.1975882 0.1547815
Moved 2637.386 458.2982 453.9193 0.2275422 0.1695454
Moved 2637.417 465.3545 458.1772 0.2438762 0.180497
Moved 2637.448 467 460.8999 0.2476852 0.1874997
Moved 2637.478 452 463.5 0.2129629 0.1941872
Moved 2637.509 395.9326 466 0.08317739 0.2006171
Moved 2637.54 352.5435 454.0903 -0.01726046 0.1699854
Moved 2637.571 323.5244 449.5524 -0.0844343 0.1583138
Moved 2637.601 302.9481 447 -0.1320645 0.1517489
Moved 2637.632 283.9744 445.3949 -0.1759852 0.1476205
Moved 2637.663 271.7031 445 -0.204391 0.1466049
Ended 2637.693 262 444 -0.2268519 0.1440329
Accept 2637.847 0 should
Candidates 2637.847 13 food did good this god gift foods goods code shift thus via guys
Began 2638.861 415 467 0.1273148 0.2031892
Stationary 2638.892 415 467 0.1273148 0.2031892
Moved 2638.923 415 482.5523 0.1273148 0.24319
Moved 2638.953 415 504.0757 0.1273148 0.2985485
Moved 2638.984 415 523.361 0.1273148 0.3481507
Moved 2639.015 415 543.5317 0.1273148 0.4000301
Moved 2639.046 415 558.6792 0.1273148 0.4389896
Moved 2639.076 415 570.5 0.1273148 0.4693929
Moved 2639.107 415 577.2001 0.1273148 0.4866258
Moved 2639.138 415 584.3687 0.1273148 0.5050635
Moved 2639.168 415 591.5422 0.1273148 0.5235139
Moved 2639.199 415 597.7281 0.1273148 0.5394241
Moved 2639.23 415 600.5 0.1273148 0.5465534
Moved 2639.261 408 604 0.1111111 0.5555555
Moved 2639.292 408 606.9761 0.1111111 0.56321
Moved 2639.322 407 609.3186 0.1087963 0.569235
Moved 2639.353 407 610 0.1087963 0.5709876
Moved 2639.384 407 611.4979 0.1087963 0.5748401
Stationary 2639.414 407 611 0.1087963 0.5735595
Moved 2639.445 407 612.3547 0.1087963 0.577044
Moved 2639.476 407 613.5 0.1087963 0.5799896
Moved 2639.507 406 613 0.1064815 0.5787036
Moved 2639.537 406 614 0.1064815 0.5812756
Stationary 2639.568 406 614 0.1064815 0.5812756
Stationary 2639.599 406 614 0.1064815 0.5812756
Stationary 2639.63 406 614 0.1064815 0.5812756
Expand 2639.63
Stationary 2639.66 406 614 0.1064815 0.5812756
Moved 2639.691 404.8831 614 0.1038961 0.5812756
Stationary 2639.722 404.8831 614 0.1038961 0.5812756
Moved 2639.752 402.7198 614 0.09888837 0.5812756
Moved 2639.783 401.0396 614 0.09499908 0.5812756
Moved 2639.814 396.655 606.3275 0.08484949 0.5615419
Moved 2639.845 391.1924 602.5963 0.07220477 0.551945
Moved 2639.875 385.7534 597.7534 0.05961428 0.539489
Moved 2639.906 381.8776 594.4388 0.05064249 0.5309638
Moved 2639.937 376.4434 589.4434 0.03806343 0.5181157
Moved 2639.968 368.9861 581.9816 0.02080123 0.4989237
Moved 2639.998 360.8372 573.8372 0.001938045 0.4779763
Moved 2640.029 355.7507 566.7507 -0.009836257 0.4597497
Moved 2640.06 349.2873 559.4309 -0.02479792 0.4409231
Moved 2640.091 344.8468 553.8468 -0.03507684 0.4265606
Moved 2640.121 340.698 549.3961 -0.04468049 0.4151132
Moved 2640.152 334.6418 544.6418 -0.05869955 0.4028852
Moved 2640.183 330.5982 540.5981 -0.06805976 0.3924848
Moved 2640.213 325.7668 536.8834 -0.07924353 0.3829305
Moved 2640.244 320.722 531.722 -0.09092118 0.3696553
Moved 2640.275 314.5079 527.754 -0.1053057 0.3594494
Moved 2640.306 308.1318 521.1978 -0.1200652 0.3425867
Moved 2640.336 304.407 515.8139 -0.1286876 0.3287394
Moved 2640.367 302 511.0275 -0.1342593 0.3164285
Moved 2640.398 301 507.2936 -0.1365741 0.3068251
Moved 2640.428 301 502.1392 -0.1365741 0.2935678
Moved 2640.459 312.5471 497.6906 -0.1098446 0.2821258
Moved 2640.49 323.531 495.4115 -0.0844189 0.276264
Moved 2640.521 337.575 491.685 -0.05190969 0.2666794
Moved 2640.552 352.1997 491 -0.01805628 0.2649176
Moved 2640.582 366.8051 490 0.01575261 0.2623456
Moved 2640.613 378.8222 490 0.04357 0.2623456
Moved 2640.644 390.5451 490 0.0707063 0.2623456
Moved 2640.674 399.8242 490 0.09218554 0.2623456
Moved 2640.705 409.3193 490 0.1141649 0.2623456
Moved 2640.736 414.406 490 0.1259398 0.2623456
Moved 2640.767 421.2861 490 0.1418659 0.2623456
Moved 2640.797 427.2755 490 0.1557302 0.2623456
Moved 2640.828 434.3222 490 0.1720421 0.2623456
Moved 2640.859 439.5588 490 0.1841639 0.2623456
Moved 2640.89 442.0012 490 0.1898175 0.2623456
Stationary 2640.92 442 490 0.1898148 0.2623456
Moved 2640.951 424.4546 484.8396 0.1492006 0.249073
Moved 2640.982 383.3797 460.5298 0.05411963 0.1865477
Moved 2641.012 351.4847 441.6909 -0.0197113 0.1380937
Moved 2641.043 323.2923 425.3754 -0.08497159 0.09612998
Moved 2641.074 291.3714 405.9142 -0.1588625 0.04607565
Moved 2641.105 266.0689 389.3793 -0.2174332 0.003547433
Moved 2641.135 249.0677 381.5339 -0.2567877 -0.01663098
Moved 2641.166 232.7921 372.3961 -0.2944627 -0.04013368
Moved 2641.197 216.0791 362.7194 -0.3331503 -0.0650223
Moved 2641.228 211.994 359.996 -0.3426065 -0.0720269
Moved 2641.258 205.5528 357.2764 -0.3575167 -0.07902168
Moved 2641.289 202.5519 355.5519 -0.3644631 -0.08345702
Ended 2641.32 201.6608 354.6608 -0.366526 -0.08574913
Cancel 2641.381
Began 2641.781 312 377 -0.1111111 -0.02829226
Stationary 2641.812 312 377 -0.1111111 -0.02829226
Stationary 2641.842 312 377 -0.1111111 -0.02829226
Moved 2641.873 281 389 -0.1828704 0.002572016
Moved 2641.904 261.0726 391.9896 -0.2289986 0.01026134
Moved 2641.934 242.0273 396.7104 -0.273085 0.02240322
Moved 2641.965 225.8503 398.4299 -0.3105317 0.02682596
Moved 2641.996 211.6833 398 -0.3433256 0.02572008
Moved 2642.027 198.5 398 -0.3738426 0.02572008
Moved 2642.057 188.9695 398 -0.3959039 0.02572008
Moved 2642.088 179.3339 398 -0.4182085 0.02572008
Moved 2642.119 172.2465 398 -0.4346145 0.02572008
Moved 2642.15 164.9024 398 -0.4516149 0.02572008
Moved 2642.18 158.6824 398 -0.466013 0.02572008
Moved 2642.211 153.0025 398 -0.4791609 0.02572008
Moved 2642.242 145.3826 398 -0.4967996 0.02572008
Moved 2642.272 134.1091 393.5878 -0.5228956 0.01437191
Moved 2642.303 125.9299 388.6433 -0.5418288 0.001654527
Moved 2642.334 118.7784 388 -0.5583833 -3.924585E-08
Moved 2642.365 114.1116 387 -0.569186 -0.002572055
Moved 2642.396 109.8343 386 -0.5790874 -0.005144111
Moved 2642.426 105.1177 385 -0.5900053 -0.007716127
Moved 2642.457 102.5 385 -0.5960649 -0.007716127
Moved 2642.488 99.98281 384 -0.6018917 -0.01028807
Moved 2642.518 98.26116 384 -0.605877 -0.01028807
Moved 2642.549 96.7748 384 -0.6093176 -0.01028807
Moved 2642.58 96 383 -0.6111112 -0.01286016
Moved 2642.611 94.80023 383 -0.6138883 -0.01286016
Moved 2642.641 94 383 -0.6157407 -0.01286016
Moved 2642.672 92.99562 383 -0.6180657 -0.01286016
Stationary 2642.703 92.99562 383 -0.6180657 -0.01286016
Moved 2642.733 91.83492 383 -0.6207524 -0.01286016
Stationary 2642.764 92 383 -0.6203703 -0.01286016
Ended 2642.795 92 381.7651 -0.6203703 -0.01603625
Accept 2642.856 0 food
Delete 2642.856 LeftSwipe
Began 2643.717 300 405 -0.1388889 0.04372424
Stationary 2643.748 300 405 -0.1388889 0.04372424
Stationary 2643.778 300 405 -0.1388889 0.04372424
Stationary 2643.809 300 405 -0.1388889 0.04372424
Moved 2643.84 326.1369 419.7106 -0.07838671 0.08156007
Moved 2643.871 356.1066 434.5037 -0.009012421 0.1196081
Moved 2643.901 380.6756 449.1531 0.04786015 0.1572866
Moved 2643.932 404.1598 461.4044 0.1022218 0.1887971
Moved 2643.963 424.619 472.1217 0.149581 0.2163623
Moved 2643.993 444.4393 482.3939 0.1954613 0.2427825
Moved 2644.024 458.8745 496.3118 0.2288762 0.2785795
Moved 2644.055 461.5816 497.5816 0.2351427 0.2818456
Moved 2644.086 464.2051 500.2051 0.2412156 0.2885934
Moved 2644.116 464 503.9244 0.2407408 0.2981595
Moved 2644.147 452.4453 507.6507 0.2139936 0.3077434
Moved 2644.178 419.574 509 0.1379027 0.3112139
Moved 2644.208 387.8477 499.4746 0.06446213 0.2867144
Moved 2644.239 359.6857 492.5507 -0.0007274747 0.2689059
Moved 2644.27 332.1308 488.5846 -0.06451204 0.2587051
Moved 2644.301 312.9433 484.5552 -0.1089276 0.2483416
Moved 2644.332 297.1719 481.6344 -0.1454355 0.2408292
Moved 2644.362 284.6435 480 -0.1744364 0.2366254
Moved 2644.393 276.8452 478.2817 -0.192488 0.2322061
Ended 2644.424 276 478 -0.1944444 0.2314814
Candidates 2644.547 13 die site did fit fire door does due diet dirt for fort dirty
Began 2645.592 361 453 0.002314846 0.167181
