that is a very nasty cut
Moved 2085.498 208.0618 393.0258 -0.3517088 0.01292621
Moved 2085.529 241.7566 406.5026 -0.2737117 0.04758897
Moved 2085.559 272.4977 415.2493 -0.2025515 0.07008564
Moved 2085.59 297.6015 424.1562 -0.144441 0.09299423
Moved 2085.621 317.2771 429.3193 -0.09889553 0.1062738
Moved 2085.652 331.1238 435.0619 -0.06684303 0.1210438
Moved 2085.682 341.0128 440.3419 -0.04395187 0.1346241
Ended 2085.713 346 443 -0.03240739 0.1414608
Candidates 2085.836 13 that they today friday user grocery okay what robert thai trust summary roster
Began 2086.358 195 375 -0.3819444 -0.03343629
Stationary 2086.389 195 375 -0.3819444 -0.03343629
Moved 2086.42 205.8286 375 -0.3568783 -0.03343629
Moved 2086.45 224.97 375 -0.3125694 -0.03343629
Moved 2086.481 241.0971 375 -0.2752382 -0.03343629
Moved 2086.512 258.0628 375 -0.2359656 -0.03343629
Moved 2086.543 272.9598 375 -0.2014819 -0.03343629
Moved 2086.573 284.843 368 -0.1739745 -0.05144041
Moved 2086.604 294.0044 366.9985 -0.1527676 -0.05401619
Moved 2086.635 302.7512 367 -0.1325204 -0.05401234
Moved 2086.666 308.7493 366 -0.1186358 -0.05658444
Moved 2086.696 311.1854 366 -0.1129968 -0.05658444
Moved 2086.727 312 364.5 -0.1111111 -0.06044246
Ended 2086.758 313 365 -0.1087963 -0.05915646
Accept 2086.819 0 that
Began 2087.096 324 328 -0.08333336 -0.1543211
Stationary 2087.126 324 328 -0.08333336 -0.1543211
Stationary 2087.157 324 328 -0.08333336 -0.1543211
Stationary 2087.188 324 328 -0.08333336 -0.1543211
Stationary 2087.219 324 328 -0.08333336 -0.1543211
Moved 2087.249 360.0711 362.2702 0.0001647075 -0.06617754
Moved 2087.28 392.3557 391.7211 0.07489731 0.009570612
Moved 2087.311 414 410.5 0.125 0.05787029
Moved 2087.342 431.4477 426.2408 0.1653881 0.09835599
Moved 2087.372 443.2381 437.2381 0.1926809 0.1266411
Moved 2087.403 452.876 445.876 0.2149907 0.1488579
Moved 2087.434 456.5204 449.5204 0.2234268 0.1582314
Moved 2087.464 458.3919 451 0.2277591 0.162037
Moved 2087.495 459.1325 452 0.2294733 0.164609
Stationary 2087.526 459.1325 452 0.2294733 0.164609
Stationary 2087.557 459 452 0.2291666 0.164609
Moved 2087.587 419.0863 425.429 0.1367739 0.0962678
Moved 2087.618 382.4392 401.1503 0.05194267 0.03382267
Moved 2087.649 354.4828 385.2634 -0.01277134 -0.007038705
Moved 2087.679 321.8976 365.1385 -0.08820003 -0.0588001
Moved 2087.71 294.5089 348.5681 -0.1515997 -0.1014197
Moved 2087.741 273.6837 335.7891 -0.1998063 -0.1342873
Moved 2087.772 258.5051 325.6041 -0.2349419 -0.1604834
Moved 2087.802 242.1971 317.1126 -0.272692 -0.1823235
Moved 2087.833 229.5968 310.2984 -0.3018593 -0.1998499
Moved 2087.864 219 303.5 -0.3263889 -0.2173355
Moved 2087.895 209.2951 298.53 -0.348854 -0.2301182
Moved 2087.925 200.7177 291.8118 -0.368709 -0.2473976
Moved 2087.956 195.0534 288.0534 -0.3818208 -0.2570643
Moved 2087.987 189.4643 285.4644 -0.3947585 -0.2637233
Moved 2088.017 185.5933 283.5933 -0.4037193 -0.2685359
Ended 2088.048 185 283 -0.4050926 -0.2700618
Candidates 2088.14 13 is odds gods his god good if goods of ps hood oz oops
Began 2088.571 226 316 -0.3101852 -0.1851853
Stationary 2088.601 226 316 -0.3101852 -0.1851853
Stationary 2088.632 226 316 -0.3101852 -0.1851853
Moved 2088.663 239.6105 316 -0.2786795 -0.1851853
Moved 2088.693 258.5 316 -0.2349537 -0.1851853
Moved 2088.724 285.4631 316 -0.1725391 -0.1851853
Moved 2088.755 293.6189 316 -0.1536599 -0.1851853
Moved 2088.786 303.3935 323 -0.1310335 -0.1671811
Moved 2088.816 311.6477 324 -0.1119265 -0.164609
Moved 2088.847 318.3535 324 -0.09640396 -0.164609
Moved 2088.878 324.0992 324 -0.08310363 -0.164609
Moved 2088.908 326.5 324 -0.07754628 -0.164609
Moved 2088.939 328.4632 324 -0.07300179 -0.164609
Ended 2088.97 329 324 -0.07175927 -0.164609
Accept 2089.031 0 is
Began 2089.247 353 315 -0.01620372 -0.1877573
Stationary 2089.277 353 315 -0.01620372 -0.1877573
Stationary 2089.308 353 315 -0.01620372 -0.1877573
Moved 2089.339 332.8133 315 -0.06293217 -0.1877573
Moved 2089.369 310.5465 315 -0.1144756 -0.1877573
Moved 2089.4 286.2701 315 -0.170671 -0.1877573
Moved 2089.431 266.8755 315 -0.215566 -0.1877573
Moved 2089.462 247.5 315 -0.2604167 -0.1877573
Moved 2089.492 231.1016 315 -0.298376 -0.1877573
Moved 2089.523 217.0079 315 -0.3310001 -0.1877573
Moved 2089.554 202.6972 315 -0.3641268 -0.1877573
Moved 2089.584 191.8208 315 -0.3893037 -0.1877573
Moved 2089.615 183.4615 315 -0.408654 -0.1877573
Moved 2089.646 173.5458 315 -0.4316069 -0.1877573
Moved 2089.677 166.9584 315 -0.4468555 -0.1877573
Moved 2089.707 161.9456 315 -0.4584593 -0.1877573
Moved 2089.738 159.5 315 -0.4641204 -0.1877573
Moved 2089.769 156.7304 315 -0.4705315 -0.1877573
Moved 2089.8 155.5 315 -0.4733796 -0.1877573
Moved 2089.83 155 315 -0.474537 -0.1877573
Ended 2089.861 155 315 -0.474537 -0.1877573
Candidates 2089.953 13 a as sa ga aaa da faa aa fda fas sd gas dad
Began 2090.476 237 334 -0.2847222 -0.1388889
Stationary 2090.506 237 334 -0.2847222 -0.1388889
Moved 2090.537 255.6558 334 -0.2415375 -0.1388889
Moved 2090.568 276.9032 334 -0.1923537 -0.1388889
Moved 2090.598 299.2961 339.2961 -0.1405182 -0.1252671
Moved 2090.629 318.6478 345.5295 -0.09572268 -0.1092347
Moved 2090.66 331.6183 348.4045 -0.06569843 -0.1018402
Moved 2090.69 341.8831 350 -0.04193728 -0.09773669
Moved 2090.721 348.6817 351.8409 -0.02619977 -0.09300184
Ended 2090.752 352 352 -0.01851852 -0.09259266
Accept 2090.813 0 a
Began 2091.121 315 342 -0.1041667 -0.1183128
Stationary 2091.152 315 342 -0.1041667 -0.1183128
Stationary 2091.182 315 342 -0.1041667 -0.1183128
Moved 2091.213 303.8673 317.3129 -0.1299368 -0.1818085
Moved 2091.244 295.2321 294.9523 -0.1499256 -0.2393202
Moved 2091.274 290.886 278.2021 -0.1599861 -0.2824019
Moved 2091.305 287.0202 261.1212 -0.1689347 -0.3263346
Moved 2091.336 283.5 248.5 -0.1770833 -0.3587964
Moved 2091.366 281.6369 238.9108 -0.1813961 -0.38346
Moved 2091.397 280.7807 231.5614 -0.183378 -0.4023627
Moved 2091.428 279.9255 224.851 -0.1853577 -0.419622
Moved 2091.459 279.362 219.724 -0.186662 -0.4328086
Moved 2091.49 277.4942 213.4941 -0.1909857 -0.448832
Moved 2091.52 276 209.6219 -0.1944444 -0.4587913
Moved 2091.551 275 206.7512 -0.1967592 -0.4661749
Moved 2091.582 275 205.7579 -0.1967592 -0.4687296
Moved 2091.612 273.7976 205 -0.1995426 -0.470679
Moved 2091.643 272.4953 205 -0.2025571 -0.470679
Moved 2091.674 268.8746 227.6272 -0.2109385 -0.4124815
Moved 2091.705 263.1434 263.2352 -0.2242051 -0.3208972
Moved 2091.735 258.3622 296.8267 -0.2352726 -0.2344993
Moved 2091.766 254.3128 330.8718 -0.2446463 -0.1469347
Moved 2091.797 254 356.3763 -0.2453704 -0.08133656
Moved 2091.827 251.907 385.9299 -0.2502153 -0.00532425
Moved 2091.858 252 405.73 -0.25 0.04560176
Moved 2091.889 250.5 425 -0.2534722 0.09516452
Moved 2091.92 250 444.2805 -0.2546296 0.1447543
Moved 2091.95 250 459.1447 -0.2546296 0.1829852
Moved 2091.981 249 468.173 -0.2569445 0.2062062
Moved 2092.012 248.406 475.782 -0.2583194 0.2257766
Moved 2092.042 248 481.9188 -0.2592593 0.2415605
Moved 2092.073 248 487.6558 -0.2592593 0.2563163
Moved 2092.104 248 490.1935 -0.2592593 0.2628433
Moved 2092.135 248 491.7029 -0.2592593 0.2667254
Moved 2092.165 248 493 -0.2592593 0.2700616
Moved 2092.196 248 495.4455 -0.2592593 0.2763515
Moved 2092.227 248 496.3729 -0.2592593 0.2787368
Moved 2092.258 263.3501 497 -0.2237266 0.2803498
Moved 2092.288 278.7064 497 -0.1881796 0.2803498
Moved 2092.319 294.0476 497 -0.1526676 0.2803498
Moved 2092.35 304.5385 497 -0.128383 0.2803498
Moved 2092.381 312.0291 489.9321 -0.1110438 0.2621711
Moved 2092.411 316.8925 488.1075 -0.09978577 0.257478
Moved 2092.442 322 486.5 -0.08796295 0.2533436
Moved 2092.473 326.5119 484.7441 -0.07751882 0.2488272
Moved 2092.503 329.1358 484 -0.07144496 0.2469135
Ended 2092.534 332 482.5 -0.06481484 0.2430555
Candidates 2092.626 13 very cry better betty bet vary beer ct battery cherry career vast net
Began 2093.087 212 369 -0.3425926 -0.04886839
Stationary 2093.118 212 369 -0.3425926 -0.04886839
Stationary 2093.149 212 369 -0.3425926 -0.04886839
Moved 2093.179 229.8667 369 -0.3012346 -0.04886839
Moved 2093.21 244.2859 369 -0.2678567 -0.04886839
Moved 2093.241 259.1479 369 -0.2334538 -0.04886839
Moved 2093.271 272.4948 369 -0.2025583 -0.04886839
Moved 2093.302 284.4428 369 -0.1749009 -0.04886839
Moved 2093.333 292.5338 369 -0.1561719 -0.04886839
Moved 2093.364 299.5242 369 -0.1399902 -0.04886839
Moved 2093.395 304.6266 369 -0.1281793 -0.04886839
Moved 2093.425 307.1494 369 -0.1223392 -0.04886839
Ended 2093.456 308 369 -0.1203704 -0.04886839
Accept 2093.517 0 very
Began 2093.825 295 405 -0.150463 0.04372424
Stationary 2093.855 295 405 -0.150463 0.04372424
Stationary 2093.886 295 405 -0.150463 0.04372424
Moved 2093.917 303.6194 391.6903 -0.1305108 0.009491414
Moved 2093.948 314.4198 370.9506 -0.1055098 -0.04385151
Moved 2093.978 327.8879 342.7521 -0.07433345 -0.1163785
Moved 2094.009 339.6751 318.6498 -0.04704838 -0.1783699
Moved 2094.04 347.7865 298.6404 -0.02827192 -0.2298345
Moved 2094.07 356.429 278.713 -0.008266171 -0.2810881
Moved 2094.101 362.5839 260.6644 0.005981227 -0.3275092
Moved 2094.132 366.456 249.1761 0.01494437 -0.3570573
Moved 2094.163 369.0052 242.9896 0.02084533 -0.3729691
Moved 2094.193 370 238.1198 0.02314816 -0.3854945
Moved 2094.224 371 235.251 0.025463 -0.3928731
Moved 2094.255 371 233.8135 0.025463 -0.3965703
Moved 2094.285 371 231.8632 0.025463 -0.4015866
Moved 2094.316 349.8778 232 -0.02343098 -0.4012346
Moved 2094.347 326.7556 246.7841 -0.07695461 -0.3632098
Moved 2094.378 301.5412 257.3835 -0.1353212 -0.3359479
Moved 2094.408 270.7645 271.2942 -0.2065637 -0.3001694
Moved 2094.439 242.1714 284.0159 -0.2727514 -0.2674489
Moved 2094.47 216.5576 295.1896 -0.3320426 -0.2387099
Moved 2094.5 197.2395 301.7852 -0.3767605 -0.2217459
Moved 2094.531 175.6566 309.4687 -0.4267208 -0.2019839
Moved 2094.562 161.2846 313.6862 -0.4599894 -0.1911366
Moved 2094.593 151.4452 314.8887 -0.4827657 -0.1880435
Moved 2094.624 141.1551 318.7112 -0.5065855 -0.1782119
Moved 2094.654 134.8261 320.587 -0.5212358 -0.1733875
Moved 2094.685 129.0792 323.4604 -0.5345388 -0.165997
Moved 2094.716 128 324 -0.5370371 -0.164609
Moved 2094.746 127 325.8841 -0.5393518 -0.1597632
Moved 2094.777 127 327.748 -0.5393518 -0.1549692
Moved 2094.808 127 333 -0.5393518 -0.141461
Moved 2094.839 142.6684 343.5347 -0.5030823 -0.1143654
Moved 2094.869 158.0569 353.0284 -0.467461 -0.0899475
Moved 2094.9 173.3167 362.6584 -0.4321372 -0.06517905
Moved 2094.931 185.7192 368.6877 -0.4034277 -0.04967168
Moved 2094.961 202.24 379.28 -0.3651853 -0.02242806
Moved 2094.992 216.9226 390.7381 -0.3311976 0.007042394
Moved 2095.023 228.2448 402.2448 -0.304989 0.03663769
Moved 2095.053 237.3519 412.3519 -0.2839077 0.06263336
Moved 2095.084 246.4017 423.8689 -0.2629591 0.09225535
Moved 2095.115 254.0147 437.353 -0.2453363 0.1269366
Moved 2095.146 259.7702 448.5403 -0.2320135 0.1557107
Moved 2095.177 265.4249 459.8499 -0.2189238 0.1847989
Moved 2095.207 268.5767 467.1533 -0.2116281 0.2035836
Moved 2095.238 272.4521 473.9042 -0.2026572 0.2209469
Moved 2095.269 275.9946 479.9919 -0.1944569 0.2366047
Moved 2095.299 279.8619 485.7238 -0.1855049 0.2513471
Moved 2095.33 282.7376 489.7376 -0.1788481 0.2616708
Moved 2095.361 285.5 495 -0.1724537 0.2752057
Moved 2095.392 289.1193 498.2386 -0.1640757 0.2835354
Moved 2095.422 291.9904 501.9808 -0.1574296 0.2931604
Moved 2095.453 295.7281 504.864 -0.1487776 0.3005761
Moved 2095.484 299.6677 507.3339 -0.1396581 0.3069286
Moved 2095.514 307.8986 511.2995 -0.1206052 0.3171283
Moved 2095.545 316.6911 513 -0.1002521 0.321502
Moved 2095.576 325.1224 514.0408 -0.08073509 0.324179
Moved 2095.607 333.7358 514 -0.06079679 0.324074
Moved 2095.637 340.8941 514 -0.04422659 0.324074
Moved 2095.668 347.6472 514 -0.02859439 0.324074
Moved 2095.699 350.8733 514 -0.02112662 0.324074
Moved 2095.729 353.6959 514 -0.01459286 0.324074
Ended 2095.76 356 514 -0.009259283 0.324074
Candidates 2095.853 13 may nasty bay mary by master bag nazi math navy matt nato bar
Began 2096.283 218 406 -0.3287037 0.04629618
Stationary 2096.313 218 406 -0.3287037 0.04629618
Stationary 2096.344 218 406 -0.3287037 0.04629618
Stationary 2096.375 218 406 -0.3287037 0.04629618
Stationary 2096.406 218 406 -0.3287037 0.04629618
Moved 2096.436 230.9085 406 -0.2988228 0.04629618
Moved 2096.467 241.6922 406 -0.2738605 0.04629618
Moved 2096.498 252.7399 406 -0.2482874 0.04629618
Moved 2096.528 263.1996 402.1507 -0.224075 0.0363957
Moved 2096.559 273.2624 395.1584 -0.2007815 0.01841145
Moved 2096.59 281.9694 393.0076 -0.1806264 0.01287959
Moved 2096.621 291.6165 389.1278 -0.1582952 0.0029007
Moved 2096.651 298.4919 385.2541 -0.1423799 -0.007062566
Moved 2096.682 305.2233 381.7767 -0.1267979 -0.01600658
Moved 2096.713 309.2887 378.8557 -0.1173873 -0.02351949
Moved 2096.743 312.0216 375.9784 -0.1110612 -0.03091985
Moved 2096.774 313.8899 374.11 -0.1067363 -0.03572527
Moved 2096.805 315.3265 374 -0.1034109 -0.03600823
Moved 2096.836 316.2218 374 -0.1013385 -0.03600823
Stationary 2096.866 316.2218 374 -0.1013385 -0.03600823
Moved 2096.897 316 393.1514 -0.1018519 0.01324936
Moved 2096.928 316 405.9235 -0.1018519 0.0460994
Moved 2096.958 309 426.0341 -0.1180555 0.09782414
Moved 2096.989 308 444.5239 -0.1203704 0.1453802
Moved 2097.02 308 457.7116 -0.1203704 0.1792993
Moved 2097.051 308 469.4226 -0.1203704 0.2094202
Moved 2097.082 311.8936 483.7811 -0.1113574 0.2463505
Moved 2097.112 317.4172 495.6687 -0.09857132 0.2769256
Moved 2097.143 318.9903 501.9806 -0.09492989 0.2931599
Moved 2097.174 321 507.713 -0.09027779 0.3079038
Moved 2097.204 323 512.7308 -0.08564815 0.3208095
Moved 2097.235 324.6115 515.6115 -0.08191779 0.3282188
Moved 2097.266 325 518.1539 -0.08101851 0.3347578
Moved 2097.297 326 520.0201 -0.07870371 0.3395577
Moved 2097.327 327 520 -0.07638887 0.3395061
Ended 2097.358 327 520 -0.07638887 0.3395061
Accept 2097.419 1 nasty
Began 2097.665 329 371 -0.07175927 -0.04372435
Stationary 2097.696 329 371 -0.07175927 -0.04372435
Stationary 2097.727 329 371 -0.07175927 -0.04372435
Stationary 2097.758 329 371 -0.07175927 -0.04372435
Stationary 2097.788 329 371 -0.07175927 -0.04372435
Stationary 2097.819 329 371 -0.07175927 -0.04372435
Moved 2097.85 316.1254 356.8757 -0.1015616 -0.08005228
Moved 2097.88 302.0393 340.5492 -0.1341682 -0.1220442
Moved 2097.911 286.7537 320.6716 -0.1695517 -0.1731698
Moved 2097.942 274.2566 303.4277 -0.1984801 -0.2175215
Moved 2097.973 264.664 289.1066 -0.2206853 -0.2543554
Moved 2098.003 259.5531 281.3296 -0.232516 -0.2743581
Moved 2098.034 253.6603 271.4905 -0.2461566 -0.2996645
Moved 2098.065 249.9609 264.8826 -0.2547203 -0.31666
Moved 2098.095 247.0911 260.1821 -0.2613632 -0.3287497
Moved 2098.126 245.5305 256.0611 -0.2649756 -0.3393491
Moved 2098.157 245 252.6531 -0.2662037 -0.3481146
Moved 2098.188 244 249.7793 -0.2685185 -0.3555061
Stationary 2098.218 244 250 -0.2685185 -0.3549383
Stationary 2098.249 244 250 -0.2685185 -0.3549383
Moved 2098.28 252.6806 258.6806 -0.2484245 -0.3326116
Moved 2098.311 270.2745 285.7909 -0.2076979 -0.2628835
Moved 2098.341 300.3983 341.043 -0.1379669 -0.1207742
Moved 2098.372 324.4817 386.2164 -0.08221839 -0.004587605
Moved 2098.403 341.0428 420.6941 -0.04388243 0.08408966
Moved 2098.433 354.9464 446.4062 -0.01169811 0.1502216
Moved 2098.464 366.1042 469.1824 0.01413018 0.2088025
Moved 2098.495 375.7809 490.4524 0.03653 0.2635091
Moved 2098.526 381.5413 503.3119 0.04986405 0.296584
Moved 2098.556 385.4264 510.4265 0.0588575 0.3148828
Moved 2098.587 388.1602 516.3203 0.06518552 0.3300419
Moved 2098.618 389 519.032 0.06712963 0.3370163
Moved 2098.648 390 521.9013 0.06944448 0.3443963
Moved 2098.679 390 523.4683 0.06944448 0.3484267
Moved 2098.71 390 524.3734 0.06944448 0.3507546
Moved 2098.741 390 525.249 0.06944448 0.3530065
Stationary 2098.771 390 525.249 0.06944448 0.3530065
Stationary 2098.802 390 525.249 0.06944448 0.3530065
Moved 2098.833 378.1163 525 0.04193594 0.3523662
Moved 2098.864 369.5863 525 0.02219051 0.3523662
Moved 2098.894 356.0159 525 -0.009222527 0.3523662
Moved 2098.925 340.3589 515.2718 -0.04546538 0.327345
Moved 2098.956 324.9888 511.3978 -0.08104439 0.3173811
Moved 2098.986 310.6355 507.5271 -0.1142696 0.3074255
Moved 2099.017 295.1903 504.5476 -0.1500225 0.2997623
Moved 2099.048 291.463 505 -0.1586504 0.3009258
Moved 2099.079 285.2489 505 -0.173035 0.3009258
Moved 2099.109 280.5957 505 -0.1838062 0.3009258
Moved 2099.14 278.9362 505 -0.1876476 0.3009258
Ended 2099.171 277.5 503.5 -0.1909722 0.2970678
Candidates 2099.263 13 cut city cute cure court but cite view core site by score buy
Began 2099.632 161 373 -0.4606481 -0.03858032
Stationary 2099.663 161 373 -0.4606481 -0.03858032
Stationary 2099.693 161 373 -0.4606481 -0.03858032
Moved 2099.724 184.6191 373 -0.4059743 -0.03858032
Moved 2099.755 212.975 382.9958 -0.3403357 -0.01287083
Moved 2099.785 237.4381 386.382 -0.283708 -0.004161513
Moved 2099.816 253.2315 389.2463 -0.2471493 0.003205444
Moved 2099.847 266.1667 390.8334 -0.2172067 0.007287406
Moved 2099.877 276.952 393 -0.1922408 0.01285996
Moved 2099.908 284.0445 394.5222 -0.175823 0.01677517
Ended 2099.939 287.4037 395 -0.1680469 0.01800408
Accept 2100 0 cut
Began 2100.277 160 382 -0.462963 -0.01543218
Stationary 2100.308 160 382 -0.462963 -0.01543218
Moved 2100.338 171.7355 382 -0.4357975 -0.01543218
Moved 2100.369 203.6502 382 -0.3619208 -0.01543218
Moved 2100.4 273.5376 382 -0.2001444 -0.01543218
Moved 2100.431 319.308 382 -0.09419436 -0.01543218
Moved 2100.461 356.136 382 -0.008944423 -0.01543218
Moved 2100.492 394.7652 382 0.08047501 -0.01543218
Moved 2100.523 436.6996 390.8555 0.1775453 0.007344391
Moved 2100.553 460.7697 392 0.2332633 0.01028803
Moved 2100.584 477.377 392.5942 0.2717059 0.01181638
Moved 2100.615 491.0334 393 0.3033182 0.01285996
Moved 2100.646 503.1899 393 0.331458 0.01285996
Moved 2100.677 510.8371 394.9186 0.3491599 0.01779466
Moved 2100.707 516 395 0.3611111 0.01800408
Ended 2100.738 519 396 0.3680556 0.02057605
PhraseEnd 2100.799
