players must know all the rules
players must know all the rules
Basic
0.6 0.6
432 388.8
Moved 776.3019 463.9994 509.3323 0.2407393 0.3120685
Moved 776.3177 468.3169 517.6338 0.2507336 0.3334202
Moved 776.3326 471 523 0.2569444 0.3472221
Moved 776.3486 472 525.3409 0.2592593 0.3532429
Moved 776.3632 473.1128 528.2255 0.2618351 0.3606623
Moved 776.3802 474 530.5547 0.2638889 0.3666529
Moved 776.3933 474 532.0049 0.2638889 0.3703828
Stationary 776.4086 474 532.0049 0.2638889 0.3703828
Moved 776.4242 474 533.8746 0.2638889 0.3751917
Moved 776.4396 474 534.5 0.2638889 0.3768003
Stationary 776.4559 474 534.5 0.2638889 0.3768003
Moved 776.4703 474 535.2242 0.2638889 0.378663
Moved 776.4866 465.9483 535 0.2452507 0.3780863
Moved 776.5062 461.0186 535 0.2338394 0.3780863
Moved 776.5189 454.1608 535 0.2179647 0.3780863
Moved 776.5322 446.925 535 0.2012153 0.3780863
Moved 776.5482 437.6209 535 0.179678 0.3780863
Moved 776.5643 428.1728 535 0.1578074 0.3780863
Moved 776.581 410.2178 524.8696 0.1162449 0.3520308
Moved 776.5943 388.8909 518.9659 0.06687701 0.3368463
Moved 776.6089 371.599 516.0999 0.02684951 0.3294748
Moved 776.6255 342.076 511.4371 -0.04149069 0.3174821
Moved 776.6414 320.0528 507.0106 -0.09247044 0.3060971
Moved 776.655 299.2043 506.2289 -0.1407307 0.3040865
Moved 776.6711 285.9672 504.1758 -0.1713723 0.2988061
Moved 776.6866 271.7766 501.3553 -0.2042209 0.2915516
Moved 776.7028 260.66 499.2371 -0.2299537 0.2861037
Moved 776.7248 247.4296 498 -0.2605796 0.2829217
Stationary 776.7361 247.4296 498 -0.2605796 0.2829217
Moved 776.7474 242.7549 498 -0.2714007 0.2829217
Moved 776.7641 237.9527 498 -0.282517 0.2829217
Moved 776.7815 234.8611 498 -0.2896733 0.2829217
Moved 776.7945 230.8545 498 -0.298948 0.2829217
Moved 776.8124 228.0162 498 -0.3055181 0.2829217
Moved 776.8279 224.1352 498 -0.3145018 0.2829217
Moved 776.8436 219.8851 498 -0.3243402 0.2829217
Moved 776.8569 217.3717 498 -0.3301581 0.2829217
Moved 776.8723 213.2945 498 -0.3395959 0.2829217
Moved 776.8875 211 498 -0.3449074 0.2829217
Moved 776.9025 207.3478 498 -0.3533616 0.2829217
Moved 776.9185 203.2045 498 -0.3629527 0.2829217
Moved 776.9382 199.8989 498 -0.3706044 0.2829217
