taking the train is usually faster
Moved 1058.764 387.3243 239.3243 0.06325076 -0.3823963
Moved 1058.795 384.4522 239 0.05660236 -0.3832304
Moved 1058.826 377.7298 239 0.04104117 -0.3832304
Moved 1058.856 365.0415 254.9585 0.01167009 -0.342185
Moved 1058.887 349.6851 278.7668 -0.02387712 -0.2809495
Moved 1058.918 339.0692 302.327 -0.04845097 -0.2203523
Moved 1058.949 330.7806 330.4874 -0.06763756 -0.1479233
Moved 1058.979 327.8615 348.9694 -0.07439464 -0.1003874
Moved 1059.01 325.9853 371.088 -0.07873769 -0.04349791
Moved 1059.041 326 382.5494 -0.07870371 -0.01401917
Moved 1059.072 326 396 -0.07870371 0.02057605
Moved 1059.102 326 400.3631 -0.07870371 0.03179801
Moved 1059.133 326 404.5 -0.07870371 0.04243823
Moved 1059.164 326 410.7275 -0.07870371 0.05845533
Moved 1059.194 326 413 -0.07870371 0.06430033
Ended 1059.225 326 414 -0.07870371 0.06687239
Candidates 1059.348 13 taking healing breaking headline talking using leading learning heading having teaching leaving trading
Began 1060.439 451 432 0.2106482 0.1131687
Stationary 1060.47 451 432 0.2106482 0.1131687
Stationary 1060.5 451 432 0.2106482 0.1131687
Moved 1060.531 438.5735 432 0.1818831 0.1131687
Moved 1060.562 432.0257 441.4871 0.1667262 0.1375697
Moved 1060.593 427.2806 445.3597 0.1557421 0.14753
Moved 1060.623 422.5552 451.4448 0.1448038 0.163181
Moved 1060.654 416.4019 457.3972 0.1305599 0.1784905
Moved 1060.685 410.6523 464.0215 0.1172507 0.1955285
Moved 1060.716 405.4676 470.0648 0.1052491 0.2110719
Moved 1060.746 398.2556 478.7444 0.08855461 0.233396
Moved 1060.777 391.2428 488.1357 0.07232139 0.2575507
Moved 1060.808 389.3774 491.6226 0.06800333 0.2665188
Moved 1060.839 382.9514 500.0485 0.0531283 0.2881905
Moved 1060.869 376.5862 506.4139 0.03839383 0.3045624
Moved 1060.9 371.8628 514.2057 0.02746026 0.3246032
Moved 1060.931 367.1512 519.8489 0.0165536 0.3391173
Moved 1060.961 361.6078 526.3922 0.003721615 0.3559469
Moved 1060.992 357.3452 532.9822 -0.006145388 0.3728967
Moved 1061.023 352.6009 538.3991 -0.01712754 0.386829
Moved 1061.054 351 541.0685 -0.02083332 0.3936946
Moved 1061.084 349.5085 541 -0.02428591 0.3935184
Moved 1061.115 349 541 -0.02546296 0.3935184
Moved 1061.146 346.6571 541 -0.03088628 0.3935184
Moved 1061.177 347 518.0161 -0.0300926 0.3344033
Moved 1061.207 376.61 478.6936 0.03844907 0.2332654
Moved 1061.238 401.2213 444.4734 0.09541958 0.1452506
Moved 1061.269 419.094 418.3356 0.1367916 0.07802351
Moved 1061.299 431.6119 398.1791 0.1657683 0.02618087
Moved 1061.33 441.6957 377.6085 0.1891105 -0.02672713
Moved 1061.361 450.4186 358.1627 0.2093024 -0.07674205
Moved 1061.392 456.3454 347.3091 0.2230218 -0.1046576
Moved 1061.422 459.1272 339.6183 0.2294612 -0.1244385
Moved 1061.453 462.0399 334.96 0.2362036 -0.1364198
Moved 1061.484 464 330.1884 0.2407408 -0.1486925
Moved 1061.515 464 326.4681 0.2407408 -0.1582611
Moved 1061.545 464 323.6895 0.2407408 -0.1654077
Moved 1061.576 446.7097 319.8157 0.2007169 -0.1753713
Moved 1061.607 417.3743 320 0.1328109 -0.1748972
Moved 1061.637 389.4908 333.4133 0.0682657 -0.140398
Moved 1061.668 364.4075 348.2453 0.01020263 -0.1022497
Moved 1061.699 346.4202 359.9479 -0.03143464 -0.07215052
Moved 1061.73 331.0565 375.9435 -0.06699895 -0.03100956
Moved 1061.76 320.9726 391.5411 -0.09034112 0.00910759
Moved 1061.791 312.7308 406.1731 -0.1094195 0.04674142
Moved 1061.822 300.196 429.608 -0.1384352 0.1070163
Moved 1061.853 294.5075 439.6118 -0.1516029 0.1327464
Moved 1061.883 286.1806 452.6387 -0.1708782 0.1662518
Moved 1061.914 277.6472 463.3528 -0.1906316 0.1938087
Moved 1061.945 269.0254 474.291 -0.2105893 0.2219417
Moved 1061.975 262.6503 484.4663 -0.2253466 0.2481129
Moved 1062.006 257.9355 495.0968 -0.2362605 0.2754547
Moved 1062.037 255.1021 503.6937 -0.2428192 0.2975659
Moved 1062.068 253.2274 510.5452 -0.2471588 0.3151881
Moved 1062.098 250.6826 516.6347 -0.2530495 0.3308505
Moved 1062.129 250 523.3488 -0.2546296 0.3481193
Moved 1062.16 248.9515 531.097 -0.2570568 0.3680479
Moved 1062.191 248.3239 537.3521 -0.2585094 0.384136
Moved 1062.221 246.5478 542.9044 -0.2626208 0.3984166
Ended 1062.252 246 545 -0.2638889 0.4038065
Accept 1062.344 0 taking
Candidates 1062.344 13 the june time other fine line tune hunger huge number tube urine give
Began 1063.051 421 490 0.1412037 0.2623456
Stationary 1063.082 421 490 0.1412037 0.2623456
Stationary 1063.113 421 490 0.1412037 0.2623456
Moved 1063.143 408.6215 490 0.1125498 0.2623456
Moved 1063.174 396.5344 490 0.08457025 0.2623456
Moved 1063.205 385.7136 497.5716 0.05952209 0.2818199
Moved 1063.235 377.6716 499 0.04090637 0.2854938
Moved 1063.266 372.3718 500 0.02863844 0.2880658
Moved 1063.297 367.3047 501.8477 0.01690904 0.2928179
Moved 1063.328 360.1237 502.7191 0.0002864996 0.2950592
Moved 1063.358 350.66 506.585 -0.02162034 0.3050025
Moved 1063.389 341.8011 509.0663 -0.04212697 0.3113844
Moved 1063.42 334.0552 510.9724 -0.06005739 0.3162869
Moved 1063.451 326.3076 512.8462 -0.07799178 0.3211063
Moved 1063.481 319.5643 514 -0.09360114 0.324074
Moved 1063.512 313.2083 516.2639 -0.1083142 0.3298968
Moved 1063.543 307.7196 518.1402 -0.1210194 0.3347226
Moved 1063.573 300.982 520.009 -0.1366157 0.3395292
Moved 1063.604 293.3854 521 -0.1542004 0.3420781
Moved 1063.635 283.7733 521 -0.1764508 0.3420781
Moved 1063.666 271.8619 521 -0.2040234 0.3420781
Moved 1063.696 261.3711 512.8994 -0.2283077 0.3212431
Moved 1063.727 252.8273 509.5515 -0.248085 0.3126324
Moved 1063.758 242.6179 502.2134 -0.2717179 0.2937585
Moved 1063.789 232.0535 490.5669 -0.2961724 0.2638037
Moved 1063.819 221.9433 479.5911 -0.3195757 0.2355736
Moved 1063.85 213.3427 467.6854 -0.3394845 0.2049522
Moved 1063.881 205.7356 453.4711 -0.3570936 0.1683928
Moved 1063.911 200.7472 437.2417 -0.3686407 0.1266504
Moved 1063.942 196.9018 420.3125 -0.3775421 0.0831082
Moved 1063.973 196 394.9805 -0.3796296 0.0179538
Moved 1064.004 205.6318 367.9819 -0.3573338 -0.05148703
Moved 1064.034 213.2553 349.4894 -0.3396868 -0.09904987
Moved 1064.065 221.9109 339.0891 -0.3196507 -0.1257996
Moved 1064.096 234.8654 332.6538 -0.2896634 -0.1423514
Moved 1064.127 253.2435 332 -0.2471215 -0.144033
Moved 1064.157 274.1184 346.7588 -0.1987999 -0.1060731
Moved 1064.188 304.332 373.8988 -0.128861 -0.03626851
Moved 1064.219 334.8008 401.8008 -0.05833154 0.03549572
Moved 1064.25 363.7533 430.7533 0.008688171 0.1099621
Moved 1064.28 386.4633 454.4633 0.06125778 0.1709447
Moved 1064.311 413.1313 480.5182 0.1229891 0.2379582
Moved 1064.342 443 508.5 0.1921296 0.3099279
Moved 1064.372 468.2198 535.2198 0.2505089 0.3786518
Moved 1064.403 488.3049 553.3049 0.2970021 0.4251669
Moved 1064.434 503.0744 566.0744 0.3311907 0.4580102
Moved 1064.465 511.2742 573.6371 0.3501717 0.4774615
Moved 1064.495 515.1053 577.1053 0.3590402 0.4863819
Moved 1064.526 516.0179 579 0.3611525 0.4912551
Stationary 1064.557 516 579 0.3611111 0.4912551
Moved 1064.588 500.4859 554.7102 0.3251989 0.4287813
Moved 1064.618 443.7901 449.9087 0.1939587 0.1592301
Moved 1064.649 424.0058 399.614 0.1481616 0.02987143
Moved 1064.68 413.8564 358.0667 0.1246676 -0.07698899
Moved 1064.711 408.3049 331.3537 0.1118168 -0.1456953
Moved 1064.741 408 304.7755 0.1111111 -0.2140548
Moved 1064.772 408 284.5943 0.1111111 -0.2659612
Moved 1064.803 408 264.4567 0.1111111 -0.3177555
Moved 1064.833 408 250.0563 0.1111111 -0.3547936
Moved 1064.864 419.3037 232.7407 0.1372771 -0.3993295
Moved 1064.895 424.515 217.425 0.1493402 -0.4387217
Moved 1064.926 428.3997 204.4012 0.1583326 -0.4722191
Moved 1064.956 431.9321 194.2717 0.1665094 -0.4982723
Moved 1064.987 435.803 185.5908 0.17547 -0.5205997
Moved 1065.018 438.6812 177.9565 0.1821323 -0.5402352
Moved 1065.049 441 172.7369 0.1875 -0.5536603
Moved 1065.079 443 168.9474 0.1921296 -0.563407
Moved 1065.11 444 166.0703 0.1944444 -0.5708068
Moved 1065.141 445 164.1976 0.1967593 -0.5756235
Ended 1065.172 445 163 0.1967593 -0.5787038
Accept 1065.233 0 the
Candidates 1065.233 13 reason train retain rain resign design season tradition reaction dragon region grain session
Began 1066.124 424 309 0.1481481 -0.2031893
Stationary 1066.155 424 309 0.1481481 -0.2031893
Stationary 1066.186 424 309 0.1481481 -0.2031893
Moved 1066.216 409.58 331.84 0.1147685 -0.1444445
Moved 1066.247 394.9907 358.7316 0.08099695 -0.07527889
Moved 1066.278 380.8897 398.3309 0.04835586 0.02657113
Moved 1066.308 371.7195 428.2623 0.02712846 0.1035553
Moved 1066.339 365.9528 452.2125 0.0137795 0.1651556
Moved 1066.37 361.8272 472.1047 0.004229645 0.2163186
Moved 1066.401 356.0509 494.3217 -0.009141366 0.2734611
Moved 1066.431 349.3297 510.6757 -0.02469967 0.3155237
Moved 1066.462 340.4111 525.2805 -0.04534458 0.3530877
Moved 1066.493 331.5303 540.9393 -0.06590202 0.3933624
Moved 1066.524 325.1721 551.8279 -0.0806201 0.4213679
Moved 1066.554 321.9036 556.1445 -0.08818606 0.4324704
Moved 1066.585 314.0185 563.9814 -0.1064386 0.4526271
Moved 1066.616 307.2723 568.7277 -0.1220549 0.4648346
Moved 1066.646 305.7017 569 -0.1256905 0.4655349
Moved 1066.677 299.0188 573.4906 -0.1411602 0.4770848
Moved 1066.708 293.942 576.029 -0.152912 0.4836135
Moved 1066.739 289.1878 577.9061 -0.163917 0.4884414
Moved 1066.769 284.2276 579.7725 -0.1753991 0.4932418
Moved 1066.8 280.7802 581.2198 -0.1833793 0.4969646
Moved 1066.831 275.6684 583.1658 -0.1952121 0.5019696
Moved 1066.862 271 587 -0.2060186 0.5118312
Moved 1066.892 267.1878 590.9061 -0.2148429 0.5218776
Moved 1066.923 264.5223 595.9553 -0.2210131 0.5348644
Moved 1066.954 262.6461 598.3539 -0.2253562 0.5410336
Moved 1066.984 260.7748 601.2252 -0.2296879 0.5484185
Moved 1067.015 260 603 -0.2314815 0.5529835
Moved 1067.046 257.5 604 -0.2372685 0.5555555
Moved 1067.077 258 604 -0.2361111 0.5555555
Ended 1067.108 258 604 -0.2361111 0.5555555
Accept 1067.169 1 train
Began 1067.568 431 422 0.1643519 0.08744851
Stationary 1067.599 431 422 0.1643519 0.08744851
Stationary 1067.63 431 422 0.1643519 0.08744851
Stationary 1067.661 431 422 0.1643519 0.08744851
Moved 1067.691 415.8777 437.8297 0.1293465 0.1281628
Moved 1067.722 408.8317 448.3365 0.1130364 0.1551866
Moved 1067.753 404.5392 457.3823 0.1031001 0.1784523
Moved 1067.784 401.9975 463.0076 0.09721638 0.1929208
Moved 1067.814 400.1281 468.7439 0.09288897 0.2076745
Moved 1067.845 399 474.7297 0.09027779 0.2230701
Moved 1067.876 399 480.2081 0.09027779 0.2371605
Moved 1067.906 398 485.2541 0.08796295 0.250139
Moved 1067.937 398 489.9994 0.08796295 0.262344
Moved 1067.968 398 492.8778 0.08796295 0.2697474
Moved 1067.999 398 496.5 0.08796295 0.2790637
Moved 1068.029 398 499.3247 0.08796295 0.2863289
Moved 1068.06 410.5959 503.1987 0.1171202 0.2962928
Moved 1068.091 422.298 508.149 0.1442084 0.3090251
Moved 1068.122 432.4584 510.6146 0.1677279 0.3153667
Moved 1068.152 443.4697 513 0.1932169 0.321502
Moved 1068.183 454.4444 514 0.2186212 0.324074
Moved 1068.214 468.1618 516.2324 0.2503745 0.3298157
Moved 1068.245 478.9668 517 0.2753861 0.33179
Moved 1068.275 485.2303 518 0.289885 0.3343621
Moved 1068.306 488.4893 518 0.2974291 0.3343621
Moved 1068.337 490 518 0.300926 0.3343621
Stationary 1068.367 490 518 0.300926 0.3343621
Stationary 1068.398 490 518 0.300926 0.3343621
Moved 1068.429 466.4095 505.3768 0.2463183 0.301895
Moved 1068.46 443.9825 490.7161 0.1944039 0.2641875
Moved 1068.49 418.4521 475.6713 0.1353059 0.2254919
Moved 1068.521 392.4951 460.2829 0.07522006 0.1859127
Moved 1068.552 373.3021 450.1511 0.03079186 0.1598535
Moved 1068.583 352.0694 439.5347 -0.01835788 0.132548
Moved 1068.613 336.5049 432.5016 -0.0543869 0.1144588
Moved 1068.644 320.3948 426.879 -0.0916786 0.09999727
Moved 1068.675 307.053 422.6843 -0.1225625 0.08920858
Moved 1068.705 292.8671 419.4668 -0.1554003 0.080933
Moved 1068.736 276.6468 415.1617 -0.1929472 0.06986021
Moved 1068.767 272.1664 413.7221 -0.2033185 0.06615764
Moved 1068.798 263.6626 411.2209 -0.2230032 0.05972442
Moved 1068.828 255.6939 409.347 -0.2414492 0.05490476
Moved 1068.859 248.939 407.4695 -0.2570856 0.05007599
Moved 1068.89 241.887 406 -0.2734097 0.04629618
Moved 1068.921 234.1512 404.0504 -0.2913166 0.04128181
Moved 1068.951 227.3531 402.1766 -0.307053 0.03646238
Moved 1068.982 222.3023 401 -0.3187447 0.03343609
Moved 1069.013 217.5633 401 -0.3297145 0.03343609
Moved 1069.043 214.9121 400 -0.3358515 0.03086416
Moved 1069.074 213 400 -0.3402778 0.03086416
Moved 1069.105 211 399.3627 -0.3449074 0.02922501
Ended 1069.136 210 399 -0.3472222 0.02829214
Candidates 1069.259 13 his guide ride good is goods kids tips road god ross toys toss
Began 1070.672 401 466 0.09490739 0.2006171
Stationary 1070.703 401 466 0.09490739 0.2006171
Moved 1070.734 417.8052 472.8052 0.1338083 0.2181202
Moved 1070.764 446.9746 494.2496 0.2013301 0.2732758
Moved 1070.795 484.9237 527.6621 0.2891752 0.3592132
Moved 1070.826 516.3138 555.051 0.3618374 0.429658
Moved 1070.857 545.0742 571.033 0.4284126 0.4707637
Moved 1070.887 563.2182 579.9309 0.4704124 0.4936493
Moved 1070.918 576.556 585.778 0.5012869 0.5086881
Moved 1070.949 590.0251 589.2563 0.5324656 0.5176344
Moved 1070.979 601.5212 593 0.559077 0.5272633
Moved 1071.01 610.7144 596.6786 0.5803574 0.5367246
Moved 1071.041 619.6541 599.1027 0.6010511 0.5429595
Moved 1071.072 624.4266 601 0.6120986 0.5478393
Moved 1071.102 629.3002 603 0.6233801 0.5529835
Moved 1071.133 632.8148 605.8148 0.6315157 0.5602232
Moved 1071.164 634.2513 607.2513 0.6348409 0.5639178
Moved 1071.195 635 610.5 0.636574 0.5722736
Moved 1071.225 635 612.1035 0.636574 0.5763978
Moved 1071.256 635 614.0063 0.636574 0.581292
Moved 1071.287 635 615.3734 0.636574 0.5848081
Moved 1071.318 635 616.1575 0.636574 0.5868246
Moved 1071.348 635 617.2241 0.636574 0.5895679
Expand 1071.348
Moved 1071.379 635 618.3638 0.636574 0.5924995
Ended 1071.41 635 618 0.636574 0.5915637
Accept 1071.471 4 is
Began 1071.932 500 546 0.324074 0.4063785
Moved 1071.963 488.9699 546 0.2985415 0.4063785
Moved 1071.994 461.9558 532.3584 0.2360088 0.3712921
Moved 1072.024 442.2234 524.4894 0.190332 0.3510528
Moved 1072.055 432.238 520.746 0.1672176 0.3414249
Moved 1072.086 422.7441 516.8721 0.145241 0.331461
Moved 1072.117 416.9928 514.9964 0.1319278 0.3266368
Moved 1072.147 412.6835 513.3417 0.1219526 0.322381
Moved 1072.178 406.1586 510.5793 0.1068486 0.3152759
Moved 1072.209 399.413 509 0.09123385 0.3112139
Moved 1072.24 393.8318 506.8318 0.07831444 0.3056374
Moved 1072.27 390.3129 506 0.07016877 0.3034978
Moved 1072.301 388.4424 505 0.0658389 0.3009258
Moved 1072.332 386.5 505 0.06134262 0.3009258
Moved 1072.362 384.6976 504 0.05717049 0.2983539
Moved 1072.393 384.1253 504 0.05584568 0.2983539
Moved 1072.424 382.2517 503.2517 0.05150855 0.2964292
Moved 1072.455 378.1346 500.7564 0.04197836 0.2900113
Moved 1072.485 369.5469 495.6602 0.02209931 0.2769037
Moved 1072.516 340.6306 473.7314 -0.04483655 0.2205025
Moved 1072.547 312.0055 449.8044 -0.1110984 0.1589618
Moved 1072.578 283.9953 427.5519 -0.1759369 0.101728
Moved 1072.608 264.7331 411.0165 -0.2205252 0.05919868
Moved 1072.639 251.3712 399.3712 -0.2514554 0.02924695
Moved 1072.67 239.9383 389.9383 -0.2779206 0.004985244
Moved 1072.7 233.6573 384.3286 -0.29246 -0.009442945
Moved 1072.731 229.5512 380.5512 -0.3019649 -0.01915841
Moved 1072.762 225.6824 377.6824 -0.3109204 -0.0265371
Moved 1072.793 224.5 377 -0.3136574 -0.02829226
Moved 1072.823 225 377 -0.3125 -0.02829226
Stationary 1072.854 225 377 -0.3125 -0.02829226
Moved 1072.885 235.723 384.5061 -0.2876782 -0.008986359
Moved 1072.916 254.5115 397.5697 -0.2441863 0.02461335
Moved 1072.946 280.7556 412.3213 -0.183436 0.06255464
Moved 1072.977 316.8867 430.563 -0.09979939 0.1094728
Moved 1073.008 343.6873 445.5277 -0.03776083 0.1479622
Moved 1073.038 364.0308 456.5154 0.009330611 0.1762227
Moved 1073.069 388.5187 469.2305 0.06601562 0.2089262
Moved 1073.1 409.4052 481.6602 0.114364 0.2408954
Moved 1073.131 435.481 496.6886 0.1747245 0.2795489
Moved 1073.161 446.3512 503.4695 0.1998871 0.2969893
Moved 1073.192 463.0592 515.7062 0.238563 0.3284623
Moved 1073.223 477.111 524.074 0.2710904 0.3499845
Moved 1073.254 480 526.6906 0.2777778 0.3567144
Moved 1073.284 480 528 0.2777778 0.3600822
Stationary 1073.315 480 528 0.2777778 0.3600822
Moved 1073.346 446.6521 514.6521 0.2005835 0.3257512
Moved 1073.377 394.2345 488.0192 0.07924656 0.2572509
Moved 1073.407 346.7261 461.7569 -0.03072659 0.1897039
Moved 1073.438 318.2272 445.1364 -0.09669622 0.1469555
Moved 1073.469 292.8014 431.223 -0.1555523 0.1111703
Moved 1073.5 271.6302 418.3939 -0.2045596 0.07817362
Moved 1073.53 249.4125 403.8071 -0.2559896 0.04065619
Moved 1073.561 228.3435 393.3391 -0.3047605 0.0137322
Moved 1073.592 202.437 381.7185 -0.364729 -0.01615611
Moved 1073.622 194.4683 377.7341 -0.3831753 -0.02640406
Moved 1073.653 184.1394 373.0464 -0.4070846 -0.03846086
Moved 1073.684 178.3569 370.1785 -0.4204701 -0.04583735
Moved 1073.715 178 370 -0.4212963 -0.04629637
Stationary 1073.745 178 370 -0.4212963 -0.04629637
Moved 1073.776 224.4781 389.4927 -0.3137081 0.003839186
Moved 1073.807 295.3678 407.5582 -0.1496115 0.05030396
Moved 1073.838 353.5 416 -0.0150463 0.07201634
Moved 1073.868 402.4369 418 0.09823352 0.07716041
Moved 1073.899 431.4839 419 0.1654721 0.07973251
Moved 1073.93 458.5881 419 0.2282132 0.07973251
Moved 1073.96 496.6219 419 0.3162544 0.07973251
Moved 1073.991 523.4543 419 0.3783664 0.07973251
Moved 1074.022 544.2255 419 0.426448 0.07973251
Moved 1074.053 564.9353 419 0.4743873 0.07973251
Moved 1074.083 568.6255 413.3108 0.4829293 0.06509969
Moved 1074.114 575 412 0.4976852 0.06172835
Stationary 1074.145 575 412 0.4976852 0.06172835
Stationary 1074.176 575 412 0.4976852 0.06172835
Stationary 1074.206 575 412 0.4976852 0.06172835
Moved 1074.237 561.0236 412 0.4653323 0.06172835
Moved 1074.268 542.8167 412 0.4231867 0.06172835
Moved 1074.298 524.6596 420.5638 0.3811565 0.0837547
Moved 1074.329 506.3005 421 0.3386587 0.08487643
Moved 1074.36 488.8859 424.4612 0.298347 0.09377864
Moved 1074.391 464.8699 428.5163 0.2427543 0.1042085
Moved 1074.421 443.2763 433.7782 0.1927693 0.1177422
Moved 1074.452 421.9162 438.5209 0.1433244 0.1299406
Moved 1074.483 395.4561 450.6617 0.0820744 0.1611668
Moved 1074.514 389.7096 454.9742 0.06877214 0.1722588
Moved 1074.544 376.3757 463.6243 0.03790667 0.194507
Moved 1074.575 368.1974 469.8026 0.01897554 0.2103977
Moved 1074.606 362.0451 475.9549 0.004734099 0.2262214
Moved 1074.636 358.1459 482.7083 -0.004291981 0.2435911
Moved 1074.667 356.2741 488.4518 -0.008624841 0.2583637
Moved 1074.698 353.8028 494.5915 -0.0143453 0.274155
Moved 1074.729 352.5 500.5 -0.0173611 0.2893518
Moved 1074.759 351 505.8051 -0.02083332 0.3029966
Moved 1074.79 349.2226 511.5548 -0.02494767 0.3177849
Moved 1074.821 347.7594 516.4811 -0.02833466 0.3304555
Moved 1074.852 345.6707 519.3292 -0.03316959 0.3377808
Moved 1074.882 343.8544 523.1456 -0.037374 0.3475965
Ended 1074.913 342.5 524.5 -0.04050925 0.3510802
Candidates 1075.036 13 usually partially gradually profile president possible precisely rapidly personality actually equally physically positively
Began 1075.835 414 460 0.125 0.1851851
Stationary 1075.866 414 460 0.125 0.1851851
Stationary 1075.896 414 460 0.125 0.1851851
