the back yard of our house
Moved 239.5331 376.5346 414.3428 0.03827452 0.06775397
Moved 239.5638 388.7524 423.835 0.06655654 0.09216803
Moved 239.5945 393.2746 426.6373 0.0770246 0.0993758
Moved 239.6253 395 427 0.08101851 0.1003086
Moved 239.656 397 419.8155 0.0856481 0.08182988
Moved 239.6867 385.3671 390.7722 0.05872012 0.00713003
Moved 239.7174 360.3083 359.553 0.0007136663 -0.07316612
Moved 239.7481 329.2324 332.4243 -0.07122138 -0.1429418
Moved 239.7789 303.6414 312.7609 -0.1304597 -0.1935162
Moved 239.8096 276.0134 295.3423 -0.1944133 -0.2383172
Moved 239.8403 253.5808 283.7904 -0.2463407 -0.2680289
Moved 239.871 239.3235 277.7294 -0.2793438 -0.2836179
Moved 239.9017 228.1864 274.0932 -0.305124 -0.2929702
Moved 239.9324 225.5 274 -0.3113426 -0.2932099
Ended 239.9632 225.5 274 -0.3113426 -0.2932099
Candidates 240.0554 13 of if off high good is god food id his goods iv odd
Began 240.424 165 345 -0.4513889 -0.1105968
Stationary 240.4548 165 345 -0.4513889 -0.1105968
Moved 240.4855 197 345 -0.3773148 -0.1105968
Moved 240.5162 255.6953 345 -0.2414462 -0.1105968
Moved 240.5469 311.9842 345 -0.1111478 -0.1105968
Moved 240.5776 352.446 345 -0.01748616 -0.1105968
Ended 240.6084 370.5 345 0.02430558 -0.1105968
Accept 240.6698 0 of
Began 240.762 300 260 -0.1388889 -0.3292181
Stationary 240.7927 300 260 -0.1388889 -0.3292181
Stationary 240.8235 300 260 -0.1388889 -0.3292181
Moved 240.8542 324.6006 311.2008 -0.08194317 -0.1975289
Moved 240.8849 373.2669 371.457 0.0307105 -0.04254894
Moved 240.9156 411.713 408.8969 0.1197061 0.05374716
Moved 240.9464 421.0786 416.5393 0.1413855 0.07340349
Moved 240.977 425.2652 419.2652 0.1510769 0.08041456
Moved 241.0078 427.6964 420 0.1567045 0.08230445
Moved 241.0385 429.0575 420 0.1598554 0.08230445
Moved 241.0692 430 420 0.162037 0.08230445
Moved 241.1 419.574 420 0.1379028 0.08230445
Moved 241.1307 375.343 404.6132 0.03551632 0.04272924
Moved 241.1614 327.9684 399.9965 -0.07414718 0.03085517
Moved 241.1922 293.0759 400 -0.154917 0.03086416
Moved 241.2228 262.0816 400 -0.226663 0.03086416
Moved 241.2536 246.9053 400 -0.2617933 0.03086416
Moved 241.2843 237.9081 407.546 -0.2826203 0.05027249
Moved 241.315 234.727 409.273 -0.2899838 0.05471441
Ended 241.3457 235 410 -0.2893518 0.05658428
Candidates 241.4993 13 your our it or fire fort upper how for pour type out hot
Began 241.991 182 325 -0.412037 -0.1620371
Moved 242.0217 219.7672 403.0767 -0.3246129 0.03877738
Moved 242.0524 277.5765 515.7589 -0.1907951 0.3285978
Ended 242.0831 312 570 -0.1111111 0.4681069
Accept 242.1445 1 our
Began 242.2982 219 344 -0.3263889 -0.1131688
Stationary 242.3289 219 344 -0.3263889 -0.1131688
Moved 242.3596 243.763 344 -0.2690671 -0.1131688
Moved 242.3904 275.2807 344 -0.1961095 -0.1131688
Moved 242.4211 299.2433 344 -0.1406405 -0.1131688
Moved 242.4518 318.9414 344 -0.09504303 -0.1131688
Moved 242.4825 326.8074 344 -0.07683471 -0.1131688
Moved 242.5132 331.6317 344 -0.06566738 -0.1131688
Moved 242.544 337.0875 366.3793 -0.05303815 -0.05560886
Moved 242.5747 348.0085 412.0338 -0.02775823 0.06181517
Moved 242.6054 356.923 448.0766 -0.007122656 0.1545179
Moved 242.6362 360.1728 463.2097 0.0004000465 0.1934404
Moved 242.6668 361 470.6406 0.002314846 0.212553
Moved 242.6976 361 476.5203 0.002314846 0.2276755
Moved 242.7283 361 480.977 0.002314846 0.2391383
Moved 242.759 339.1588 486.5379 -0.04824355 0.253441
Moved 242.7897 314.8819 487 -0.1044401 0.2546296
Moved 242.8205 286.5952 487 -0.1699185 0.2546296
Moved 242.8512 265.0615 476.8748 -0.219765 0.2285873
Moved 242.8819 246.2614 467.1633 -0.2632838 0.2036093
Moved 242.9126 217.2114 443.8903 -0.3305292 0.1437506
Moved 242.9433 189.6155 412.4197 -0.3944085 0.06280789
Moved 242.9741 170.1823 393.2991 -0.4393929 0.01362918
Moved 243.0048 142.4977 364.4977 -0.5034776 -0.06044843
Moved 243.0356 136.8979 357.6224 -0.51644 -0.07813182
Moved 243.0662 128.0007 349.0007 -0.5370355 -0.100307
Moved 243.097 122.544 344.5441 -0.5496665 -0.1117694
Moved 243.1277 116.7329 341.8665 -0.5631183 -0.1186563
Moved 243.1584 110.4281 341 -0.5777128 -0.1208849
Moved 243.1891 106.4241 341 -0.5869812 -0.1208849
Moved 243.2198 103.7068 355.4659 -0.5932712 -0.08367828
Moved 243.2506 103 383.0352 -0.5949074 -0.01276958
Moved 243.2814 114.1737 410.521 -0.5690424 0.05792437
Moved 243.3121 120.2388 433.8357 -0.5550029 0.11789
Moved 243.3428 122.6406 445.5624 -0.5494431 0.1480513
Moved 243.3735 125.2489 453.7467 -0.5434053 0.1691016
Moved 243.4042 126.9711 458.9422 -0.5394188 0.1824644
Moved 243.435 127.6961 462.3922 -0.5377405 0.1913378
Moved 243.4657 128 464.0699 -0.5370371 0.195653
Ended 243.4964 128 464.0699 -0.5370371 0.195653
Candidates 243.6193 13 house list jose lose his life order loose host kids hide louise part
Began 243.988 152 382 -0.4814814 -0.01543218
Stationary 244.0187 152 382 -0.4814814 -0.01543218
Moved 244.0495 203.1035 382 -0.3631864 -0.01543218
Moved 244.0802 264.4707 382 -0.2211327 -0.01543218
Moved 244.1109 308.4308 382 -0.1193733 -0.01543218
Ended 244.1415 343 382 -0.03935183 -0.01543218
Accept 244.203 0 house
Began 244.3259 167 395 -0.4467593 0.01800408
Moved 244.3567 178.0142 395 -0.4212635 0.01800408
Moved 244.3874 211.4003 395 -0.3439808 0.01800408
Moved 244.4181 259 408.5 -0.2337963 0.05272626
Moved 244.4488 309.9539 415.8348 -0.1158475 0.07159162
Moved 244.4795 363.136 425.6272 0.007259349 0.09677772
Moved 244.5103 419.2717 435.1482 0.137203 0.1212659
Moved 244.541 443.3377 438.8153 0.1929114 0.1306977
Moved 244.5717 462.8116 440 0.2379899 0.1337448
Moved 244.6024 472.5689 441 0.2605761 0.1363167
Ended 244.6332 476 441 0.2685185 0.1363167
PhraseEnd 244.7253
