the back yard of our house
Stationary 309.849 380.5 528 0.04745374 0.3600822
Moved 309.8797 380 528 0.04629632 0.3600822
Moved 309.9105 363.9321 528 0.009102027 0.3600822
Moved 309.9412 333.5754 512.1439 -0.06116812 0.3193
Moved 309.9719 305.4448 506.163 -0.1262853 0.303917
Moved 310.0026 268.4506 502.2875 -0.2119198 0.2939493
Moved 310.0333 239.2004 502 -0.2796286 0.2932098
Moved 310.0641 208.9728 502 -0.3496 0.2932098
Moved 310.0948 187.2773 502 -0.3998212 0.2932098
Moved 310.1255 169.8076 502 -0.4402603 0.2932098
Moved 310.1562 162.5831 510 -0.4569834 0.3137859
Moved 310.1869 159.7887 512.2113 -0.463452 0.3194734
Ended 310.2177 160 514 -0.462963 0.324074
Accept 310.3098 0 of
Candidates 310.3098 13 our or god it your good how pour pre hope gore pure of
Began 310.4941 211 452 -0.3449074 0.164609
Stationary 310.5248 211 452 -0.3449074 0.164609
Moved 310.5556 223.9079 443.046 -0.315028 0.1415792
Moved 310.5863 247.5 434.5 -0.2604167 0.1195987
Moved 310.617 279.7044 434 -0.1858693 0.1183127
Moved 310.6477 304.5499 434 -0.1283568 0.1183127
Moved 310.6784 321.0149 446.2119 -0.09024332 0.149722
Moved 310.7092 336.3325 463.9987 -0.05478591 0.1954699
Moved 310.7399 362.1783 520.8617 0.005042454 0.3417224
Moved 310.7706 371.067 550.3015 0.02561798 0.4174421
Moved 310.8013 372 561.607 0.02777775 0.4465199
Moved 310.832 372 566.9052 0.02777775 0.4601469
Moved 310.8628 352.6663 572.3334 -0.01697625 0.4741084
Moved 310.8935 308.0066 573 -0.1203552 0.4758229
Moved 310.9242 264.532 553.055 -0.2209908 0.4245241
Moved 310.9549 235.9061 540.6606 -0.2872544 0.3926455
Moved 310.9856 215.3643 531.1822 -0.3348048 0.3682668
Moved 311.0163 194.7623 515.4017 -0.3824947 0.3276792
Moved 311.0471 175.1665 499.0604 -0.4278553 0.2856492
Moved 311.0778 150.0468 476.0468 -0.4860028 0.2264576
Moved 311.1085 131.4926 457.4927 -0.5289522 0.1787362
Moved 311.1393 116.5 445 -0.5636574 0.1466049
Moved 311.17 105.8374 436.8781 -0.5883394 0.1257151
Moved 311.2007 99.17789 435 -0.6037549 0.1208847
Moved 311.2314 95.21011 435 -0.6129396 0.1208847
Moved 311.2621 92.79591 452.4286 -0.618528 0.1657115
Moved 311.2928 87.83865 484.9362 -0.630003 0.2493215
Moved 311.3236 85.97776 501.1112 -0.6343108 0.2909238
Moved 311.3542 85 516.4582 -0.6365741 0.3303966
Moved 311.385 85 532.1492 -0.6365741 0.3707541
Moved 311.4157 85 541.9495 -0.6365741 0.3959606
Moved 311.4464 95.18774 553.751 -0.6129914 0.4263142
Moved 311.4772 100.5572 561.3358 -0.600562 0.4458225
Moved 311.5078 106.1192 568.1192 -0.587687 0.4632695
Moved 311.5386 110.4359 573.8718 -0.5776948 0.4780651
Moved 311.5693 113.307 576.3071 -0.5710485 0.4843287
Ended 311.6 115 577 -0.5671296 0.4861111
Accept 311.6615 0 our
Candidates 311.6615 13 house list jose lose loose lost hide life pose post load guide louise
Began 312.0301 183 460 -0.4097222 0.1851851
Stationary 312.0608 183 460 -0.4097222 0.1851851
Moved 312.0916 205.8557 467.6185 -0.3568156 0.2047801
Moved 312.1222 294.2146 504.5065 -0.152281 0.2996565
Moved 312.153 362.644 532.3246 0.006120304 0.3712052
Moved 312.1837 417.5844 548.5281 0.1332971 0.4128809
Moved 312.2144 454.497 558.1534 0.2187431 0.4376372
Moved 312.2451 485.0966 563.9103 0.2895755 0.4524442
Moved 312.2758 506.6613 567.9516 0.3394938 0.4628384
Moved 312.3065 524.8375 570.8339 0.3815684 0.4702518
Ended 312.3372 529.5 571.5 0.3923611 0.471965
Accept 312.4601 0 house
PhraseEnd 312.4601
