they might find your comment offensive
they might find your comment offensive
Basic
List

0.6 0.6
432 388.8
Moved 3261.876 101.5 364.5 -0.5983797 -0.06044246
Moved 3261.907 94.90396 360.968 -0.6136483 -0.06952693
Moved 3261.938 86.33714 355.6686 -0.6334789 -0.08315702
Moved 3261.969 83.47294 354.2365 -0.6401089 -0.08684048
Moved 3261.999 79.53184 351.7659 -0.6492319 -0.09319462
Ended 3262.03 78 349 -0.6527777 -0.1003086
Accept 3262.092 0 be
Delete 3262.092 LeftSwipe
Began 3262.368 346 406 -0.03240739 0.04629618
Stationary 3262.399 346 406 -0.03240739 0.04629618
Stationary 3262.43 346 406 -0.03240739 0.04629618
Moved 3262.46 305.8942 414 -0.125245 0.06687239
Moved 3262.491 267.6068 408.8033 -0.2138733 0.05350642
Moved 3262.522 230.4631 397.2141 -0.2998538 0.02369865
Moved 3262.553 198.4058 388.2217 -0.3740607 0.0005702815
Moved 3262.583 179.0747 384.8678 -0.4188086 -0.008056154
Moved 3262.614 160.0973 380.2996 -0.4627378 -0.01980558
Moved 3262.645 145.7136 377 -0.4960333 -0.02829226
Moved 3262.676 133.2498 374.5624 -0.5248848 -0.03456163
Moved 3262.707 127.036 372.012 -0.5392685 -0.04112133
Moved 3262.737 120.2921 370 -0.5548794 -0.04629637
Moved 3262.768 111.8308 365.5539 -0.5744657 -0.05773183
Moved 3262.799 103.2251 361.2251 -0.5943862 -0.06886556
Moved 3262.829 95.71167 356.8078 -0.6117786 -0.08022693
Moved 3262.86 89.09258 352.0617 -0.6271005 -0.09243396
Moved 3262.891 80.48598 344.486 -0.6470231 -0.1119188
Moved 3262.922 75 340 -0.6597222 -0.1234569
Moved 3262.952 71.74358 336.7436 -0.6672602 -0.1318324
Moved 3262.983 67 331.4351 -0.6782408 -0.1454858
Moved 3263.014 66.00002 330 -0.6805555 -0.149177
Moved 3263.045 63.62032 329 -0.6860641 -0.151749
Ended 3263.075 61.65405 324.3081 -0.6906157 -0.1638167
Delete 3263.167 LeftSwipe
Began 3263.721 268 372 -0.212963 -0.04115226
Stationary 3263.752 268 372 -0.212963 -0.04115226
Stationary 3263.782 268 372 -0.212963 -0.04115226
Moved 3263.813 276.1498 361.5217 -0.1940977 -0.06810278
Moved 3263.844 297.3522 346.7484 -0.145018 -0.1060998
Moved 3263.875 327.4986 331.2507 -0.07523482 -0.1459601
Moved 3263.906 348.8027 321.5986 -0.02591973 -0.1707855
Moved 3263.936 365.4102 313.9539 0.01252353 -0.1904478
Moved 3263.967 376.8525 308.5738 0.03901035 -0.2042855
Moved 3263.998 382.9673 306.0164 0.05316496 -0.2108634
Moved 3264.029 386.8546 305 0.06216327 -0.2134774
Moved 3264.059 388.2914 305 0.06548921 -0.2134774
Moved 3264.09 388 303.7786 0.06481478 -0.2166189
Moved 3264.121 388 302.9762 0.06481478 -0.2186827
Moved 3264.151 372.2016 300.0403 0.02824455 -0.2262337
Moved 3264.182 355.3917 300 -0.0106673 -0.2263375
Moved 3264.213 334.9509 300 -0.05798404 -0.2263375
Moved 3264.244 316.1971 296.4849 -0.1013956 -0.2353784
Moved 3264.274 301.2236 291.7412 -0.1360565 -0.2475793
Moved 3264.305 292.0377 287.6918 -0.1573201 -0.2579943
Moved 3264.336 283.436 282.9573 -0.1772315 -0.2701715
Moved 3264.367 274.8208 279.6069 -0.1971742 -0.2787888
Moved 3264.397 268.053 276.0265 -0.2128402 -0.2879978
Moved 3264.428 263.1714 273.1713 -0.2241404 -0.2953413
Moved 3264.459 259.318 271 -0.2330603 -0.300926
Moved 3264.49 256.5234 269.5234 -0.2395292 -0.3047239
Moved 3264.521 254.9851 269 -0.24309 -0.30607
Moved 3264.551 253.1248 277.7517 -0.2473962 -0.2835606
Moved 3264.582 252 310.4643 -0.25 -0.1994232
Moved 3264.613 252 345 -0.25 -0.1105968
Moved 3264.643 252 387.5258 -0.25 -0.001219604
Moved 3264.674 262.9654 420.8442 -0.2246171 0.08447584
Moved 3264.705 266.8582 441.2912 -0.2156059 0.1370658
Moved 3264.736 269.2975 452.8925 -0.2099596 0.1669044
Moved 3264.766 272.5518 462.8278 -0.2024264 0.1924581
Moved 3264.797 277.2921 472.4382 -0.1914534 0.2171763
Moved 3264.828 291.1053 483.0753 -0.1594784 0.244535
Moved 3264.859 331.6252 499.2084 -0.06568228 0.2860299
Moved 3264.889 375.2123 511.2028 0.03521373 0.3168795
Moved 3264.92 413.3028 518.8257 0.1233861 0.3364857
Moved 3264.951 438.0622 521.8828 0.1806994 0.3443485
Moved 3264.981 453.8853 523 0.2173271 0.3472221
Moved 3265.012 462.7777 524 0.2379114 0.3497942
Moved 3265.043 467.9281 524 0.2498334 0.3497942
Stationary 3265.074 468 524 0.25 0.3497942
Moved 3265.104 468 508.8572 0.25 0.3108466
Moved 3265.135 445.066 471.8737 0.196912 0.2157245
Moved 3265.166 422 430.5 0.1435185 0.1093106
Moved 3265.197 407.5663 386.3738 0.1101073 -0.004182588
Moved 3265.228 402.0052 348.0621 0.09723425 -0.1027209
Moved 3265.258 402 314.3348 0.09722222 -0.1894682
Moved 3265.289 402 290.9168 0.09722222 -0.2496996
Moved 3265.32 411.2697 273.6517 0.1186798 -0.2941059
Moved 3265.351 414.1551 258.0696 0.1253589 -0.3341831
Moved 3265.381 415 251.9521 0.1273148 -0.3499175
Moved 3265.412 415 250.9319 0.1273148 -0.3525415
Moved 3265.443 399.3884 251 0.09117683 -0.3523664
Moved 3265.473 365.8544 286.8692 0.01355191 -0.2601101
Moved 3265.504 331.5284 315.7068 -0.06590655 -0.1859394
Moved 3265.535 296.6695 351.766 -0.1465985 -0.09319462
Moved 3265.566 271.904 384.0217 -0.203926 -0.0102323
Moved 3265.596 253.2478 418.5043 -0.2471115 0.07845756
Moved 3265.627 241.0147 439.9736 -0.275429 0.1336768
Moved 3265.658 228.4005 462.199 -0.3046285 0.1908409
Moved 3265.689 221.2633 476.2101 -0.3211498 0.2268777
Moved 3265.719 218.5 483 -0.3275463 0.2443414
Moved 3265.75 217 488.1086 -0.3310185 0.2574809
Moved 3265.781 217 491.9778 -0.3310185 0.2674324
Moved 3265.812 222.9633 494.8519 -0.3172145 0.2748248
Moved 3265.843 241.6236 495 -0.2740194 0.2752057
Moved 3265.873 282.9446 469.1072 -0.1783689 0.2086091
Moved 3265.904 313.3556 441.78 -0.1079732 0.1383229
Moved 3265.935 337.078 404.8831 -0.05306026 0.04342338
Moved 3265.965 355.1674 365.1372 -0.01118655 -0.05880348
Moved 3265.996 368.9537 330.9205 0.02072613 -0.1468095
Moved 3266.027 377.832 300.2267 0.04127781 -0.2257545
Moved 3266.058 385.6404 271.4385 0.05935261 -0.2997981
Moved 3266.088 392.7156 252.1376 0.07573058 -0.3494405
Moved 3266.119 396.5832 241.2504 0.0846833 -0.3774425
Moved 3266.15 398.4544 235.0912 0.08901478 -0.3932841
Stationary 3266.181 398 235 0.08796295 -0.3935186
Moved 3266.211 388.6314 260.627 0.06627648 -0.3276055
Moved 3266.242 366.7782 317.7767 0.01569023 -0.1806155
Moved 3266.273 346.5 377.5 -0.03125002 -0.02700625
Moved 3266.303 333.62 417.2351 -0.06106491 0.0751931
Moved 3266.334 325.0663 447.7679 -0.08086503 0.1537241
Moved 3266.365 320.1615 476.5461 -0.09221867 0.227742
Moved 3266.396 316.4392 493.9629 -0.1008352 0.2725382
Moved 3266.427 315 512.256 -0.1041667 0.3195883
Moved 3266.457 314 525.507 -0.1064815 0.3536701
Moved 3266.488 313 532.9919 -0.1087963 0.3729214
Moved 3266.519 312 537.5144 -0.1111111 0.3845535
Moved 3266.55 312 542.774 -0.1111111 0.3980811
Moved 3266.58 312 544.5 -0.1111111 0.4025204
Moved 3266.611 312 546 -0.1111111 0.4063785
Ended 3266.642 312 547.2661 -0.1111111 0.4096348
Candidates 3266.703 13 consent comment agreement recruitment instrument basement payment content abundant connect investment actively vincent
Began 3267.564 318 382 -0.09722222 -0.01543218
Stationary 3267.595 318 382 -0.09722222 -0.01543218
Moved 3267.626 318 391.9044 -0.09722222 0.01004211
Moved 3267.656 306.0651 414.7072 -0.1248494 0.06869116
Moved 3267.687 303 438.5118 -0.1319445 0.1299171
Moved 3267.718 301.6252 459.6239 -0.1351269 0.1842178
