where did you get that tie
Moved 2818.488 313.577 507.2115 -0.1074607 0.306614
Moved 2818.518 311.354 508.6459 -0.1126064 0.3103032
Moved 2818.549 309.6053 510 -0.1166543 0.3137859
Moved 2818.58 310 514.2659 -0.1157407 0.3247578
Moved 2818.611 339.6293 517.8754 -0.04715448 0.3340415
Moved 2818.641 377.2726 518 0.039983 0.3343621
Moved 2818.672 403.2905 508.9354 0.1002094 0.3110479
Moved 2818.703 414.3723 506.2092 0.1258619 0.304036
Moved 2818.733 418.5 503.5 0.1354167 0.2970678
Moved 2818.764 419 504 0.1365741 0.2983539
Stationary 2818.795 419 504 0.1365741 0.2983539
Moved 2818.826 397.7223 512.6041 0.0873201 0.3204838
Moved 2818.856 378.2632 518.9342 0.04227598 0.3367649
Moved 2818.887 352.8058 523.4388 -0.01665329 0.3483509
Moved 2818.918 331.1485 526.4814 -0.06678586 0.3561765
Moved 2818.948 314.7866 528.2427 -0.1046606 0.3607064
Moved 2818.979 305.0594 529 -0.1271774 0.3626543
Moved 2819.01 300.5887 531.4113 -0.1375261 0.368856
Ended 2819.041 299.5 535 -0.1400463 0.3780863
Candidates 2819.133 13 there she the free sheet re where e what r after register whether
Began 2819.778 347 376 -0.0300926 -0.03086435
Stationary 2819.809 347 376 -0.0300926 -0.03086435
Moved 2819.84 372.723 376 0.02945135 -0.03086435
Moved 2819.87 388.0544 383.0762 0.06494085 -0.01266409
Moved 2819.901 394.9358 384 0.08086989 -0.01028807
Moved 2819.932 399.4477 384 0.09131402 -0.01028807
Moved 2819.962 400.9756 384 0.09485086 -0.01028807
Moved 2819.993 402.3606 384 0.09805689 -0.01028807
Stationary 2820.024 402.3606 384 0.09805689 -0.01028807
Moved 2820.055 403.1186 384 0.09981155 -0.01028807
Stationary 2820.085 403.1186 384 0.09981155 -0.01028807
Moved 2820.116 404.0052 384 0.101864 -0.01028807
Stationary 2820.147 404.0052 384 0.101864 -0.01028807
Stationary 2820.178 404.0052 384 0.101864 -0.01028807
Stationary 2820.208 404.0052 384 0.101864 -0.01028807
Stationary 2820.239 404.0052 384 0.101864 -0.01028807
Moved 2820.27 405.0168 384 0.1042057 -0.01028807
Stationary 2820.301 405.0168 384 0.1042057 -0.01028807
Stationary 2820.331 405.0168 384 0.1042057 -0.01028807
Stationary 2820.362 405.0168 384 0.1042057 -0.01028807
Stationary 2820.393 405.0168 384 0.1042057 -0.01028807
Stationary 2820.424 405.0168 384 0.1042057 -0.01028807
Stationary 2820.454 405.0168 384 0.1042057 -0.01028807
Stationary 2820.485 405.0168 384 0.1042057 -0.01028807
Stationary 2820.516 405.0168 384 0.1042057 -0.01028807
Stationary 2820.546 405.0168 384 0.1042057 -0.01028807
Stationary 2820.577 405.0168 384 0.1042057 -0.01028807
Stationary 2820.608 405.0168 384 0.1042057 -0.01028807
Stationary 2820.639 405.0168 384 0.1042057 -0.01028807
Stationary 2820.669 405 384 0.1041667 -0.01028807
Moved 2820.7 395.9906 384 0.0833116 -0.01028807
Moved 2820.731 388.7225 376.2408 0.06648729 -0.03024482
Moved 2820.761 379 372.5 0.04398147 -0.03986633
Moved 2820.792 368.9755 369.7439 0.02077649 -0.04695515
Moved 2820.823 358.5894 367.3179 -0.003265391 -0.05319477
Moved 2820.854 347.2428 364.5607 -0.02953047 -0.06028626
Moved 2820.885 334.1055 361.8211 -0.05994091 -0.06733262
Moved 2820.915 323.2702 360.3176 -0.0850227 -0.07119975
Moved 2820.946 308.1138 357.6856 -0.1201069 -0.07796919
Moved 2820.977 287.5155 355.9395 -0.1677882 -0.08246033
Moved 2821.007 261.7584 354.1954 -0.2274111 -0.08694613
Moved 2821.038 234.885 352.8077 -0.289618 -0.09051514
Moved 2821.069 202.9716 350.9974 -0.3634917 -0.09517128
Moved 2821.1 178.9294 351 -0.4191449 -0.09516476
Moved 2821.13 160.5 351 -0.4618056 -0.09516476
Moved 2821.161 150.3514 351 -0.4852976 -0.09516476
Moved 2821.192 143.6221 351 -0.5008748 -0.09516476
Moved 2821.222 139.107 351 -0.5113264 -0.09516476
Moved 2821.253 137.8093 351 -0.5143303 -0.09516476
Moved 2821.284 136.7824 351 -0.5167074 -0.09516476
Stationary 2821.315 137 351 -0.5162037 -0.09516476
Moved 2821.345 135.6399 351 -0.519352 -0.09516476
Stationary 2821.376 135.6399 351 -0.519352 -0.09516476
Moved 2821.407 136 359.3734 -0.5185185 -0.07362821
Moved 2821.438 147.4725 364.2945 -0.4919617 -0.06097095
Moved 2821.468 163.2165 369.8041 -0.4555175 -0.04680013
Moved 2821.499 182.0032 373.2226 -0.4120295 -0.03800781
Moved 2821.53 211.4322 376.048 -0.343907 -0.03074073
Moved 2821.561 238.3254 376.814 -0.2816541 -0.02877066
Moved 2821.591 258.0448 377 -0.2360073 -0.02829226
Moved 2821.622 273.1872 377 -0.2009555 -0.02829226
Moved 2821.653 287.1653 377 -0.1685987 -0.02829226
Moved 2821.683 295.6282 377 -0.1490087 -0.02829226
Moved 2821.714 303.8749 377 -0.1299192 -0.02829226
Moved 2821.745 308.4259 377 -0.1193846 -0.02829226
Moved 2821.775 315.4427 377 -0.1031419 -0.02829226
Moved 2821.806 322.1938 377 -0.08751432 -0.02829226
Moved 2821.837 323.7564 377 -0.08389726 -0.02829226
Moved 2821.868 326.4435 377 -0.07767697 -0.02829226
Moved 2821.898 329.2026 377 -0.07129019 -0.02829226
Moved 2821.929 331.954 377 -0.06492118 -0.02829226
Moved 2821.96 334.2819 377 -0.05953258 -0.02829226
Moved 2821.99 338.1248 377 -0.05063712 -0.02829226
Moved 2822.021 340.8806 377 -0.04425784 -0.02829226
Moved 2822.052 342.6328 377 -0.04020174 -0.02829226
Moved 2822.083 344.5 377 -0.03587961 -0.02829226
Moved 2822.114 345.7682 371.6229 -0.03294409 -0.04212234
Ended 2822.144 347 370 -0.0300926 -0.04629637
NextCandidatePanel 2822.206
Began 2822.943 371 336 0.025463 -0.1337449
Stationary 2822.974 371 336 0.025463 -0.1337449
Moved 2823.005 346.9317 356.9348 -0.0302506 -0.0799004
Moved 2823.035 319.9494 387.8132 -0.0927097 -0.0004804478
Moved 2823.066 300.4968 412.4419 -0.1377389 0.06286491
Moved 2823.097 282.6248 438.6431 -0.1791092 0.1302548
Moved 2823.127 267.4878 465.2104 -0.2141487 0.1985865
Ended 2823.158 262 475.5 -0.2268519 0.2250513
Accept 2823.281 6 where
Began 2824.019 470 379 0.2546296 -0.02314815
Stationary 2824.049 470 379 0.2546296 -0.02314815
Moved 2824.08 446.2335 379 0.1996147 -0.02314815
Moved 2824.111 424.5184 379 0.1493482 -0.02314815
Moved 2824.142 400.6999 379 0.09421269 -0.02314815
Moved 2824.172 382.0226 379 0.05097816 -0.02314815
Moved 2824.203 369.3604 379 0.02166768 -0.02314815
Moved 2824.234 363.2097 379 0.007430017 -0.02314815
Moved 2824.264 360.3838 386 0.0008885066 -0.005144111
Moved 2824.295 360 388.389 0 0.001000377
Moved 2824.326 373.7725 403.0339 0.03188074 0.03866749
Moved 2824.357 428.0023 433.6346 0.1574128 0.117373
Moved 2824.387 471.9197 455.2977 0.2590735 0.1730906
Moved 2824.418 489.4567 463.2283 0.2996683 0.1934884
Moved 2824.449 501.4968 468.6646 0.3275388 0.2074705
Moved 2824.48 508.6816 472.4544 0.3441704 0.2172181
Moved 2824.51 510.9797 473.9797 0.34949 0.2211411
Stationary 2824.541 511 474 0.349537 0.2211934
Moved 2824.572 511 475.3586 0.349537 0.2246878
Moved 2824.603 486.7421 463.8096 0.2933846 0.1949834
Moved 2824.633 447.868 439.0425 0.2033981 0.131282
Moved 2824.664 404.8682 410.5426 0.1038615 0.0579799
Moved 2824.695 375.3473 390.7859 0.03552616 0.007165351
Moved 2824.725 345.5917 370.7936 -0.03335247 -0.04425527
Moved 2824.756 324.5443 356.246 -0.08207335 -0.08167204
Moved 2824.787 312.6065 348.8032 -0.1097072 -0.1008148
Ended 2824.818 310.0787 347.5394 -0.1155586 -0.1040655
Candidates 2824.94 13 did asia days sites says aids drugs is sits suits sides data staff
Began 2825.647 357 364 -0.006944438 -0.06172839
Stationary 2825.678 357 364 -0.006944438 -0.06172839
Stationary 2825.709 357 364 -0.006944438 -0.06172839
Moved 2825.74 384.7873 364 0.05737791 -0.06172839
Moved 2825.77 467.2168 377.2244 0.248187 -0.02771519
Moved 2825.801 535.2245 384.5805 0.4056122 -0.008795035
Ended 2825.832 546 386 0.4305556 -0.005144111
Accept 2825.893 0 did
Began 2826.538 358 330 -0.004629641 -0.149177
Stationary 2826.569 358 330 -0.004629641 -0.149177
Moved 2826.6 369.6447 357.3782 0.02232561 -0.07875999
Moved 2826.631 381.5 384 0.04976849 -0.01028807
Moved 2826.661 390.2548 405.6793 0.07003416 0.04547146
Moved 2826.692 396.68 430.5601 0.08490741 0.1094652
Moved 2826.723 397 449.2792 0.0856481 0.1576112
Moved 2826.753 397 461.1526 0.0856481 0.1881495
Moved 2826.784 397 470.4033 0.0856481 0.2119427
Moved 2826.815 389.4382 476.1236 0.06814401 0.2266553
Moved 2826.846 389 479.3279 0.06712963 0.2348968
Moved 2826.876 388 482.4999 0.06481478 0.2430553
Moved 2826.907 388 485.5 0.06481478 0.2507715
Moved 2826.938 424.1701 492.7925 0.1485419 0.2695281
Moved 2826.969 466.2375 499.0317 0.2459202 0.2855752
Moved 2826.999 492.9217 500 0.3076892 0.2880658
Moved 2827.03 510.235 501 0.3477663 0.2906378
Moved 2827.061 518.0441 501 0.3658428 0.2906378
Moved 2827.092 520.5 501 0.3715278 0.2906378
Moved 2827.122 521 501 0.3726852 0.2906378
Moved 2827.153 513.106 501 0.3544119 0.2906378
Moved 2827.184 488.5133 501 0.2974846 0.2906378
Moved 2827.214 460.5793 501 0.2328226 0.2906378
Moved 2827.245 424.8104 494.5673 0.150024 0.2740927
Moved 2827.276 394.3279 494 0.07946263 0.2726337
Ended 2827.307 378.537 494 0.04290958 0.2726337
Candidates 2827.399 13 you it your out toy tour for got output i root our hot
Began 2828.105 311 422 -0.113426 0.08744851
Stationary 2828.136 311 422 -0.113426 0.08744851
Moved 2828.167 415.7772 412 0.1291139 0.06172835
Moved 2828.198 506.0728 411 0.3381314 0.05915629
Moved 2828.229 528.3154 406.1956 0.3896188 0.04679931
Ended 2828.259 529 406 0.3912036 0.04629618
Accept 2828.321 0 you
Began 2830.042 488 390 0.2962963 0.005143954
Stationary 2830.072 488 390 0.2962963 0.005143954
Moved 2830.103 451.0585 406.0338 0.2107837 0.04638322
Moved 2830.134 419 422 0.1365741 0.08744851
Moved 2830.164 392.0831 437.9481 0.07426639 0.1284672
Moved 2830.195 368.8098 451.7073 0.02039303 0.1638563
Moved 2830.226 351.5616 461.463 -0.01953324 0.188948
Moved 2830.257 341.2075 467.8962 -0.04350116 0.2054944
Moved 2830.287 335.6213 474.3787 -0.05643214 0.2221672
Moved 2830.318 332.5456 479.9088 -0.06355186 0.2363909
Moved 2830.349 332 485.6578 -0.06481484 0.2511775
Moved 2830.379 332 491.5139 -0.06481484 0.2662394
Moved 2830.41 332 498.7648 -0.06481484 0.2848889
Moved 2830.441 347.5396 508.5396 -0.02884363 0.3100296
Moved 2830.472 367.1674 517.6878 0.01659135 0.3335591
Moved 2830.502 389.4409 523.6882 0.06815016 0.3489921
Moved 2830.533 417.9962 527 0.1342505 0.3575102
Moved 2830.564 443.7015 528 0.1937536 0.3600822
Ended 2830.594 481 533.5 0.2800926 0.3742283
Candidates 2830.718 13 were get are set feet et wt wet sweet ferry art fewer street
Began 2831.424 355 339 -0.01157408 -0.1260288
Stationary 2831.455 355 339 -0.01157408 -0.1260288
Moved 2831.486 387.9698 383.9606 0.06474495 -0.01038956
Moved 2831.516 431.2543 433.0045 0.1649405 0.1157523
Moved 2831.547 489.7547 489.3044 0.3003581 0.2605565
Ended 2831.578 504 501 0.3333333 0.2906378
Accept 2831.639 1 get
Began 2832.315 400 304 0.09259263 -0.2160494
Moved 2832.346 400 312.3332 0.09259263 -0.1946163
Moved 2832.377 400 345.9746 0.09259263 -0.10809
Moved 2832.407 400 386.554 0.09259263 -0.00371929
Moved 2832.438 410.1557 431.213 0.1161011 0.1111444
Moved 2832.469 408 458.8683 0.1111111 0.1822744
Moved 2832.5 410 476.7438 0.1157407 0.2282506
Moved 2832.531 410 484.7508 0.1157407 0.2488445
Moved 2832.561 410 489.1007 0.1157407 0.2600326
Moved 2832.592 410 490.4634 0.1157407 0.2635374
Moved 2832.623 416.0386 483.3151 0.1297189 0.245152
Moved 2832.653 436.5432 447.0616 0.1771835 0.1519075
Moved 2832.684 453.2466 411.8836 0.2158486 0.06142898
Moved 2832.715 466.4141 383.7409 0.2463288 -0.01095446
Moved 2832.746 477.2784 367.4019 0.2714779 -0.05297869
Moved 2832.776 484.4755 357.7868 0.2881377 -0.07770891
Moved 2832.807 489 352 0.2986111 -0.09259266
Moved 2832.838 490 348.7358 0.300926 -0.1009881
Moved 2832.868 490 348 0.300926 -0.1028807
Moved 2832.899 464.6859 358.4235 0.2423286 -0.07607142
Moved 2832.93 438.5985 372.2007 0.1819409 -0.04063602
Moved 2832.961 405.117 382.9649 0.1044375 -0.01295043
Moved 2832.991 377.254 387.3122 0.03993978 -0.001769046
Moved 2833.022 336.6722 392.3104 -0.05399957 0.01108629
Moved 2833.053 304.9848 392 -0.12735 0.01028803
Moved 2833.083 282.7335 392 -0.1788577 0.01028803
Moved 2833.114 266.6593 392 -0.2160664 0.01028803
Moved 2833.145 250.9315 392 -0.2524734 0.01028803
Moved 2833.176 239.7529 383.4382 -0.2783498 -0.01173302
Moved 2833.207 233.3588 383 -0.2931509 -0.01286016
Moved 2833.237 232 383 -0.2962963 -0.01286016
Moved 2833.268 232 398 -0.2962963 0.02572008
Moved 2833.299 279.7546 417.1132 -0.1857532 0.07487945
Moved 2833.329 330.5778 437.0283 -0.06810695 0.1261015
Moved 2833.36 396.7061 464.9178 0.08496792 0.1978338
Ended 2833.391 406 468 0.1064815 0.2057612
Candidates 2833.483 13 there the these yet that trust they threat today guide upset friday user
Began 2835.081 470 339 0.2546296 -0.1260288
Stationary 2835.112 470 339 0.2546296 -0.1260288
Stationary 2835.142 470 339 0.2546296 -0.1260288
Moved 2835.173 448.8885 306.3328 0.2057605 -0.2100495
Moved 2835.204 411.0261 251.5786 0.118116 -0.3508781
Moved 2835.235 385.0945 213.4698 0.05808919 -0.4488945
Moved 2835.265 367.9063 190.4875 0.01830151 -0.5080053
Moved 2835.296 353.1676 176.1676 -0.01581579 -0.5448364
Ended 2835.327 340 170 -0.04629632 -0.5606995
Accept 2835.388 4 that
Began 2836.279 420 314 0.1388889 -0.1903292
Stationary 2836.31 420 314 0.1388889 -0.1903292
Moved 2836.341 409.7412 331.098 0.1151417 -0.1463529
Moved 2836.372 395.2069 371.3792 0.08149754 -0.04274902
Moved 2836.402 383.1198 413.8141 0.05351812 0.06639417
Moved 2836.433 376.957 437.2148 0.03925234 0.1265811
Moved 2836.464 376 446.3964 0.03703703 0.1501964
Moved 2836.494 374.752 451.4959 0.03414829 0.1633124
Moved 2836.525 375 457.0267 0.03472219 0.1775376
Moved 2836.556 396.4288 462.5511 0.08432596 0.1917465
Moved 2836.587 428 464 0.1574074 0.1954732
Moved 2836.617 472.9454 453.3698 0.2614477 0.168132
Moved 2836.648 482.8879 453.3018 0.2844627 0.1679572
Moved 2836.679 498.276 450.5448 0.3200833 0.1608662
Moved 2836.709 503.9021 449 0.3331068 0.156893
Moved 2836.74 506 448 0.337963 0.1543209
Stationary 2836.771 506 448 0.337963 0.1543209
Moved 2836.802 486.0994 448 0.2918966 0.1543209
Moved 2836.833 438.7467 442.3924 0.1822839 0.139898
Moved 2836.863 374.3713 433.7955 0.03326694 0.1177866
Moved 2836.894 323.8505 427.6501 -0.08367936 0.1019806
Ended 2836.925 275 423 -0.1967592 0.09002049
Candidates 2837.048 13 rue true grow retired tie row roots retire tries fruits tours the toys
Began 2838.031 364 415 0.009259283 0.06944436
Moved 2838.062 350.1036 401.7078 -0.0229083 0.03525675
Moved 2838.092 292.2029 343.2029 -0.1569376 -0.1152188
Moved 2838.123 254.6188 302.5201 -0.2439381 -0.2198558
Moved 2838.154 228.682 277.2217 -0.3039769 -0.2849235
Ended 2838.185 211.0319 263.5942 -0.3448335 -0.3199736
Accept 2838.246 4 tie
Began 2838.83 60 378 -0.6944444 -0.02572024
Moved 2838.861 154.8189 378 -0.4749561 -0.02572024
Moved 2838.891 320.713 378 -0.09094218 -0.02572024
Moved 2838.922 497.891 357.4619 0.3191921 -0.07854469
Moved 2838.953 586.9449 344.6487 0.5253354 -0.1115002
Ended 2838.983 593 344 0.5393519 -0.1131688
PhraseEnd 2839.045
