I just cannot figure this out
Moved 247.0332 386.5 489 0.06134262 0.2597736
Moved 247.0639 387.1667 489 0.06288588 0.2597736
Stationary 247.0946 387.1667 489 0.06288588 0.2597736
Stationary 247.1254 387 489 0.06250004 0.2597736
Moved 247.1561 387 503.1484 0.06250004 0.2961635
Moved 247.1868 389.8071 519.3248 0.06899794 0.3377696
Moved 247.2175 392 533.1074 0.07407407 0.3732185
Moved 247.2482 393 541.5 0.07638891 0.3948044
Moved 247.2789 394 546.1679 0.07870366 0.4068103
Moved 247.3096 395 550.0419 0.08101851 0.4167744
Moved 247.3403 396.9151 552.9152 0.08545171 0.4241644
Ended 247.371 397 553 0.0856481 0.4243826
Accept 247.4325 10 cannot
Began 247.6475 372 480 0.02777775 0.2366254
Stationary 247.6782 372 480 0.02777775 0.2366254
Moved 247.7089 358.6073 480 -0.003223866 0.2366254
Moved 247.7396 341.1516 480 -0.04363055 0.2366254
Moved 247.7704 325.5497 480 -0.07974619 0.2366254
Moved 247.8011 315.1082 480 -0.1039161 0.2366254
Moved 247.8318 309.3324 480 -0.1172862 0.2366254
Moved 247.8625 307.722 480 -0.121014 0.2366254
Moved 247.8932 307 480 -0.1226852 0.2366254
Moved 247.9239 326.9735 504.708 -0.0764502 0.3001749
Moved 247.9547 404.8531 563.1299 0.1038266 0.4504371
Moved 247.9854 442.6274 595.1158 0.1912671 0.5327051
Moved 248.0161 463.2759 612.8966 0.2390647 0.5784377
Moved 248.0468 472.7586 620.5057 0.2610154 0.5980085
Moved 248.0775 477.1263 625.1263 0.2711255 0.6098925
Moved 248.1082 478 625 0.2731481 0.6095678
Stationary 248.139 478 625 0.2731481 0.6095678
Moved 248.1696 454.5521 604.3107 0.2188707 0.5563545
Moved 248.2003 399.6149 547.6429 0.09170115 0.4106041
Moved 248.2311 356.9706 502.9706 -0.007012388 0.2957064
Moved 248.2618 340.1519 485.1519 -0.0459448 0.2498761
Moved 248.2925 328.8279 473.2418 -0.07215773 0.2192432
Moved 248.3232 321.6223 465.6223 -0.0888373 0.1996456
Moved 248.354 316.0021 460.0021 -0.1018469 0.1851906
Moved 248.3846 313.5 457.5 -0.1076389 0.1787551
Moved 248.4153 312.7527 458 -0.1093688 0.180041
Stationary 248.4461 313 458 -0.1087963 0.180041
Stationary 248.4768 313 458 -0.1087963 0.180041
Moved 248.5075 397.7429 549.7374 0.08736789 0.4159912
Moved 248.5383 452.2594 602.2594 0.2135634 0.5510786
Moved 248.569 466.6525 616.6525 0.2468807 0.5880978
Moved 248.5997 470.2886 619.2886 0.2552976 0.5948779
Moved 248.6303 471 621.5 0.2569444 0.6005658
Moved 248.6611 471 621 0.2569444 0.5992797
Moved 248.6918 459.5569 622 0.2304558 0.6018518
Moved 248.7225 426.7956 606.8315 0.1546195 0.5628381
Moved 248.7533 394.043 597.0107 0.07880331 0.5375789
Moved 248.7839 363.4192 590.2581 0.007914702 0.520211
Moved 248.8147 329.827 585.514 -0.06984497 0.5080091
Moved 248.8454 304.0093 583 -0.129608 0.5015431
Moved 248.8761 286.9659 582 -0.1690603 0.4989711
Moved 248.9068 273.9034 581 -0.1992978 0.496399
Moved 248.9375 264.1873 581 -0.2217888 0.496399
Moved 248.9682 259 581 -0.2337963 0.496399
Moved 248.999 254.7165 589.9844 -0.2437118 0.5195072
Moved 249.0296 253 590.1644 -0.2476852 0.5199701
Ended 249.0604 253 598 -0.2476852 0.5401233
Candidates 249.1218 13 figure the tissue future for studies issue dispute it there gifts fighter your
Began 249.7976 277 459 -0.1921296 0.1826131
Stationary 249.8283 277 459 -0.1921296 0.1826131
Stationary 249.859 277 459 -0.1921296 0.1826131
Stationary 249.8897 277 459 -0.1921296 0.1826131
Moved 249.9204 277 496.6686 -0.1921296 0.2794974
Moved 249.9511 269 537.0958 -0.2106481 0.3834767
Moved 249.9818 269 557.9371 -0.2106481 0.4370809
Moved 250.0126 269 573.5 -0.2106481 0.4771089
Moved 250.043 269 582.5524 -0.2106481 0.5003919
Moved 250.074 280.1227 588.0613 -0.1849012 0.514561
Moved 250.1047 292.5368 591 -0.1561647 0.5221192
Moved 250.1354 312.854 575.7606 -0.1091343 0.4829233
Moved 250.1661 338.226 483.0151 -0.05040283 0.2443802
Moved 250.1969 337 438.1033 -0.05324075 0.1288665
Moved 250.2276 337 426.651 -0.05324075 0.09941093
Stationary 250.2582 337 427 -0.05324075 0.1003086
Moved 250.289 349.251 487.3786 -0.02488191 0.2556033
Moved 250.3197 377.0093 567.6223 0.03937344 0.4619914
Moved 250.3504 387.7949 592.453 0.06433994 0.5258564
Moved 250.3811 391.7736 606.3209 0.07355005 0.5615248
Moved 250.4118 392 610.6464 0.07407407 0.57265
Moved 250.4426 392 613 0.07407407 0.5787036
Moved 250.4733 324.9413 565.4279 -0.0811545 0.4563473
Moved 250.504 272.5861 523.5861 -0.202347 0.3487295
Moved 250.5347 249.3111 503.1238 -0.2562244 0.2961002
Moved 250.5654 224.5 483.5 -0.3136574 0.2456274
Moved 250.5961 201.3499 466.9687 -0.3672456 0.2031087
Moved 250.6268 185.7125 455.8563 -0.4034432 0.1745273
Moved 250.6576 179.0557 452.0557 -0.4188526 0.1647521
Ended 250.6883 179 452 -0.4189815 0.164609
Accept 250.7497 0 figure
Candidates 250.7497 13 this third thus of food united if did groups good units is off
Began 251.0569 255 526 -0.2430556 0.3549381
Moved 251.0876 269.4478 486.4348 -0.2096115 0.2531759
Moved 251.1183 284.5879 441.5894 -0.1745651 0.1378328
Moved 251.149 294.4208 412.5972 -0.1518036 0.06326444
Moved 251.1797 299.0599 394.7604 -0.141065 0.01738792
Moved 251.2104 301.922 389.0781 -0.1344399 0.002772759
Moved 251.2411 307.8304 399.4659 -0.1207629 0.02949036
Moved 251.2718 340.6131 485.9166 -0.04487719 0.2518429
Moved 251.3026 362.0087 552.858 0.004649758 0.4240175
Moved 251.3333 374.1404 589.4682 0.03273249 0.5181794
Moved 251.364 380.3886 609.86 0.04719575 0.5706275
Moved 251.3947 382 621.8938 0.05092591 0.6015786
Moved 251.4254 383 627.6867 0.05324075 0.616478
Moved 251.456 383 632.2153 0.05324075 0.6281258
Moved 251.4869 383 635.4756 0.05324075 0.6365112
Moved 251.5175 383 638.6114 0.05324075 0.6445764
Moved 251.5483 383 642.4855 0.05324075 0.6545408
Moved 251.579 383 644 0.05324075 0.6584361
Moved 251.6097 383 646.9239 0.05324075 0.6659564
Moved 251.6404 383 648.5 0.05324075 0.6700101
Moved 251.6711 383 649.2238 0.05324075 0.6718718
Moved 251.7019 383 650.1564 0.05324075 0.6742705
Stationary 251.7326 383 650.1564 0.05324075 0.6742705
Moved 251.7633 375.1047 651.1279 0.03496468 0.676769
Moved 251.794 375 651 0.03472219 0.6764401
Moved 251.8247 374 651 0.03240744 0.6764401
Moved 251.8554 370.8078 651 0.02501816 0.6764401
Moved 251.8861 367.928 651 0.01835187 0.6764401
Moved 251.9168 366.5 651 0.0150463 0.6764401
Moved 251.9476 363.5052 651 0.008113782 0.6764401
Ended 251.9783 363 651 0.006944438 0.6764401
Accept 252.0704 0 this
Candidates 252.0704 13 no mi bp bmi hbo book ny boi my bio mo by vi
Began 252.2854 406 575 0.1064815 0.480967
Stationary 252.3161 406 575 0.1064815 0.480967
Moved 252.3469 338.1475 560.0701 -0.05058453 0.442567
Moved 252.3776 245.9373 548.9955 -0.2640339 0.4140831
Moved 252.4083 167.425 538.4384 -0.4457755 0.38693
Moved 252.439 104.3567 529.7932 -0.5917668 0.3646943
Moved 252.4697 80.57551 529 -0.6468159 0.3626543
Ended 252.5004 76 529 -0.6574074 0.3626543
Accept 252.5619 0 no
Delete 252.5619 LeftSwipe
Began 252.7767 228 466 -0.3055556 0.2006171
Stationary 252.8076 228 466 -0.3055556 0.2006171
Moved 252.8383 243.3362 475.7594 -0.2700551 0.2257185
Moved 252.8689 314.1167 541.5895 -0.1062114 0.3950346
Moved 252.8996 346.4178 573.6164 -0.03144035 0.4774084
Moved 252.9304 370.3805 595.7044 0.02402902 0.5342191
Moved 252.9611 380.5469 603.5469 0.04756222 0.55439
Moved 252.9919 383.4195 605 0.05421172 0.5581275
Stationary 253.0226 383 605 0.05324075 0.5581275
Stationary 253.0533 383 605 0.05324075 0.5581275
Moved 253.084 340.6633 591.999 -0.04476095 0.5246886
Moved 253.1147 300.5652 581.513 -0.1375807 0.4977185
Moved 253.1454 263.0671 574.9152 -0.2243817 0.4807488
Moved 253.1761 233.3255 573.0362 -0.2932279 0.475916
Moved 253.2069 209.1979 570.1711 -0.3490789 0.468547
Moved 253.2376 194.2494 570 -0.383682 0.4681069
Moved 253.2683 187.5822 570 -0.3991152 0.4681069
Ended 253.299 187 570 -0.4004629 0.4681069
Candidates 253.3605 13 out or our got hour hot pour for poor it your pt pity
Began 253.6369 140 561 -0.5092592 0.4449587
Stationary 253.6675 140 561 -0.5092592 0.4449587
Moved 253.6983 201.5737 570.2065 -0.3667275 0.4686381
Moved 253.729 306.1823 596.201 -0.1245781 0.5354965
Moved 253.7597 399.9213 613.8459 0.09241045 0.5808793
Moved 253.7904 434.0939 615 0.1715135 0.5838476
Moved 253.8211 468.5157 615 0.2511936 0.5838476
Moved 253.8519 492.7198 615 0.3072216 0.5838476
Moved 253.8826 508.0899 615 0.3428006 0.5838476
Ended 253.9133 510 615 0.3472221 0.5838476
Accept 253.9747 0 out
PhraseEnd 253.9747
