taking the train is usually faster
Moved 1223.7 184 396.7834 -0.4074074 0.02259113
Moved 1223.731 202.2132 403.3784 -0.3652473 0.03955339
Moved 1223.762 251.6239 431.9459 -0.2508705 0.1130294
Moved 1223.793 299.1844 460.3106 -0.1407769 0.1859839
Moved 1223.823 342.7451 485.2316 -0.03994192 0.2500813
Moved 1223.854 377.4989 503.3231 0.04050682 0.2966129
Moved 1223.885 411.0919 514.5229 0.1182682 0.325419
Moved 1223.916 440.5674 517.7297 0.1864986 0.3336669
Moved 1223.946 458.9807 520 0.229122 0.3395061
Moved 1223.977 463.7768 520 0.2402241 0.3395061
Moved 1224.008 469.0731 511.4156 0.2524839 0.3174269
Moved 1224.038 471 475.8274 0.2569444 0.2258935
Moved 1224.069 452.0414 394.2484 0.2130588 0.01607079
Moved 1224.1 441.2294 343.8554 0.1880311 -0.1135407
Moved 1224.131 434.9867 306.8666 0.1735802 -0.2086766
Moved 1224.161 432.4257 291.1286 0.1676522 -0.2491548
Moved 1224.192 432 280.5395 0.1666667 -0.2763903
Moved 1224.223 432 274.4616 0.1666667 -0.2920227
Ended 1224.254 432 273.5 0.1666667 -0.2944959
Candidates 1224.346 13 train retain rain reason grain drain station season person strain operation twin session
Began 1224.684 349 422 -0.02546296 0.08744851
Stationary 1224.715 349 422 -0.02546296 0.08744851
Moved 1224.745 385.0453 422 0.05797525 0.08744851
Moved 1224.776 407.2022 422 0.1092642 0.08744851
Moved 1224.807 437 422 0.1782407 0.08744851
Ended 1224.838 448 422 0.2037037 0.08744851
Accept 1224.899 0 train
Began 1225.176 501 576 0.3263889 0.483539
Stationary 1225.206 501 576 0.3263889 0.483539
Moved 1225.237 485.4309 566.2542 0.2903495 0.4584725
Moved 1225.268 455.9308 548.657 0.222062 0.4132124
Moved 1225.299 379.1437 487.754 0.04431416 0.2565688
Moved 1225.329 327.7732 442.3016 -0.07459904 0.1396644
Moved 1225.36 291.1705 408.4896 -0.1593275 0.05269957
Moved 1225.391 271.1237 388.9832 -0.2057322 0.002528846
Moved 1225.422 262.8357 382.8357 -0.2249173 -0.01328276
Ended 1225.452 261 382 -0.2291666 -0.01543218
Candidates 1225.545 13 is id us if its of his odd odds puts off pass ps
Began 1225.913 355 436 -0.01157408 0.1234567
Moved 1225.944 380.9926 436 0.04859398 0.1234567
Moved 1225.975 417.7814 436 0.1337532 0.1234567
Moved 1226.006 442.2531 436 0.1904007 0.1234567
Ended 1226.036 445 436 0.1967593 0.1234567
Accept 1226.098 0 is
Began 1226.559 376 567 0.03703703 0.4603909
Stationary 1226.59 376 567 0.03703703 0.4603909
Stationary 1226.62 376 567 0.03703703 0.4603909
Moved 1226.651 362.5 567 0.005787015 0.4603909
Moved 1226.682 356.2603 556.0082 -0.008656831 0.4321197
Moved 1226.713 325.2083 528.5278 -0.08053625 0.3614396
Moved 1226.743 269.7242 462.0269 -0.2089717 0.1903983
Moved 1226.774 236.7197 424.9073 -0.285371 0.09492622
Moved 1226.805 221.9174 406.237 -0.3196355 0.04690574
Moved 1226.836 212.2817 393.0423 -0.3419405 0.01296883
Moved 1226.866 206.2054 385.6163 -0.3560059 -0.006131105
Moved 1226.897 201.2749 380.275 -0.3674191 -0.019869
Moved 1226.928 200.3933 378.3933 -0.3694598 -0.02470864
Moved 1226.959 200 378 -0.3703704 -0.02572024
Moved 1226.989 208.8888 388.8641 -0.3497945 0.002222336
Moved 1227.02 259.5 431 -0.2326389 0.1105966
Moved 1227.051 286.9372 452.6743 -0.1691269 0.1663434
Moved 1227.082 347.4855 489.3237 -0.02896865 0.260606
Moved 1227.112 374.3567 502.9759 0.03323296 0.2957198
Moved 1227.143 390.8136 510.2712 0.07132779 0.3144834
Moved 1227.174 402.5763 514.6306 0.09855627 0.3256958
Moved 1227.204 412.893 518 0.1224376 0.3343621
Moved 1227.235 417.52 519 0.1331481 0.3369341
Stationary 1227.266 418 519 0.1342593 0.3369341
Stationary 1227.297 418 519 0.1342593 0.3369341
Moved 1227.327 343.1443 452.032 -0.03901795 0.1646912
Moved 1227.358 279.3594 402.0052 -0.186668 0.03602161
Moved 1227.389 244.4802 372.4202 -0.2674069 -0.04007167
Moved 1227.42 219.9299 351.3063 -0.3242365 -0.09437694
Moved 1227.45 202.8051 336.6038 -0.3638772 -0.1321919
Moved 1227.481 196.2856 332.6428 -0.3789686 -0.1423798
Moved 1227.512 195.0846 332 -0.3817487 -0.144033
Moved 1227.543 195 332 -0.3819444 -0.144033
Stationary 1227.573 195 332 -0.3819444 -0.144033
Moved 1227.604 233.917 340.8115 -0.2918587 -0.1213695
Moved 1227.635 318.2687 359.0118 -0.09660016 -0.0745581
Moved 1227.666 377.6447 370.1151 0.04084428 -0.04600022
Moved 1227.696 455.3456 377 0.2207073 -0.02829226
Moved 1227.727 493.5316 377 0.3091008 -0.02829226
Moved 1227.758 516.7609 377 0.3628725 -0.02829226
Moved 1227.789 539.4285 365.2286 0.4153438 -0.05856855
Moved 1227.819 558.4573 354.0341 0.459392 -0.08736081
Moved 1227.85 566.0771 347.9229 0.4770303 -0.103079
Moved 1227.881 570.8568 344.1432 0.4880944 -0.1128005
Moved 1227.911 561.0579 344 0.4654118 -0.1131688
Moved 1227.942 541.2029 363.4106 0.4194513 -0.06324446
Moved 1227.973 498.9157 388.3285 0.3215641 0.0008448063
Moved 1228.004 465.0075 416.4931 0.2430729 0.07328469
Moved 1228.034 443.1673 437.8326 0.1925169 0.1281703
Moved 1228.065 426.2724 455.0731 0.1534083 0.1725131
Moved 1228.096 415.4252 466.5748 0.128299 0.2020957
Moved 1228.127 406.6359 479.8188 0.1079535 0.2361594
Moved 1228.157 402.4446 490.1107 0.0982515 0.2626303
Moved 1228.188 401 494.2768 0.09490739 0.2733456
Ended 1228.219 401 496 0.09490739 0.2777777
Candidates 1228.311 13 usually gradually equally actually hardly partially really seriously rapidly basically italy arguably naturally
Began 1228.68 354 414 -0.01388888 0.06687239
Stationary 1228.711 354 414 -0.01388888 0.06687239
Moved 1228.741 370.7446 414 0.02487173 0.06687239
Moved 1228.772 392.78 414 0.0758796 0.06687239
Moved 1228.803 418 414 0.1342593 0.06687239
Moved 1228.834 451.2922 414 0.2113245 0.06687239
Ended 1228.864 461.5 414 0.2349537 0.06687239
Accept 1228.926 0 usually
Began 1229.356 390 410 0.06944448 0.05658428
Stationary 1229.387 390 410 0.06944448 0.05658428
Stationary 1229.418 390 410 0.06944448 0.05658428
Moved 1229.448 374.6331 410 0.03387302 0.05658428
Moved 1229.479 352.8352 398.6416 -0.01658509 0.02737029
Moved 1229.51 321.4521 388.8174 -0.08923128 0.002102204
Moved 1229.541 286.6765 380.4191 -0.1697303 -0.0194982
Moved 1229.571 250.0389 372.7597 -0.2545395 -0.03919829
Moved 1229.602 226.105 369.0105 -0.3099421 -0.04884139
Moved 1229.633 211.8219 367.4555 -0.3430048 -0.05284078
Moved 1229.664 202.6925 366 -0.3641377 -0.05658444
Moved 1229.694 197.3442 365 -0.3765181 -0.05915646
Moved 1229.725 194.0555 365 -0.3841307 -0.05915646
Moved 1229.756 192.5005 365 -0.3877304 -0.05915646
Moved 1229.786 192 365 -0.3888888 -0.05915646
Stationary 1229.817 192 365 -0.3888888 -0.05915646
Stationary 1229.848 192 365 -0.3888888 -0.05915646
Moved 1229.879 209.8648 365 -0.3475353 -0.05915646
Moved 1229.91 229.756 365 -0.3014909 -0.05915646
Moved 1229.94 244.5 365 -0.2673611 -0.05915646
Moved 1229.971 252.1943 365 -0.2495501 -0.05915646
Moved 1230.002 258.5538 365 -0.2348291 -0.05915646
Moved 1230.032 264.6831 365 -0.220641 -0.05915646
Moved 1230.063 273.5745 379.9681 -0.2000591 -0.02065808
Moved 1230.094 298.1028 425.6577 -0.1432806 0.09685602
Moved 1230.125 327.7189 484.2468 -0.07472485 0.2475481
Moved 1230.155 340.9889 507.9777 -0.04400725 0.3085846
Moved 1230.186 348.9249 520.2332 -0.0256368 0.340106
Moved 1230.217 351 525.5492 -0.02083332 0.3537787
Moved 1230.248 352.5 527.5 -0.0173611 0.3587962
Moved 1230.278 352 528 -0.01851852 0.3600822
Stationary 1230.309 352 528 -0.01851852 0.3600822
Moved 1230.34 343.4754 528 -0.03825138 0.3600822
Moved 1230.371 330.727 509.818 -0.06776154 0.3133178
Moved 1230.401 315.1366 494.7446 -0.1038504 0.2745487
Moved 1230.432 286.1965 469.5244 -0.1708415 0.2096821
Moved 1230.463 262.1562 450.7881 -0.2264903 0.1614921
Moved 1230.494 248.1306 443.0653 -0.258957 0.1416288
Moved 1230.524 246 442 -0.2638889 0.1388888
Moved 1230.555 243.9567 442 -0.2686188 0.1388888
Stationary 1230.586 244 442 -0.2685185 0.1388888
Moved 1230.616 250.0145 455.2961 -0.2545961 0.1730866
Moved 1230.647 265.4457 464.6305 -0.2188757 0.1970948
Moved 1230.678 279.7901 470.916 -0.1856712 0.2132613
Moved 1230.709 288.7304 474.1826 -0.164976 0.2216631
Ended 1230.739 294 475.5 -0.1527778 0.2250513
Candidates 1230.862 13 faster hard hats date gates gays gate hate days hated hatred gay fast
Began 1231.293 343 421 -0.03935183 0.08487643
Stationary 1231.323 343 421 -0.03935183 0.08487643
Moved 1231.354 353.2462 421 -0.0156337 0.08487643
Moved 1231.385 371.2919 421 0.02613862 0.08487643
Moved 1231.416 407.5064 430.8975 0.1099686 0.1103329
Ended 1231.446 407.5064 430.8975 0.1099686 0.1103329
Accept 1231.508 0 faster
Began 1231.815 557.4339 422 0.4570229 0.08744851
Moved 1231.846 626.3091 422 0.6164562 0.08744851
Ended 1231.877 670.0277 422 0.7176567 0.08744851
PhraseEnd 1231.938
