I can play much better now
Moved 852.9362 405.9397 522.1599 0.1063419 0.3450615
Moved 852.967 426.8394 530.7883 0.1547208 0.3672537
Moved 852.9977 435.9592 532 0.1758315 0.3703703
Ended 853.0286 436 532 0.1759259 0.3703703
Accept 853.09 0 can
Candidates 853.09 13 play okay lay pay last larry lady post part oldest ontario lat past
Began 853.5819 467 262 0.2476852 -0.3240741
Moved 853.6127 462.1393 271.7215 0.2364334 -0.2990703
Moved 853.6434 438.8918 342.3785 0.18262 -0.1173392
Moved 853.6742 437 440.113 0.1782407 0.1340354
Moved 853.7049 450.5 490 0.2094908 0.2623456
Moved 853.7357 453.2146 501.8584 0.2157746 0.2928456
Moved 853.7664 453 507.9324 0.2152778 0.3084679
Moved 853.7972 436.5 509 0.1770833 0.3112139
Moved 853.8279 326.03 362.7197 -0.07863432 -0.06502151
Moved 853.8587 300.741 310.4819 -0.1371737 -0.1993777
Moved 853.8894 284.8734 275.6835 -0.1739042 -0.28888
Moved 853.9201 276.1467 255.2933 -0.194105 -0.3413237
Moved 853.9509 273.3452 247.3452 -0.2005898 -0.3617665
Moved 853.9816 273 246 -0.2013889 -0.3652264
Moved 854.0124 291.6312 279.2069 -0.1582611 -0.2798176
Moved 854.0432 334.7646 347.4908 -0.05841539 -0.1041904
Moved 854.0739 386.992 420.5353 0.06248156 0.08368139
Moved 854.1046 413.1243 450.1243 0.1229729 0.1597846
Moved 854.1354 428.4703 463.8527 0.158496 0.1950944
Ended 854.1661 434 467 0.1712963 0.2031892
Accept 854.2583 0 play
Candidates 854.2583 13 much nick lucy chicago policy luck bitch must kick council click chuck such
Began 854.5659 400 248 0.09259263 -0.3600824
Stationary 854.5966 400 248 0.09259263 -0.3600824
Moved 854.6273 380.2293 284.6948 0.04682719 -0.2657028
Moved 854.6581 349.9548 330.7307 -0.02325271 -0.1472977
Moved 854.6888 324.3502 368.5815 -0.08252277 -0.04994467
Moved 854.7195 299.5479 411.0411 -0.1399353 0.05926218
Moved 854.7503 285.3992 441.5019 -0.172687 0.1376077
Moved 854.781 281.1371 462.1772 -0.1825529 0.1907849
Moved 854.8118 281 474.1365 -0.1828704 0.2215443
Moved 854.8425 293.1122 488.0561 -0.1548329 0.2573459
Moved 854.8732 317.018 499.9156 -0.09949546 0.2878488
Moved 854.9041 340.5758 506.894 -0.04496336 0.3057972
Moved 854.9348 355.252 508 -0.0109907 0.3086419
Moved 854.9655 362.144 508 0.004962881 0.3086419
Moved 854.9963 364.5 508 0.01041671 0.3086419
Stationary 855.027 364.5 508 0.01041671 0.3086419
Moved 855.0577 337.9932 508 -0.05094165 0.3086419
Moved 855.0884 305.0021 498.9169 -0.12731 0.2852799
Moved 855.1192 279.5671 496.1959 -0.1861873 0.2782815
Moved 855.15 265.5 493.5 -0.21875 0.2713476
Moved 855.1807 259.2138 494 -0.2333013 0.2726337
Moved 855.2115 255.5 494 -0.2418981 0.2726337
Moved 855.2422 255 494 -0.2430556 0.2726337
Moved 855.2729 255 499.7251 -0.2430556 0.2873588
Moved 855.3037 266.3993 505.9329 -0.2166683 0.3033251
Moved 855.3344 274.5417 509.1805 -0.1978202 0.3116782
Moved 855.3652 278.9019 511 -0.1877272 0.3163579
Moved 855.396 281.2637 512 -0.18226 0.31893
Ended 855.4267 286 513 -0.1712963 0.321502
Accept 855.5189 0 much
Candidates 855.5189 13 better beer very bet net bed be nature new best needed mature betty
Began 855.9802 455 225 0.2199073 -0.4192387
Stationary 856.0109 455 225 0.2199073 -0.4192387
Moved 856.0416 455 249.3969 0.2199073 -0.3564896
Moved 856.0724 455 311.2614 0.2199073 -0.197373
Moved 856.1031 484.8573 398.7146 0.2890215 0.02755805
Moved 856.1339 504.696 446.1801 0.3349445 0.1496402
Moved 856.1646 524.3918 484.6315 0.3805365 0.2485377
Moved 856.1954 536 509.5 0.4074074 0.3124999
Moved 856.2261 537 515.9966 0.4097222 0.3292092
Moved 856.2568 537 520.7047 0.4097222 0.3413187
Moved 856.2875 527.1343 525.8187 0.386885 0.3544719
Moved 856.3184 479.4827 526 0.2765803 0.3549381
Moved 856.3491 415.5948 508.319 0.1286916 0.3094623
Moved 856.3798 377.743 503.4324 0.04107178 0.2968939
Moved 856.4105 335.1544 500.0206 -0.05751292 0.2881187
Moved 856.4413 300.5555 495.7222 -0.137603 0.2770633
Moved 856.472 267.9485 489.8248 -0.2130823 0.2618949
Moved 856.5028 250.9308 488.1862 -0.2524751 0.2576804
Moved 856.5335 241.5 488 -0.2743055 0.2572016
Moved 856.5643 239.0271 488 -0.28003 0.2572016
Ended 856.595 239 488 -0.2800926 0.2572016
Accept 856.6873 0 better
Candidates 856.6873 13 now note more not moore nor blow npr blue nope notes know noted
Began 857.087 273 478 -0.2013889 0.2314814
Moved 857.1177 309.3612 478 -0.1172193 0.2314814
Moved 857.1485 398.9187 478 0.09008953 0.2314814
Moved 857.1793 451.3871 487.1591 0.2115442 0.2550388
Moved 857.21 495.5413 488.5694 0.313753 0.2586662
Moved 857.2407 536.7036 489 0.409036 0.2597736
Moved 857.2714 567.9733 489 0.4814196 0.2597736
Moved 857.3022 593 489 0.5393519 0.2597736
Moved 857.3329 615.66 492.0825 0.5918055 0.2677019
Moved 857.3636 633.6296 494.7716 0.6334019 0.2746183
Moved 857.3944 644.9446 498.9723 0.6595939 0.2854225
Moved 857.4252 654.7054 501.9263 0.6821883 0.2930203
Moved 857.4559 661.886 504.6287 0.6988103 0.2999708
Moved 857.4867 667.3548 506 0.7114694 0.3034978
Moved 857.5175 673.1537 508.0768 0.7248929 0.3088396
Ended 857.5482 678.7691 508 0.7378914 0.3086419
Accept 857.6097 0 now
PhraseEnd 857.6097
