win first prize in the contest
Moved 1969.592 359.4406 448.8813 -0.001294811 0.1565877
Moved 1969.622 363.489 460.7224 0.008076231 0.1870432
Moved 1969.653 366 469.8718 0.01388888 0.2105754
Moved 1969.684 368 474.6723 0.01851857 0.2229225
Moved 1969.715 369 479.7608 0.02083332 0.2360102
Moved 1969.745 370 481.6071 0.02314816 0.240759
Moved 1969.776 372.1541 486.4625 0.02813458 0.253247
Ended 1969.807 372.1541 486.4625 0.02813458 0.253247
Candidates 1970.022 13 contract context contact contest contrast contrary comedy content chinese connect coverage vintage finest
Began 1972.694 417 363 0.1319444 -0.06430049
Stationary 1972.725 417 363 0.1319444 -0.06430049
Stationary 1972.756 417 363 0.1319444 -0.06430049
Moved 1972.787 430.5109 346.1869 0.1632198 -0.107544
Moved 1972.817 450.8546 327.5742 0.2103115 -0.1554161
Moved 1972.848 468.5587 309.3295 0.2512933 -0.2023418
Moved 1972.879 478.0017 299.9984 0.273152 -0.2263417
Moved 1972.909 484.4596 292.5404 0.2881009 -0.2455237
Moved 1972.94 487.3737 288.2527 0.2948464 -0.2565518
Moved 1972.971 490.0347 285.9653 0.3010063 -0.2624351
Moved 1973.002 491 284.4087 0.3032407 -0.2664386
Moved 1973.032 492 284 0.3055556 -0.2674897
Ended 1973.063 492 284 0.3055556 -0.2674897
Accept 1973.125 3 contest
Began 1973.555 415 348 0.1273148 -0.1028807
Stationary 1973.585 415 348 0.1273148 -0.1028807
Moved 1973.616 436.1576 359.1576 0.1762907 -0.07418322
Moved 1973.647 473.0349 367.6783 0.2616549 -0.05226779
Moved 1973.678 502.524 377.9708 0.3299168 -0.02579536
Moved 1973.708 531.0603 388.6638 0.3959729 0.001707155
Moved 1973.739 552.2322 398.1161 0.4449821 0.02601863
Moved 1973.77 567.1693 404.5016 0.4795586 0.04244223
Moved 1973.801 580.3711 410.1237 0.5101183 0.05690253
Moved 1973.831 595.4506 417.2253 0.5450245 0.07516778
Moved 1973.862 608.7905 423.3162 0.575904 0.09083387
Moved 1973.893 620.5248 430.1149 0.6030668 0.1083202
Moved 1973.923 629.9302 434.9581 0.6248385 0.120777
Moved 1973.954 637.5 438.5 0.6423612 0.1298867
Moved 1973.985 642.2022 441 0.6532459 0.1363167
Moved 1974.016 646.2991 444.6496 0.6627294 0.1457036
Moved 1974.046 649.7495 446.8748 0.6707165 0.1514268
Ended 1974.077 651.1713 448.1713 0.6740075 0.1547614
PhraseEnd 1974.138
