is there any indication of this
Moved 629.1013 455 608.5 0.2199073 0.5671295
Moved 629.1321 458.3567 607.3217 0.2276775 0.5640988
Ended 629.1628 459 607 0.2291666 0.5632715
Accept 629.2858 2 is
Began 629.3781 363 577 0.006944438 0.4861111
Moved 629.4088 363 562.8773 0.006944438 0.4497872
Moved 629.4396 374.7134 529.1171 0.03405879 0.3629553
Moved 629.4703 388.8039 484.1208 0.06667574 0.2472244
Moved 629.501 393.7321 451.6077 0.07808347 0.1635999
Moved 629.5318 396.586 431.0701 0.08468985 0.1107768
Moved 629.5625 397 421.0726 0.0856481 0.08506323
Moved 629.5933 397 417.2373 0.0856481 0.07519878
Stationary 629.624 397 417 0.0856481 0.0745884
Moved 629.6548 364.8723 434.0149 0.01127859 0.118351
Moved 629.6855 334.2939 460.7061 -0.05950491 0.1870012
Moved 629.7162 312.3407 481.6592 -0.1103224 0.240893
Moved 629.747 287.2634 502.7742 -0.1683718 0.2952011
Moved 629.7777 273.2816 512.0388 -0.200737 0.3190297
Moved 629.8085 266.2026 517.7974 -0.2171235 0.3338409
Moved 629.8392 264.2269 520.7731 -0.221697 0.3414946
Moved 629.87 264 525.9606 -0.2222222 0.3548369
Moved 629.9008 282.1682 532.3894 -0.1801663 0.3713718
Moved 629.9315 295.5936 535 -0.1490889 0.3780863
Moved 629.9622 302.9691 536 -0.132016 0.3806583
Moved 629.993 306.0273 536 -0.1249369 0.3806583
Moved 630.0237 307.3519 536 -0.1218707 0.3806583
Stationary 630.0544 307.3519 536 -0.1218707 0.3806583
Moved 630.0852 287.9824 526.2807 -0.1667074 0.3556601
Moved 630.116 271.0876 520.4175 -0.2058158 0.3405801
Moved 630.1467 262.0919 517.6973 -0.2266392 0.3335834
Moved 630.1775 258.2422 516 -0.2355506 0.329218
Ended 630.2082 258 516 -0.2361111 0.329218
Candidates 630.3004 13 there the they threw where here he tiger triggered her true tree jet
Began 630.5772 180 462 -0.4166667 0.1903292
Stationary 630.6078 180 462 -0.4166667 0.1903292
Moved 630.6386 207.82 431.5844 -0.3522685 0.1120997
Moved 630.6694 257.3509 392.1544 -0.2376136 0.010685
Moved 630.7001 308.8607 351.4493 -0.1183779 -0.09400897
Moved 630.7309 333.4739 328.5261 -0.06140307 -0.1529679
Moved 630.7616 352.8814 304.7897 -0.01647815 -0.2140184
Moved 630.7924 364.466 288.5566 0.01033793 -0.25577
Moved 630.8231 369.8772 282.2455 0.02286394 -0.2720022
Moved 630.8538 372.5992 279 0.02916495 -0.2803498
Moved 630.8845 373 287.0734 0.0300926 -0.2595848
Moved 630.9153 361.6012 350.3885 0.003706515 -0.0967375
Moved 630.9461 358 439.507 -0.004629641 0.1324769
Moved 630.9768 358 482.2666 -0.004629641 0.2424552
Moved 631.0076 370.5887 511.0746 0.02451092 0.3165499
Moved 631.0383 376.662 528.1033 0.03856947 0.360348
Moved 631.0691 379.0078 535.0078 0.04399955 0.3781064
Moved 631.0999 382.4641 540.4642 0.05200028 0.3921403
Ended 631.1306 384 542 0.0555556 0.3960905
Accept 631.192 0 there
Candidates 631.192 13 any want anti angry entry sandy andy went rent debt randy sent danny
Began 631.5917 465 593 0.2430555 0.5272633
Moved 631.6225 465 576.2969 0.2430555 0.4843027
Moved 631.6532 413.7937 485.9324 0.1245225 0.2518836
Moved 631.684 360.5965 378.0922 0.001380841 -0.02548304
Moved 631.7147 346.5036 349.0072 -0.03124167 -0.1002903
Moved 631.7455 338.0944 327.5535 -0.05070751 -0.1554694
Moved 631.7762 333.2807 314.5614 -0.06185025 -0.1888853
Moved 631.8069 333 308.8376 -0.06249999 -0.203607
Moved 631.8377 331.9005 307.9005 -0.06504516 -0.2060173
Moved 631.8685 329.7886 308 -0.06993377 -0.2057614
Moved 631.8992 310.3995 340.1344 -0.114816 -0.1231112
Moved 631.9299 281.5 382.5 -0.181713 -0.01414617
Moved 631.9607 267.8563 408.2874 -0.2132956 0.05217956
Moved 631.9914 263.2427 423.7864 -0.2239751 0.09204311
Moved 632.0222 263 441.7791 -0.2245371 0.1383207
Moved 632.0529 306.7383 472.1837 -0.1232909 0.2165217
Moved 632.0837 368.2651 508.3237 0.0191323 0.3094746
Moved 632.1144 398.1972 522.2789 0.08841942 0.3453674
Moved 632.1452 413.1264 528.0316 0.1229779 0.3601635
Moved 632.1759 417.6607 528 0.1334738 0.3600822
Moved 632.2066 418 496.0056 0.1342593 0.277792
Moved 632.2374 356.6499 382.4261 -0.007754763 -0.01433628
Moved 632.2681 328.8257 325.055 -0.07216284 -0.1618956
Moved 632.2989 315.1748 294.4196 -0.1037619 -0.2406904
Moved 632.3296 304.258 274.2015 -0.1290325 -0.2926917
Moved 632.3604 291.9713 262.7828 -0.1574739 -0.3220608
Moved 632.3911 270.7193 259 -0.2066684 -0.3317901
Moved 632.4219 232.5 278.5 -0.2951389 -0.2816359
Moved 632.4526 211.139 312.4562 -0.3445857 -0.1942998
Moved 632.4833 208 357.6155 -0.3518518 -0.07814956
Moved 632.5141 226.5 405 -0.3090278 0.04372424
Moved 632.5448 263.361 448.5123 -0.2237013 0.1556385
Moved 632.5756 312.3931 481.6965 -0.1102012 0.240989
Moved 632.6064 373 507 0.0300926 0.3060699
Moved 632.6371 408.2288 513.8972 0.1116407 0.3238095
Moved 632.6678 442.514 517 0.1910047 0.33179
Moved 632.6986 464.5032 517 0.2419057 0.33179
Moved 632.7294 480.3079 503.6921 0.2784906 0.2975619
Moved 632.7601 488.0562 490.5356 0.2964263 0.2637231
Moved 632.7908 478.5013 408.0053 0.2743086 0.05145387
Moved 632.8215 453.835 317.9822 0.2172107 -0.180087
Moved 632.8523 436.8533 271.9296 0.1779012 -0.2985351
Moved 632.8831 422.3153 232.7656 0.1442483 -0.3992654
Moved 632.9138 412.6809 207.0428 0.1219466 -0.4654248
Moved 632.9445 408.2318 195.4635 0.1116476 -0.4952071
Moved 632.9753 406.8882 193 0.1085376 -0.5015433
Ended 633.006 406.8882 193 0.1085376 -0.5015433
Accept 633.0676 0 any
Candidates 633.0676 13 indication information induction instruction observation obstruction medication reduction justification publication prediction preservation oxidation
Began 633.498 474 501 0.2638889 0.2906378
Stationary 633.5287 474 501 0.2638889 0.2906378
Moved 633.5595 465.2696 494.2097 0.2436797 0.2731731
Moved 633.5902 448.1935 483.2535 0.2041517 0.2449934
Moved 633.621 427.2207 470.5041 0.1556036 0.2122017
Moved 633.6517 407.4775 458.8443 0.1099017 0.1822126
Moved 633.6824 383.0134 444.5084 0.05327165 0.1453404
Moved 633.7132 364.6125 433.009 0.01067708 0.1157637
Moved 633.744 350.4664 424.0998 -0.02206857 0.09284922
Moved 633.7747 339.5658 417.2829 -0.04730135 0.07531605
Moved 633.8055 331.7921 410.7921 -0.06529605 0.05862161
Moved 633.8362 323 405 -0.08564815 0.04372424
Moved 633.8669 313.4591 394.4591 -0.1077336 0.01661285
Moved 633.8976 298.5329 382.4263 -0.1422849 -0.01433557
Moved 633.9284 286.143 372.381 -0.1709652 -0.04017245
Moved 633.9592 283.0031 371 -0.1782337 -0.04372435
Ended 633.9899 282.5 371 -0.1793981 -0.04372435
Accept 634.0821 0 indication
Candidates 634.0821 13 of if is id odd odds off us his ps kids igf pd
Began 634.1744 357 531 -0.006944438 0.3677982
Stationary 634.2052 357 531 -0.006944438 0.3677982
Moved 634.2359 366.3473 511.3174 0.01469284 0.3171742
Moved 634.2666 383.3625 478.1541 0.05407999 0.2318776
Moved 634.2974 393.4407 448.3177 0.07740905 0.1551382
Moved 634.3281 398.1959 407.0611 0.08841653 0.04902537
Moved 634.3589 398 373.8289 0.08796295 -0.03644849
Moved 634.3896 398 361.0921 0.08796295 -0.06920756
Moved 634.4203 399.0224 359 0.09032954 -0.07458848
Moved 634.4511 426.5741 398.7294 0.1541066 0.02759604
Moved 634.4819 462.9431 470.8863 0.2382943 0.2131848
Moved 634.5126 478.8658 504.3853 0.2751523 0.2993447
Moved 634.5433 483.5935 517.3741 0.2860961 0.3327524
Moved 634.574 485 524.602 0.2893518 0.3513424
Moved 634.6049 477.98 527 0.2731019 0.3575102
Moved 634.6356 404 495.5 0.1018518 0.2764916
Moved 634.6663 280.9286 407.6072 -0.1830356 0.05042998
Moved 634.6971 251.1448 379.0018 -0.2519796 -0.02314344
Moved 634.7278 223.817 356.3929 -0.3152384 -0.08129402
Moved 634.7586 208.1475 343.1475 -0.3515103 -0.1153614
Ended 634.7894 201 337 -0.3680556 -0.1311728
Accept 634.8815 0 of
Candidates 634.8815 13 this his third god good food goods thus whoa foods gotta toss thoughts
Began 635.1583 248 426 -0.2592593 0.09773654
Stationary 635.189 248 426 -0.2592593 0.09773654
Moved 635.2198 276.7045 426 -0.1928136 0.09773654
Moved 635.2505 359.8631 441.1726 -0.000316898 0.1367607
Moved 635.2813 424 456.5 0.1481481 0.1761831
Moved 635.312 466.6148 461.9595 0.2467936 0.1902249
Moved 635.3428 507.2992 465.3732 0.3409702 0.1990051
Moved 635.3735 543.8133 467.4011 0.4254937 0.2042209
Moved 635.4043 565.4909 468 0.4756734 0.2057612
Moved 635.435 586.4012 469.4859 0.5240768 0.209583
Moved 635.4657 602.2521 470 0.5607687 0.2109053
Moved 635.4964 612.7106 470.9276 0.5849782 0.2132911
Moved 635.5272 622.122 472.2805 0.6067639 0.2167707
Moved 635.5579 631.2366 474.0789 0.6278624 0.2213962
Moved 635.5887 638.4115 475.8038 0.644471 0.2258328
Moved 635.6194 643.0493 477 0.6552067 0.2289094
Moved 635.6501 645.9249 477 0.6618631 0.2289094
Moved 635.6808 648.6205 478 0.6681031 0.2314814
Ended 635.7117 653 478 0.6782408 0.2314814
Accept 635.7732 0 this
PhraseEnd 635.7732
