win first prize in the contest
Moved 1723.103 421 225.1659 0.1412037 -0.418812
Moved 1723.133 420 222.21 0.1388889 -0.4264148
Moved 1723.164 419 219.7273 0.1365741 -0.4328002
Moved 1723.195 419 219 0.1365741 -0.4346708
Ended 1723.225 419 219 0.1365741 -0.4346708
Candidates 1723.287 13 win won erin from aaron ron trim run room twin rob sun region
Began 1723.625 320 432 -0.09259259 0.1131687
Stationary 1723.656 320 432 -0.09259259 0.1131687
Moved 1723.686 342.194 436.4716 -0.04121765 0.1246696
Moved 1723.717 362.5 446.5 0.005787015 0.1504629
Moved 1723.748 381.3123 454.1339 0.04933416 0.1700972
Moved 1723.779 394.6658 461.8329 0.08024494 0.1898993
Moved 1723.809 402.571 466.571 0.09854396 0.2020857
Moved 1723.84 408.3975 469.1987 0.1120312 0.2088444
Moved 1723.871 414.1505 473.1505 0.1253483 0.2190082
Moved 1723.902 418.028 475 0.134324 0.2237653
Moved 1723.932 420.9008 477 0.1409742 0.2289094
Moved 1723.963 423.4506 478 0.1468764 0.2314814
Moved 1723.994 426.3165 480.3165 0.1535104 0.2374396
Moved 1724.025 427.0643 480 0.1552414 0.2366254
Moved 1724.055 428.3729 481.3729 0.1582706 0.2401565
Stationary 1724.086 428.3729 481.3729 0.1582706 0.2401565
Ended 1724.117 429 481 0.1597223 0.2391974
Accept 1724.209 0 win
Began 1724.762 231 340 -0.2986111 -0.1234569
Stationary 1724.793 231 340 -0.2986111 -0.1234569
Stationary 1724.824 231 340 -0.2986111 -0.1234569
Stationary 1724.854 231 340 -0.2986111 -0.1234569
Moved 1724.885 241.5 356.5 -0.2743055 -0.0810186
Moved 1724.916 252.9894 365.9894 -0.2477098 -0.05661167
Moved 1724.947 271.886 380.3472 -0.2039675 -0.01968321
Moved 1724.977 289.9406 395.2432 -0.1621747 0.01862962
Moved 1725.008 308.984 410.32 -0.1180926 0.05740739
Moved 1725.039 325.3155 421.6972 -0.0802882 0.08666968
Moved 1725.069 343.4665 436.0554 -0.03827194 0.1235993
Moved 1725.1 366.0895 453.2715 0.014096 0.1678794
Moved 1725.131 385.4846 466.9176 0.05899211 0.2029773
Moved 1725.162 403.9278 480.2731 0.1016846 0.2373279
Moved 1725.192 421 493.5 0.1412037 0.2713476
Moved 1725.223 438.4052 506.2701 0.1814937 0.3041927
Moved 1725.254 453.7408 515.8445 0.2169926 0.3288181
Moved 1725.285 467.2238 524.4178 0.2482033 0.3508689
Moved 1725.315 480.4427 531.9618 0.2788024 0.370272
Moved 1725.346 496.7922 543.5941 0.3166486 0.4001906
Moved 1725.377 506.1998 550.1332 0.3384255 0.4170091
Moved 1725.408 508 552.9388 0.3425926 0.4242253
Moved 1725.438 508 554.4963 0.3425926 0.4282312
Moved 1725.469 490.3372 558.7608 0.3017065 0.4391995
Moved 1725.5 460.482 560 0.2325972 0.4423867
Moved 1725.531 429.7594 560 0.1614801 0.4423867
Moved 1725.561 396.1252 550.6945 0.08362304 0.4184527
Moved 1725.592 374.8463 546.9616 0.03436655 0.4088518
Moved 1725.623 355.6431 543.6072 -0.0100855 0.4002241
Moved 1725.653 339.5201 540.104 -0.0474072 0.3912139
Moved 1725.684 323.1624 536.465 -0.0852721 0.3818542
Moved 1725.715 309.8206 533.3641 -0.116156 0.3738788
Moved 1725.746 298 530.5 -0.1435185 0.3665122
Moved 1725.776 290.8481 529 -0.1600739 0.3626543
Moved 1725.807 284.1545 527.0772 -0.1755683 0.3577088
Moved 1725.838 278.4131 525.2065 -0.1888586 0.3528974
Moved 1725.869 275.7676 523.7676 -0.1949823 0.3491965
Moved 1725.899 270.627 518.627 -0.2068821 0.3359746
Moved 1725.93 264.8894 507.7788 -0.2201634 0.308073
Moved 1725.961 260.1512 498.3024 -0.2311315 0.2836995
Moved 1725.992 255.0025 485.0076 -0.2430497 0.2495049
Moved 1726.022 251.6378 471.1888 -0.2508385 0.213963
Moved 1726.053 248.7643 456.8217 -0.25749 0.1770104
Moved 1726.084 245.1731 445.6924 -0.265803 0.1483856
Moved 1726.115 242.3538 431.1229 -0.2723292 0.1109126
Moved 1726.145 240 411.8963 -0.2777777 0.0614616
Moved 1726.176 239 397.0741 -0.2800926 0.02333861
Moved 1726.207 239 381.7342 -0.2800926 -0.01611576
Moved 1726.237 239 367.7079 -0.2800926 -0.05219165
Moved 1726.268 239 357.73 -0.2800926 -0.07785498
Moved 1726.299 239 349.5 -0.2800926 -0.09902263
Moved 1726.33 247.0595 348 -0.2614363 -0.1028807
Moved 1726.36 257.6911 347 -0.2368261 -0.1054527
Moved 1726.391 277.5363 365.7454 -0.1908883 -0.05723937
Moved 1726.422 296.8422 389.0724 -0.1461987 0.002758316
Moved 1726.453 317.1046 423.0251 -0.09929487 0.09008513
Moved 1726.483 331.28 450.4667 -0.06648148 0.1606653
Moved 1726.514 342.6974 475.3947 -0.04005243 0.2247805
Moved 1726.545 351.9728 494.4525 -0.0185814 0.2737974
Moved 1726.576 357.7149 507.7873 -0.005289515 0.3080948
Moved 1726.606 363.4493 516.6739 0.00798444 0.3309513
Moved 1726.637 366.8243 523.4729 0.01579702 0.3484384
Moved 1726.668 369 528.6402 0.02083332 0.3617288
Moved 1726.698 370 531.5 0.02314816 0.3690843
Moved 1726.729 371 534.3759 0.025463 0.376481
Moved 1726.76 372 536 0.02777775 0.3806583
Moved 1726.791 372 536.7654 0.02777775 0.3826269
Ended 1726.821 373.1863 537 0.03052383 0.3832304
Candidates 1726.883 13 first direct forest storage aspect source saturday appear guest respect assist correct footage
Began 1727.313 326 434 -0.07870371 0.1183127
Stationary 1727.344 326 434 -0.07870371 0.1183127
Moved 1727.375 350.5403 434 -0.02189741 0.1183127
Moved 1727.405 376.7921 434 0.03887057 0.1183127
Moved 1727.436 392.1855 434 0.07450332 0.1183127
Moved 1727.467 402.5 434 0.09837966 0.1183127
Moved 1727.498 409.7787 434 0.1152285 0.1183127
Moved 1727.528 413.8456 434 0.1246426 0.1183127
Moved 1727.559 416.7811 434 0.1314377 0.1183127
Moved 1727.59 419.6441 434 0.138065 0.1183127
Moved 1727.62 421.5132 434 0.1423917 0.1183127
Moved 1727.651 423.5 434 0.1469907 0.1183127
Moved 1727.682 424.2569 434 0.1487428 0.1183127
Moved 1727.713 425.132 434 0.1507685 0.1183127
Moved 1727.744 426.0847 434 0.1529739 0.1183127
Ended 1727.774 427 434 0.1550926 0.1183127
Accept 1727.836 0 first
Began 1728.297 557 578 0.4560185 0.488683
Stationary 1728.327 557 578 0.4560185 0.488683
Stationary 1728.358 557 578 0.4560185 0.488683
Stationary 1728.389 557 578 0.4560185 0.488683
Moved 1728.42 530.6716 564.8358 0.3950731 0.4548244
Moved 1728.45 517.6372 558.4093 0.3649009 0.4382955
Moved 1728.481 503.6864 554.0746 0.3326075 0.4271464
Moved 1728.512 491.9927 549.9971 0.3055387 0.4166591
Moved 1728.543 480.4979 546.1245 0.2789304 0.4066987
Moved 1728.573 469.7913 542.2638 0.2541465 0.3967689
Moved 1728.604 460 538.5 0.2314815 0.3870883
Moved 1728.635 446.3051 532.722 0.1997804 0.3722274
Moved 1728.665 431.9554 525.9777 0.1665634 0.3548807
Moved 1728.696 418.4766 521.1191 0.1353625 0.3423846
Moved 1728.727 406.2699 517.308 0.1071063 0.3325821
Moved 1728.758 386.7924 513.6846 0.06201943 0.3232628
Moved 1728.788 373.2171 512 0.03059516 0.31893
Moved 1728.819 359.6632 511 -0.0007795294 0.3163579
Moved 1728.85 348.5686 511 -0.02646163 0.3163579
Moved 1728.881 336.1042 511 -0.05531425 0.3163579
Moved 1728.911 322.6335 511 -0.08649662 0.3163579
Moved 1728.942 313.459 511 -0.1077339 0.3163579
Moved 1728.973 306.5746 511 -0.12367 0.3163579
Moved 1729.003 300.8359 518 -0.1369538 0.3343621
Moved 1729.034 296.0973 519 -0.1479229 0.3369341
Moved 1729.065 291.9969 520 -0.1574147 0.3395061
Moved 1729.096 287.1299 521 -0.1686809 0.3420781
Moved 1729.127 281.526 522 -0.1816529 0.3446501
Moved 1729.157 276 522 -0.1944444 0.3446501
Moved 1729.188 270.8793 523 -0.206298 0.3472221
Moved 1729.219 266.0002 523 -0.2175922 0.3472221
Moved 1729.249 263.1284 524 -0.2242397 0.3497942
Moved 1729.28 260.6649 524 -0.2299425 0.3497942
Moved 1729.311 258.6913 525 -0.2345108 0.3523662
Moved 1729.342 259 526 -0.2337963 0.3549381
Moved 1729.372 259 527.05 -0.2337963 0.3576389
Moved 1729.403 287.0124 529.5844 -0.1689529 0.3641572
Moved 1729.434 323.047 530 -0.08553942 0.3652262
Moved 1729.465 351.3408 530 -0.02004444 0.3652262
Moved 1729.495 374.9301 530 0.03456056 0.3652262
Moved 1729.526 405.0624 530 0.1043111 0.3652262
Moved 1729.557 428.0345 522 0.1574872 0.3446501
Moved 1729.588 451.091 522 0.2108588 0.3446501
Moved 1729.618 464.9516 520.0193 0.2429436 0.3395559
Moved 1729.649 472.7223 517.2777 0.2609313 0.3325043
Moved 1729.68 477.464 514.268 0.2719074 0.3247633
Moved 1729.71 479 511.5 0.275463 0.317644
Moved 1729.741 480 503.4854 0.2777778 0.2970301
Moved 1729.772 460.0823 482.0823 0.231672 0.2419812
Moved 1729.803 435.496 455.496 0.1747593 0.1736008
Moved 1729.833 414.7146 439.3676 0.1266541 0.1321182
Moved 1729.864 382.966 419.1796 0.05316208 0.08019439
Moved 1729.895 357.2487 405.1243 -0.006368855 0.04404398
Moved 1729.926 330.6931 388.7953 -0.06784017 0.002045651
Moved 1729.956 304.7926 372.5284 -0.1277948 -0.0397931
Moved 1729.987 279.6035 352.4828 -0.186103 -0.09135085
Moved 1730.018 262.1084 337.4236 -0.2266009 -0.1300833
Moved 1730.049 246.6515 323.6515 -0.2623808 -0.1655054
Moved 1730.079 232.2357 307.5446 -0.2957507 -0.2069326
Moved 1730.11 219.754 295.754 -0.3246434 -0.2372583
Moved 1730.141 210.7112 285.2816 -0.345576 -0.2641935
Moved 1730.172 202.0698 277.0698 -0.3655792 -0.2853144
Moved 1730.202 195.2898 269.2898 -0.3812737 -0.3053247
Moved 1730.233 189.5659 261.8489 -0.3945233 -0.3244628
Moved 1730.264 185.5 256 -0.4039352 -0.3395062
Moved 1730.294 181.8964 249.7928 -0.4122768 -0.355471
Moved 1730.325 178.0243 244.0243 -0.4212399 -0.370308
Moved 1730.356 176.1604 241.1604 -0.4255546 -0.3776739
Moved 1730.387 174.6927 240 -0.4289522 -0.3806585
Moved 1730.417 173.7327 240 -0.4311742 -0.3806585
Moved 1730.448 173 290.5206 -0.4328704 -0.2507188
Moved 1730.479 182.0123 333.0736 -0.4120087 -0.1412716
Moved 1730.51 188.0899 365.4493 -0.3979401 -0.0580009
Moved 1730.54 193.8251 393.7132 -0.384664 0.01469435
Moved 1730.571 200.5653 416.9787 -0.3690617 0.07453357
Moved 1730.602 208.5333 441.4445 -0.3506173 0.13746
Moved 1730.633 216.9708 461.9417 -0.3310861 0.190179
Moved 1730.663 223.0649 476.6624 -0.3169793 0.228041
Moved 1730.694 227.7819 488.5638 -0.3060604 0.2586518
Moved 1730.725 230.9381 495.8762 -0.2987545 0.2774592
Moved 1730.755 233.8094 502.6187 -0.292108 0.2948011
Moved 1730.786 235 507.3538 -0.2893518 0.3069797
Moved 1730.817 237.5 510.5 -0.2835648 0.3150719
Moved 1730.848 238.0642 513.0642 -0.2822587 0.3216671
Moved 1730.878 239.3734 514.3734 -0.2792282 0.3250344
Moved 1730.909 239 515.181 -0.2800926 0.3271115
Moved 1730.94 239 516.0861 -0.2800926 0.3294395
Moved 1730.971 240 517.2458 -0.2777777 0.3324224
Stationary 1731.001 240 517 -0.2777777 0.33179
Ended 1731.032 240 517 -0.2777777 0.33179
Candidates 1731.124 13 prize price prices private prepare purposes process prince proceeds processes prove pfizer lyrics
Began 1731.462 239 413 -0.2800926 0.06430033
Moved 1731.493 248.1594 413 -0.2588903 0.06430033
Moved 1731.524 274.7058 413 -0.1974403 0.06430033
Moved 1731.555 311.1542 413 -0.1130689 0.06430033
Moved 1731.585 338.6733 413 -0.04936725 0.06430033
Moved 1731.616 356.6878 405.0371 -0.007667194 0.04381968
Moved 1731.647 368.0145 405 0.01855214 0.04372424
Moved 1731.677 377.3173 403 0.04008641 0.03858017
Moved 1731.708 383.842 402 0.05518973 0.03600815
Moved 1731.739 387.2904 401 0.06317228 0.03343609
Moved 1731.77 390.1661 400 0.06982892 0.03086416
Moved 1731.8 392.116 400 0.07434268 0.03086416
Stationary 1731.831 392.116 400 0.07434268 0.03086416
Moved 1731.862 392 398.8947 0.07407407 0.02802134
Ended 1731.893 392 399 0.07407407 0.02829214
Accept 1731.954 0 prize
Began 1732.477 395 570 0.08101851 0.4681069
Stationary 1732.507 395 570 0.08101851 0.4681069
Stationary 1732.538 395 570 0.08101851 0.4681069
Moved 1732.569 395 548.7913 0.08101851 0.4135578
Moved 1732.6 395 516.9468 0.08101851 0.3316532
Moved 1732.63 388.7731 482.6597 0.06660441 0.2434662
Moved 1732.661 382.7029 450.2172 0.05255291 0.1600236
Moved 1732.692 378.8428 423.5853 0.04361758 0.09152589
Moved 1732.722 374.9715 398.7436 0.03465623 0.02763261
Moved 1732.753 372.1025 367.1279 0.02801518 -0.05368338
Moved 1732.784 372 344.5 0.02777775 -0.1118828
Moved 1732.815 372 318.2706 0.02777775 -0.1793452
Moved 1732.845 372 293.3354 0.02777775 -0.2434788
Moved 1732.876 381.0925 272.6762 0.04882524 -0.2966147
Moved 1732.907 387.7054 254.0206 0.06413301 -0.3445972
Moved 1732.938 395.3165 237.8058 0.08175115 -0.3863021
Moved 1732.968 400.6302 225.7396 0.09405136 -0.4173364
Moved 1732.999 406.3456 214.3088 0.1072815 -0.4467365
Moved 1733.03 408.7429 208.5143 0.1128307 -0.4616402
Moved 1733.061 410.6112 203.3888 0.1171555 -0.4748231
Moved 1733.091 412.4782 201.5217 0.1214775 -0.4796252
Moved 1733.122 414.0072 199.9928 0.1250168 -0.4835577
Moved 1733.153 415.446 200 0.1283472 -0.4835392
Ended 1733.183 415.446 200 0.1283472 -0.4835392
Candidates 1733.245 13 uv tn in tv ibm iv un tm run turn en rb teen
Began 1733.783 333 400 -0.06249999 0.03086416
Stationary 1733.813 333 400 -0.06249999 0.03086416
Stationary 1733.844 333 400 -0.06249999 0.03086416
Stationary 1733.875 333 400 -0.06249999 0.03086416
Moved 1733.906 333 418.3914 -0.06249999 0.07816715
Moved 1733.937 320.081 441.6271 -0.09240504 0.1379297
Moved 1733.967 310.3336 460.1661 -0.1149684 0.1856123
Moved 1733.998 301.6451 477.2797 -0.1350808 0.2296287
Moved 1734.029 295.4227 493.4637 -0.1494844 0.2712542
Moved 1734.059 290.1024 506.7952 -0.1618 0.3055432
Moved 1734.09 289 519.5693 -0.1643519 0.3383984
Moved 1734.121 287.1556 527.3774 -0.1686212 0.358481
Moved 1734.152 285.2792 534.4417 -0.1729649 0.3766502
Moved 1734.182 282.9769 541.0231 -0.1782943 0.3935779
Moved 1734.213 283 544.5905 -0.1782407 0.4027531
Moved 1734.244 281.975 545 -0.1806134 0.4038065
Moved 1734.275 282 546.4679 -0.1805555 0.407582
Moved 1734.305 281 547.7719 -0.1828704 0.4109357
Ended 1734.336 281 548 -0.1828704 0.4115225
Accept 1734.397 2 in
Began 1734.766 300 498 -0.1388889 0.2829217
Stationary 1734.797 300 498 -0.1388889 0.2829217
Stationary 1734.828 300 498 -0.1388889 0.2829217
Stationary 1734.859 300 498 -0.1388889 0.2829217
Moved 1734.889 317.8341 478.9573 -0.09760618 0.2339437
Moved 1734.92 331.3781 461.4706 -0.06625429 0.1889675
Moved 1734.951 345.7582 444.2901 -0.03296703 0.1447789
Moved 1734.981 358.5 430 -0.003472219 0.1080246
Moved 1735.012 372.5167 407.7249 0.02897392 0.05073272
Moved 1735.043 382.98 390.53 0.05319446 0.006507041
Moved 1735.074 393.4253 373.362 0.07737339 -0.03764926
Moved 1735.104 401.2709 359.4583 0.09553443 -0.07340992
Moved 1735.135 406.9662 349.0676 0.1087181 -0.1001348
Moved 1735.166 414.078 342.922 0.1251807 -0.1159415
Moved 1735.197 420.4596 337.5404 0.1399528 -0.129783
Moved 1735.227 423.7998 335.2002 0.1476847 -0.135802
Moved 1735.258 426.6724 332.3276 0.1543342 -0.1431902
Moved 1735.289 428.2695 330.7305 0.1580313 -0.1472982
Stationary 1735.319 428 331 0.1574074 -0.146605
Moved 1735.35 409.5971 357.2944 0.1148081 -0.07897537
Moved 1735.381 382.8734 392.9393 0.0529476 0.01270384
Moved 1735.412 356.8057 420.1943 -0.007394155 0.08280416
Moved 1735.443 334.0228 443.9772 -0.06013239 0.1439743
Moved 1735.473 314.6388 463.4214 -0.1050029 0.1939851
Moved 1735.504 299.3239 479.676 -0.1404538 0.2357922
Moved 1735.535 288.1815 492.4247 -0.1662467 0.2685821
Moved 1735.565 277.967 505.3773 -0.1898911 0.3018962
Moved 1735.596 271.562 513.438 -0.2047176 0.3226285
Moved 1735.627 268.9138 518.0861 -0.2108476 0.3345836
Moved 1735.658 266.3965 520.6035 -0.2166748 0.3410584
Moved 1735.688 264.7618 522.2382 -0.2204587 0.3452626
Moved 1735.719 263.6551 523 -0.2230207 0.3472221
Moved 1735.75 264 524 -0.2222222 0.3497942
Moved 1735.781 263 525 -0.2245371 0.3523662
Ended 1735.811 263 525 -0.2245371 0.3523662
Candidates 1735.903 13 the there threw emmett else where emerge remedy she tune entry summer time
Began 1736.149 269 484 -0.2106481 0.2469135
Stationary 1736.18 269 484 -0.2106481 0.2469135
Moved 1736.211 291.6648 484 -0.1581833 0.2469135
Moved 1736.242 320 484 -0.09259259 0.2469135
Moved 1736.272 351.1888 473.6457 -0.02039626 0.2202821
Moved 1736.303 371.8398 469.54 0.02740701 0.2097222
Moved 1736.334 387.4786 465.9043 0.06360799 0.2003711
Moved 1736.365 396.7967 463 0.08517743 0.1929011
Moved 1736.395 403.4692 461.5308 0.1006231 0.1891225
Moved 1736.426 407.3413 459.6588 0.1095863 0.1843074
Moved 1736.457 411.2083 460 0.1185376 0.1851851
Moved 1736.487 413.7558 459 0.1244347 0.1826131
Stationary 1736.518 414 459 0.125 0.1826131
Ended 1736.549 415 459 0.1273148 0.1826131
Accept 1736.641 0 the
Began 1737.133 243 253 -0.2708333 -0.3472223
Stationary 1737.164 243 253 -0.2708333 -0.3472223
Stationary 1737.194 243 253 -0.2708333 -0.3472223
Moved 1737.225 243 260.7606 -0.2708333 -0.3272618
Moved 1737.256 252.8003 282.7114 -0.2481475 -0.2708042
Moved 1737.286 257.9061 295.8591 -0.2363285 -0.2369881
Moved 1737.317 262.6531 309.3062 -0.22534 -0.2024017
Moved 1737.348 268 323.5 -0.212963 -0.1658951
Moved 1737.379 273.4601 337.1503 -0.2003238 -0.1307863
Moved 1737.41 281.1945 350.389 -0.1824201 -0.09673609
Moved 1737.44 293.8439 370.7502 -0.1531392 -0.04436673
Moved 1737.471 305.7458 387.4442 -0.1255884 -0.001429726
Moved 1737.502 329.7372 410.395 -0.07005289 0.05760024
Moved 1737.532 351.7287 431.7287 -0.01914655 0.1124709
Moved 1737.563 372.557 451.5571 0.0290672 0.1634698
Moved 1737.594 406.47 479.47 0.1075695 0.2352623
Moved 1737.625 415.5084 487.5084 0.1284917 0.2559372
Moved 1737.655 432.2494 503.2494 0.1672441 0.2964233
Moved 1737.686 445.6329 515.7064 0.1982244 0.3284628
Moved 1737.717 459.8103 527.2862 0.2310424 0.3582463
Moved 1737.748 467.2664 533.2664 0.2483019 0.3736275
Moved 1737.778 473.4994 536 0.26273 0.3806583
Moved 1737.809 479.2501 537 0.2760419 0.3832304
Moved 1737.84 490.743 537 0.3026457 0.3832304
Moved 1737.87 502.4279 537 0.3296943 0.3832304
Moved 1737.901 510.5 520.5 0.3483796 0.3407921
Moved 1737.932 512 488.4954 0.3518519 0.2584758
Moved 1737.963 491.4315 437.6193 0.3042396 0.1276216
Moved 1737.993 472.2778 392.5555 0.2599023 0.01171689
Moved 1738.024 460.6683 367.3365 0.2330284 -0.05314682
Moved 1738.055 447.6914 334.7285 0.2029893 -0.1370153
Moved 1738.086 439.6059 311.6208 0.184273 -0.1964486
Moved 1738.116 434.9283 295.6417 0.1734452 -0.2375472
Moved 1738.147 431.3864 283.9318 0.1652462 -0.2676651
Moved 1738.178 430 274.0756 0.162037 -0.2930155
Moved 1738.209 429 268.2964 0.1597223 -0.3078797
Moved 1738.239 428 264.5 0.1574074 -0.3176441
Moved 1738.27 426.8699 263.8699 0.1547915 -0.3192646
Moved 1738.301 417.675 271.4144 0.1335068 -0.2998601
Moved 1738.332 395.667 301.7773 0.08256247 -0.2217661
Moved 1738.362 377.5997 337.8007 0.04073998 -0.1291135
Moved 1738.393 368.1416 370.2211 0.01884639 -0.04572778
Moved 1738.424 365.2025 398.1777 0.01204282 0.02617722
Moved 1738.454 361.5 422.5 0.003472269 0.08873452
Moved 1738.485 357.609 445.7596 -0.005534788 0.1485587
Moved 1738.516 351.7816 465.5095 -0.01902396 0.1993557
Moved 1738.547 348.0549 481.7255 -0.0276507 0.2410634
Moved 1738.577 342.1284 500.4862 -0.04136935 0.2893163
Moved 1738.608 340.6901 506.2397 -0.04469886 0.3041144
Moved 1738.639 337.8212 516.7154 -0.05133992 0.331058
Moved 1738.67 338 523.0982 -0.05092591 0.3474748
Moved 1738.7 337 528.1976 -0.05324075 0.3605903
Moved 1738.731 336 532.4603 -0.05555556 0.3715542
Moved 1738.762 333.665 534.335 -0.06096055 0.3763758
Moved 1738.793 330.1051 535 -0.06920124 0.3780863
Moved 1738.823 322.822 537.726 -0.08606026 0.3850977
Moved 1738.854 314.2141 539 -0.105986 0.3883744
Moved 1738.885 304.1527 539 -0.1292761 0.3883744
Moved 1738.916 289.7562 540 -0.1626013 0.3909464
Moved 1738.946 275.4662 540 -0.1956801 0.3909464
Moved 1738.977 262.6797 540 -0.2252785 0.3909464
Moved 1739.008 253.5 529.5 -0.2465278 0.3639403
Moved 1739.038 245.6479 528.8239 -0.264704 0.3622014
Moved 1739.069 232.513 520.513 -0.2951088 0.3408255
Moved 1739.1 227.2448 514.3264 -0.3073038 0.3249134
Moved 1739.131 218.7906 503.4883 -0.3268735 0.2970377
Moved 1739.161 206.8121 482.9212 -0.3546016 0.2441388
Moved 1739.192 198.534 461.9126 -0.3737639 0.1901044
Moved 1739.223 189.9011 441.8022 -0.3937475 0.13838
Moved 1739.254 184.862 419.879 -0.405412 0.08199334
Moved 1739.284 180.5677 401.4065 -0.4153524 0.03448164
Moved 1739.315 178.6906 386.1432 -0.4196978 -0.004775632
Moved 1739.346 177.1336 374.5342 -0.423302 -0.03463423
Moved 1739.376 177 365.9246 -0.4236111 -0.05677839
Moved 1739.407 177 359.8758 -0.4236111 -0.072336
Moved 1739.438 177 353.1372 -0.4236111 -0.08966775
Moved 1739.469 185.9959 351.0041 -0.4027872 -0.09515409
Moved 1739.499 191.7399 347.1301 -0.389491 -0.1051182
Moved 1739.53 202.3524 346 -0.364925 -0.1080248
Moved 1739.561 206.5 346 -0.3553241 -0.1080248
Moved 1739.592 218.7103 346 -0.3270596 -0.1080248
Moved 1739.622 237.1122 375.1763 -0.2844626 -0.03298292
Moved 1739.653 253.2866 400.9299 -0.2470217 0.03325599
Moved 1739.684 265.4237 421.278 -0.2189265 0.08559141
Moved 1739.715 281.3008 450.3413 -0.1821742 0.1603428
Moved 1739.745 292.5426 468.8139 -0.1561514 0.2078546
Moved 1739.776 305.9838 486.9806 -0.1250374 0.2545797
Moved 1739.807 318.7273 502.2728 -0.09553865 0.2939114
Moved 1739.838 331.6425 516.6426 -0.06564225 0.3308707
Moved 1739.868 345.4391 530.1512 -0.03370588 0.3656152
Moved 1739.899 353.559 540.559 -0.01490975 0.3923841
Moved 1739.93 362.0124 550.0123 0.004658202 0.4166983
Moved 1739.96 368.089 557.0891 0.0187246 0.4348997
Moved 1739.991 371.4123 560.4124 0.02641737 0.4434474
Ended 1740.022 373 561 0.0300926 0.4449587
Candidates 1740.114 13 contrary context someday contest contrast contract finest contact software somewhere chinese strongest comedy
Began 1740.76 285 430 -0.1736111 0.1080246
Stationary 1740.79 285 430 -0.1736111 0.1080246
Moved 1740.821 304.9043 439.4468 -0.1275364 0.132322
Moved 1740.852 319.9488 447.3693 -0.09271115 0.1526987
Moved 1740.883 330.7589 454.1725 -0.06768782 0.1701968
Moved 1740.913 340.3745 459.9163 -0.04542937 0.1849698
Moved 1740.944 346.6622 464.3311 -0.03087451 0.1963248
Moved 1740.975 350.8226 467.8226 -0.02124399 0.2053049
Moved 1741.005 354.6947 470.6947 -0.01228079 0.2126921
Moved 1741.036 356.1254 472.1254 -0.008968909 0.2163719
Moved 1741.067 359.5439 474.5438 -0.001055896 0.2225921
Moved 1741.098 360 475 0 0.2237653
Moved 1741.128 361.8488 477 0.004279614 0.2289094
Moved 1741.159 363.7316 479.7316 0.008638005 0.2359352
Moved 1741.19 366.1791 482.1791 0.01430353 0.2422302
Moved 1741.221 368.1168 485.1168 0.01878877 0.2497858
Moved 1741.251 369.9862 487.9863 0.02311627 0.2571662
Moved 1741.282 371 489.8555 0.025463 0.261974
Moved 1741.313 372 493.8457 0.02777775 0.2722368
Moved 1741.344 372 496.2965 0.02777775 0.2785403
Moved 1741.374 372 498.0845 0.02777775 0.2831391
Moved 1741.405 372 499.5 0.02777775 0.2867798
Moved 1741.436 360.2814 501.5729 0.0006514788 0.2921112
