that is a very nasty cut
Began 1209.07 310 421 -0.1157407 0.08487643
Stationary 1209.1 310 421 -0.1157407 0.08487643
Moved 1209.131 317.7836 421 -0.09772316 0.08487643
Moved 1209.162 338.5668 421 -0.04961381 0.08487643
Moved 1209.192 365.4251 421 0.0125582 0.08487643
Moved 1209.223 392.8249 428.6472 0.0759836 0.1045453
Moved 1209.254 420.5786 431.5112 0.1402284 0.1119115
Moved 1209.285 441.9937 434.3742 0.1898004 0.1192751
Ended 1209.315 462 440 0.2361111 0.1337448
Accept 1209.377 0 that
Began 1209.654 463 436 0.2384259 0.1234567
Stationary 1209.684 463 436 0.2384259 0.1234567
Moved 1209.715 473.4804 457.1704 0.2626862 0.1779073
Moved 1209.746 475.2308 464.4617 0.2667381 0.1966606
Moved 1209.776 484.7733 485.5466 0.2888271 0.2508915
Moved 1209.807 499.3914 512.7828 0.3226652 0.3209433
Moved 1209.838 508.9813 529.9719 0.3448641 0.365154
Moved 1209.869 516.5928 544.4571 0.3624833 0.4024101
Moved 1209.899 523.3021 552.3021 0.378014 0.4225875
Moved 1209.93 529.5896 558.5896 0.3925685 0.4387591
Moved 1209.961 536.4982 565.4982 0.4085607 0.4565283
Moved 1209.992 542.5527 568.7763 0.4225756 0.4649596
Moved 1210.022 546.5757 571 0.4318882 0.4706789
Moved 1210.053 549.4398 572 0.4385179 0.4732509
Moved 1210.084 551.1567 573 0.4424925 0.4758229
Moved 1210.115 552 574 0.4444444 0.478395
Moved 1210.145 525.1296 564.9227 0.3822445 0.4550479
Moved 1210.176 457.6219 530.5234 0.2259765 0.3665724
Moved 1210.207 403.428 500.5459 0.1005279 0.2894698
Moved 1210.238 369.1662 481.0997 0.02121816 0.239454
Moved 1210.268 339.9528 463.5445 -0.04640549 0.1943016
Moved 1210.299 321.863 452.0646 -0.08827999 0.1647751
Moved 1210.33 306.6465 442.2266 -0.1235035 0.1394716
Moved 1210.36 291.463 432.5973 -0.1586504 0.1147048
Ended 1210.391 284.5 428.5 -0.1747685 0.1041665
Candidates 1210.453 13 is its us his gus guys guess usa fits ita ira gotta gifts
Began 1211.16 378 413 0.04166663 0.06430033
Stationary 1211.19 378 413 0.04166663 0.06430033
Moved 1211.221 406.375 413 0.1073497 0.06430033
Moved 1211.252 441.5279 423.632 0.188722 0.09164594
Moved 1211.283 467.9534 426.7726 0.2498922 0.09972364
Moved 1211.313 489.4578 428.6368 0.2996709 0.1045186
Moved 1211.344 510.4604 430.4943 0.3482879 0.109296
Moved 1211.375 527.8481 433.264 0.3885373 0.1164198
Ended 1211.406 533 435 0.4004629 0.1208847
Accept 1211.467 0 is
Began 1211.713 370 399 0.02314816 0.02829214
Stationary 1211.744 370 399 0.02314816 0.02829214
Moved 1211.774 342.032 399 -0.04159272 0.02829214
Moved 1211.805 313.966 399 -0.1065601 0.02829214
Moved 1211.836 285.8029 399 -0.1717526 0.02829214
Moved 1211.867 257.6464 399 -0.2369297 0.02829214
Moved 1211.897 233.3728 399 -0.2931185 0.02829214
Moved 1211.928 214.5 399 -0.3368055 0.02829214
Moved 1211.959 196.9175 407 -0.3775058 0.04886827
Moved 1211.99 181.1539 407 -0.4139955 0.04886827
Moved 1212.02 167.8461 407 -0.4448007 0.04886827
Moved 1212.051 159.3372 407 -0.4644972 0.04886827
Moved 1212.082 153.1459 407 -0.4788289 0.04886827
Ended 1212.113 153 407 -0.4791667 0.04886827
Candidates 1212.205 13 a as sa ga aaa da faa aa fas gas ads ass fda
Began 1212.666 259 369 -0.2337963 -0.04886839
Stationary 1212.697 259 369 -0.2337963 -0.04886839
Stationary 1212.727 259 369 -0.2337963 -0.04886839
Moved 1212.758 276.7697 369 -0.1926627 -0.04886839
Moved 1212.789 291.5436 369 -0.1584638 -0.04886839
Moved 1212.82 311.3833 373.3832 -0.1125387 -0.03759455
Moved 1212.85 334.5 379.5 -0.05902777 -0.02186214
Moved 1212.881 359.1691 383.0483 -0.001923442 -0.01273599
Moved 1212.912 388.9577 387.7915 0.06703168 -0.0005362554
Moved 1212.943 413.3856 392.7693 0.1235777 0.0122668
Moved 1212.973 432.4571 396.6367 0.1677248 0.02221374
Moved 1213.004 450.0522 400.3007 0.2084542 0.0316375
Moved 1213.035 461.0578 402 0.2339302 0.03600815
Moved 1213.065 467.7744 404 0.2494777 0.04115226
Moved 1213.096 470.5 405.5 0.2557871 0.04501017
Ended 1213.127 470 405 0.2546296 0.04372424
Accept 1213.404 0 a
Began 1213.619 378 413 0.04166663 0.06430033
Stationary 1213.65 378 413 0.04166663 0.06430033
Stationary 1213.68 378 413 0.04166663 0.06430033
Stationary 1213.711 378 413 0.04166663 0.06430033
Moved 1213.742 378 396.9633 0.04166663 0.02305361
Moved 1213.772 378 384.5433 0.04166663 -0.008890638
Moved 1213.803 378 367.9861 0.04166663 -0.05147604
Moved 1213.834 378 354.1562 0.04166663 -0.08704683
Moved 1213.865 378 338.3436 0.04166663 -0.1277171
Moved 1213.895 367.6122 324.5076 0.01762082 -0.1633034
Moved 1213.926 363.6322 312.2644 0.00840783 -0.1947933
Moved 1213.957 359.5545 306.5544 -0.001031309 -0.2094794
Moved 1213.988 356.4052 301.4052 -0.008321404 -0.2227234
Moved 1214.018 355 298.5328 -0.01157408 -0.2301111
Moved 1214.049 353.6287 297.6287 -0.01474837 -0.2324365
Moved 1214.08 352.1602 298 -0.01814778 -0.2314816
Moved 1214.111 347.913 317.9567 -0.02797927 -0.1801524
Moved 1214.141 340.8538 345.7309 -0.04431988 -0.1087169
Moved 1214.172 332.5479 379.6954 -0.06354655 -0.02135971
Moved 1214.203 327.0346 411.775 -0.0763087 0.06114959
Moved 1214.234 321.1452 440.8386 -0.08994171 0.1359017
Moved 1214.264 316 462.5 -0.1018519 0.1916151
Moved 1214.295 311.7562 482.4631 -0.1116756 0.2429605
Moved 1214.326 308.893 501.428 -0.1183033 0.2917387
Moved 1214.356 308 512.8875 -0.1203704 0.3212125
Moved 1214.387 306.4546 520.0908 -0.1239477 0.3397395
Moved 1214.418 304.5808 525.4192 -0.1282851 0.3534444
Moved 1214.449 304 530.2923 -0.1296296 0.365978
Moved 1214.479 304 532.5 -0.1296296 0.3716563
Moved 1214.51 304 533.1124 -0.1296296 0.3732313
Moved 1214.541 322.4082 535 -0.08701795 0.3780863
Moved 1214.572 342.1049 536 -0.04142394 0.3806583
Moved 1214.602 363.5895 536 0.008309086 0.3806583
Moved 1214.633 380.8949 536 0.04836788 0.3806583
Moved 1214.664 395.0549 536 0.08114556 0.3806583
Moved 1214.695 406.2189 529 0.1069882 0.3626543
Moved 1214.725 414.2935 526.9022 0.1256795 0.3572585
Moved 1214.756 422.9149 525.0284 0.1456363 0.3524392
Moved 1214.787 428.8408 522.1592 0.1593537 0.3450597
Moved 1214.818 434 520.5 0.1712963 0.3407921
Moved 1214.848 437.4707 518.7646 0.1793303 0.3363287
Ended 1214.879 439.1038 516.8962 0.1831106 0.3315232
Candidates 1214.971 13 very better betty cry veto beth bet vary dry battery ceo net neo
Began 1215.525 370 467 0.02314816 0.2031892
Stationary 1215.555 370 467 0.02314816 0.2031892
Moved 1215.586 384.3313 467 0.05632252 0.2031892
Moved 1215.617 401.9854 467 0.09718845 0.2031892
Moved 1215.647 427.5 467 0.15625 0.2031892
Moved 1215.678 451.9703 467 0.2128942 0.2031892
Moved 1215.709 473.7358 467 0.2632773 0.2031892
Moved 1215.74 486.9418 467 0.2938467 0.2031892
Ended 1215.771 494.1152 467 0.3104519 0.2031892
Accept 1215.832 0 very
Began 1216.139 448 470 0.2037037 0.2109053
Stationary 1216.17 448 470 0.2037037 0.2109053
Stationary 1216.201 448 470 0.2037037 0.2109053
Moved 1216.231 448 457.4919 0.2037037 0.1787341
Moved 1216.262 448 444.112 0.2037037 0.1443209
Moved 1216.293 448 421.9404 0.2037037 0.08729518
Moved 1216.324 440.9725 398.851 0.1874364 0.02790875
Moved 1216.354 435 379.5 0.1736111 -0.02186214
Moved 1216.385 427.114 359.6373 0.1553565 -0.07294925
Moved 1216.416 420.7544 340.1404 0.1406352 -0.1230956
Moved 1216.447 417.0674 327.3371 0.1321005 -0.156026
Moved 1216.477 413.6685 319.0054 0.1242326 -0.1774552
Moved 1216.508 413 315.6744 0.1226852 -0.1860226
Moved 1216.539 409.8063 314 0.1152924 -0.1903292
Moved 1216.57 403.8784 314 0.1015704 -0.1903292
Moved 1216.6 388.6005 330.3995 0.06620496 -0.1481496
Moved 1216.631 363.5 354 0.008101861 -0.08744855
Moved 1216.662 341.4651 370.8106 -0.04290481 -0.0442114
Moved 1216.693 316.7651 383.694 -0.1000809 -0.01107526
Moved 1216.723 286.1348 396.7461 -0.1709843 0.02249506
Moved 1216.754 265.7834 405.0722 -0.2180939 0.04390995
Moved 1216.785 249.9519 409.8192 -0.254741 0.05611934
Moved 1216.816 236.4017 414.8393 -0.2861071 0.06903102
Moved 1216.846 225.6214 418.7928 -0.3110616 0.07919963
Moved 1216.877 219.6696 421.6652 -0.3248389 0.08658746
Moved 1216.908 216.5 423.5 -0.3321759 0.09130646
Moved 1216.938 217 424.0213 -0.3310185 0.09264734
Moved 1216.969 227.7637 426.9409 -0.3061026 0.1001566
Moved 1217 245.6852 432.6243 -0.2646175 0.1147744
Moved 1217.031 269.4565 439.7369 -0.2095914 0.1330682
Moved 1217.061 302.0045 452.6014 -0.1342488 0.1661558
Moved 1217.092 320.4616 460.1539 -0.09152407 0.1855809
Moved 1217.123 334.8183 467.8637 -0.05829106 0.2054106
Moved 1217.154 343.5364 472.0243 -0.03811011 0.2161119
Moved 1217.184 352.1451 476.7634 -0.01818259 0.2283009
Moved 1217.215 357.5081 480.254 -0.005768339 0.2372788
Moved 1217.246 361.6897 485.5345 0.003911356 0.2508604
Moved 1217.277 367.9896 493.6528 0.01849453 0.2717408
Moved 1217.307 377.1405 508.7459 0.03967712 0.3105604
Moved 1217.338 388.6346 528.8605 0.06628384 0.3622956
Moved 1217.369 398.6374 543.4561 0.08943836 0.3998354
Moved 1217.4 405.5354 556.0708 0.1054061 0.4322807
Moved 1217.43 409.6405 565.9215 0.1149086 0.4576169
Moved 1217.461 412.5 573.5 0.1215278 0.4771089
Moved 1217.492 415.0577 578.1154 0.1274483 0.4889797
Moved 1217.522 417.9272 581.9272 0.1340907 0.4987838
Moved 1217.553 420.5951 584 0.1402664 0.5041152
Moved 1217.584 425.6905 586.2302 0.1520613 0.5098512
Moved 1217.615 437.716 588.179 0.1798981 0.5148636
Moved 1217.645 456.3633 588 0.2230631 0.5144032
Moved 1217.676 478.4482 588 0.2741856 0.5144032
Moved 1217.707 497.9703 588 0.3193758 0.5144032
Moved 1217.738 519.548 578.272 0.3693241 0.4893825
Moved 1217.768 550.3675 575.7632 0.4406655 0.48293
Ended 1217.799 569 576 0.4837963 0.483539
Candidates 1217.891 13 cap carry bay vary castro call battery very nasty careful map nato day
Began 1218.875 464 508 0.2407408 0.3086419
Stationary 1218.906 464 508 0.2407408 0.3086419
Stationary 1218.936 464 508 0.2407408 0.3086419
Stationary 1218.967 464 508 0.2407408 0.3086419
Stationary 1218.998 464 508 0.2407408 0.3086419
Moved 1219.029 464 522.9241 0.2407408 0.3470268
Moved 1219.059 464 534.4453 0.2407408 0.3766595
Moved 1219.09 464 540.4648 0.2407408 0.3921418
Moved 1219.121 464 544.7454 0.2407408 0.4031515
Moved 1219.152 464 546.6199 0.2407408 0.4079728
Moved 1219.182 464 549.4881 0.2407408 0.4153499
Moved 1219.213 464 550 0.2407408 0.4166666
Moved 1219.244 464 551.5 0.2407408 0.4205247
Moved 1219.275 464 552 0.2407408 0.4218106
Moved 1219.305 464 553.5 0.2407408 0.4256686
Moved 1219.336 464 553 0.2407408 0.4243826
Moved 1219.367 464 554.0775 0.2407408 0.4271541
Stationary 1219.397 464 554 0.2407408 0.4269547
Stationary 1219.428 464 554 0.2407408 0.4269547
Stationary 1219.459 464 554 0.2407408 0.4269547
Stationary 1219.49 464 554 0.2407408 0.4269547
Stationary 1219.52 464 554 0.2407408 0.4269547
Stationary 1219.551 464 554 0.2407408 0.4269547
Stationary 1219.582 464 554 0.2407408 0.4269547
Stationary 1219.613 464 554 0.2407408 0.4269547
Stationary 1219.643 464 554 0.2407408 0.4269547
Stationary 1219.674 464 554 0.2407408 0.4269547
Moved 1219.705 464 546.3925 0.2407408 0.4073881
Moved 1219.735 464 542.5115 0.2407408 0.3974061
Moved 1219.766 464 535.2867 0.2407408 0.3788237
Moved 1219.797 464 528.1517 0.2407408 0.3604725
Moved 1219.828 464 521.4162 0.2407408 0.3431486
Moved 1219.859 464 515.6613 0.2407408 0.3283469
Moved 1219.889 455.9305 511.6944 0.2220613 0.318144
Moved 1219.92 445.552 503.7014 0.1980371 0.2975857
Moved 1219.951 416.7276 492.2239 0.131314 0.2680655
Moved 1219.981 382.2494 483.5623 0.05150318 0.2457878
Moved 1220.012 339.7868 478.673 -0.04678975 0.2332123
Moved 1220.043 290.8957 477 -0.1599636 0.2289094
Moved 1220.074 250.095 477 -0.2544097 0.2289094
Moved 1220.104 217.164 476.2974 -0.3306389 0.2271023
Moved 1220.135 178.7947 464.6133 -0.4194567 0.1970507
Moved 1220.166 154.1607 451.5803 -0.4764799 0.1635295
Ended 1220.197 137 449.5 -0.5162037 0.158179
Cancel 1220.258
Began 1221.088 426 434 0.1527777 0.1183127
Stationary 1221.119 426 434 0.1527777 0.1183127
Moved 1221.15 426 423.5106 0.1527777 0.09133362
Moved 1221.18 435.256 408.976 0.1742036 0.05395061
Moved 1221.211 444.0058 380.4796 0.194458 -0.01934255
Moved 1221.242 449.3749 360.1256 0.2068863 -0.07169338
Moved 1221.272 453.2406 343.7971 0.2158347 -0.1136908
Moved 1221.303 454.8065 335.387 0.2194594 -0.1353214
Moved 1221.334 456 330.3223 0.2222222 -0.1483479
Moved 1221.365 457.5485 327.4515 0.2258066 -0.1557316
Moved 1221.395 458 324.9364 0.2268519 -0.1622006
Moved 1221.426 459.5 323.5 0.2303241 -0.1658951
Moved 1221.457 459 321.6123 0.2291666 -0.1707503
Moved 1221.488 460 320.7448 0.2314815 -0.1729814
Moved 1221.518 460 319.6266 0.2314815 -0.1758576
Moved 1221.549 461.5 319 0.2349537 -0.1774692
Stationary 1221.58 461.5 319 0.2349537 -0.1774692
Moved 1221.611 461 319 0.2337964 -0.1774692
Moved 1221.641 443.8698 319 0.1941431 -0.1774692
Moved 1221.672 417.9749 330.45 0.1342013 -0.1480196
Moved 1221.703 386.0601 335.1709 0.06032417 -0.1358774
Moved 1221.734 355.1364 342.0245 -0.01125822 -0.1182499
Moved 1221.764 318.0931 356.9601 -0.0970066 -0.07983533
Moved 1221.795 295.5012 369.363 -0.1493028 -0.04793481
Moved 1221.826 275.1848 388.8152 -0.1963316 0.002096671
Moved 1221.857 260.5288 404.1654 -0.2302573 0.04157765
Moved 1221.887 248.7761 415.6679 -0.2574627 0.07116223
Moved 1221.918 235.2988 426.7012 -0.2886603 0.09954016
Moved 1221.949 228.0555 429.9723 -0.3054272 0.1079534
Moved 1221.979 220.3376 435.6624 -0.3232926 0.1225885
Moved 1222.01 215.3175 438.6826 -0.3349133 0.1303563
Moved 1222.041 212.5283 441.4717 -0.3413697 0.1375301
Moved 1222.072 211 442 -0.3449074 0.1388888
Moved 1222.102 211 443 -0.3449074 0.1414608
Moved 1222.133 231.8984 448.1497 -0.2965316 0.154706
Moved 1222.164 240 451 -0.2777777 0.162037
Moved 1222.195 253.6379 455.2552 -0.2462085 0.1729814
Moved 1222.225 266.0051 458.0013 -0.2175807 0.1800444
Moved 1222.256 278.4895 461 -0.1886818 0.1877571
Moved 1222.287 288.1406 463.2852 -0.1663412 0.1936345
Moved 1222.318 295.7709 465.257 -0.1486785 0.1987061
Moved 1222.348 302.3888 466.1296 -0.1333593 0.2009505
Moved 1222.379 308.9948 466.9974 -0.1180675 0.2031827
Moved 1222.41 315.1358 467 -0.1038524 0.2031892
Moved 1222.441 319.4388 468.4388 -0.09389162 0.2068899
Moved 1222.471 323.3057 468 -0.08494055 0.2057612
Moved 1222.502 326.765 470.8825 -0.07693285 0.213175
Moved 1222.533 333.1342 485.9797 -0.0621894 0.2520054
Moved 1222.563 340.175 502.5251 -0.04589111 0.2945604
Moved 1222.594 346.9211 517.3027 -0.03027519 0.3325687
Moved 1222.625 354.816 529.77 -0.01199991 0.3646347
Moved 1222.656 364.4796 542.3062 0.01036952 0.396878
Moved 1222.686 370.6982 550.3965 0.02476444 0.4176864
Moved 1222.717 376 555 0.03703703 0.4295266
Moved 1222.748 379.1169 557.1169 0.04425208 0.4349713
Moved 1222.779 383.9861 560 0.05552342 0.4423867
Moved 1222.809 387.8607 562.8607 0.06449232 0.4497445
Moved 1222.84 391.5597 564.2798 0.07305483 0.4533946
Moved 1222.871 396.4893 566.2447 0.08446604 0.4584482
Moved 1222.902 401.2256 567 0.09542972 0.4603909
Moved 1222.932 408.9516 568 0.1133139 0.4629629
Moved 1222.963 416.7723 568 0.1314174 0.4629629
Moved 1222.994 430.1192 568 0.1623131 0.4629629
Moved 1223.025 441.1679 568 0.1878886 0.4629629
Moved 1223.055 446.7487 568 0.200807 0.4629629
Moved 1223.086 453.4049 568 0.2162149 0.4629629
Moved 1223.117 457.5695 568 0.2258552 0.4629629
Moved 1223.148 462.8856 568 0.2381612 0.4629629
Ended 1223.178 466 568 0.2453704 0.4629629
Candidates 1223.271 13 bay nasty vary barry carry cat car vast battery bat cast at may
Began 1223.947 381 448 0.04861106 0.1543209
Stationary 1223.977 381 448 0.04861106 0.1543209
Stationary 1224.008 381 448 0.04861106 0.1543209
Moved 1224.039 395.4192 460.4192 0.08198897 0.1862633
Moved 1224.07 409.9973 476.4255 0.1157344 0.2274317
Moved 1224.1 432.3391 505.9238 0.1674515 0.303302
Moved 1224.131 448.8447 529.3516 0.2056591 0.3635585
Moved 1224.162 462.8269 549.5923 0.2380253 0.4156181
Moved 1224.193 481.9129 567.9129 0.2822058 0.4627388
Ended 1224.223 495.0373 578.0261 0.3125862 0.4887502
Accept 1224.285 1 nasty
Began 1224.562 464 551 0.2407408 0.4192385
Stationary 1224.592 464 551 0.2407408 0.4192385
Stationary 1224.623 464 551 0.2407408 0.4192385
Moved 1224.654 451.2446 533.741 0.2112143 0.3748481
Moved 1224.684 436.9807 511.4711 0.1781961 0.3175697
Moved 1224.715 419.8108 485.0179 0.1384509 0.2495317
Moved 1224.746 404.6918 457.9606 0.1034532 0.1799397
Moved 1224.777 395.7807 442.5615 0.08282572 0.1403329
Moved 1224.807 387.0656 427.1638 0.06265174 0.1007299
Moved 1224.838 380.2991 412.5982 0.04698863 0.06326691
Moved 1224.869 376.2752 405.5505 0.03767421 0.04514003
Moved 1224.9 373.7736 400.5472 0.03188342 0.03227167
Moved 1224.93 373 397.9016 0.0300926 0.02546707
Moved 1224.961 372 396 0.02777775 0.02057605
Stationary 1224.992 372 396 0.02777775 0.02057605
Moved 1225.023 382.6567 409.0249 0.05244613 0.05407631
Moved 1225.053 410.6074 453.5555 0.1171467 0.1686097
Moved 1225.084 441.9365 497.2486 0.1896677 0.2809892
Moved 1225.115 460.2382 521.1096 0.2320327 0.34236
Moved 1225.146 496.3459 558.4186 0.3156156 0.4383195
Moved 1225.176 505.1547 565.7955 0.3360062 0.4572929
Moved 1225.207 515.9205 575.6904 0.3609272 0.4827426
Moved 1225.238 528.2373 583.428 0.3894382 0.5026438
Moved 1225.269 538.0184 591.3456 0.4120797 0.5230082
Moved 1225.299 545.1006 598.1006 0.4284737 0.5403823
Moved 1225.33 550.1299 602.1299 0.4401156 0.5507457
Moved 1225.361 555.9097 607.9097 0.4534948 0.5656113
Moved 1225.391 558 611.8201 0.4583333 0.575669
Moved 1225.422 560.6938 614.6938 0.4645691 0.5830601
Moved 1225.453 561 617.2008 0.4652777 0.5895081
Moved 1225.484 562 620.067 0.4675925 0.5968799
Moved 1225.514 563 621.9351 0.4699074 0.6016849
Moved 1225.545 563 624.5 0.4699074 0.6082818
Moved 1225.576 563 631.0496 0.4699074 0.6251274
Moved 1225.607 554.4076 634.455 0.4500175 0.6338861
Moved 1225.637 548.7162 642.2838 0.436843 0.654022
Moved 1225.668 542.7689 647.6155 0.423076 0.6677352
Moved 1225.699 536.0023 653.9977 0.4074126 0.6841504
Moved 1225.729 528.2974 658.3513 0.3895772 0.6953478
Moved 1225.76 516.1713 665.2762 0.3615077 0.713159
Moved 1225.791 509.8002 667.8 0.3467596 0.71965
Moved 1225.822 496.3659 670.6585 0.3156618 0.7270021
Moved 1225.853 483.8555 673 0.2867026 0.7330247
Moved 1225.883 471.7278 673 0.2586292 0.7330247
Moved 1225.914 460.1571 673 0.2318452 0.7330247
Ended 1225.945 455 673 0.2199073 0.7330247
Candidates 1226.006 13 cut city by but ci habit buy scott cute cure court score about
Began 1226.498 386 528 0.06018519 0.3600822
Stationary 1226.529 386 528 0.06018519 0.3600822
Stationary 1226.56 386 528 0.06018519 0.3600822
Moved 1226.59 415.7194 528 0.1289802 0.3600822
Moved 1226.621 438.6519 528 0.1820647 0.3600822
Moved 1226.652 458.3298 528 0.2276152 0.3600822
Moved 1226.682 483.3788 528 0.2855989 0.3600822
Ended 1226.713 501 528 0.3263889 0.3600822
Accept 1226.775 0 cut
Began 1227.051 320 466 -0.09259259 0.2006171
Moved 1227.082 327.9186 466 -0.07426242 0.2006171
Moved 1227.113 385.0429 466 0.05796969 0.2006171
Moved 1227.144 448.5 466 0.2048611 0.2006171
Moved 1227.174 518.0912 453.7424 0.3659518 0.1690906
Moved 1227.205 571.0236 446.9961 0.4884806 0.1517388
Moved 1227.236 622.5903 439.3213 0.6078479 0.1319991
Ended 1227.266 663.68 438 0.7029629 0.1286007
PhraseEnd 1227.328
