why do you ask silly questions
Moved 3159.295 350.3729 678.3729 -0.02228498 0.7468438
Moved 3159.325 369.2029 682.6732 0.0213029 0.7579042
Moved 3159.356 408.551 687 0.1123865 0.7690327
Moved 3159.387 447.7657 687 0.2031612 0.7690327
Moved 3159.417 479.5615 687 0.2767627 0.7690327
Moved 3159.448 498.0342 687 0.3195236 0.7690327
Moved 3159.479 509.6104 687 0.3463204 0.7690327
Moved 3159.51 517 687 0.3634259 0.7690327
Moved 3159.54 521.2635 687 0.3732952 0.7690327
Moved 3159.571 523 687 0.3773148 0.7690327
Moved 3159.602 524.5 687 0.3807871 0.7690327
Stationary 3159.633 524.5 687 0.3807871 0.7690327
Moved 3159.663 509.7509 687 0.3466456 0.7690327
Moved 3159.694 495.3788 677.7303 0.3133769 0.745191
Moved 3159.725 480.8442 677.8074 0.279732 0.7453892
Moved 3159.755 466.3449 677 0.2461688 0.7433126
Moved 3159.786 454.5802 676 0.2189357 0.7407405
Moved 3159.817 443.5974 676 0.1935125 0.7407405
Moved 3159.847 434.0329 676 0.1713725 0.7407405
Moved 3159.878 420.6962 676 0.1405006 0.7407405
Moved 3159.909 407.3272 676 0.1095538 0.7407405
Moved 3159.94 393.9687 676 0.07863134 0.7407405
Moved 3159.97 382.2167 676 0.05142749 0.7407405
Moved 3160.001 374.9486 676 0.03460337 0.7407405
Moved 3160.032 369.1967 676 0.02128859 0.7407405
Moved 3160.063 365.5 676 0.01273145 0.7407405
Moved 3160.093 362.7153 676 0.00628531 0.7407405
Moved 3160.124 360.5 676 0.001157423 0.7407405
Moved 3160.155 358.5 676 -0.003472219 0.7407405
Moved 3160.185 358 686.2119 -0.004629641 0.7670059
Moved 3160.216 356.8425 683 -0.007308971 0.7587448
Ended 3160.247 357 683 -0.006944438 0.7587448
Candidates 3160.339 13 you your it got for put pot hot utility pt pit i foot
Began 3160.861 399 542 0.09027779 0.3960905
Stationary 3160.892 399 542 0.09027779 0.3960905
Moved 3160.923 408.5388 542 0.1123584 0.3960905
Moved 3160.953 427.2196 547.9653 0.155601 0.4114333
Moved 3160.984 446.2959 554.074 0.199759 0.4271449
Moved 3161.015 464.8174 558.805 0.2426329 0.4393132
Moved 3161.045 477.1178 561.5589 0.271106 0.4463963
Moved 3161.076 481.5677 562 0.2814066 0.4475308
Moved 3161.107 485.6591 562 0.2908775 0.4475308
Moved 3161.137 487.5319 562 0.2952127 0.4475308
Ended 3161.168 488 562 0.2962963 0.4475308
Accept 3161.23 0 you
Began 3161.414 446 535 0.199074 0.3780863
Moved 3161.445 434.3012 535 0.1719935 0.3780863
Moved 3161.475 410.0513 535 0.1158595 0.3780863
Moved 3161.506 386 535 0.06018519 0.3780863
Moved 3161.537 360.4827 535 0.001117388 0.3780863
Moved 3161.568 334.6864 535 -0.05859638 0.3780863
Moved 3161.598 314.6393 535 -0.1050015 0.3780863
Moved 3161.629 295.153 535 -0.1501088 0.3780863
Moved 3161.66 272.5461 535 -0.2024396 0.3780863
Moved 3161.69 257.9279 535 -0.2362779 0.3780863
Moved 3161.721 248.6471 535 -0.2577613 0.3780863
Moved 3161.752 245.3774 535 -0.2653302 0.3780863
Moved 3161.782 242.5079 535 -0.2719723 0.3780863
Moved 3161.813 241.5 535 -0.2743055 0.3780863
Stationary 3161.844 241.5 535 -0.2743055 0.3780863
Moved 3161.875 240.8288 535 -0.2758593 0.3780863
Moved 3161.905 249.0403 535 -0.2568511 0.3780863
Moved 3161.936 266.9309 535 -0.2154377 0.3780863
Moved 3161.967 275.1524 544.0381 -0.1964065 0.4013324
Moved 3161.998 285.7371 546 -0.171905 0.4063785
Moved 3162.028 292.5677 547.7838 -0.1560934 0.4109665
Moved 3162.059 298 548 -0.1435185 0.4115225
Moved 3162.09 305.6923 549 -0.1257123 0.4140946
Moved 3162.12 320.2316 550.0463 -0.09205639 0.4167857
Moved 3162.151 345.0308 550 -0.03465096 0.4166666
Moved 3162.182 374.5755 550 0.0337396 0.4166666
Moved 3162.213 403.2228 550 0.1000528 0.4166666
Moved 3162.243 427.8792 550 0.1571277 0.4166666
Moved 3162.274 445.6608 550 0.1982889 0.4166666
Moved 3162.305 463.1138 550 0.2386893 0.4166666
Moved 3162.335 482.575 550 0.2837386 0.4166666
Moved 3162.366 497.9455 550 0.3193182 0.4166666
Moved 3162.397 509.5373 550 0.3461512 0.4166666
Moved 3162.427 531.3963 540.2291 0.3967507 0.3915357
Moved 3162.458 551.4627 535.7249 0.4432006 0.3799508
Moved 3162.489 568.4927 531.5015 0.4826221 0.369088
Moved 3162.52 577.1261 528.9579 0.5026067 0.3625461
Moved 3162.55 586.7463 527.0845 0.5248758 0.3577276
Moved 3162.581 597.3726 523.2091 0.5494737 0.34776
Moved 3162.612 604 521.5 0.5648147 0.3433641
Ended 3162.643 606 521 0.5694444 0.3420781
Candidates 3162.704 13 all ask al fall hall gal call walk wall deal dark desk seal
Began 3163.195 339 541 -0.04861111 0.3935184
Stationary 3163.226 339 541 -0.04861111 0.3935184
Stationary 3163.257 339 541 -0.04861111 0.3935184
Stationary 3163.288 339 541 -0.04861111 0.3935184
Stationary 3163.318 339 541 -0.04861111 0.3935184
Moved 3163.349 352.6609 553.3219 -0.01698857 0.4252106
Moved 3163.38 359.1082 566.5137 -0.002064258 0.4591402
Moved 3163.41 370.7182 593.6159 0.02481053 0.5288474
Moved 3163.441 380.2157 618.7548 0.04679551 0.593505
Moved 3163.472 383.9804 631.9217 0.0555103 0.6273705
Moved 3163.502 385.8531 646.2652 0.05984505 0.6642622
Moved 3163.533 392.0525 661.4559 0.07419566 0.7033328
Moved 3163.564 395.2293 674.9172 0.08154929 0.7379557
Moved 3163.595 397 684.3036 0.0856481 0.7620978
Moved 3163.625 397 689.4616 0.0856481 0.775364
Moved 3163.656 397 693.5 0.0856481 0.7857509
Moved 3163.687 397 696.382 0.0856481 0.7931635
Moved 3163.718 397 697 0.0856481 0.7947529
Moved 3163.748 397 698.5 0.0856481 0.7986109
Moved 3163.779 397 698 0.0856481 0.7973251
Moved 3163.81 397 699 0.0856481 0.7998971
Stationary 3163.84 397 699 0.0856481 0.7998971
Stationary 3163.871 397 699 0.0856481 0.7998971
Ended 3163.902 397 699 0.0856481 0.7998971
Accept 3163.963 1 ask
Began 3164.178 384 399 0.0555556 0.02829214
Stationary 3164.209 384 399 0.0555556 0.02829214
Stationary 3164.24 384 399 0.0555556 0.02829214
Moved 3164.271 369 419.5 0.02083332 0.08101848
Moved 3164.301 352.4282 447.9149 -0.01752734 0.1541021
Moved 3164.332 342.0459 463.9426 -0.04156043 0.1953256
Moved 3164.363 336.2824 470.7176 -0.05490174 0.2127509
Moved 3164.393 332.7351 475.5298 -0.06311327 0.2251282
Moved 3164.424 327.5326 480.4674 -0.07515605 0.2378276
Moved 3164.455 323.8926 482.1074 -0.08358201 0.2420458
Moved 3164.485 318.0472 484 -0.09711286 0.2469135
Moved 3164.516 309.3993 485 -0.1171313 0.2494856
Moved 3164.547 292.9873 485 -0.155122 0.2494856
Moved 3164.578 278.7061 476.1885 -0.1881804 0.2268223
Moved 3164.608 266.647 473.3235 -0.2160949 0.2194533
Moved 3164.639 256.7093 470.3547 -0.2390988 0.2118175
Moved 3164.67 252.5 468.5 -0.2488426 0.2070472
Moved 3164.7 251.6287 469 -0.2508594 0.2083333
Moved 3164.731 258.612 476.5566 -0.2346944 0.2277689
Moved 3164.762 298.9732 507.2195 -0.1412656 0.3066345
Moved 3164.792 332.1615 528.1077 -0.06444097 0.3603592
Moved 3164.823 352.5 541.5 -0.0173611 0.3948044
Moved 3164.854 373.6482 554.3704 0.03159305 0.4279073
Moved 3164.885 394.8271 568.9012 0.08061817 0.4652807
Moved 3164.916 421.4692 584.1496 0.1422899 0.5044999
Moved 3164.946 438.7283 595.2345 0.1822414 0.5330105
Moved 3164.977 457.0159 605.6096 0.2245739 0.5596952
Moved 3165.008 473.4014 616.3211 0.2625032 0.5872456
Moved 3165.038 487.7628 624.8221 0.2957472 0.6091102
Moved 3165.069 496.4738 629.9825 0.3159115 0.6223828
Moved 3165.1 503.7116 633.3558 0.3326657 0.631059
Moved 3165.13 505 635.2282 0.3356481 0.6358749
Moved 3165.161 506.5 635 0.3391203 0.6352879
Moved 3165.192 509.27 625.4754 0.3455323 0.6107905
Moved 3165.223 510 581 0.3472221 0.496399
Moved 3165.253 510 532.767 0.3472221 0.3723429
Moved 3165.284 503 504.8021 0.3310186 0.3004169
Moved 3165.315 503 474.2943 0.3310186 0.2219504
Moved 3165.345 511.6819 452.9085 0.3511156 0.1669457
Moved 3165.376 517 438.5 0.3634259 0.1298867
Moved 3165.407 522.1493 426.7014 0.3753455 0.09954044
Moved 3165.438 528.9154 415.1268 0.3910079 0.06977061
Moved 3165.468 533.6519 406.5222 0.4019719 0.04763937
Moved 3165.499 537.4677 399.0645 0.4108048 0.02845811
Moved 3165.53 542.3677 391.4484 0.4221475 0.008869171
Moved 3165.561 545.0583 384.8834 0.4283757 -0.008015927
Moved 3165.591 548.0214 376.9572 0.4352348 -0.02840238
Moved 3165.622 549.4749 375.5251 0.4385992 -0.03208561
Moved 3165.653 551.3375 370.6625 0.4429109 -0.04459255
Moved 3165.683 551 368.9011 0.4421297 -0.04912262
Stationary 3165.714 551 368.9011 0.4421297 -0.04912262
Stationary 3165.745 551 369 0.4421297 -0.04886839
Moved 3165.775 513.6551 383.2661 0.3556831 -0.01217579
Moved 3165.806 475.2924 405.6901 0.2668806 0.04549913
Moved 3165.837 445.2882 424.1412 0.1974264 0.09295557
Moved 3165.868 416.1553 445.3237 0.1299891 0.1474374
Moved 3165.898 393.5304 462.1926 0.07761677 0.1908244
Moved 3165.929 375 476 0.03472219 0.2263374
Moved 3165.96 364.8712 485.0966 0.01127581 0.2497341
Moved 3165.99 358.1807 492.729 -0.004211366 0.2693646
Moved 3166.021 350.4383 499.5617 -0.02213349 0.2869384
Moved 3166.052 345.5813 505.4187 -0.03337662 0.3020028
Moved 3166.083 341.6879 514.6243 -0.04238918 0.3256796
Moved 3166.113 341 525.1166 -0.04398147 0.352666
Moved 3166.144 341 532.8011 -0.04398147 0.3724307
Moved 3166.175 341 537.8928 -0.04398147 0.3855265
Moved 3166.206 341 541.3167 -0.04398147 0.394333
Moved 3166.236 341 542.374 -0.04398147 0.3970523
Moved 3166.267 341 543.313 -0.04398147 0.3994675
Moved 3166.298 341 544 -0.04398147 0.4012345
Moved 3166.328 341 545.0055 -0.04398147 0.4038206
Stationary 3166.359 341 545.0055 -0.04398147 0.4038206
Ended 3166.39 341 545 -0.04398147 0.4038065
Candidates 3166.512 13 role reply rule right woke while strike weight style stroke fertile triple front
Began 3167.68 426 528 0.1527777 0.3600822
Stationary 3167.71 426 528 0.1527777 0.3600822
Ended 3167.741 426 528 0.1527777 0.3600822
NextCandidatePanel 3167.802
Began 3169.093 438 473 0.1805556 0.2186213
Stationary 3169.124 438 473 0.1805556 0.2186213
Stationary 3169.154 438 473 0.1805556 0.2186213
Stationary 3169.185 438 473 0.1805556 0.2186213
Stationary 3169.216 438 473 0.1805556 0.2186213
Ended 3169.246 438 473 0.1805556 0.2186213
NextCandidatePanel 3169.308
Began 3169.953 535 468 0.4050927 0.2057612
Moved 3169.983 516.7032 468 0.3627389 0.2057612
Moved 3170.014 497.201 458.743 0.3175949 0.181952
Moved 3170.045 487.5236 458 0.2951934 0.180041
Moved 3170.076 480.7441 457.3721 0.2795003 0.178426
Moved 3170.106 475.0066 457 0.2662189 0.1774691
Moved 3170.137 468.2556 456 0.2505915 0.174897
Moved 3170.168 463.0854 456 0.2386237 0.174897
Moved 3170.198 458.2122 456 0.2273432 0.174897
Moved 3170.229 455.3409 456 0.2206965 0.174897
Moved 3170.26 452.5 456 0.2141203 0.174897
Moved 3170.291 448.9544 456 0.205913 0.174897
Moved 3170.321 445.0744 456 0.1969315 0.174897
Moved 3170.352 442.2069 456 0.1902937 0.174897
Moved 3170.383 439.7229 456 0.1845437 0.174897
Moved 3170.414 439 456 0.1828703 0.174897
Moved 3170.444 437.9441 456 0.1804262 0.174897
Ended 3170.475 438 456 0.1805556 0.174897
Cancel 3170.536
Began 3170.997 525 501 0.3819444 0.2906378
Moved 3171.028 500.7908 495.4117 0.3259046 0.2762647
Moved 3171.059 479.5714 487.5143 0.2767858 0.2559523
Moved 3171.089 463.2014 484.6403 0.238892 0.2485603
Moved 3171.12 451.4075 483.1019 0.2115914 0.2446035
Moved 3171.151 438.6871 483 0.182146 0.2443414
Moved 3171.181 430.0899 483 0.1622452 0.2443414
Moved 3171.212 421.6103 482 0.1426164 0.2417695
Moved 3171.243 412.9893 482 0.1226603 0.2417695
Moved 3171.273 405.383 482 0.1050533 0.2417695
Moved 3171.304 399.529 481 0.09150236 0.2391974
Moved 3171.335 395.4119 481 0.08197188 0.2391974
Moved 3171.366 391.8476 481 0.0737213 0.2391974
Moved 3171.396 388.9756 481 0.0670732 0.2391974
Moved 3171.427 387.5391 481 0.06374796 0.2391974
Moved 3171.458 387 481 0.06250004 0.2391974
Stationary 3171.489 387 481 0.06250004 0.2391974
Stationary 3171.519 387 481 0.06250004 0.2391974
Moved 3171.55 387 491.1462 0.06250004 0.2652938
Moved 3171.581 415.2196 508.1098 0.1278231 0.3089244
Moved 3171.611 425.7735 514.3868 0.1522535 0.3250688
Moved 3171.642 447.5356 525.2678 0.2026287 0.353055
Moved 3171.673 472.8969 533.7242 0.2613353 0.3748051
Moved 3171.704 494.8739 542.2027 0.3122081 0.3966117
Moved 3171.734 516.201 550.2003 0.3615765 0.4171818
Moved 3171.765 532.4645 557.2322 0.3992235 0.435268
Moved 3171.796 548.9007 564.9404 0.4372701 0.4550936
Moved 3171.826 558.559 569.706 0.4596274 0.4673507
Moved 3171.857 567.7881 575.3941 0.4809911 0.4819806
Moved 3171.888 574.795 580.795 0.4972107 0.495872
Moved 3171.918 580.2695 586.2695 0.5098832 0.5099524
Moved 3171.949 584.0055 591.011 0.5185312 0.5221477
Moved 3171.98 586.6487 595.2974 0.5246497 0.5331722
Moved 3172.011 589.3989 599.7979 0.531016 0.5447475
Moved 3172.042 592.2699 604.2699 0.5376618 0.5562497
Moved 3172.072 597.1405 612.4216 0.5489363 0.5772159
Moved 3172.103 601.4253 617.4253 0.5588548 0.5900856
Moved 3172.134 604.5838 624.1676 0.5661662 0.6074269
Moved 3172.164 608.4565 631.3694 0.5751308 0.6259502
Moved 3172.195 611.3326 637.6652 0.5817884 0.642143
Moved 3172.226 612.8661 641.8661 0.5853382 0.6529478
Moved 3172.257 613.7355 644.7355 0.5873506 0.6603279
Moved 3172.287 614.6092 647.6092 0.5893731 0.6677189
Moved 3172.318 615 649.0461 0.5902778 0.6714148
Moved 3172.349 615 650.374 0.5902778 0.6748301
Stationary 3172.379 615 650 0.5902778 0.6738682
Stationary 3172.41 615 650 0.5902778 0.6738682
Moved 3172.441 619.5506 637.2469 0.6008115 0.6410671
Moved 3172.471 630.5801 615.8397 0.626343 0.5860074
Moved 3172.502 641.0719 590.8562 0.6506293 0.5217494
Moved 3172.533 649.9722 566.0833 0.671232 0.4580331
Moved 3172.564 658.3873 541.5317 0.6907112 0.3948861
Moved 3172.594 661.2456 524.772 0.6973277 0.3517797
Moved 3172.625 664.1092 514.6724 0.7039565 0.3258033
Moved 3172.656 665.6747 506.9758 0.7075804 0.3060077
Moved 3172.687 667 500.8963 0.7106481 0.2903711
Moved 3172.717 668.418 496.582 0.7139305 0.2792747
Moved 3172.748 668 494.5 0.7129629 0.2739197
Moved 3172.779 669 492.163 0.7152778 0.2679089
Moved 3172.809 669 490.2955 0.7152778 0.2631056
Stationary 3172.84 669 490 0.7152778 0.2623456
Moved 3172.871 669 488.6255 0.7152778 0.2588104
Moved 3172.901 669 487.8466 0.7152778 0.2568069
Stationary 3172.932 669 488 0.7152778 0.2572016
Moved 3172.963 669 493.8672 0.7152778 0.2722923
Moved 3172.994 653.5333 508.7601 0.6794752 0.310597
Moved 3173.024 628.176 531.52 0.6207778 0.3691356
Moved 3173.055 599.8331 552.1252 0.5551692 0.4221326
Moved 3173.086 583.7054 563.9767 0.5178367 0.452615
Moved 3173.116 568.8961 573.6832 0.4835557 0.47758
Moved 3173.147 553.576 580.8544 0.4480927 0.4960246
Moved 3173.178 541.371 586.3145 0.4198403 0.5100681
Moved 3173.209 533.8358 589.7214 0.4023976 0.5188308
Moved 3173.239 526.8109 593.5945 0.3861364 0.5287924
Moved 3173.27 520.0703 596.4648 0.3705332 0.5361749
Moved 3173.301 516.6597 599.3403 0.3626381 0.5435707
Moved 3173.332 513.1223 602.8777 0.3544498 0.5526689
Moved 3173.362 508.2505 606.7495 0.3431726 0.5626271
Moved 3173.393 505.3785 609.6215 0.3365243 0.5700141
Moved 3173.424 502.9101 611 0.3308105 0.5735595
Moved 3173.454 502 612.9902 0.3287037 0.5786784
Moved 3173.485 502 613 0.3287037 0.5787036
Moved 3173.516 502 614.2955 0.3287037 0.5820357
Ended 3173.547 502 614 0.3287037 0.5812756
Candidates 3173.7 13 adult daily silly apply fault sole supply style should apple failure for sold
Began 3174.222 308 576 -0.1203704 0.483539
Stationary 3174.253 308 576 -0.1203704 0.483539
Stationary 3174.284 308 576 -0.1203704 0.483539
Stationary 3174.314 308 576 -0.1203704 0.483539
Stationary 3174.345 308 576 -0.1203704 0.483539
Stationary 3174.376 308 576 -0.1203704 0.483539
Stationary 3174.406 308 576 -0.1203704 0.483539
Stationary 3174.437 308 576 -0.1203704 0.483539
Stationary 3174.468 308 576 -0.1203704 0.483539
Moved 3174.499 308 586.2698 -0.1203704 0.509953
Stationary 3174.529 308 586.2497 -0.1203704 0.5099014
Moved 3174.56 308 588.9728 -0.1203704 0.5169054
Moved 3174.591 302.0925 596.5318 -0.1340451 0.5363472
Moved 3174.622 293.8315 605.8913 -0.1531678 0.5604199
Moved 3174.652 284.3321 615.6679 -0.1751572 0.5855655
Moved 3174.683 274.5823 626.4177 -0.1977261 0.613214
Moved 3174.714 264.149 638.8138 -0.2218774 0.6450971
Moved 3174.744 253.4986 651.3352 -0.246531 0.6773024
Moved 3174.775 246.8702 660.5064 -0.2618745 0.700891
Moved 3174.806 242.5112 666.4888 -0.2719648 0.7162777
Moved 3174.836 241 670.1174 -0.275463 0.7256103
Moved 3174.867 239.2714 671 -0.2794644 0.7278805
Moved 3174.898 239 672.2499 -0.2800926 0.7310953
Moved 3174.929 237.6195 672 -0.2832883 0.7304525
Ended 3174.959 238 673.254 -0.2824074 0.7336779
Accept 3175.021 2 silly
Began 3175.42 379 446 0.04398147 0.1491768
Stationary 3175.451 379 446 0.04398147 0.1491768
Moved 3175.482 358.9211 463.0563 -0.002497335 0.1930461
Moved 3175.512 339.7449 477.5982 -0.0468868 0.2304479
Moved 3175.543 316.1393 497.4521 -0.1015295 0.2815125
Moved 3175.574 299.5739 510.1409 -0.1398753 0.3141483
Moved 3175.604 288.3704 516.3148 -0.1658093 0.3300277
Moved 3175.635 281.0142 521.3239 -0.1828374 0.342911
Moved 3175.666 269.3094 528.6144 -0.209932 0.3616624
