insurance is important for bad drivers
Moved 812.2148 205 407.5215 -0.3587963 0.05020969
Moved 812.2456 205 405.9926 -0.3587963 0.04627726
Moved 812.2764 219.3886 402.2446 -0.3254895 0.03663722
Moved 812.3071 243.433 398.5134 -0.269831 0.02704063
Moved 812.3378 275.2452 392.751 -0.1961916 0.01221951
Moved 812.3685 299.9506 388.8049 -0.1390034 0.002070258
Moved 812.3993 328.614 382.8635 -0.07265274 -0.0132111
Moved 812.4292 356.3987 377.1202 -0.008336305 -0.027983
Moved 812.4607 386.5 366.5 0.06134262 -0.05529835
Moved 812.4915 408.8017 356.5991 0.112967 -0.08076357
Moved 812.5222 426.5465 344.8953 0.1540429 -0.110866
Moved 812.5529 444.555 328.4449 0.1957292 -0.1531767
Moved 812.5837 455.9677 316.0323 0.2221473 -0.1851021
Moved 812.6144 470.3034 299.6966 0.255332 -0.2271179
Moved 812.6451 478.0105 285.3159 0.2731724 -0.2641054
Moved 812.6759 483.2003 275.3992 0.2851858 -0.289611
Moved 812.7066 486.7538 269.4924 0.2934115 -0.3048035
Moved 812.7373 488 265.3724 0.2962963 -0.3154002
Moved 812.7681 488 262.5002 0.2962963 -0.3227876
Moved 812.7988 488 257.9766 0.2962963 -0.3344223
Moved 812.8295 473.5538 252.3323 0.262856 -0.3489397
Moved 812.8603 457.5914 250.2273 0.225906 -0.3543537
Moved 812.891 435.2063 250 0.1740887 -0.3549383
Moved 812.9218 414.5647 250 0.1263072 -0.3549383
Moved 812.9525 394.4334 250 0.07970701 -0.3549383
Moved 812.9832 374.2596 250 0.03300846 -0.3549383
Moved 813.014 352.6276 258 -0.0170658 -0.3343622
Moved 813.0447 331.3969 259.3719 -0.06621098 -0.3308337
Moved 813.0754 311.3053 262.4842 -0.1127191 -0.3228287
Moved 813.1061 296.3951 266.2419 -0.1472335 -0.3131637
Moved 813.1369 283.9229 269.8463 -0.1761044 -0.3038934
Moved 813.1676 274.5304 276.4696 -0.1978464 -0.286858
Moved 813.1984 269.6325 288.4698 -0.2091839 -0.2559933
Moved 813.2291 269 302.4419 -0.2106481 -0.2200568
Moved 813.2598 281.3516 324.2709 -0.1820565 -0.1639123
Moved 813.2906 291.9605 348.2281 -0.1574988 -0.1022941
Moved 813.3213 301.5 381 -0.1354167 -0.01800419
Moved 813.352 306.0609 403.3043 -0.1248591 0.03936293
Moved 813.3828 309.9233 441.2334 -0.1159182 0.1369171
Moved 813.4135 311 467.1214 -0.113426 0.2035015
Moved 813.4442 311 490.9978 -0.113426 0.264912
Moved 813.4749 311 506.1929 -0.113426 0.3039941
Moved 813.5057 311 518.415 -0.113426 0.3354295
Moved 813.5364 302.0515 528.897 -0.13414 0.3623892
Moved 813.5671 295.7327 538.9009 -0.1487669 0.3881196
Moved 813.5979 289.2166 547.1751 -0.1638505 0.4094009
Moved 813.6286 284.7294 550.2706 -0.1742375 0.4173626
Ended 813.6593 284 551 -0.1759259 0.4192385
Began 814.3969 509 483 0.3449074 0.2443414
Stationary 814.4277 509 483 0.3449074 0.2443414
Stationary 814.4585 509 483 0.3449074 0.2443414
Moved 814.4892 489.9007 473.9503 0.300696 0.2210656
Moved 814.52 466.506 461.8162 0.2465416 0.1898564
Moved 814.5507 444.8009 451.7433 0.1962984 0.1639489
Moved 814.5813 420.3916 441.1958 0.1397954 0.1368204
Moved 814.6121 401.8296 432.0455 0.09682774 0.1132856
Moved 814.6428 381.7065 422.5466 0.05024651 0.08885426
Moved 814.6736 362.0895 410.0597 0.004836818 0.05673781
Moved 814.7043 347.1456 399.8873 -0.02975563 0.03057429
Moved 814.7351 333.6787 392.3394 -0.06092891 0.01116085
Moved 814.7658 319.955 385.4775 -0.09269685 -0.006488007
Moved 814.7965 306.8817 380.7527 -0.1229589 -0.01864029
Moved 814.8272 297.3739 377.8435 -0.1449677 -0.02612275
Moved 814.858 286.7922 373.9307 -0.1694625 -0.0361864
Moved 814.8887 277.1714 371.0571 -0.1917327 -0.04357742
Moved 814.9194 269.3692 368.1846 -0.2097934 -0.05096553
Moved 814.9501 264.3009 365.6505 -0.2215256 -0.05748348
Moved 814.981 258.545 365 -0.2348497 -0.05915646
Ended 815.0117 258 365 -0.2361111 -0.05915646
Began 815.7185 432 540 0.1666667 0.3909464
Stationary 815.7493 432 540 0.1666667 0.3909464
Stationary 815.78 432 540 0.1666667 0.3909464
Moved 815.8108 432 528.84 0.1666667 0.3622428
Moved 815.8415 444 515.5 0.1944444 0.327932
Moved 815.8722 445.739 505.8915 0.1984701 0.3032188
Moved 815.903 449.247 494.012 0.2065903 0.2726646
Moved 815.9337 454.576 481.272 0.2189259 0.239897
Moved 815.9644 459.3329 464.6677 0.2299373 0.1971906
Moved 815.9952 462.5355 451.858 0.2373507 0.1642437
Moved 816.0259 465.4097 439.3613 0.2440038 0.1321022
Moved 816.0566 467.9252 425.5238 0.2498268 0.09651176
Moved 816.0873 470.7935 410.0323 0.2564666 0.05666752
Moved 816.1181 473.6649 393.6755 0.2631133 0.0145973
Moved 816.1488 477.1734 377.9598 0.2712346 -0.02582354
Moved 816.1796 480.1059 353.153 0.2780229 -0.08962717
Moved 816.2103 481 325.2224 0.2800926 -0.1614652
Moved 816.241 485 277.4251 0.2893518 -0.2844004
Moved 816.2717 486.394 267.2418 0.2925788 -0.3105922
Moved 816.3024 486 255.2314 0.2916667 -0.341483
Moved 816.3332 486 250.879 0.2916667 -0.3526775
Moved 816.364 487.5 248.5 0.2951388 -0.3587964
Moved 816.3947 489.0237 252.583 0.2986659 -0.3482947
Moved 816.4254 501.5278 277.0556 0.3276107 -0.2853509
Moved 816.4562 516.9942 300.4913 0.3634125 -0.2250739
Moved 816.4869 529.9756 329.3366 0.3934622 -0.1508832
Moved 816.5176 542.6556 363.6306 0.4228138 -0.06267854
Moved 816.5483 553.6019 395.2717 0.4481524 0.01870285
Moved 816.5791 561.2003 412.0005 0.4657414 0.06172973
Moved 816.6098 563.923 426.6149 0.472044 0.09931803
Moved 816.6405 566 439.1792 0.4768519 0.1316337
Moved 816.6713 567.675 448.0251 0.4807293 0.1543855
Moved 816.702 568 453.381 0.4814814 0.168161
Moved 816.7327 568 459.2454 0.4814814 0.1832442
Moved 816.7635 568 464.9637 0.4814814 0.197952
Moved 816.7943 561.1649 470.7088 0.4656595 0.2127283
Moved 816.825 551.4215 475.7892 0.4431053 0.2257953
Moved 816.8557 537.6351 480.2729 0.4111924 0.2373275
Moved 816.8865 518.0161 485.2811 0.365778 0.2502086
Moved 816.9171 501.7764 487 0.3281862 0.2546296
Moved 816.9479 480.287 487 0.2784422 0.2546296
Moved 816.9786 458.2051 487 0.2273266 0.2546296
Moved 817.0093 437.0605 487 0.1783807 0.2546296
Moved 817.0401 418.5841 487 0.1356114 0.2546296
Moved 817.0709 390.081 487 0.06963203 0.2546296
Moved 817.1016 380.6141 487 0.04771789 0.2546296
Moved 817.1323 363.8479 487 0.008907218 0.2546296
Moved 817.163 349.2796 487 -0.0248158 0.2546296
Moved 817.1938 336.7177 487 -0.05389417 0.2546296
Moved 817.2245 325.233 487 -0.08047923 0.2546296
Moved 817.2552 317.3891 488 -0.09863635 0.2572016
Moved 817.2859 309.7259 490.137 -0.1163752 0.262698
Moved 817.3167 304.9883 493.0117 -0.1273418 0.2700916
Moved 817.3474 301.5 495.5 -0.1354167 0.2764916
Moved 817.3781 301 497.4248 -0.1365741 0.2814423
Moved 817.4089 301 501.2953 -0.1365741 0.2913975
Moved 817.4396 301 505.1596 -0.1365741 0.3013363
Moved 817.4704 306.2805 508.7543 -0.1243506 0.3105821
Moved 817.5011 314 511.5 -0.1064815 0.317644
Moved 817.5319 321.8183 514 -0.08838356 0.324074
Moved 817.5626 326.5587 516 -0.07741054 0.329218
Moved 817.5933 329.8266 517 -0.06984577 0.33179
Moved 817.624 331.2632 517 -0.06652042 0.33179
Moved 817.6548 332 517 -0.06481484 0.33179
Stationary 817.6855 332 517 -0.06481484 0.33179
Stationary 817.7162 332 517 -0.06481484 0.33179
Moved 817.7469 318.6389 504.4791 -0.09574339 0.2995862
Moved 817.7776 303.7362 493.1575 -0.1302403 0.2704667
Moved 817.8084 288.5155 483.1517 -0.1654734 0.2447318
Moved 817.8391 261.4682 458.0568 -0.2280829 0.1801872
Moved 817.8699 253.8418 450.8418 -0.2457366 0.16163
Moved 817.9006 239.509 437.509 -0.2789144 0.1273378
Moved 817.9314 228.256 424.8201 -0.3049628 0.09470174
Moved 817.9621 222.7039 417.4078 -0.3178149 0.07563736
Moved 817.9929 219 411.8297 -0.3263889 0.06129037
Moved 818.0236 217 406.4883 -0.3310185 0.04755204
Moved 818.0543 217 401.4575 -0.3310185 0.03461269
Moved 818.085 228.36 395.16 -0.3047222 0.01841557
Moved 818.1158 248.3271 388.4182 -0.258502 0.001075572
Moved 818.1465 277.2741 381.4707 -0.1914951 -0.01679346
Moved 818.1772 307.1521 374.8544 -0.1223332 -0.03381085
Moved 818.2079 330.2669 367.2444 -0.06882663 -0.05338386
Moved 818.2387 352.7765 356.6118 -0.01672114 -0.08073115
Moved 818.2694 380.8227 342.0985 0.04820079 -0.1180595
Moved 818.3002 403.8377 325.8717 0.1014762 -0.1597951
Moved 818.3309 421.6381 310.3619 0.1426808 -0.1996866
Moved 818.3616 435.3692 300.0872 0.1744657 -0.2261132
Moved 818.3924 449.6845 285.3156 0.207603 -0.2641062
Moved 818.4231 461.1286 270.7857 0.2340939 -0.3014771
Moved 818.4539 469.8076 261.2886 0.2541843 -0.325904
Moved 818.4846 472.4452 257.5548 0.2602898 -0.3355072
Moved 818.5153 473 257 0.2615741 -0.3369342
Stationary 818.5461 473 257 0.2615741 -0.3369342
Moved 818.5768 459.3142 279.0287 0.2298941 -0.280276
Moved 818.6075 442.0227 307.2501 0.1898673 -0.20769
Moved 818.6382 421.8759 335.4629 0.1432313 -0.1351264
Moved 818.6689 403.1065 356.2091 0.09978354 -0.08176678
Moved 818.6997 385.9992 375.7153 0.0601833 -0.03159637
Moved 818.7304 367.3415 395.6584 0.01699428 0.01969757
Moved 818.7612 351.3735 411.6265 -0.01996875 0.06076769
Moved 818.7919 336.6277 427.8467 -0.05410244 0.1024863
Moved 818.8226 324.0099 442.9852 -0.0833105 0.1414228
Moved 818.8533 314.3664 455.5115 -0.1056334 0.1736407
Moved 818.8841 306.5121 466.2318 -0.1238145 0.2012134
Moved 818.9149 300.5298 474.7054 -0.1376626 0.2230076
Moved 818.9456 296.8109 485.7562 -0.1462709 0.2514305
Ended 818.9763 296 498.3702 -0.1481481 0.2838738
Began 819.7139 312 357 -0.1111111 -0.07973259
Stationary 819.7447 312 357 -0.1111111 -0.07973259
Stationary 819.7755 312 357 -0.1111111 -0.07973259
Stationary 819.8062 312 357 -0.1111111 -0.07973259
Moved 819.8369 320.5444 357 -0.09133239 -0.07973259
Moved 819.8676 332.3458 368.7593 -0.0640143 -0.0494873
Moved 819.8984 343.8081 376.3561 -0.03748119 -0.02994843
Moved 819.9291 355.825 385.86 -0.009664447 -0.005504192
Moved 819.9598 370.986 399.155 0.02543062 0.02869092
Moved 819.9905 383.798 410.798 0.055088 0.05863668
Moved 820.0212 398.9908 427.1311 0.09025662 0.1006458
Moved 820.052 414.8259 448.062 0.1269119 0.1544802
Moved 820.0828 429.8984 466.8781 0.1618019 0.2028757
Moved 820.1135 444.2704 485.1245 0.1950705 0.2498058
Moved 820.1442 456 503.5 0.2222222 0.2970678
Moved 820.175 466.9739 519.2173 0.2476248 0.3374931
Moved 820.2057 475.232 531.4641 0.2667408 0.3689918
Moved 820.2365 479.9865 538.9731 0.2777466 0.3883052
Moved 820.2672 482.5581 543.5581 0.2836992 0.400098
Moved 820.2979 483 547.441 0.2847222 0.4100849
Moved 820.3286 483 551.6127 0.2847222 0.4208144
Moved 820.3593 463.9368 553 0.2405944 0.4243826
Moved 820.3901 439.5044 553 0.184038 0.4243826
Moved 820.4208 411.1078 553 0.1183051 0.4243826
Moved 820.4515 382.8704 542.0823 0.05294074 0.3963022
Moved 820.4823 357.186 536.0413 -0.006513794 0.3807647
Moved 820.5131 330.079 530.3083 -0.06926154 0.3660192
Moved 820.5438 304.9847 526.5671 -0.1273502 0.3563967
Moved 820.5745 286.4186 523.4031 -0.1703274 0.3482589
Moved 820.6052 273.3015 521.8603 -0.2006911 0.3442908
Moved 820.636 262.9729 521 -0.2245998 0.3420781
Ended 820.6667 258 520 -0.2361111 0.3395061
Began 821.1584 384 315 0.0555556 -0.1877573
Stationary 821.1892 384 315 0.0555556 -0.1877573
Stationary 821.2199 384 315 0.0555556 -0.1877573
Stationary 821.2507 384 315 0.0555556 -0.1877573
Moved 821.2814 365.2873 315 0.01223912 -0.1877573
Moved 821.3121 351.929 315 -0.01868278 -0.1877573
Moved 821.3429 336.1794 315 -0.05514016 -0.1877573
Moved 821.3736 320.5 315 -0.09143516 -0.1877573
Moved 821.4044 304.5129 315 -0.1284424 -0.1877573
Moved 821.4351 290.137 315 -0.1617199 -0.1877573
Moved 821.4658 274.8217 322 -0.1971719 -0.1697531
Moved 821.4965 262.7468 324.2507 -0.2251232 -0.1639643
Moved 821.5273 245.9261 329.4296 -0.2640598 -0.1506442
Moved 821.558 231.5695 335.2583 -0.2972929 -0.1356526
Moved 821.5887 221.1245 340.917 -0.3214711 -0.1210984
Moved 821.6195 211 348.5 -0.3449074 -0.1015947
Moved 821.6502 199.4902 358.1324 -0.3715504 -0.07681999
Moved 821.6809 192.2742 365.7258 -0.3882541 -0.05728968
Moved 821.7117 187.3539 371.6461 -0.3996437 -0.04206269
Moved 821.7424 182.3592 381.2816 -0.4112056 -0.01727987
Moved 821.7732 180 388.0116 -0.4166667 2.974836E-05
Moved 821.8039 178.6252 392.7496 -0.4198491 0.01221606
Moved 821.8347 179 395.8992 -0.4189815 0.02031691
Moved 821.8654 179 398.8179 -0.4189815 0.02782366
Moved 821.8961 179 401.5 -0.4189815 0.03472222
Moved 821.9268 190.5 401 -0.3923611 0.03343609
Moved 821.9576 203.4295 401 -0.3624317 0.03343609
Moved 821.9883 214.8508 401 -0.3359936 0.03343609
Moved 822.019 226.3739 388.4696 -0.3093197 0.00120783
Moved 822.0497 234.7715 383.4857 -0.2898807 -0.01161104
Moved 822.0805 241.2158 380 -0.2749633 -0.02057613
Moved 822.1112 244.0749 376.9252 -0.2683452 -0.02848472
Moved 822.142 246 375.0496 -0.2638889 -0.03330882
Ended 822.1727 247.0466 375 -0.2614663 -0.03343629
Began 823.0948 360 409 0 0.05401234
Stationary 823.1255 360 409 0 0.05401234
Stationary 823.1563 360 409 0 0.05401234
Stationary 823.187 360 409 0 0.05401234
Stationary 823.2177 360 409 0 0.05401234
Moved 823.2484 360 420.1041 0 0.0825721
Moved 823.2791 360 426.2795 0 0.09845541
Moved 823.3099 360 433.998 0 0.1183075
Moved 823.3406 360 443.6182 0 0.1430508
Moved 823.3713 360 452.2375 0 0.1652198
Moved 823.4021 360 459.5 0 0.1838991
Moved 823.4328 351.9582 468.5953 -0.01861537 0.2072925
Moved 823.4636 349.984 479.0639 -0.02318511 0.2342178
Moved 823.4943 344.6743 489.6514 -0.03547614 0.2614489
Moved 823.5249 343.7095 492.8715 -0.03770948 0.2697312
Moved 823.5557 339.7324 496.2676 -0.04691571 0.278466
Moved 823.5865 336.8568 498.1432 -0.0535722 0.28329
Moved 823.6172 333.9788 498 -0.06023437 0.2829217
Moved 823.6479 329.8746 498 -0.0697347 0.2829217
Moved 823.6786 322.6707 487.8983 -0.08641044 0.2569399
Moved 823.7095 311.4583 470.5333 -0.1123649 0.212277
Moved 823.7402 303.3602 449.0806 -0.1311107 0.1571002
Moved 823.7709 295.5874 422.3495 -0.1491033 0.08834752
Moved 823.8016 291.4184 405.6735 -0.1587538 0.04545631
Moved 823.8323 288.5412 395.6235 -0.165414 0.01960782
Moved 823.8631 288 390.9424 -0.1666667 0.007567817
Moved 823.8938 287 387.0967 -0.1689815 -0.002323394
Moved 823.9246 286.2283 384.2283 -0.1707678 -0.009700869
Moved 823.9553 286 382.681 -0.1712963 -0.01368063
Moved 823.986 286 380.9099 -0.1712963 -0.01823582
Moved 824.0168 286 379.9833 -0.1712963 -0.02061922
Stationary 824.0475 286 379.9833 -0.1712963 -0.02061922
Stationary 824.0782 286 379.9833 -0.1712963 -0.02061922
Stationary 824.1089 286 380 -0.1712963 -0.02057613
Moved 824.1397 286 392.026 -0.1712963 0.01035482
Moved 824.1705 294.0486 407.2427 -0.1526654 0.04949255
Moved 824.2012 299.189 429.3504 -0.1407663 0.1063538
Moved 824.2319 304.9507 450.3273 -0.127429 0.1603069
Moved 824.2626 309.3318 465.6589 -0.1172875 0.19974
Moved 824.2934 312.8925 477.57 -0.1090452 0.2303754
Moved 824.3241 316.7268 487.9073 -0.1001694 0.2569631
Moved 824.3548 319.5991 495.1982 -0.09352054 0.2757156
Moved 824.3856 321 498.4736 -0.09027779 0.2841399
Moved 824.4163 325.0855 501.0428 -0.08082057 0.2907478
Moved 824.447 331.7605 502.9202 -0.06536916 0.2955764
Moved 824.4778 347.8775 503 -0.02806132 0.2957818
Moved 824.5085 353 503 -0.01620372 0.2957818
Moved 824.5392 372.3915 503 0.02868404 0.2957818
Moved 824.57 390.364 495 0.07028709 0.2752057
Moved 824.6007 407.5927 493.0582 0.1101682 0.2702113
Moved 824.6314 423.2411 493 0.1463916 0.2700616
Moved 824.6622 444.1989 493 0.1949047 0.2700616
Moved 824.6929 457.9188 501.2863 0.2266638 0.2913742
Moved 824.7236 471.2841 505.1136 0.2576022 0.3012182
Moved 824.7543 482.423 510.8173 0.2833866 0.3158879
Moved 824.7851 493.9216 515.4804 0.3100036 0.3278817
Moved 824.8159 499.6891 518 0.3233544 0.3343621
Moved 824.8466 501.5 520.5 0.3275463 0.3407921
Moved 824.8773 502 520.7378 0.3287037 0.3414038
Moved 824.9081 502 521 0.3287037 0.3420781
Moved 824.9388 491.5586 521 0.3045337 0.3420781
Moved 824.9695 479.5091 512.5637 0.2766414 0.3203797
Moved 825.0001 459.4183 501.239 0.2301349 0.2912525
Moved 825.031 437.1671 485.7781 0.1786277 0.2514868
Moved 825.0617 416 468 0.1296297 0.2057612
Moved 825.0924 393.2115 446.4351 0.07687847 0.1502958
Moved 825.1232 373.3781 423.2893 0.03096789 0.09076455
Moved 825.1539 349.3546 392.4728 -0.0246421 0.01150418
Moved 825.1846 331.8866 366.4777 -0.06507725 -0.05535573
Moved 825.2154 316.2922 332.2429 -0.1011755 -0.1434084
Moved 825.2462 310.5716 309.2864 -0.1144176 -0.2024527
Moved 825.2769 309 287.3159 -0.1180555 -0.2589613
Moved 825.3076 309 268.5585 -0.1180555 -0.3072055
Moved 825.3383 309 254.9698 -0.1180555 -0.3421557
Moved 825.3691 309 245.8516 -0.1180555 -0.3656082
Moved 825.3997 316.9259 240.1482 -0.09970863 -0.3802773
Moved 825.4305 318 236.2303 -0.09722222 -0.390354
Moved 825.4612 319 234.5 -0.09490739 -0.3948045
Moved 825.4919 319 235 -0.09490739 -0.3935186
Stationary 825.5227 319 235 -0.09490739 -0.3935186
Moved 825.5535 319 254.6494 -0.09490739 -0.3429799
Moved 825.5842 307.5051 277.6531 -0.121516 -0.2838142
Moved 825.6149 299.5 302.5 -0.1400463 -0.2199075
Moved 825.6457 293.5083 331.2126 -0.153916 -0.1460582
Moved 825.6764 288.796 352.7141 -0.1648241 -0.09075612
Moved 825.7072 283.0503 381.8492 -0.1781244 -0.01582008
Moved 825.7379 280.0326 402.8373 -0.1851098 0.03816173
Moved 825.7686 275.2909 433.2545 -0.1960858 0.1163952
Moved 825.7993 273.7664 451.6348 -0.1996147 0.1636697
Moved 825.83 272 465.4866 -0.2037037 0.1992968
Moved 825.8608 271 477.2219 -0.2060186 0.22948
Moved 825.8915 271 488.5579 -0.2060186 0.2586364
Moved 825.9222 271 496.767 -0.2060186 0.2797505
Moved 825.953 271 504.8133 -0.2060186 0.3004457
Moved 825.9837 280.5606 510.5606 -0.1838875 0.3152278
Moved 826.0145 286.9505 515.3004 -0.169096 0.3274185
Moved 826.0452 300.6447 519.5207 -0.1373965 0.3382733
Moved 826.0759 316.4558 521 -0.1007967 0.3420781
Moved 826.1067 330.8569 522 -0.06746089 0.3446501
Moved 826.1374 338.6802 522 -0.0493513 0.3446501
Moved 826.1682 341.5 522 -0.04282405 0.3446501
Moved 826.1989 341 522 -0.04398147 0.3446501
Stationary 826.2296 341 522 -0.04398147 0.3446501
Moved 826.2603 341 512.0256 -0.04398147 0.3189959
Moved 826.2911 326.9254 506.2836 -0.07656161 0.3042272
Moved 826.3218 301.77 488.8466 -0.1347918 0.2593791
Moved 826.3525 279.0913 470.3299 -0.1872886 0.2117538
Moved 826.3833 256.0984 448.0984 -0.2405128 0.1545741
Moved 826.414 237.0585 426.4016 -0.2845869 0.09876938
Moved 826.4448 222.8846 407.3558 -0.3173967 0.04978333
Moved 826.4755 212.811 391.0183 -0.3407153 0.007763066
Ended 826.5062 210 387 -0.3472222 -0.002572055
PhraseEnd 827.2438
