is there any indication of this
Moved 173.0025 440 462.8864 0.1851852 0.1926088
Moved 173.0332 369.0708 369.6836 0.02099713 -0.04711017
Moved 173.0639 337.8299 331.4399 -0.0513196 -0.1454736
Moved 173.0947 319.6606 309.6605 -0.09337834 -0.2014904
Moved 173.1255 305.2374 295.2374 -0.1267652 -0.2385869
Moved 173.1562 290.7274 283.8637 -0.1603532 -0.2678403
Moved 173.187 268.746 281 -0.2112361 -0.2752058
Moved 173.2177 235.6361 299.7192 -0.2878793 -0.2270598
Moved 173.2485 209.1721 338.3455 -0.3491387 -0.1277121
Moved 173.2792 200.5746 388.0836 -0.3690404 0.0002149103
Moved 173.31 216.1758 434.9394 -0.3329265 0.1207288
Moved 173.3408 233.9819 458.6936 -0.2917085 0.1818251
Moved 173.3715 269.9222 487.4077 -0.2085133 0.2556782
Moved 173.4023 315.9801 508.7921 -0.1018978 0.310679
Moved 173.433 355.3343 517.7918 -0.01080031 0.3338266
Moved 173.4638 389.3862 521.2258 0.0680236 0.3426588
Moved 173.4945 430.8985 521 0.1641168 0.3420781
Moved 173.5253 463.0002 521 0.2384265 0.3420781
Moved 173.5561 485.8005 510.1998 0.2912049 0.3142999
Moved 173.5867 498.2108 504.8947 0.3199323 0.3006548
Moved 173.6176 505.6316 499.3683 0.3371103 0.2864412
Moved 173.6483 508.5795 489.1025 0.343934 0.2600372
Moved 173.679 509 467.2205 0.3449074 0.2037563
Moved 173.7098 484.6717 428.8981 0.2885919 0.1051905
Moved 173.7406 440.5749 364.8978 0.186516 -0.0594194
Moved 173.7713 423.8211 340.2317 0.1477341 -0.1228609
Moved 173.8021 415.5387 331.5387 0.1285619 -0.1452195
Moved 173.8328 410 322.5 0.1157407 -0.1684671
Moved 173.8636 401.1244 311.1244 0.09519537 -0.1977254
Moved 173.8943 394.9008 299.8513 0.08078903 -0.2267201
Moved 173.9251 391.2928 292.9392 0.07243703 -0.2444979
Moved 173.9558 384.574 281.1479 0.05688419 -0.2748252
Moved 173.9866 381.044 273.1319 0.04871289 -0.2954427
Moved 174.0174 377.2881 265.5762 0.04001876 -0.3148762
Moved 174.0481 375.8953 261.8953 0.03679464 -0.3243434
Moved 174.0789 375 258.1438 0.03472219 -0.3339923
Moved 174.1096 375 256.7708 0.03472219 -0.3375236
Moved 174.1404 375 255.762 0.03472219 -0.3401185
Stationary 174.1712 375 256 0.03472219 -0.3395062
Ended 174.2019 375 256 0.03472219 -0.3395062
Began 174.4787 487 497 0.2939814 0.2803498
Stationary 174.5094 487 497 0.2939814 0.2803498
Moved 174.5402 449.69 469.5914 0.2076158 0.2098545
Moved 174.5709 415.1133 437.0206 0.1275772 0.1260816
Moved 174.6017 384.2292 413.1528 0.05608609 0.06469326
Moved 174.6325 356.2409 392.8273 -0.008701682 0.01241574
Moved 174.6632 326.2499 370.7272 -0.07812519 -0.04442584
Moved 174.6939 310.9001 361.1401 -0.1136571 -0.06908424
Moved 174.7247 299.4567 354.2283 -0.1401465 -0.08686136
Moved 174.7555 292.5452 349.8484 -0.1561453 -0.09812657
Moved 174.7862 286.2603 346.1735 -0.1706938 -0.1075785
Moved 174.817 281.3197 343.6599 -0.1821302 -0.1140436
Moved 174.8477 278.891 343 -0.1877524 -0.1157408
Ended 174.8784 279 343 -0.1875 -0.1157408
Began 175.0938 304 495 -0.1296296 0.2752057
Stationary 175.1245 304 495 -0.1296296 0.2752057
Moved 175.1553 304 487.4118 -0.1296296 0.2556887
Moved 175.186 324.4862 460.8922 -0.08220786 0.1874799
Moved 175.2167 338.9918 441.582 -0.04863019 0.1378138
Moved 175.2475 353.3435 418.2503 -0.0154085 0.07780424
Moved 175.2783 367.3288 397.4498 0.01696477 0.02430492
Moved 175.309 379.894 382.1273 0.04605085 -0.01510479
Moved 175.3398 384.8392 376.1608 0.05749812 -0.03045078
Moved 175.3705 387 371.844 0.06250004 -0.04155359
Moved 175.4013 388 372 0.06481478 -0.04115226
Moved 175.432 390.5 372 0.0706019 -0.04115226
Moved 175.4628 407.5009 417.3358 0.1099559 0.07545212
Moved 175.4936 421.2227 455.1346 0.1417193 0.1726712
Moved 175.5243 435.0484 483.4871 0.1737231 0.2455944
Moved 175.5551 446.2929 503.5273 0.1997522 0.297138
Moved 175.5858 453.8421 521.2106 0.2172271 0.3426199
Moved 175.6165 455 530.8228 0.2199073 0.3673426
Moved 175.6473 455 535.3724 0.2199073 0.3790442
Moved 175.6781 430.2622 539 0.1626441 0.3883744
Moved 175.7089 372.7095 513.3547 0.02942006 0.3224143
Moved 175.7396 321.6195 480.7842 -0.0888438 0.2386424
Moved 175.7704 297.2276 462.4207 -0.1453064 0.1914113
Moved 175.8011 274.7591 444.5422 -0.1973169 0.1454275
Moved 175.8319 265.0252 436.3073 -0.219849 0.1242471
Moved 175.8626 243.813 418.8397 -0.2689512 0.07932018
Moved 175.8934 229.5 408 -0.3020833 0.05144025
Moved 175.9241 219.2972 399.2972 -0.3257009 0.02905645
Moved 175.9549 212.0003 393.0001 -0.342592 0.01286032
Moved 175.9856 208.5 389.5 -0.3506944 0.003857946
Moved 176.0163 207.9309 388.9309 -0.3520118 0.002394233
Ended 176.0471 208 389 -0.3518518 0.002572016
PhraseEnd 176.3855
