win first prize in the contest
Moved 1039.671 350 509.021 -0.02314816 0.3112679
Ended 1039.702 350 509 -0.02314816 0.3112139
Began 1040.101 548 507 0.4351853 0.3060699
Stationary 1040.132 548 507 0.4351853 0.3060699
Moved 1040.162 538.6315 507 0.4134989 0.3060699
Moved 1040.193 524.5 507 0.3807871 0.3060699
Moved 1040.224 499.7855 499 0.3235776 0.2854938
Moved 1040.255 479.1563 498 0.2758248 0.2829217
Moved 1040.285 463.0237 498 0.2384808 0.2829217
Moved 1040.316 450.1756 498 0.2087398 0.2829217
Moved 1040.347 433.8146 498 0.1708672 0.2829217
Moved 1040.378 419.4383 498 0.1375887 0.2829217
Moved 1040.408 404.0683 498 0.1020099 0.2829217
Moved 1040.439 395.843 498 0.08297007 0.2829217
Moved 1040.47 383.037 498 0.05332629 0.2829217
Moved 1040.5 371.1463 498 0.02580156 0.2829217
Moved 1040.531 358.105 505 -0.004386604 0.3009258
Moved 1040.562 341.7744 506.8451 -0.04218877 0.3056715
Moved 1040.593 328.4113 507 -0.07312189 0.3060699
Moved 1040.623 319.2212 508 -0.09439532 0.3086419
Moved 1040.654 312.585 508 -0.109757 0.3086419
Moved 1040.685 307.9815 509.0093 -0.1204133 0.3112378
Moved 1040.716 303.1199 509 -0.131667 0.3112139
Moved 1040.746 300.5 509 -0.1377315 0.3112139
Moved 1040.777 297.5 510 -0.1446759 0.3137859
Moved 1040.808 295.5 511 -0.1493056 0.3163579
Moved 1040.839 295 513.0042 -0.150463 0.3215126
Moved 1040.869 299.6292 515.1573 -0.1397473 0.3270505
Moved 1040.9 334.7171 520.8956 -0.05852515 0.3418096
Moved 1040.931 370.9906 525.3326 0.02544125 0.3532216
Moved 1040.961 393.4187 527 0.07735809 0.3575102
Moved 1040.992 409.6689 528 0.1149744 0.3600822
Moved 1041.023 421.8375 528 0.1431423 0.3600822
Moved 1041.053 429.9638 528 0.1619534 0.3600822
Moved 1041.084 434.9873 528 0.1735817 0.3600822
Moved 1041.115 438.8665 528 0.1825613 0.3600822
Moved 1041.146 441.7383 528 0.1892091 0.3600822
Moved 1041.176 443.6127 528 0.193548 0.3600822
Moved 1041.207 446.1626 528 0.1994504 0.3600822
Moved 1041.238 448.0107 528 0.2037286 0.3600822
Moved 1041.269 449.3745 528 0.2068854 0.3600822
Moved 1041.299 450.2499 528 0.2089118 0.3600822
Stationary 1041.33 450.2499 528 0.2089118 0.3600822
Moved 1041.361 450 517.5093 0.2083333 0.3330999
Moved 1041.392 424.6263 497.6637 0.149598 0.2820567
Moved 1041.422 365.2129 447.0529 0.01206686 0.151885
Moved 1041.453 325.6442 409.6442 -0.07952725 0.0556693
Moved 1041.484 303.8428 387.8428 -0.1299935 -0.0004044285
Moved 1041.514 285.8341 369.8342 -0.1716803 -0.0467229
Moved 1041.545 272.1624 356.3948 -0.2033278 -0.08128899
Moved 1041.576 258.8062 341.8062 -0.234245 -0.1188112
Moved 1041.607 249.5 330 -0.255787 -0.149177
Moved 1041.637 241.9603 320.947 -0.2732401 -0.1724614
Moved 1041.668 233.2159 308.4318 -0.2934817 -0.2046509
Moved 1041.699 226.4547 298.9094 -0.3091326 -0.2291425
Moved 1041.729 222.3602 292.0807 -0.3186105 -0.2467061
Moved 1041.76 219.8136 286.6271 -0.3245057 -0.2607328
Moved 1041.791 216.9459 282.9459 -0.3311438 -0.270201
Moved 1041.822 214.0729 278.1457 -0.3377943 -0.2825471
Moved 1041.852 211.5 273 -0.34375 -0.295782
Moved 1041.883 207.6928 267.3856 -0.3525629 -0.3102223
Moved 1041.914 204.8186 263.8186 -0.3592162 -0.3193967
Moved 1041.945 203 259.9477 -0.3634259 -0.3293526
Moved 1041.975 201 257.3768 -0.3680556 -0.335965
Moved 1042.006 199.943 257 -0.3705023 -0.3369342
Stationary 1042.037 200 257 -0.3703704 -0.3369342
Moved 1042.068 200 287.447 -0.3703704 -0.2586241
Moved 1042.098 211.5384 321.2306 -0.343661 -0.1717321
Moved 1042.129 218.295 356.475 -0.3280208 -0.0810828
Moved 1042.16 226.0318 389.1588 -0.3101116 0.002980448
Moved 1042.19 231.0182 412.0728 -0.298569 0.06191563
Moved 1042.221 237.8853 439.1973 -0.2826728 0.1316803
Moved 1042.252 242.7545 457.7723 -0.2714017 0.1794554
Moved 1042.283 246.6182 474.0909 -0.2624579 0.2214271
Moved 1042.313 250.1662 485.6648 -0.2542449 0.2511954
Moved 1042.344 254.0383 496.1532 -0.2452817 0.2781717
Moved 1042.375 258.8174 507.7261 -0.2342191 0.3079373
Moved 1042.406 263 517 -0.2245371 0.33179
Moved 1042.436 266.2946 524.8837 -0.2169107 0.3520669
Moved 1042.467 271.1689 533.5068 -0.2056275 0.3742457
Moved 1042.498 275.0432 540.0863 -0.1966594 0.3911684
Moved 1042.528 277.6155 543.6155 -0.1907049 0.4002455
Moved 1042.559 279.498 546.4979 -0.1863473 0.4076592
Moved 1042.59 280.3604 548 -0.1843509 0.4115225
Ended 1042.621 280 548 -0.1851852 0.4115225
Began 1042.989 466 534 0.2453704 0.3755144
Stationary 1043.02 466 534 0.2453704 0.3755144
Stationary 1043.051 466 534 0.2453704 0.3755144
Moved 1043.082 454.213 520.426 0.2180856 0.3406017
Moved 1043.112 440.0302 492.0604 0.185255 0.2676449
Moved 1043.143 424.1055 457.2321 0.1483923 0.1780661
Moved 1043.174 411.5994 421.7982 0.119443 0.08692949
Moved 1043.204 404 393 0.1018518 0.01285996
Moved 1043.235 394.1852 362.5555 0.07913233 -0.06544364
Moved 1043.266 391.8567 342.1402 0.07374237 -0.1179522
Moved 1043.297 389.9822 324.8752 0.06940315 -0.1623579
Moved 1043.327 389 312.3054 0.06712963 -0.1946878
Moved 1043.358 389 299.73 0.06712963 -0.2270319
Moved 1043.389 389 289.1148 0.06712963 -0.2543344
Moved 1043.419 389 281.6791 0.06712963 -0.273459
Moved 1043.45 389 275.538 0.06712963 -0.2892543
Moved 1043.481 396 269.791 0.08333336 -0.3040355
Moved 1043.512 397.4799 266.5201 0.08675893 -0.3124482
Moved 1043.542 397 262.9772 0.0856481 -0.3215607
Moved 1043.573 397.8908 260.1092 0.08771012 -0.3289373
Moved 1043.604 398 258.2401 0.08796295 -0.3337448
Moved 1043.635 398 256.8052 0.08796295 -0.3374352
Ended 1043.665 398 255.7778 0.08796295 -0.3400777
Began 1044.126 287 534 -0.1689815 0.3755144
Stationary 1044.157 287 534 -0.1689815 0.3755144
Moved 1044.188 293.0462 529.163 -0.1549857 0.3630735
Moved 1044.218 310.8752 513.604 -0.1137148 0.3230555
Moved 1044.249 326.1722 500.8622 -0.07830505 0.2902835
Moved 1044.28 339.5857 490.3107 -0.04725526 0.2631446
Moved 1044.311 351.1097 477.8903 -0.0205794 0.2311993
Moved 1044.341 358.4216 468.1567 -0.003653616 0.2061643
Moved 1044.372 367.5014 456.3315 0.01736433 0.1757496
Moved 1044.403 375.1251 445.8332 0.03501177 0.1487479
Moved 1044.433 382.7315 435.2685 0.05261918 0.1215752
Moved 1044.464 388.9635 422.5913 0.06704509 0.08896937
Moved 1044.495 396.7348 407.163 0.08503427 0.04928749
Moved 1044.526 401.2431 397.2707 0.09547015 0.02384433
Moved 1044.556 402.8382 392.3237 0.09916246 0.01112055
Moved 1044.587 404 388.684 0.1018518 0.001759235
Moved 1044.618 404 386.9067 0.1018518 -0.002812162
Moved 1044.648 404 384.5 0.1018518 -0.009002057
Moved 1044.679 404 383.6282 0.1018518 -0.01124449
Moved 1044.71 373.6726 399.441 0.03164957 0.02942635
Moved 1044.741 340.8195 419.9166 -0.04439925 0.08208996
Moved 1044.771 317 434.5 -0.09953702 0.1195987
Moved 1044.802 299.5504 446.3746 -0.1399295 0.1501404
Moved 1044.833 286.2208 457.7792 -0.1707853 0.1794733
Moved 1044.864 275.5604 466.4396 -0.1954621 0.2017479
Moved 1044.894 268.2579 472.7421 -0.2123659 0.2179579
Moved 1044.925 257.391 480.609 -0.2375208 0.2381918
Moved 1044.956 248.8003 487.1997 -0.2574067 0.2551432
Moved 1044.986 242.1236 492.9382 -0.2728622 0.2699028
Moved 1045.017 238.494 496.506 -0.2812638 0.279079
Moved 1045.048 235.6151 499.3849 -0.2879281 0.2864839
Moved 1045.079 232.7516 502.2484 -0.2945564 0.2938485
Moved 1045.109 232 503 -0.2962963 0.2957818
Ended 1045.14 232 504 -0.2962963 0.2983539
Began 1045.447 326 305 -0.07870371 -0.2134774
Stationary 1045.478 326 305 -0.07870371 -0.2134774
Stationary 1045.509 326 305 -0.07870371 -0.2134774
Stationary 1045.54 326 305 -0.07870371 -0.2134774
Stationary 1045.57 326 305 -0.07870371 -0.2134774
Moved 1045.601 340.3552 324.694 -0.04547407 -0.1628241
Moved 1045.631 361.2644 351.3526 0.002926886 -0.09425771
Moved 1045.662 382.352 377.19 0.05174071 -0.02780349
Moved 1045.693 396.8649 395.8379 0.08533537 0.02015914
Moved 1045.724 409.3878 411.2348 0.1143237 0.05976025
Moved 1045.755 421.5413 425.2495 0.1424567 0.09580632
Moved 1045.785 435.8749 440.8749 0.1756364 0.1359951
Moved 1045.816 450.5435 457.6522 0.2095916 0.1791465
Moved 1045.847 461.908 468.908 0.2358982 0.2080966
Moved 1045.878 472.3741 481.2177 0.2601253 0.2397572
Moved 1045.908 483.6808 494.101 0.286298 0.2728933
Moved 1045.939 491.8845 503.8845 0.3052881 0.2980567
Moved 1045.97 499.3286 511.3287 0.32252 0.3172033
Moved 1046 503.7759 515.7759 0.3328145 0.3286416
Moved 1046.031 506.5724 518.5724 0.3392881 0.3358344
Moved 1046.062 508.2211 520.2211 0.3431045 0.3400748
Moved 1046.093 508 521.5 0.3425926 0.3433641
Moved 1046.123 508 513.6046 0.3425926 0.3230568
Moved 1046.154 475.0771 442.0952 0.2663822 0.1391335
Moved 1046.185 448.0816 380.9242 0.2038927 -0.01819917
Moved 1046.216 435.246 344.2994 0.1741805 -0.1123986
Moved 1046.246 428.0157 317.0627 0.1574437 -0.1824518
Moved 1046.277 424 296.6768 0.1481481 -0.2348847
Moved 1046.308 422 284.8173 0.1435185 -0.2653878
Moved 1046.339 421 276.447 0.1412037 -0.2869163
Moved 1046.369 420 267.7598 0.1388889 -0.3092598
Moved 1046.4 420 260.0093 0.1388889 -0.3291942
Moved 1046.431 419 256.1306 0.1365741 -0.3391703
Moved 1046.461 419 253.5614 0.1365741 -0.3457783
Moved 1046.492 419 252.6261 0.1365741 -0.3481839
Moved 1046.523 418 253 0.1342593 -0.3472223
Moved 1046.553 413.6429 259.2857 0.1241733 -0.3310553
Moved 1046.584 396.2251 290.1624 0.08385439 -0.2516401
Moved 1046.615 373.6799 334.6402 0.03166646 -0.1372423
Moved 1046.646 351.2784 378.4431 -0.02018879 -0.02458054
Moved 1046.676 333.8755 412.9571 -0.06047334 0.06418993
Moved 1046.707 321.131 440.0206 -0.08997446 0.1337979
Moved 1046.738 314.4056 454.7831 -0.1055426 0.1717672
Moved 1046.769 310.5421 465.8315 -0.1144859 0.2001839
Moved 1046.799 307.9928 473.0217 -0.1203871 0.218677
Moved 1046.83 307 480.7676 -0.1226852 0.2385997
Moved 1046.861 306 486.5151 -0.125 0.2533824
Moved 1046.891 306 492.6104 -0.125 0.2690596
Moved 1046.922 306 498.2977 -0.125 0.2836875
Moved 1046.953 306 504.0374 -0.125 0.29845
Moved 1046.984 306 507.8954 -0.125 0.308373
Moved 1047.014 306 510.4676 -0.125 0.3149886
Moved 1047.045 306 512.5 -0.125 0.3202159
Moved 1047.076 306 513 -0.125 0.321502
Moved 1047.107 306 514.3246 -0.125 0.324909
Moved 1047.137 298.7526 517.6237 -0.1417764 0.3333942
Moved 1047.168 293.0263 519.4869 -0.1550317 0.3381864
Moved 1047.199 287.6377 521.3623 -0.1675054 0.3430099
Moved 1047.229 281.2684 522.8658 -0.1822491 0.3468769
Moved 1047.26 275.5294 524 -0.1955338 0.3497942
Moved 1047.291 271.3955 524.6045 -0.205103 0.3513489
Moved 1047.322 267.4168 525 -0.2143129 0.3523662
Stationary 1047.352 267 525 -0.2152778 0.3523662
Moved 1047.383 265 525 -0.2199074 0.3523662
Moved 1047.414 261.4858 525 -0.2280422 0.3523662
Moved 1047.445 248.9669 494.5204 -0.2570211 0.2739723
Moved 1047.475 233.5636 454.5455 -0.2926768 0.171156
Moved 1047.506 224.9691 424.8971 -0.3125715 0.09489981
Moved 1047.537 222.1192 403.8346 -0.3191684 0.04072684
Moved 1047.568 221 388.2631 -0.3217593 0.0006765201
Moved 1047.598 218.6807 373.0844 -0.327128 -0.03836321
Moved 1047.629 219 362.4075 -0.3263889 -0.06582456
Moved 1047.66 219 353.5917 -0.3263889 -0.0884987
Moved 1047.69 219 347.7828 -0.3263889 -0.1034393
Moved 1047.721 219 345.9562 -0.3263889 -0.1081375
Moved 1047.752 219 345 -0.3263889 -0.1105968
Moved 1047.782 237.0082 358.0082 -0.2847032 -0.07713938
Moved 1047.813 256.3604 382.5406 -0.2399064 -0.01404162
Moved 1047.844 275.1371 408.3192 -0.1964419 0.0522612
Moved 1047.875 291.3056 434.1501 -0.1590148 0.1186989
Moved 1047.905 304.0586 456.1025 -0.1294941 0.1751606
Moved 1047.936 319.9303 481.8606 -0.09275391 0.2414109
Moved 1047.967 324.2371 490.4742 -0.08278444 0.2635653
Moved 1047.998 331.6124 503.0207 -0.06571198 0.2958351
Moved 1048.028 337.3044 513.4567 -0.05253603 0.3226765
Moved 1048.059 342.0147 521.0294 -0.0416326 0.3421538
Moved 1048.09 345.8858 526.7716 -0.03267174 0.3569228
Moved 1048.12 349.4565 531.9129 -0.02440636 0.3701463
Moved 1048.151 351.3279 534.3279 -0.0200744 0.3763577
Moved 1048.182 352.5 536.5 -0.0173611 0.3819444
Moved 1048.213 353.8056 538 -0.01433889 0.3858024
Moved 1048.243 355 539.6197 -0.01157408 0.3899682
Ended 1048.274 355 540.5 -0.01157408 0.3922324
PhraseEnd 1049.165
