the punishment should fit the crime
Stationary 534.4343 266 231 -0.2175926 -0.4038066
Stationary 534.465 266 231 -0.2175926 -0.4038066
Stationary 534.4957 266 231 -0.2175926 -0.4038066
Stationary 534.5266 266 231 -0.2175926 -0.4038066
Stationary 534.5573 266 231 -0.2175926 -0.4038066
Moved 534.588 266 242.1318 -0.2175926 -0.3751754
Moved 534.6187 266 250.9626 -0.2175926 -0.3524624
Moved 534.6495 261.9377 261.0311 -0.226996 -0.3265662
Moved 534.6802 255.6228 271.5088 -0.2416139 -0.2996174
Moved 534.7109 252.7469 281.7593 -0.2482711 -0.273253
Moved 534.7416 250.1294 291.4825 -0.2543302 -0.2482446
Moved 534.7724 247.295 301.115 -0.2608912 -0.2234697
Moved 534.8031 245.4309 311.2765 -0.2652063 -0.1973342
Moved 534.8339 244.5612 325.194 -0.2672194 -0.1615381
Moved 534.8646 244 339.9305 -0.2685185 -0.1236355
Moved 534.8953 244 363.4192 -0.2685185 -0.06322233
Moved 534.9261 244 383.7813 -0.2685185 -0.01085054
Moved 534.9568 253.3071 399.5747 -0.2469744 0.02977026
Moved 534.9875 255.1008 407.5042 -0.2428221 0.05016507
Moved 535.0182 258.9653 420.861 -0.2338767 0.08451901
Moved 535.049 262.8416 434.2083 -0.2249036 0.1188483
Moved 535.0797 267.8176 449.2704 -0.2133852 0.1575884
Moved 535.1105 269.274 452.5481 -0.2100138 0.1660187
Moved 535.1412 271 460.286 -0.2060186 0.1859208
Moved 535.1719 273.0146 465.0291 -0.2013552 0.1981201
Moved 535.2026 274 469.049 -0.199074 0.2084592
Moved 535.2334 275.4032 472.4033 -0.1958258 0.2170865
Moved 535.2641 276 477.5595 -0.1944444 0.2303485
Moved 535.2948 278.2822 483.5643 -0.1891617 0.245793
Moved 535.3256 280.1547 490.464 -0.1848272 0.263539
Moved 535.3563 282.0292 498.0876 -0.1804879 0.2831472
Moved 535.3871 282.4677 500.9354 -0.1794729 0.2904717
Moved 535.4177 284.0077 506.0153 -0.1759082 0.3035372
Moved 535.4485 285.8864 510.7729 -0.1715592 0.3157738
Moved 535.4792 287.7511 516.5022 -0.1672428 0.3305097
Moved 535.5099 289.5 521 -0.1631944 0.3420781
Moved 535.5407 290 525.2574 -0.162037 0.3530281
Moved 535.5714 291 528.0004 -0.1597222 0.3600832
Moved 535.6022 292 529.8748 -0.1574074 0.3649043
Moved 535.6329 292.4309 532.4308 -0.15641 0.3714784
Moved 535.6636 293 535.3039 -0.1550926 0.378868
Moved 535.6943 295.0851 537.0851 -0.1502659 0.3834494
Moved 535.7251 303.2751 541.0917 -0.1313076 0.3937542
Moved 535.7558 313.0004 543 -0.1087955 0.3986624
Moved 535.7866 318.7433 544.4358 -0.09550163 0.4023554
Moved 535.8173 329.2402 545 -0.07120321 0.4038065
Moved 535.848 337.73 545 -0.05155081 0.4038065
Moved 535.8787 348.0281 545 -0.02771273 0.4038065
Moved 535.9095 356.9064 545 -0.007161201 0.4038065
Moved 535.9402 365.5248 545 0.01278887 0.4038065
Moved 535.971 372.1025 545 0.02801508 0.4038065
Moved 536.0017 381.7776 538.519 0.05041112 0.3871372
Moved 536.0325 392.3609 536 0.07490953 0.3806583
Moved 536.0632 403 533.5 0.09953707 0.3742283
Moved 536.0939 417.3977 528.4006 0.132865 0.3611125
Moved 536.1246 425.4218 525.5261 0.1514394 0.3537191
Moved 536.1554 430.6945 522.6528 0.1636447 0.3463291
Moved 536.1861 432.928 522.536 0.1688147 0.3460287
Moved 536.2168 437.6772 517.3228 0.1798085 0.3326202
Moved 536.2476 443.4323 510.5676 0.1931304 0.3152459
Moved 536.2783 448.083 493.4186 0.203896 0.2711385
Moved 536.3091 450.6154 460.1536 0.2097579 0.1855801
Moved 536.3398 452.9747 409.7913 0.2152192 0.05604759
Moved 536.3705 454 362.5477 0.2175926 -0.06546374
Moved 536.4012 454 329.5297 0.2175926 -0.1503867
Moved 536.432 456.8064 299.7424 0.2240889 -0.227
Moved 536.4627 463.107 267.465 0.2386736 -0.310018
Moved 536.4934 465.7352 257.059 0.2447574 -0.3367824
Moved 536.5242 467.0823 251.6709 0.2478757 -0.3506407
Moved 536.5549 471.8907 238.2185 0.2590063 -0.3852405
Moved 536.5856 477.6347 224.7305 0.2723026 -0.4199321
Moved 536.6163 480.5 219.5 0.2789353 -0.4333848
Moved 536.6471 481 214.806 0.2800926 -0.4454578
Stationary 536.6779 481 214.806 0.2800926 -0.4454578
Moved 536.7086 461.3015 223.4572 0.2344943 -0.423207
Moved 536.7393 436.9492 249.5544 0.1781231 -0.3560843
Moved 536.77 401.6207 288.7442 0.09634425 -0.2552876
Moved 536.8007 372.4237 329.6068 0.02875855 -0.1501882
Moved 536.8315 339.4221 373.2952 -0.04763415 -0.03782115
Moved 536.8622 320.4389 399.8015 -0.09157652 0.03035368
Moved 536.8929 306.2223 419.6109 -0.1244854 0.08130368
Moved 536.9237 299.0893 429.675 -0.1409969 0.1071887
Moved 536.9544 284.1477 448.8154 -0.175584 0.1564181
Moved 536.9852 271.8419 464.1581 -0.2040696 0.1958798
Moved 537.0159 261.22 477.475 -0.2286575 0.2301312
Moved 537.0466 253.3089 488.2549 -0.2469702 0.2578572
Moved 537.0773 248.9014 495.2959 -0.2571728 0.2759667
Moved 537.1081 243.0282 500.9717 -0.270768 0.2905652
Moved 537.1389 240.1573 504.6855 -0.2774138 0.3001169
Moved 537.1696 239 507.5 -0.2800926 0.3073559
Moved 537.2003 234.3536 512.6464 -0.2908481 0.3205925
Moved 537.231 231.4762 515.5237 -0.2975087 0.3279931
Moved 537.2617 231 516.9592 -0.2986111 0.3316852
Ended 537.2925 229.582 519.8361 -0.3018936 0.3390844
PhraseEnd 538.0608
