in sharp contrast to your words
Moved 346.6755 356.4007 521.8014 -0.008331737 0.3441392
Moved 346.7063 360.1739 528.1739 0.0004024307 0.3605295
Ended 346.7371 365 532 0.01157403 0.3703703
Began 347.0446 406 494 0.1064815 0.2726337
Stationary 347.0753 406 494 0.1064815 0.2726337
Stationary 347.106 406 494 0.1064815 0.2726337
Stationary 347.1365 406 494 0.1064815 0.2726337
Moved 347.1676 422.3628 494 0.1443584 0.2726337
Moved 347.1984 430.0248 494 0.1620944 0.2726337
Moved 347.2291 443.0382 503 0.192218 0.2957818
Moved 347.2599 453.6872 505.3375 0.2168686 0.3017938
Moved 347.2906 469.0584 508.2117 0.2524501 0.3091863
Moved 347.3214 483.86 510.972 0.286713 0.3162859
Moved 347.3521 495.9552 512 0.3147111 0.31893
Moved 347.3829 507.6985 513.1397 0.3418946 0.3218613
Moved 347.4136 517.6262 513.9066 0.3648755 0.3238336
Moved 347.4444 525.3428 515 0.382738 0.326646
Moved 347.4751 530.879 515 0.3955533 0.326646
Moved 347.5059 533.8905 516 0.4025243 0.329218
Moved 347.5367 536.6532 516 0.4089195 0.329218
Moved 347.5674 538.0342 516 0.4121162 0.329218
Moved 347.5981 541.8795 516 0.4210172 0.329218
Ended 347.6289 542.5 516 0.4224537 0.329218
Began 348.1825 371 500 0.025463 0.2880658
Stationary 348.2133 371 500 0.025463 0.2880658
Stationary 348.244 371 500 0.025463 0.2880658
Stationary 348.2747 371 500 0.025463 0.2880658
Moved 348.3055 396.6843 500 0.08491734 0.2880658
Moved 348.3363 418.4119 508.6302 0.1352127 0.3102629
Moved 348.367 437.3897 511.3983 0.1791427 0.3173822
Moved 348.3978 451.7966 512 0.2124922 0.31893
Moved 348.4285 466.5954 514 0.2467486 0.324074
Moved 348.4593 480.8398 516.368 0.2797217 0.3301645
Moved 348.4901 488.4017 516 0.2972261 0.329218
Moved 348.5208 491.6644 516 0.3047786 0.329218
Moved 348.5515 494.3039 516 0.3108887 0.329218
Moved 348.5823 495.5 516 0.3136574 0.329218
Moved 348.6131 495 516 0.3125 0.329218
Stationary 348.6438 495 516 0.3125 0.329218
Moved 348.6746 452.8422 516 0.2149126 0.329218
Moved 348.7054 387.9019 508.1697 0.06458779 0.3090783
Moved 348.7361 340.0361 506.4197 -0.04621272 0.3045773
Moved 348.7668 317.0679 504.0076 -0.09937987 0.2983733
Moved 348.7976 298.701 503 -0.1418959 0.2957818
Moved 348.8283 288.4237 502 -0.1656859 0.2932098
Moved 348.8591 284.7087 502 -0.1742853 0.2932098
Moved 348.8899 284 502 -0.1759259 0.2932098
Ended 348.9206 284 502 -0.1759259 0.2932098
Began 349.1667 221 511 -0.3217593 0.3163579
Stationary 349.1974 221 511 -0.3217593 0.3163579
Moved 349.2282 250.1526 511 -0.2542764 0.3163579
Moved 349.259 291.6299 511 -0.1582641 0.3163579
Moved 349.2897 321.96 511 -0.08805563 0.3163579
Moved 349.3205 363.6732 511 0.008502801 0.3163579
Moved 349.3512 399.829 511 0.09219667 0.3163579
Moved 349.382 430 511 0.162037 0.3163579
Moved 349.4127 445.5526 511 0.1980383 0.3163579
Moved 349.4435 456.3545 511 0.2230428 0.3163579
Moved 349.4742 460.439 511 0.2324977 0.3163579
Moved 349.505 461 511 0.2337964 0.3163579
Stationary 349.5357 461 511 0.2337964 0.3163579
Moved 349.5664 431.8665 503 0.1663578 0.2957818
Moved 349.5971 390.2637 503 0.07005483 0.2957818
Moved 349.628 360.4022 510.6997 0.0009309252 0.3155856
Moved 349.6588 345.1063 512 -0.03447622 0.31893
Moved 349.6895 338.7304 512 -0.04923522 0.31893
Moved 349.7202 331.2074 503.9334 -0.06664947 0.2981825
Moved 349.751 325.425 486.7 -0.08003473 0.2538578
Moved 349.7818 319.8617 456.7556 -0.09291267 0.1768404
Moved 349.8125 317.1147 432.032 -0.09927164 0.1132509
Moved 349.8433 313.3717 411.6022 -0.1079358 0.06070513
Moved 349.874 310.9281 398.6406 -0.1135923 0.02736782
Moved 349.9048 309.1845 390.5535 -0.1176285 0.006567519
Moved 349.9355 308 385 -0.1203704 -0.007716127
Moved 349.9663 306 381.6912 -0.125 -0.01622636
Moved 349.997 302.2982 379 -0.1335689 -0.02314815
Moved 350.0278 294.6025 375.5342 -0.151383 -0.03206237
Moved 350.0586 282.9396 372.5758 -0.1783806 -0.03967136
Moved 350.0893 269.2898 371.2579 -0.2099774 -0.04306094
Moved 350.1201 255.9395 370 -0.2408807 -0.04629637
Moved 350.1508 246.5298 369 -0.2626624 -0.04886839
Moved 350.1815 239.1676 369 -0.2797047 -0.04886839
Moved 350.2123 233.4812 369 -0.2928675 -0.04886839
Moved 350.2431 227.8122 368 -0.3059902 -0.05144041
Ended 350.2738 227 368 -0.3078704 -0.05144041
PhraseEnd 350.6429
