I can play much better now
Moved 976.599 549 357.3779 0.4375 -0.07876055
Moved 976.6298 549 353.8508 0.4375 -0.0878323
Moved 976.6605 549 348.6066 0.4375 -0.1013205
Moved 976.6912 549 345.7592 0.4375 -0.1086441
Moved 976.7219 540.4243 341.4243 0.4176488 -0.1197935
Moved 976.7526 532.8199 336.892 0.4000462 -0.1314508
Moved 976.7834 516.9255 335 0.3632535 -0.1363169
Moved 976.8141 499.068 335 0.3219166 -0.1363169
Moved 976.8449 479.919 341.0809 0.2775903 -0.1206766
Moved 976.8756 450.8278 349.6954 0.2102496 -0.09852028
Moved 976.9064 402.4136 350 0.09817968 -0.09773669
Moved 976.9371 361.9307 350 0.004469156 -0.09773669
Moved 976.9678 323.5 350 -0.08449072 -0.09773669
Moved 976.9986 291.8739 352.5579 -0.1576994 -0.09115776
Moved 977.0293 260.7426 359.8143 -0.2297625 -0.072494
Moved 977.06 243.0294 363.8284 -0.2707654 -0.06216975
Moved 977.0908 224.3239 368.7646 -0.314065 -0.04947387
Moved 977.1215 209.63 373.2486 -0.3480788 -0.03794093
Moved 977.1522 197.3395 378.3303 -0.3765289 -0.02487081
Moved 977.183 186.1967 382.4017 -0.4023224 -0.01439907
Moved 977.2137 172.7895 390.807 -0.4333577 0.007219589
Moved 977.2444 171.3248 392.6752 -0.4367481 0.01202454
Moved 977.2751 167.0329 397.9341 -0.4466831 0.02555074
Moved 977.3057 166 403.5 -0.4490741 0.03986618
Moved 977.3367 166 408.1436 -0.4490741 0.05180967
Moved 977.3674 174.7733 414.7599 -0.4287656 0.06882694
Moved 977.3981 197.8316 427.4807 -0.3753898 0.1015449
Moved 977.4288 230.2602 441.9214 -0.3003236 0.1386867
Moved 977.4596 266.394 456.7576 -0.2166805 0.1768457
Moved 977.4904 301.171 468.8141 -0.1361783 0.2078551
Moved 977.5211 327.8915 477.4729 -0.0743252 0.2301257
Moved 977.5518 348.2816 483.5704 -0.02712602 0.2458085
Moved 977.5825 367.7654 491.4709 0.01797537 0.2661287
Moved 977.6133 381.3769 498.1884 0.04948348 0.2834063
Moved 977.644 395.1561 504.8937 0.08137991 0.3006524
Moved 977.6747 404.5308 509.1769 0.1030806 0.311669
Moved 977.7055 410.1745 512.7249 0.1161447 0.3207943
Moved 977.7362 412.9641 514.9641 0.1226021 0.3265537
Moved 977.767 416.5 516.5 0.130787 0.3305041
Moved 977.7977 418.064 517 0.1344073 0.33179
Ended 977.8284 419.3409 517 0.1373631 0.33179
Began 978.4739 489 255 0.2986111 -0.3420782
Stationary 978.5046 489 255 0.2986111 -0.3420782
Stationary 978.5353 489 255 0.2986111 -0.3420782
Moved 978.5661 489 268.1082 0.2986111 -0.3083639
Moved 978.5969 482.1709 292.6827 0.282803 -0.2451576
Moved 978.6276 477.2137 315.5383 0.2713281 -0.1863727
Moved 978.6583 474.0858 339.6141 0.2640874 -0.1244495
Moved 978.689 470.7273 354.9545 0.2563131 -0.08499357
Moved 978.7196 464.5456 380.0905 0.2420036 -0.02034332
Moved 978.7505 459.6375 398.45 0.2306424 0.02687756
Moved 978.7813 453.7734 417.6799 0.217068 0.07633704
Moved 978.812 450.9812 428.0753 0.2106046 0.1030741
Moved 978.8427 444.899 450.8535 0.1965254 0.1616602
Moved 978.8735 440.8106 466.6628 0.1870616 0.2023219
Moved 978.9042 435.714 483.215 0.175264 0.2448943
Moved 978.9349 432.1859 495.4424 0.1670969 0.2763436
Moved 978.9657 428.6125 506.5499 0.1588253 0.3049122
Moved 978.9964 425.1082 513.7836 0.1507134 0.3235175
Moved 979.0272 422.561 519.8781 0.144817 0.3391924
Moved 979.0579 421 524.7733 0.1412037 0.3517832
Moved 979.0886 418.7364 528.2636 0.135964 0.3607603
Moved 979.1193 419 529.5 0.1365741 0.3639403
Moved 979.1501 416.6406 531.3594 0.1311125 0.3687226
Moved 979.1808 415.3029 531 0.128016 0.3677982
Moved 979.2116 410.5383 531 0.1169868 0.3677982
Moved 979.2423 401.4759 516.0662 0.09600898 0.3293883
Moved 979.2731 388.7019 497.923 0.06643961 0.2827238
Moved 979.3038 374.5 471.5 0.03356477 0.2147633
Moved 979.3345 359.8331 444.6996 -0.0003862878 0.1458322
Moved 979.3652 347.0979 416.6154 -0.0298659 0.07359924
Moved 979.396 337.4676 392.6691 -0.05215828 0.01200884
Moved 979.4267 330.5 370.5 -0.06828706 -0.04501037
Moved 979.4575 324.1503 352.4009 -0.08298536 -0.09156152
Moved 979.4882 318.5003 334.5007 -0.09606417 -0.1376013
Moved 979.5189 312.8997 317.649 -0.1090284 -0.1809439
Moved 979.5497 309 305 -0.1180555 -0.2134774
Moved 979.5804 305.1513 295.7563 -0.1269646 -0.2372523
Moved 979.6111 300.1924 282.9808 -0.1384436 -0.270111
Moved 979.6419 296.0449 274.1346 -0.1480443 -0.2928638
Moved 979.6726 292.0027 266.5041 -0.1574011 -0.3124895
Moved 979.7034 289.2207 261.4413 -0.163841 -0.325511
Moved 979.7341 286.666 255.332 -0.1697546 -0.3412243
Moved 979.7648 284.1156 250.2312 -0.1756583 -0.3543437
Moved 979.7956 283 246.5569 -0.1782407 -0.3637941
Moved 979.8263 280.2995 243.2994 -0.1844919 -0.3721723
Moved 979.857 278.7482 240.7482 -0.1880829 -0.3787342
Stationary 979.8878 278.7482 240.7482 -0.1880829 -0.3787342
Stationary 979.9185 279 241 -0.1875 -0.3780865
Moved 979.9492 317.543 274.9735 -0.09828001 -0.290706
Moved 979.98 348.4013 304.1465 -0.02684891 -0.2156726
Moved 980.0107 375.7646 331.7646 0.03649215 -0.1446384
Moved 980.0414 393.3731 348.3732 0.07725258 -0.1019209
Moved 980.0722 406.9247 364.8995 0.1086219 -0.05941484
Moved 980.1028 420.1661 377.1661 0.1392733 -0.02786511
Moved 980.1337 427.1449 384.7174 0.1554281 -0.008442961
Moved 980.1644 430.1168 388.1168 0.1623074 0.0003004663
Moved 980.1951 431.347 390.347 0.165155 0.006036444
Moved 980.2259 432.5 392.5 0.167824 0.01157403
Ended 980.2566 433.4565 394.4564 0.170038 0.01660594
Began 980.902 339 246 -0.04861111 -0.3652264
Stationary 980.9327 339 246 -0.04861111 -0.3652264
Stationary 980.9635 339 246 -0.04861111 -0.3652264
Stationary 980.9943 339 246 -0.04861111 -0.3652264
Stationary 981.025 339 246 -0.04861111 -0.3652264
Moved 981.0557 325.7861 270.4278 -0.07919882 -0.3023977
Moved 981.0865 319.423 284.1541 -0.09392827 -0.2670936
Moved 981.1172 313.312 299.9079 -0.108074 -0.2265743
Moved 981.148 308.2066 314.3801 -0.1198921 -0.1893517
Moved 981.1787 304.757 331.729 -0.1278774 -0.1447299
Moved 981.2094 301.8262 352.5638 -0.1346615 -0.09114238
Moved 981.2402 300 372.7195 -0.1388889 -0.03930174
Moved 981.2709 298.7335 390.8653 -0.1418205 0.007369469
Moved 981.3016 297.5 406.5 -0.1446759 0.04758226
Moved 981.3323 295.9254 428.6717 -0.1483209 0.1046082
Moved 981.3631 293.3697 447.1514 -0.1542367 0.1521382
Moved 981.3939 292 459.9008 -0.1574074 0.18493
Moved 981.4246 289.5847 472.0765 -0.1629983 0.216246
Moved 981.4553 287.046 486.7701 -0.1688751 0.2540384
Moved 981.486 284.5 498 -0.1747685 0.2829217
Moved 981.5168 282.9415 506.2339 -0.1783761 0.3040996
Moved 981.5475 282 513.0272 -0.1805555 0.321572
Moved 981.5783 280 518.7598 -0.1851852 0.3363164
Moved 981.609 277.5854 525.2438 -0.1907745 0.3529931
Moved 981.6397 277 527.955 -0.1921296 0.3599665
Moved 981.6705 276 531.1978 -0.1944444 0.368307
Moved 981.7012 275 532.7374 -0.1967592 0.3722668
Moved 981.7319 275 534 -0.1967592 0.3755144
Moved 981.7626 275 535.5 -0.1967592 0.3793723
Moved 981.7934 275 535 -0.1967592 0.3780863
Stationary 981.8242 275 535 -0.1967592 0.3780863
Moved 981.8549 284.3069 535 -0.1752156 0.3780863
Moved 981.8856 290.0837 535 -0.1618432 0.3780863
Moved 981.9163 297.882 535 -0.1437916 0.3780863
Moved 981.9471 304.5 526.5 -0.1284722 0.3562242
Moved 981.9778 311.1185 523.9407 -0.1131516 0.3496417
Moved 982.0085 317.8487 522.3838 -0.0975724 0.3456373
Moved 982.0393 324.5213 521 -0.08212655 0.3420781
Moved 982.0701 334.2996 519 -0.05949175 0.3369341
Moved 982.1008 339.4583 518 -0.04755025 0.3343621
Moved 982.1315 343.4554 518 -0.03829772 0.3343621
Moved 982.1622 347.2681 518 -0.02947191 0.3343621
Moved 982.2237 349.8103 517 -0.02358735 0.33179
Moved 982.2544 352.3633 517 -0.01767744 0.33179
Moved 982.2851 353.5 517 -0.0150463 0.33179
Moved 982.3159 354.201 517 -0.01342356 0.33179
Stationary 982.3466 354 517 -0.01388888 0.33179
Stationary 982.3773 354 517 -0.01388888 0.33179
Stationary 982.4081 354 517 -0.01388888 0.33179
Moved 982.4388 336.9658 517 -0.05331998 0.33179
Moved 982.4695 326.5 517 -0.07754628 0.33179
Moved 982.5003 315.6504 517 -0.1026612 0.33179
Moved 982.531 302.1757 517 -0.1338526 0.33179
Moved 982.5617 286.5793 517 -0.1699554 0.33179
Moved 982.5924 273.8624 517 -0.1993927 0.33179
Moved 982.6232 263.1376 516 -0.2242185 0.329218
Moved 982.6539 255.4081 513.8521 -0.2421109 0.3236935
Moved 982.6847 244.9897 511.2474 -0.2662275 0.3169943
Moved 982.7154 235.0928 508.6976 -0.289137 0.3104361
Moved 982.7462 229.3076 507 -0.3025286 0.3060699
Moved 982.7769 225.9063 506 -0.310402 0.3034978
Moved 982.8076 224 505.3301 -0.3148148 0.3017748
Moved 982.8383 222.5 505 -0.318287 0.3009258
Moved 982.8691 222 505 -0.3194444 0.3009258
Stationary 982.8998 222 505 -0.3194444 0.3009258
Stationary 982.9305 222 505 -0.3194444 0.3009258
Stationary 982.9612 222 505 -0.3194444 0.3009258
Moved 982.992 227.3561 505 -0.307046 0.3009258
Moved 983.0228 234.7446 504 -0.289943 0.2983539
Moved 983.0535 243.7643 503 -0.2690641 0.2957818
Moved 983.0843 256.9376 500.0125 -0.2385704 0.2880977
Moved 983.115 269.5 499 -0.2094908 0.2854938
Moved 983.1458 281.1557 496.1689 -0.1825099 0.2782121
Moved 983.1765 293.6714 495 -0.1535384 0.2752057
Moved 983.2072 307.4059 493.1188 -0.1217457 0.2703673
Moved 983.238 317.7801 493 -0.09773134 0.2700616
Moved 983.2687 323.2392 493 -0.08509452 0.2700616
Moved 983.2994 327.4142 493 -0.07542998 0.2700616
Moved 983.3301 330.7498 493 -0.06770889 0.2700616
Moved 983.3609 333.2978 493 -0.06181066 0.2700616
Ended 983.3916 333.2978 493 -0.06181066 0.2700616
Began 984.0063 350 225 -0.02314816 -0.4192387
Stationary 984.037 350 225 -0.02314816 -0.4192387
Stationary 984.0678 350 225 -0.02314816 -0.4192387
Moved 984.0985 358.2433 235.3041 -0.004066527 -0.3927365
Moved 984.1293 371.2098 259.4196 0.02594858 -0.3307108
Moved 984.16 382.3281 285.5219 0.05168547 -0.2635753
Moved 984.1907 397.4976 324.6603 0.08679996 -0.162911
Moved 984.2215 404.7812 342.4894 0.1036601 -0.117054
Moved 984.2523 415.5312 361.9738 0.1285444 -0.06693985
Moved 984.283 425.5765 385.4412 0.1517974 -0.006581452
Moved 984.3137 437.9568 407.7222 0.1804556 0.05072585
Moved 984.3444 446.9605 424.921 0.2012974 0.09496123
Moved 984.3751 455.0226 442.0451 0.2199596 0.1390048
Moved 984.4059 460.9861 453.4651 0.233764 0.1683774
Moved 984.4366 468.0292 462.0389 0.2500675 0.1904291
Moved 984.4673 474.5 474.5 0.2650462 0.2224794
Moved 984.498 480.3835 485.767 0.2786654 0.2514582
Moved 984.5289 485.6958 497.3915 0.2909625 0.2813568
Moved 984.5596 490.8211 506.7318 0.3028267 0.30538
Moved 984.5903 495.9174 514.3762 0.3146237 0.3250414
Moved 984.621 498.478 519.478 0.3205509 0.3381636
Moved 984.6518 501.5713 527.1426 0.3277113 0.3578769
Moved 984.6826 502.8506 528.8506 0.3306728 0.36227
Moved 984.7132 504.404 531.404 0.3342686 0.3688373
Moved 984.744 505.2879 532.2878 0.3363145 0.3711106
Moved 984.7747 505 533 0.3356481 0.3729423
Stationary 984.8054 505 533 0.3356481 0.3729423
Moved 984.8362 505 512.7615 0.3356481 0.3208886
Moved 984.8669 505 491.1888 0.3356481 0.2654032
Moved 984.8976 494.8324 462.2458 0.3121121 0.1909615
Moved 984.9283 492 438.4985 0.3055556 0.129883
Moved 984.9592 489.8118 419.4943 0.3004903 0.08100384
Moved 984.9898 486.6499 404.1989 0.293171 0.04166383
Moved 985.0206 483.0068 381.0677 0.2847379 -0.0178301
Moved 985.0513 480.4584 364.6671 0.2788388 -0.06001256
Moved 985.082 477.9076 348.3531 0.2729343 -0.1019724
Moved 985.1128 475.7542 335.5253 0.2679496 -0.1349658
Moved 985.1435 472.1323 317.6616 0.2595656 -0.1809117
Moved 985.1743 469.5814 305.907 0.2536606 -0.2111447
Moved 985.205 467.0403 289.2817 0.2477784 -0.2539051
Moved 985.2357 464.8098 280.0491 0.2426153 -0.2776516
Moved 985.2665 462 271.6274 0.2361111 -0.2993122
Moved 985.2972 459.6746 262.6982 0.2307282 -0.3222782
Moved 985.3279 459 260.1297 0.2291666 -0.3288846
Moved 985.3587 458 255.8276 0.2268519 -0.3399496
Moved 985.3893 458 252.3438 0.2268519 -0.3489102
Moved 985.4201 457 249.7976 0.2245371 -0.355459
Moved 985.4509 457 248.2549 0.2245371 -0.3594267
Moved 985.4816 457 246.9845 0.2245371 -0.3626942
Moved 985.5124 457 245.8479 0.2245371 -0.3656176
Moved 985.5431 457 245 0.2245371 -0.3677984
Moved 985.5739 457 243.6754 0.2245371 -0.3712052
Moved 985.6046 457 242.6677 0.2245371 -0.3737971
Moved 985.6353 457 241.5918 0.2245371 -0.3765644
Moved 985.666 457 241.0493 0.2245371 -0.3779596
Stationary 985.6968 457 241 0.2245371 -0.3780865
Stationary 985.7275 457 241 0.2245371 -0.3780865
Moved 985.7582 455.7349 240 0.2216086 -0.3806585
Stationary 985.7889 456 240 0.2222222 -0.3806585
Stationary 985.8197 456 240 0.2222222 -0.3806585
Moved 985.8505 455 239 0.2199073 -0.3832304
Stationary 985.8812 455 239 0.2199073 -0.3832304
Stationary 985.9119 455 239 0.2199073 -0.3832304
Stationary 985.9427 455 239 0.2199073 -0.3832304
Moved 985.9734 455 237.9099 0.2199073 -0.3860342
Moved 986.0041 454 238 0.2175926 -0.3858025
Stationary 986.0349 454 238 0.2175926 -0.3858025
Moved 986.0656 452.9128 238 0.215076 -0.3858025
Moved 986.0963 453 236.5648 0.2152778 -0.3894938
Ended 986.1271 453 237 0.2152778 -0.3883744
Backspace 986.9261
Began 989.0469 430 566 0.162037 0.4578188
Stationary 989.0776 430 566 0.162037 0.4578188
Stationary 989.1083 430 566 0.162037 0.4578188
Stationary 989.1391 430 566 0.162037 0.4578188
Stationary 989.1699 430 566 0.162037 0.4578188
Stationary 989.2006 430 566 0.162037 0.4578188
Stationary 989.262 430 566 0.162037 0.4578188
Stationary 989.2928 430 566 0.162037 0.4578188
Stationary 989.3235 430 566 0.162037 0.4578188
Stationary 989.3542 430 566 0.162037 0.4578188
Stationary 989.3849 430 566 0.162037 0.4578188
Stationary 989.4156 430 566 0.162037 0.4578188
Stationary 989.4464 430 566 0.162037 0.4578188
Stationary 989.4772 430 566 0.162037 0.4578188
Stationary 989.5079 430 566 0.162037 0.4578188
Stationary 989.5386 430 566 0.162037 0.4578188
Stationary 989.5693 430 566 0.162037 0.4578188
Moved 989.6 430 551.1128 0.162037 0.4195287
Moved 989.6308 437.9966 546.0067 0.1805478 0.4063957
Moved 989.6615 440.2144 540.3568 0.1856815 0.391864
Moved 989.6922 442 532.7354 0.1898148 0.3722618
Moved 989.723 444.2996 526.1012 0.1951381 0.3551985
Moved 989.7537 446 518.437 0.199074 0.335486
Moved 989.7844 448 508.2186 0.2037037 0.309204
Moved 989.8151 449 506.6691 0.2060185 0.3052188
Moved 989.8459 450 502.5797 0.2083333 0.2947007
Moved 989.8767 451 497.4752 0.2106482 0.2815719
Moved 989.9074 452 494.0034 0.2129629 0.2726424
Moved 989.9381 453.5 491.5 0.2164352 0.2662036
Moved 989.9689 454.1029 488.8971 0.2178307 0.2595089
Moved 989.9996 454 487.625 0.2175926 0.2562371
Moved 990.0303 454.9323 486 0.2197507 0.2520575
Moved 990.0611 455 484.5144 0.2199073 0.2482366
Ended 990.0918 455 484.5144 0.2199073 0.2482366
Began 990.8602 265 147 -0.2199074 -0.6198559
Stationary 990.8909 265 147 -0.2199074 -0.6198559
Stationary 990.9217 265 147 -0.2199074 -0.6198559
Stationary 990.9524 265 147 -0.2199074 -0.6198559
Moved 990.9831 265 165 -0.2199074 -0.5735598
Moved 991.0139 255.8706 188.1437 -0.2410402 -0.5140338
Moved 991.0446 248.8873 213.0073 -0.2572054 -0.4500841
Moved 991.0754 243.7824 230.7615 -0.2690221 -0.4044201
Moved 991.106 239 243.5 -0.2800926 -0.3716564
Moved 991.1368 235.2281 253.5437 -0.2888238 -0.3458239
Moved 991.1675 229.7024 270.0276 -0.3016147 -0.3034268
Moved 991.1982 226.2082 284.4794 -0.3097032 -0.2662566
Moved 991.229 222.5441 297.2797 -0.318185 -0.2333343
Moved 991.2598 217.2886 311.5571 -0.3303505 -0.1966125
Moved 991.2905 212.7484 325.2581 -0.3408602 -0.1613732
Moved 991.3212 208.3831 341.6593 -0.3509652 -0.1191891
Moved 991.352 204.6375 357.5372 -0.3596353 -0.07835097
Moved 991.3827 201.4056 367.3776 -0.3671167 -0.05304116
Moved 991.4134 197.8594 381.7032 -0.3753256 -0.01619559
Moved 991.4442 195.3091 394.4543 -0.3812288 0.01660045
Moved 991.4749 194 403.7542 -0.3842593 0.04051989
Moved 991.5056 194 409.5 -0.3842593 0.05529835
Moved 991.5364 194 414.1887 -0.3842593 0.06735758
Moved 991.567 194 416.6399 -0.3842593 0.07366219
Moved 991.5979 194 419.1727 -0.3842593 0.08017673
Moved 991.6286 194 420 -0.3842593 0.08230445
Moved 991.6593 204.9221 421 -0.3589766 0.08487643
Moved 991.6901 215 421 -0.3356481 0.08487643
Moved 991.7208 236.616 402.5209 -0.2856112 0.03734785
Moved 991.7515 261.5388 386.6407 -0.2279193 -0.003496099
Moved 991.7823 287.6222 368.9185 -0.1675412 -0.04907788
Moved 991.813 310.1681 351.624 -0.1153517 -0.09355984
Moved 991.8438 329.6125 336.3322 -0.07034148 -0.1328906
Moved 991.8745 348.8792 322.7472 -0.02574255 -0.1678314
Moved 991.9052 361.7775 311.978 0.004114608 -0.1955298
Moved 991.936 375.8546 301.7636 0.03670046 -0.2218014
Moved 991.9667 387.2819 291.5745 0.06315251 -0.2480081
Moved 991.9974 395.3527 285.7355 0.0818349 -0.2630259
Moved 992.0281 401.922 279.7187 0.09704161 -0.2785013
Moved 992.0589 408.3807 273.6193 0.1119924 -0.294189
Moved 992.0897 413.4851 269.515 0.1238081 -0.3047455
Moved 992.1204 417.0454 266.9773 0.1320495 -0.3112724
Moved 992.1511 421.5699 262.4301 0.1425229 -0.3229679
Moved 992.1818 425.2403 261 0.1510192 -0.3266461
Moved 992.2126 426.6642 259 0.1543153 -0.3317901
Moved 992.2433 428.912 256.176 0.1595185 -0.3390535
Moved 992.274 430 254.5448 0.162037 -0.3432491
Moved 992.3047 431 252.5 0.1643519 -0.3485083
Ended 992.3355 431 251.8682 0.1643519 -0.3501333
Began 993.1346 544 523 0.4259259 0.3472221
Stationary 993.1654 544 523 0.4259259 0.3472221
Stationary 993.1962 544 523 0.4259259 0.3472221
Stationary 993.2269 544 523 0.4259259 0.3472221
Moved 993.2576 544 504.1897 0.4259259 0.2988417
Moved 993.2883 544 490.5 0.4259259 0.2636316
Moved 993.3191 544 476.7498 0.4259259 0.2282658
Moved 993.3498 544 462.9691 0.4259259 0.1928218
Moved 993.3805 544 450.9655 0.4259259 0.1619481
Moved 993.4113 544 438.0422 0.4259259 0.1287093
Moved 993.442 544 425.2537 0.4259259 0.09581698
Moved 993.4727 533.6251 413.1073 0.40191 0.06457631
Moved 993.5035 533.4758 399.6653 0.4015644 0.03000326
Moved 993.5342 530.7875 387.9378 0.3953415 -0.0001599661
Moved 993.5649 528.2327 378.6979 0.3894275 -0.02392514
Moved 993.5957 525.6896 370.0688 0.3835408 -0.04611922
Moved 993.6264 524 366.571 0.3796296 -0.05511586
Moved 993.6572 520 359.7957 0.3703704 -0.07254196
Moved 993.6879 517.3526 357.3526 0.3642421 -0.07882569
Moved 993.7186 514.8078 354.8078 0.3583514 -0.08537096
Moved 993.7494 514 352.6808 0.3564815 -0.09084143
Moved 993.7801 511.0323 350.0322 0.3496118 -0.09765373
Moved 993.8109 510 348.5 0.3472221 -0.1015947
Moved 993.8416 506.9295 346.9296 0.3401146 -0.1056339
Moved 993.8723 504.7323 346 0.3350286 -0.1080248
Moved 993.903 500.2159 344 0.3245738 -0.1131688
Moved 993.9338 484.8817 342 0.2890779 -0.1183128
Moved 993.9645 460.1025 342 0.2317188 -0.1183128
Moved 993.9952 433.7148 356.7031 0.1706361 -0.08049615
Moved 994.026 394.2987 365.5602 0.07939517 -0.05771566
Moved 994.0567 359.981 368.3349 -4.405777E-05 -0.05057904
Moved 994.0875 329.3682 369.886 -0.07090703 -0.04658962
Moved 994.1182 306.5426 372.1325 -0.1237439 -0.04081153
Moved 994.1489 279.7569 374.7243 -0.1857478 -0.03414531
Moved 994.1797 259.7747 375 -0.232003 -0.03343629
Moved 994.2104 241.5477 375 -0.2741951 -0.03343629
Moved 994.2411 234.9344 375 -0.2895037 -0.03343629
