id,scale,size,algorithm,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
3,1x3,1,DTW,0.785714,0.964286,0.982143,1,1,1,1,1,1,1
3,1x3,1,DTW*freq,0.821429,0.964286,0.982143,1,1,1,1,1,1,1
4,1x1,0.5,SHARK2,0.836364,0.890909,0.927273,0.945455,0.981818,0.981818,0.981818,0.981818,0.981818,0.981818
4,1x1,0.5,DTW,0.890909,0.927273,0.945455,0.963636,0.963636,0.963636,0.963636,0.963636,0.981818,0.981818
4,1x1,0.5,DTW*freq,0.890909,0.945455,0.963636,0.963636,0.963636,0.981818,0.981818,0.981818,0.981818,0.981818
4,1x1,0.75,SHARK2,0.827586,0.862069,0.862069,0.87931,0.896552,0.896552,0.896552,0.896552,0.913793,0.931034
4,1x1,0.75,DTW,0.862069,0.896552,0.931034,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
4,1x1,0.75,DTW*freq,0.844828,0.896552,0.931034,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
4,1x1,1,SHARK2,0.716981,0.792453,0.811321,0.90566,0.943396,0.962264,0.962264,0.981132,0.981132,0.981132
4,1x1,1,DTW,0.867925,0.90566,0.90566,0.924528,0.924528,0.943396,0.943396,0.943396,0.943396,0.981132
4,1x1,1,DTW*freq,0.849057,0.924528,0.943396,0.943396,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132
4,1x3,0.5,SHARK2,0.854545,0.981818,1,1,1,1,1,1,1,1
4,1x3,0.5,DTW,0.872727,0.945455,1,1,1,1,1,1,1,1
4,1x3,0.5,DTW*freq,0.927273,0.963636,1,1,1,1,1,1,1,1
4,1x3,0.75,SHARK2,0.87931,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,0.75,DTW,0.87931,0.965517,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759
4,1x3,0.75,DTW*freq,0.87931,0.965517,0.965517,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759,0.982759
4,1x3,1,SHARK2,0.867925,0.924528,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.981132,0.981132
4,1x3,1,DTW,0.867925,0.962264,0.962264,0.962264,0.981132,0.981132,0.981132,0.981132,0.981132,0.981132
4,1x3,1,DTW*freq,0.867925,0.962264,0.962264,0.981132,0.981132,0.981132,0.981132,0.981132,0.981132,1
5,1x1,0.5,SHARK2,0.649123,0.719298,0.736842,0.754386,0.824561,0.824561,0.842105,0.859649,0.859649,0.877193
5,1x1,0.5,DTW,0.649123,0.77193,0.807018,0.824561,0.824561,0.859649,0.859649,0.877193,0.877193,0.877193
5,1x1,0.5,DTW*freq,0.666667,0.736842,0.789474,0.789474,0.807018,0.842105,0.877193,0.894737,0.894737,0.912281
5,1x1,0.75,SHARK2,0.719298,0.789474,0.877193,0.894737,0.912281,0.912281,0.912281,0.912281,0.912281,0.947368
5,1x1,0.75,DTW,0.77193,0.859649,0.894737,0.929825,0.929825,0.947368,0.947368,0.964912,0.964912,0.964912
5,1x1,0.75,DTW*freq,0.736842,0.894737,0.894737,0.929825,0.947368,0.947368,0.947368,0.947368,0.947368,0.964912
5,1x1,1,SHARK2,0.692308,0.826923,0.903846,0.903846,0.923077,0.942308,0.961538,0.961538,0.961538,0.961538
5,1x1,1,DTW,0.903846,0.942308,0.942308,0.961538,0.961538,0.980769,0.980769,0.980769,0.980769,0.980769
5,1x1,1,DTW*freq,0.826923,0.923077,0.961538,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769
5,1x3,0.5,SHARK2,0.736842,0.842105,0.877193,0.894737,0.912281,0.947368,0.947368,0.964912,0.964912,0.982456
5,1x3,0.5,DTW,0.754386,0.894737,0.912281,0.929825,0.929825,0.947368,0.947368,0.964912,0.964912,0.964912
5,1x3,0.5,DTW*freq,0.77193,0.894737,0.894737,0.912281,0.929825,0.947368,0.964912,0.964912,0.964912,0.964912
5,1x3,0.75,SHARK2,0.763636,0.854545,0.927273,0.945455,0.945455,0.963636,0.963636,0.963636,0.963636,0.963636
5,1x3,0.75,DTW,0.854545,0.909091,0.909091,0.909091,0.909091,0.945455,0.963636,0.981818,0.981818,0.981818
5,1x3,0.75,DTW*freq,0.818182,0.909091,0.909091,0.909091,0.909091,0.927273,0.981818,0.981818,1,1
5,1x3,1,SHARK2,0.777778,0.925926,0.925926,0.925926,0.925926,0.925926,0.944444,0.944444,0.962963,0.962963
5,1x3,1,DTW,0.814815,0.925926,0.944444,0.944444,0.962963,0.962963,0.981481,0.981481,0.981481,0.981481
5,1x3,1,DTW*freq,0.833333,0.907407,0.962963,0.962963,0.981481,0.981481,0.981481,0.981481,0.981481,0.981481
