id,scale,size,algorithm,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12
1,1x1,1.25,DTW(cut),0.454545,0.636364,0.727273,0.818182,0.854545,0.872727,0.890909,0.890909,0.909091,0.909091,0.909091,0.927273
1,1x3,0.75,SHARK2,0.542373,0.677966,0.779661,0.813559,0.864407,0.881356,0.898305,0.898305,0.932203,0.949153,0.949153,0.949153
1,1x3,0.75,DTW,0.559322,0.711864,0.728814,0.779661,0.830508,0.830508,0.881356,0.881356,0.881356,0.915254,0.932203,0.932203
1,1x3,0.75,SHARK2*freq,0.677966,0.79661,0.847458,0.881356,0.881356,0.898305,0.915254,0.915254,0.932203,0.949153,0.949153,0.966102
1,1x3,0.75,DTW*freq,0.711864,0.830508,0.847458,0.864407,0.881356,0.915254,0.932203,0.932203,0.949153,0.949153,0.949153,0.949153
1,1x3,0.75,SHARK2(cut),0.491525,0.644068,0.762712,0.79661,0.847458,0.864407,0.881356,0.881356,0.915254,0.932203,0.932203,0.932203
1,1x3,0.75,DTW(cut),0.542373,0.694915,0.711864,0.762712,0.813559,0.813559,0.864407,0.864407,0.864407,0.898305,0.915254,0.915254
1,1x3,1.0,SHARK2,0.661017,0.79661,0.864407,0.881356,0.898305,0.898305,0.915254,0.932203,0.949153,0.949153,0.966102,0.966102
1,1x3,1.0,DTW,0.711864,0.79661,0.813559,0.830508,0.847458,0.847458,0.847458,0.898305,0.898305,0.898305,0.898305,0.898305
1,1x3,1.0,SHARK2*freq,0.779661,0.847458,0.898305,0.932203,0.932203,0.949153,0.949153,0.983051,0.983051,0.983051,0.983051,0.983051
1,1x3,1.0,DTW*freq,0.779661,0.864407,0.881356,0.881356,0.881356,0.898305,0.898305,0.915254,0.932203,0.932203,0.949153,0.949153
1,1x3,1.0,SHARK2(cut),0.661017,0.79661,0.864407,0.881356,0.898305,0.898305,0.915254,0.932203,0.949153,0.949153,0.966102,0.966102
1,1x3,1.0,DTW(cut),0.711864,0.79661,0.813559,0.830508,0.847458,0.847458,0.847458,0.898305,0.898305,0.898305,0.898305,0.898305
1,1x3,1.25,SHARK2,0.627451,0.784314,0.843137,0.862745,0.882353,0.882353,0.882353,0.882353,0.882353,0.882353,0.901961,0.901961
1,1x3,1.25,DTW,0.686275,0.764706,0.784314,0.823529,0.843137,0.843137,0.862745,0.882353,0.901961,0.901961,0.921569,0.921569
1,1x3,1.25,SHARK2*freq,0.72549,0.803922,0.862745,0.862745,0.882353,0.882353,0.882353,0.882353,0.882353,0.901961,0.921569,0.921569
1,1x3,1.25,DTW*freq,0.764706,0.803922,0.843137,0.862745,0.882353,0.882353,0.901961,0.901961,0.901961,0.901961,0.921569,0.921569
1,1x3,1.25,SHARK2(cut),0.627451,0.784314,0.843137,0.862745,0.882353,0.882353,0.882353,0.882353,0.882353,0.882353,0.901961,0.901961
1,1x3,1.25,DTW(cut),0.686275,0.764706,0.784314,0.823529,0.843137,0.843137,0.862745,0.882353,0.901961,0.901961,0.921569,0.921569
2,1x1,0.75,SHARK2,0.392857,0.517857,0.607143,0.642857,0.696429,0.714286,0.75,0.803571,0.803571,0.803571,0.803571,0.821429
2,1x1,0.75,DTW,0.589286,0.696429,0.75,0.892857,0.910714,0.946429,0.946429,0.946429,0.946429,0.964286,0.964286,0.964286
2,1x1,0.75,SHARK2*freq,0.571429,0.696429,0.767857,0.821429,0.821429,0.839286,0.839286,0.839286,0.839286,0.839286,0.857143,0.857143
2,1x1,0.75,DTW*freq,0.75,0.892857,0.910714,0.910714,0.928571,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x1,0.75,SHARK2(cut),0.375,0.5,0.553571,0.589286,0.678571,0.696429,0.714286,0.767857,0.767857,0.785714,0.785714,0.803571
2,1x1,0.75,DTW(cut),0.553571,0.696429,0.75,0.857143,0.892857,0.946429,0.946429,0.946429,0.946429,0.964286,0.964286,0.964286
2,1x1,1.0,SHARK2,0.54386,0.649123,0.701754,0.719298,0.719298,0.719298,0.736842,0.77193,0.77193,0.77193,0.789474,0.807018
2,1x1,1.0,DTW,0.649123,0.754386,0.807018,0.842105,0.894737,0.912281,0.929825,0.947368,0.947368,0.964912,0.964912,0.964912
2,1x1,1.0,SHARK2*freq,0.578947,0.684211,0.754386,0.807018,0.824561,0.842105,0.842105,0.842105,0.859649,0.877193,0.877193,0.877193
2,1x1,1.0,DTW*freq,0.736842,0.842105,0.894737,0.912281,0.912281,0.912281,0.929825,0.929825,0.929825,0.929825,0.947368,0.964912
2,1x1,1.0,SHARK2(cut),0.491228,0.578947,0.614035,0.649123,0.666667,0.666667,0.684211,0.736842,0.754386,0.754386,0.789474,0.807018
2,1x1,1.0,DTW(cut),0.614035,0.736842,0.789474,0.842105,0.877193,0.894737,0.912281,0.929825,0.929825,0.947368,0.947368,0.947368
2,1x1,1.25,SHARK2,0.482143,0.607143,0.678571,0.75,0.803571,0.821429,0.839286,0.875,0.875,0.875,0.892857,0.892857
2,1x1,1.25,DTW,0.535714,0.696429,0.821429,0.839286,0.857143,0.875,0.875,0.910714,0.910714,0.910714,0.910714,0.928571
2,1x1,1.25,SHARK2*freq,0.607143,0.75,0.803571,0.839286,0.910714,0.910714,0.910714,0.910714,0.928571,0.928571,0.928571,0.928571
2,1x1,1.25,DTW*freq,0.625,0.803571,0.875,0.892857,0.910714,0.928571,0.946429,0.946429,0.946429,0.946429,0.946429,0.964286
2,1x1,1.25,SHARK2(cut),0.482143,0.589286,0.660714,0.732143,0.785714,0.785714,0.803571,0.839286,0.839286,0.839286,0.857143,0.857143
2,1x1,1.25,DTW(cut),0.517857,0.696429,0.803571,0.821429,0.839286,0.857143,0.857143,0.875,0.875,0.875,0.892857,0.892857
2,1x3,0.75,SHARK2,0.535714,0.678571,0.732143,0.785714,0.821429,0.875,0.875,0.875,0.875,0.892857,0.892857,0.892857
2,1x3,0.75,DTW,0.5,0.714286,0.803571,0.803571,0.821429,0.857143,0.875,0.875,0.892857,0.928571,0.928571,0.928571
2,1x3,0.75,SHARK2*freq,0.642857,0.75,0.839286,0.875,0.892857,0.892857,0.892857,0.910714,0.910714,0.910714,0.910714,0.910714
2,1x3,0.75,DTW*freq,0.678571,0.821429,0.875,0.875,0.892857,0.910714,0.910714,0.910714,0.910714,0.910714,0.910714,0.910714
2,1x3,0.75,SHARK2(cut),0.517857,0.625,0.75,0.785714,0.821429,0.875,0.875,0.875,0.875,0.875,0.875,0.875
2,1x3,0.75,DTW(cut),0.5,0.696429,0.785714,0.785714,0.803571,0.839286,0.857143,0.857143,0.892857,0.928571,0.928571,0.928571
2,1x3,1.0,SHARK2,0.666667,0.877193,0.877193,0.877193,0.894737,0.894737,0.912281,0.912281,0.912281,0.912281,0.912281,0.929825
2,1x3,1.0,DTW,0.754386,0.859649,0.912281,0.964912,0.964912,0.964912,0.982456,0.982456,0.982456,0.982456,0.982456,0.982456
2,1x3,1.0,SHARK2*freq,0.719298,0.894737,0.894737,0.912281,0.912281,0.912281,0.912281,0.912281,0.912281,0.912281,0.912281,0.912281
2,1x3,1.0,DTW*freq,0.877193,0.912281,0.929825,0.964912,0.964912,0.964912,0.982456,0.982456,0.982456,0.982456,0.982456,0.982456
2,1x3,1.0,SHARK2(cut),0.684211,0.842105,0.842105,0.859649,0.877193,0.877193,0.894737,0.894737,0.894737,0.894737,0.894737,0.912281
2,1x3,1.0,DTW(cut),0.77193,0.842105,0.894737,0.947368,0.947368,0.947368,0.964912,0.964912,0.964912,0.964912,0.982456,0.982456
2,1x3,1.25,SHARK2,0.517857,0.696429,0.75,0.839286,0.875,0.910714,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
2,1x3,1.25,DTW,0.607143,0.75,0.839286,0.875,0.892857,0.910714,0.910714,0.910714,0.910714,0.910714,0.928571,0.928571
2,1x3,1.25,SHARK2*freq,0.642857,0.821429,0.857143,0.892857,0.910714,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
2,1x3,1.25,DTW*freq,0.714286,0.803571,0.892857,0.910714,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571,0.946429,0.946429
2,1x3,1.25,SHARK2(cut),0.535714,0.714286,0.767857,0.839286,0.875,0.910714,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
2,1x3,1.25,DTW(cut),0.607143,0.75,0.839286,0.875,0.892857,0.910714,0.910714,0.910714,0.910714,0.910714,0.928571,0.928571
3,1x1,0.75,SHARK2,0.137931,0.224138,0.310345,0.344828,0.413793,0.431034,0.431034,0.482759,0.482759,0.517241,0.517241,0.517241
3,1x1,0.75,DTW,0.362069,0.482759,0.517241,0.586207,0.586207,0.672414,0.689655,0.689655,0.724138,0.741379,0.741379,0.758621
3,1x1,0.75,SHARK2*freq,0.275862,0.396552,0.448276,0.482759,0.5,0.517241,0.517241,0.517241,0.517241,0.568966,0.603448,0.603448
3,1x1,0.75,DTW*freq,0.603448,0.655172,0.706897,0.758621,0.775862,0.793103,0.810345,0.810345,0.827586,0.844828,0.844828,0.87931
3,1x1,0.75,SHARK2(cut),0.275862,0.396552,0.465517,0.517241,0.551724,0.551724,0.551724,0.568966,0.586207,0.603448,0.62069,0.62069
3,1x1,0.75,DTW(cut),0.517241,0.603448,0.603448,0.689655,0.706897,0.775862,0.775862,0.775862,0.810345,0.810345,0.810345,0.827586
3,1x1,1.0,SHARK2,0.4,0.472727,0.509091,0.618182,0.636364,0.654545,0.654545,0.690909,0.727273,0.745455,0.745455,0.763636
3,1x1,1.0,DTW,0.6,0.745455,0.745455,0.763636,0.836364,0.836364,0.872727,0.872727,0.872727,0.890909,0.890909,0.890909
3,1x1,1.0,SHARK2*freq,0.545455,0.6,0.654545,0.709091,0.745455,0.763636,0.8,0.8,0.8,0.818182,0.836364,0.854545
3,1x1,1.0,DTW*freq,0.763636,0.854545,0.854545,0.872727,0.890909,0.890909,0.890909,0.890909,0.909091,0.909091,0.927273,0.927273
3,1x1,1.0,SHARK2(cut),0.454545,0.490909,0.545455,0.636364,0.654545,0.672727,0.672727,0.709091,0.745455,0.763636,0.763636,0.763636
3,1x1,1.0,DTW(cut),0.6,0.745455,0.763636,0.763636,0.854545,0.854545,0.872727,0.872727,0.872727,0.890909,0.890909,0.909091
3,1x1,1.25,SHARK2,0.25,0.357143,0.446429,0.5,0.535714,0.589286,0.607143,0.642857,0.642857,0.642857,0.660714,0.660714
3,1x1,1.25,DTW,0.517857,0.625,0.678571,0.732143,0.767857,0.767857,0.767857,0.785714,0.803571,0.803571,0.803571,0.821429
3,1x1,1.25,SHARK2*freq,0.357143,0.5,0.571429,0.625,0.660714,0.696429,0.714286,0.732143,0.75,0.785714,0.785714,0.803571
3,1x1,1.25,DTW*freq,0.660714,0.785714,0.857143,0.875,0.875,0.875,0.875,0.892857,0.892857,0.910714,0.910714,0.910714
3,1x1,1.25,SHARK2(cut),0.25,0.357143,0.464286,0.517857,0.535714,0.589286,0.625,0.660714,0.660714,0.660714,0.678571,0.678571
3,1x1,1.25,DTW(cut),0.517857,0.642857,0.696429,0.732143,0.767857,0.767857,0.767857,0.785714,0.803571,0.803571,0.803571,0.821429
3,1x3,0.75,SHARK2,0.241379,0.37931,0.517241,0.568966,0.586207,0.603448,0.655172,0.655172,0.672414,0.689655,0.706897,0.741379
3,1x3,0.75,DTW,0.448276,0.568966,0.655172,0.741379,0.775862,0.827586,0.844828,0.862069,0.896552,0.931034,0.931034,0.948276
3,1x3,0.75,SHARK2*freq,0.362069,0.517241,0.586207,0.603448,0.62069,0.706897,0.706897,0.724138,0.741379,0.775862,0.775862,0.775862
3,1x3,0.75,DTW*freq,0.586207,0.706897,0.793103,0.844828,0.862069,0.896552,0.913793,0.931034,0.931034,0.965517,0.965517,0.965517
3,1x3,0.75,SHARK2(cut),0.293103,0.413793,0.534483,0.586207,0.62069,0.655172,0.689655,0.689655,0.706897,0.724138,0.741379,0.793103
3,1x3,0.75,DTW(cut),0.448276,0.551724,0.689655,0.741379,0.775862,0.827586,0.862069,0.87931,0.896552,0.931034,0.931034,0.948276
3,1x3,1.0,SHARK2,0.4,0.454545,0.527273,0.618182,0.636364,0.690909,0.727273,0.745455,0.763636,0.763636,0.818182,0.818182
3,1x3,1.0,DTW,0.509091,0.672727,0.745455,0.781818,0.781818,0.818182,0.836364,0.872727,0.872727,0.872727,0.890909,0.890909
3,1x3,1.0,SHARK2*freq,0.436364,0.490909,0.545455,0.654545,0.690909,0.763636,0.763636,0.781818,0.8,0.8,0.818182,0.818182
3,1x3,1.0,DTW*freq,0.636364,0.745455,0.854545,0.854545,0.854545,0.872727,0.872727,0.909091,0.909091,0.909091,0.909091,0.909091
3,1x3,1.0,SHARK2(cut),0.436364,0.490909,0.581818,0.654545,0.672727,0.727273,0.745455,0.763636,0.781818,0.781818,0.8,0.8
3,1x3,1.0,DTW(cut),0.509091,0.672727,0.745455,0.8,0.8,0.818182,0.836364,0.890909,0.890909,0.890909,0.890909,0.890909
3,1x3,1.25,SHARK2,0.339286,0.553571,0.660714,0.714286,0.75,0.767857,0.767857,0.821429,0.821429,0.839286,0.875,0.910714
3,1x3,1.25,DTW,0.553571,0.714286,0.857143,0.910714,0.928571,0.928571,0.928571,0.946429,0.982143,0.982143,1,1
3,1x3,1.25,SHARK2*freq,0.464286,0.714286,0.75,0.767857,0.767857,0.803571,0.803571,0.839286,0.857143,0.892857,0.910714,0.910714
3,1x3,1.25,DTW*freq,0.696429,0.857143,0.928571,0.946429,0.946429,0.946429,0.946429,0.946429,0.982143,0.982143,0.982143,0.982143
3,1x3,1.25,SHARK2(cut),0.357143,0.571429,0.678571,0.732143,0.767857,0.767857,0.767857,0.821429,0.821429,0.839286,0.857143,0.892857
3,1x3,1.25,DTW(cut),0.571429,0.714286,0.857143,0.910714,0.928571,0.928571,0.928571,0.946429,0.982143,0.982143,1,1
4,1x1,0.75,SHARK2,0.596491,0.701754,0.754386,0.77193,0.842105,0.842105,0.859649,0.877193,0.877193,0.877193,0.877193,0.877193
4,1x1,0.75,DTW,0.684211,0.824561,0.842105,0.859649,0.894737,0.894737,0.894737,0.912281,0.912281,0.929825,0.947368,0.947368
4,1x1,0.75,SHARK2*freq,0.754386,0.807018,0.842105,0.912281,0.929825,0.929825,0.929825,0.929825,0.929825,0.947368,0.947368,0.947368
4,1x1,0.75,DTW*freq,0.859649,0.912281,0.912281,0.929825,0.929825,0.929825,0.929825,0.929825,0.964912,0.964912,0.964912,0.964912
4,1x1,0.75,SHARK2(cut),0.614035,0.701754,0.736842,0.754386,0.824561,0.824561,0.842105,0.842105,0.842105,0.842105,0.842105,0.842105
4,1x1,0.75,DTW(cut),0.666667,0.77193,0.789474,0.807018,0.859649,0.859649,0.859649,0.877193,0.877193,0.894737,0.912281,0.912281
4,1x1,1.0,SHARK2,0.551724,0.689655,0.810345,0.827586,0.827586,0.827586,0.844828,0.844828,0.844828,0.844828,0.844828,0.87931
4,1x1,1.0,DTW,0.672414,0.810345,0.844828,0.87931,0.896552,0.896552,0.896552,0.913793,0.931034,0.931034,0.931034,0.931034
4,1x1,1.0,SHARK2*freq,0.689655,0.793103,0.827586,0.827586,0.862069,0.862069,0.87931,0.87931,0.87931,0.896552,0.913793,0.913793
4,1x1,1.0,DTW*freq,0.758621,0.844828,0.862069,0.87931,0.913793,0.931034,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
4,1x1,1.0,SHARK2(cut),0.568966,0.706897,0.827586,0.844828,0.844828,0.844828,0.862069,0.862069,0.862069,0.862069,0.862069,0.896552
4,1x1,1.0,DTW(cut),0.655172,0.810345,0.844828,0.87931,0.896552,0.896552,0.896552,0.913793,0.931034,0.931034,0.931034,0.931034
4,1x1,1.25,SHARK2,0.518519,0.611111,0.685185,0.740741,0.777778,0.796296,0.796296,0.851852,0.87037,0.907407,0.907407,0.907407
4,1x1,1.25,DTW,0.740741,0.833333,0.851852,0.87037,0.87037,0.87037,0.87037,0.87037,0.907407,0.925926,0.925926,0.944444
4,1x1,1.25,SHARK2*freq,0.666667,0.796296,0.851852,0.944444,0.962963,0.962963,0.962963,0.962963,0.962963,0.981481,0.981481,0.981481
4,1x1,1.25,DTW*freq,0.759259,0.907407,0.944444,0.944444,0.962963,0.962963,0.962963,0.981481,0.981481,0.981481,0.981481,0.981481
4,1x1,1.25,SHARK2(cut),0.518519,0.611111,0.685185,0.740741,0.777778,0.796296,0.796296,0.851852,0.87037,0.907407,0.907407,0.907407
4,1x1,1.25,DTW(cut),0.740741,0.833333,0.851852,0.87037,0.87037,0.87037,0.87037,0.87037,0.907407,0.925926,0.925926,0.944444
4,1x3,0.75,SHARK2,0.666667,0.789474,0.842105,0.929825,0.964912,0.964912,0.982456,0.982456,0.982456,0.982456,0.982456,0.982456
4,1x3,0.75,DTW,0.684211,0.754386,0.824561,0.894737,0.929825,0.929825,0.929825,0.964912,0.964912,0.964912,0.964912,0.964912
4,1x3,0.75,SHARK2*freq,0.719298,0.842105,0.912281,0.947368,0.964912,0.964912,0.982456,0.982456,0.982456,0.982456,0.982456,0.982456
4,1x3,0.75,DTW*freq,0.894737,0.894737,0.929825,0.947368,0.964912,0.964912,0.964912,0.964912,0.982456,0.982456,0.982456,0.982456
4,1x3,0.75,SHARK2(cut),0.649123,0.754386,0.842105,0.912281,0.947368,0.964912,0.982456,0.982456,0.982456,0.982456,0.982456,0.982456
4,1x3,0.75,DTW(cut),0.701754,0.754386,0.824561,0.894737,0.929825,0.929825,0.929825,0.964912,0.964912,0.964912,0.964912,0.964912
4,1x3,1.0,SHARK2,0.637931,0.87931,0.896552,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,1.0,DTW,0.706897,0.793103,0.827586,0.896552,0.931034,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,1.0,SHARK2*freq,0.862069,0.931034,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,1.0,DTW*freq,0.775862,0.87931,0.931034,0.948276,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,1.0,SHARK2(cut),0.655172,0.87931,0.896552,0.948276,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,1.0,DTW(cut),0.706897,0.793103,0.827586,0.896552,0.931034,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517,0.965517
4,1x3,1.25,SHARK2,0.685185,0.833333,0.907407,0.907407,0.907407,0.907407,0.925926,0.944444,0.944444,0.962963,0.962963,0.962963
4,1x3,1.25,DTW,0.759259,0.833333,0.87037,0.907407,0.925926,0.925926,0.925926,0.944444,0.944444,0.944444,0.962963,0.962963
4,1x3,1.25,SHARK2*freq,0.759259,0.925926,0.925926,0.925926,0.944444,0.944444,0.944444,0.962963,0.962963,0.962963,0.962963,0.962963
4,1x3,1.25,DTW*freq,0.833333,0.944444,0.962963,0.962963,0.962963,0.962963,0.962963,0.962963,0.962963,0.981481,0.981481,0.981481
4,1x3,1.25,SHARK2(cut),0.685185,0.833333,0.907407,0.907407,0.907407,0.907407,0.925926,0.944444,0.944444,0.962963,0.962963,0.962963
4,1x3,1.25,DTW(cut),0.759259,0.833333,0.87037,0.907407,0.925926,0.925926,0.925926,0.944444,0.944444,0.944444,0.962963,0.962963
5,1x1,0.75,SHARK2,0.368421,0.54386,0.561404,0.596491,0.614035,0.649123,0.666667,0.684211,0.684211,0.684211,0.701754,0.719298
5,1x1,0.75,DTW,0.385965,0.491228,0.614035,0.666667,0.666667,0.684211,0.684211,0.684211,0.719298,0.736842,0.77193,0.77193
5,1x1,0.75,SHARK2*freq,0.526316,0.561404,0.649123,0.666667,0.684211,0.701754,0.701754,0.719298,0.719298,0.736842,0.789474,0.807018
5,1x1,0.75,DTW*freq,0.631579,0.649123,0.701754,0.719298,0.719298,0.754386,0.77193,0.77193,0.789474,0.789474,0.789474,0.824561
5,1x1,0.75,SHARK2(cut),0.368421,0.508772,0.561404,0.561404,0.596491,0.631579,0.649123,0.649123,0.666667,0.666667,0.684211,0.719298
5,1x1,0.75,DTW(cut),0.350877,0.438596,0.54386,0.596491,0.666667,0.684211,0.684211,0.684211,0.701754,0.701754,0.719298,0.719298
5,1x1,1.0,SHARK2,0.5,0.568966,0.672414,0.741379,0.741379,0.758621,0.775862,0.793103,0.793103,0.810345,0.827586,0.827586
5,1x1,1.0,DTW,0.603448,0.672414,0.706897,0.758621,0.775862,0.793103,0.810345,0.862069,0.87931,0.896552,0.913793,0.913793
5,1x1,1.0,SHARK2*freq,0.62069,0.706897,0.775862,0.775862,0.793103,0.810345,0.844828,0.844828,0.862069,0.862069,0.862069,0.862069
5,1x1,1.0,DTW*freq,0.637931,0.810345,0.827586,0.87931,0.913793,0.913793,0.913793,0.913793,0.948276,0.948276,0.948276,0.948276
5,1x1,1.0,SHARK2(cut),0.5,0.568966,0.672414,0.758621,0.758621,0.775862,0.775862,0.793103,0.793103,0.810345,0.810345,0.810345
5,1x1,1.0,DTW(cut),0.586207,0.655172,0.689655,0.741379,0.758621,0.793103,0.810345,0.862069,0.87931,0.896552,0.896552,0.896552
5,1x1,1.25,SHARK2,0.481481,0.685185,0.722222,0.740741,0.777778,0.777778,0.814815,0.833333,0.833333,0.833333,0.833333,0.87037
5,1x1,1.25,DTW,0.648148,0.740741,0.851852,0.87037,0.87037,0.87037,0.944444,0.944444,0.944444,0.962963,0.962963,0.962963
5,1x1,1.25,SHARK2*freq,0.722222,0.814815,0.833333,0.851852,0.87037,0.907407,0.925926,0.944444,0.944444,0.944444,0.944444,0.944444
5,1x1,1.25,DTW*freq,0.703704,0.796296,0.888889,0.925926,0.944444,0.944444,0.962963,0.962963,0.962963,0.962963,0.962963,0.981481
5,1x1,1.25,SHARK2(cut),0.518519,0.703704,0.759259,0.777778,0.814815,0.814815,0.851852,0.87037,0.87037,0.87037,0.87037,0.888889
5,1x1,1.25,DTW(cut),0.611111,0.722222,0.814815,0.814815,0.833333,0.833333,0.907407,0.907407,0.907407,0.925926,0.925926,0.925926
5,1x3,0.75,SHARK2,0.448276,0.603448,0.706897,0.775862,0.775862,0.793103,0.827586,0.827586,0.844828,0.862069,0.862069,0.87931
5,1x3,0.75,DTW,0.551724,0.655172,0.775862,0.827586,0.862069,0.862069,0.87931,0.87931,0.87931,0.896552,0.896552,0.896552
5,1x3,0.75,SHARK2*freq,0.5,0.706897,0.741379,0.775862,0.844828,0.844828,0.844828,0.844828,0.844828,0.844828,0.862069,0.862069
5,1x3,0.75,DTW*freq,0.706897,0.827586,0.862069,0.87931,0.87931,0.896552,0.896552,0.896552,0.896552,0.896552,0.913793,0.913793
5,1x3,0.75,SHARK2(cut),0.465517,0.62069,0.689655,0.758621,0.758621,0.793103,0.827586,0.827586,0.844828,0.862069,0.862069,0.87931
5,1x3,0.75,DTW(cut),0.568966,0.655172,0.758621,0.810345,0.844828,0.862069,0.87931,0.87931,0.87931,0.896552,0.896552,0.896552
5,1x3,1.0,SHARK2,0.563636,0.727273,0.781818,0.818182,0.854545,0.872727,0.872727,0.890909,0.890909,0.890909,0.909091,0.945455
5,1x3,1.0,DTW,0.654545,0.781818,0.836364,0.854545,0.854545,0.854545,0.872727,0.872727,0.890909,0.890909,0.890909,0.909091
5,1x3,1.0,SHARK2*freq,0.636364,0.818182,0.818182,0.872727,0.890909,0.890909,0.890909,0.890909,0.909091,0.909091,0.945455,0.945455
5,1x3,1.0,DTW*freq,0.781818,0.854545,0.854545,0.854545,0.890909,0.890909,0.909091,0.909091,0.909091,0.909091,0.909091,0.909091
5,1x3,1.0,SHARK2(cut),0.563636,0.727273,0.781818,0.818182,0.854545,0.872727,0.872727,0.890909,0.890909,0.890909,0.909091,0.945455
5,1x3,1.0,DTW(cut),0.654545,0.781818,0.836364,0.854545,0.854545,0.854545,0.872727,0.872727,0.890909,0.890909,0.890909,0.909091
5,1x3,1.25,SHARK2,0.571429,0.696429,0.821429,0.839286,0.839286,0.892857,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
5,1x3,1.25,DTW,0.607143,0.75,0.821429,0.857143,0.857143,0.875,0.910714,0.946429,0.946429,0.946429,0.946429,0.964286
5,1x3,1.25,SHARK2*freq,0.642857,0.803571,0.857143,0.875,0.892857,0.892857,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
5,1x3,1.25,DTW*freq,0.767857,0.821429,0.821429,0.875,0.892857,0.946429,0.946429,0.946429,0.982143,0.982143,0.982143,0.982143
5,1x3,1.25,SHARK2(cut),0.571429,0.696429,0.821429,0.839286,0.839286,0.892857,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
5,1x3,1.25,DTW(cut),0.607143,0.75,0.821429,0.857143,0.857143,0.875,0.910714,0.946429,0.946429,0.946429,0.946429,0.964286
6,1x1,0.75,SHARK2,0.321429,0.392857,0.464286,0.482143,0.482143,0.482143,0.535714,0.553571,0.571429,0.571429,0.607143,0.607143
6,1x1,0.75,DTW,0.482143,0.5,0.571429,0.660714,0.714286,0.75,0.767857,0.767857,0.767857,0.767857,0.785714,0.821429
