id,scale,size,word,time,time/length
1,1x3,1,your,1.8761,0.469025
1,1x3,1,every,0.9842,0.19684
1,1x3,1,apple,0.8919,0.17838
1,1x3,1,from,1.2302,0.30755
1,1x3,1,every,0.8303,0.16606
1,1x3,1,tree,0.6151,0.153775
1,1x3,1,you,0.5845,0.194833
1,1x3,1,will,0.6151,0.153775
1,1x3,1,loose,1.1686,0.23372
1,1x3,1,your,0.892,0.223
1,1x3,1,voice,1.4148,0.28296
1,1x3,1,what,0.8612,0.2153
1,1x3,1,you,0.5844,0.1948
1,1x3,1,see,0.4306,0.143533
1,1x3,1,is,0.3999,0.19995
1,1x3,1,what,0.7381,0.184525
1,1x3,1,you,0.5843,0.194767
1,1x3,1,get,0.6458,0.215267
1,1x3,1,please,1.2918,0.2153
1,1x3,1,provide,1.4763,0.2109
1,1x3,1,your,0.8303,0.207575
1,1x3,1,date,0.8918,0.22295
1,1x3,1,of,0.5844,0.2922
1,1x3,1,birth,1.261,0.2522
1,1x3,1,in,0.6459,0.32295
1,1x3,1,sharp,0.9227,0.18454
1,1x3,1,contrast,1.5686,0.196075
1,1x3,1,to,0.5843,0.29215
1,1x3,1,your,0.7381,0.184525
1,1x3,1,words,1.1071,0.22142
1,1x3,1,my,0.5843,0.29215
1,1x3,1,preferred,1.9069,0.211878
1,1x3,1,treat,0.9842,0.19684
1,1x3,1,is,0.4306,0.2153
1,1x3,1,chocolate,2.1836,0.242622
1,1x3,1,always,1.2918,0.2153
1,1x3,1,cover,1.4763,0.29526
1,1x3,1,all,0.5844,0.1948
1,1x3,1,the,0.7382,0.246067
1,1x3,1,bases,1.1071,0.22142
1,1x3,1,can,0.7997,0.266567
1,1x3,1,we,0.3998,0.1999
1,1x3,1,play,1.3841,0.346025
1,1x3,1,cards,1.2917,0.25834
1,1x3,1,tonight,1.3533,0.193329
1,1x3,1,accompanied,2.891,0.262818
1,1x3,1,by,0.4922,0.2461
1,1x3,1,an,0.5228,0.2614
1,1x3,1,adult,1.1072,0.22144
1,1x3,1,the,0.6766,0.225533
1,1x3,1,objective,2.1838,0.242644
1,1x3,1,of,0.492,0.246
1,1x3,1,the,0.6151,0.205033
1,1x3,1,exercise,2.0298,0.253725
1,1x3,1,where,1.1072,0.22144
1,1x3,1,can,0.7689,0.2563
1,1x3,1,my,0.5229,0.26145
1,1x3,1,little,1.261,0.210167
1,1x3,1,dog,0.7074,0.2358
1,1x3,1,be,0.5229,0.26145
1,1x3,1,soon,0.9842,0.24605
1,1x3,1,we,0.5536,0.2768
1,1x3,1,will,0.738,0.1845
1,1x3,1,return,1.7223,0.28705
1,1x3,1,from,1.0456,0.2614
1,1x3,1,the,0.7073,0.235767
1,1x3,1,city,1.138,0.2845
2,1x3,1,the,1.8134,0.604467
2,1x3,1,quick,2.7353,0.54706
2,1x3,1,brown,3.688,0.7376
2,1x3,1,fox,2.3358,0.7786
2,1x3,1,jumps,3.3807,0.67614
2,1x3,1,over,2.7354,0.68385
2,1x3,1,the,1.9362,0.6454
2,1x3,1,lazy,2.6123,0.653075
2,1x3,1,dog,1.9976,0.665867
2,1x3,1,the,1.7826,0.5942
2,1x3,1,five,2.7969,0.699225
2,1x3,1,boxing,3.5958,0.5993
2,1x3,1,wizards,4.6716,0.667371
2,1x3,1,jump,2.5816,0.6454
2,1x3,1,quickly,3.811,0.544429
2,1x3,1,why,1.6597,0.553233
2,1x3,1,do,1.0757,0.53785
2,1x3,1,you,1.5367,0.512233
2,1x3,1,ask,1.9364,0.645467
2,1x3,1,silly,2.5203,0.50406
2,1x3,1,questions,4.5488,0.505422
2,1x3,1,with,2.2436,0.5609
2,1x3,1,each,1.752,0.438
2,1x3,1,step,2.1822,0.54555
2,1x3,1,forward,3.3809,0.482986
2,1x3,1,reading,2.7355,0.390786
2,1x3,1,week,1.8748,0.4687
2,1x3,1,is,1.1065,0.55325
2,1x3,1,just,1.8136,0.4534
2,1x3,1,about,2.5819,0.51638
2,1x3,1,here,1.7519,0.437975
2,1x3,1,my,1.1065,0.55325
2,1x3,1,car,1.9671,0.6557
2,1x3,1,always,3.4731,0.57885
2,1x3,1,breaks,3.1044,0.5174
2,1x3,1,in,1.1064,0.5532
2,1x3,1,the,1.9672,0.655733
2,1x3,1,winter,3.4425,0.57375
2,1x3,1,watch,2.0286,0.40572
2,1x3,1,out,1.1065,0.368833
2,1x3,1,for,2.1207,0.7069
2,1x3,1,low,1.4753,0.491767
2,1x3,1,flying,3.012,0.502
2,1x3,1,objects,4.457,0.636714
2,1x3,1,are,1.2909,0.4303
2,1x3,1,you,1.3523,0.450767
2,1x3,1,sure,1.9672,0.4918
2,1x3,1,you,1.3832,0.461067
2,1x3,1,want,2.0594,0.51485
2,1x3,1,this,2.0594,0.51485
2,1x3,1,express,2.705,0.386429
2,1x3,1,delivery,3.3196,0.41495
2,1x3,1,is,1.168,0.584
2,1x3,1,very,1.5061,0.376525
2,1x3,1,fast,1.8136,0.4534
2,1x3,1,do,1.1988,0.5994
2,1x3,1,you,1.4139,0.4713
2,1x3,1,like,2.1516,0.5379
2,1x3,1,to,1.0144,0.5072
2,1x3,1,shop,1.629,0.40725
2,1x3,1,on,2.2439,1.12195
2,1x3,1,,3.1045,inf
2,1x3,1,what,2.3974,0.59935
2,1x3,1,you,1.1373,0.3791
2,1x3,1,see,1.0142,0.338067
2,1x3,1,is,0.922,0.461
2,1x3,1,what,1.967,0.49175
2,1x3,1,you,1.1373,0.3791
2,1x3,1,get,1.3832,0.461067
2,1x3,1,,4.4261,inf
2,1x3,1,ebruary,1.2909,0.184414
2,1x3,1,has,1.2602,0.420067
2,1x3,1,an,2.8277,1.41385
2,1x3,1,extra,1.5675,0.3135
2,1x3,1,destruction,5.471,0.497364
2,1x3,1,of,1.2602,0.6301
2,1x3,1,the,1.3831,0.461033
2,1x3,1,rain,1.9978,0.49945
2,1x3,1,forest,3.1043,0.517383
2,1x3,1,a,0.1229,0.1229
2,1x3,1,picture,2.7662,0.395171
2,1x3,1,is,0.8606,0.4303
2,1x3,1,worth,2.2746,0.45492
2,1x3,1,many,2.1823,0.545575
2,1x3,1,words,2.2131,0.44262
2,1x3,1,shall,1.8748,0.37496
2,1x3,1,we,0.8299,0.41495
2,1x3,1,play,1.6597,0.414925
2,1x3,1,a,0.1229,0.1229
2,1x3,1,round,2.4588,0.49176
2,1x3,1,of,0.5531,0.27655
2,1x3,1,cards,2.0901,0.41802
2,1x3,1,a,0.0922,0.0922
2,1x3,1,dog,1.6291,0.543033
2,1x3,1,is,0.8913,0.44565
2,1x3,1,the,1.3216,0.440533
2,1x3,1,best,1.875,0.46875
2,1x3,1,friend,2.9201,0.486683
2,1x3,1,of,1.2603,0.63015
2,1x3,1,a,0.1228,0.1228
2,1x3,1,man,2.1518,0.717267
2,1x3,1,this,1.9671,0.491775
2,1x3,1,phenomenon,6.5776,0.65776
2,1x3,1,will,1.3216,0.3304
2,1x3,1,never,2.4896,0.49792
2,1x3,1,occur,2.8584,0.57168
2,1x3,1,traveling,3.9343,0.437144
2,1x3,1,requires,3.1659,0.395737
2,1x3,1,a,0.0923,0.0923
2,1x3,1,lot,1.2909,0.4303
2,1x3,1,of,0.9529,0.47645
2,1x3,1,fuel,1.9363,0.484075
2,1x3,1,they,1.7211,0.430275
2,1x3,1,watched,1.998,0.285429
2,1x3,1,the,1.5062,0.502067
2,1x3,1,entire,2.5204,0.420067
2,1x3,1,movie,3.2582,0.65164
2,1x3,1,world,2.9199,0.58398
2,1x3,1,population,4.4877,0.44877
2,1x3,1,is,1.168,0.584
2,1x3,1,growing,3.4118,0.4874
2,1x3,1,this,1.6596,0.4149
2,1x3,1,is,0.9835,0.49175
2,1x3,1,a,0.3074,0.3074
2,1x3,1,very,1.4445,0.361125
2,1x3,1,good,1.6597,0.414925
2,1x3,1,idea,1.9055,0.476375
2,1x3,1,please,3.4113,0.56855
2,1x3,1,follow,2.2129,0.368817
2,1x3,1,the,1.4444,0.481467
2,1x3,1,guidelines,4.7943,0.47943
2,1x3,1,,0.2151,inf
2,1x3,1,,1.1986,inf
2,1x3,1,can,1.8132,0.6044
2,1x3,1,still,1.4138,0.28276
2,1x3,1,feel,1.5674,0.39185
2,1x3,1,your,4.9175,1.22938
2,1x3,1,do,1.5059,0.75295
2,1x3,1,not,1.6596,0.5532
2,1x3,1,feel,1.9363,0.484075
2,1x3,1,too,1.3831,0.461033
2,1x3,1,bad,1.7826,0.5942
2,1x3,1,about,2.2743,0.45486
2,1x3,1,it,1.4137,0.70685
2,1x3,1,are,1.4445,0.4815
2,1x3,1,you,1.26,0.42
2,1x3,1,talking,3.6267,0.5181
2,1x3,1,to,1.2908,0.6454
2,1x3,1,me,1.1372,0.5686
2,1x3,1,,0.2459,inf
2,1x3,1,,1.536,inf
2,1x3,1,will,1.598,0.3995
2,1x3,1,meet,1.383,0.34575
2,1x3,1,you,1.168,0.389333
2,1x3,1,at,2.09,1.045
2,1x3,1,do,1.445,0.7225
2,1x3,1,not,1.752,0.584
2,1x3,1,say,1.629,0.543
2,1x3,1,anything,3.934,0.49175
2,1x3,1,this,1.936,0.484
2,1x3,1,is,0.953,0.4765
2,1x3,1,a,0.153,0.153
2,1x3,1,non,1.752,0.584
2,1x3,1,profit,3.258,0.543
2,1x3,1,organization,5.963,0.496917
2,1x3,1,my,1.353,0.6765
2,1x3,1,preferred,3.442,0.382444
2,1x3,1,treat,1.937,0.3874
2,1x3,1,is,1.291,0.6455
2,1x3,1,chocolate,4.887,0.543
2,1x3,1,this,1.629,0.40725
2,1x3,1,camera,3.381,0.5635
2,1x3,1,takes,2.306,0.4612
2,1x3,1,nice,2.767,0.69175
2,1x3,1,photographs,6.67,0.606364
2,1x3,1,a,0.154,0.154
2,1x3,1,problem,3.842,0.548857
2,1x3,1,with,2.243,0.56075
2,1x3,1,the,1.752,0.584
2,1x3,1,engine,2.766,0.461
2,1x3,1,space,2.397,0.4794
2,1x3,1,is,1.167,0.5835
2,1x3,1,a,0.246,0.246
2,1x3,1,high,1.413,0.35325
2,1x3,1,priority,3.596,0.4495
2,1x3,1,prescription,6.331,0.527583
2,1x3,1,drugs,2.459,0.4918
2,1x3,1,require,3.965,0.566429
2,1x3,1,a,0.092,0.092
2,1x3,1,note,1.998,0.4995
2,1x3,1,the,1.413,0.471
2,1x3,1,bathroom,3.412,0.4265
2,1x3,1,is,0.983,0.4915
2,1x3,1,good,1.383,0.34575
2,1x3,1,for,1.813,0.604333
2,1x3,1,reading,2.889,0.412714
2,1x3,1,sit,1.445,0.481667
2,1x3,1,at,0.953,0.4765
2,1x3,1,the,1.476,0.492
2,1x3,1,front,2.766,0.5532
2,1x3,1,of,1.26,0.63
2,1x3,1,the,1.383,0.461
2,1x3,1,bus,1.66,0.553333
2,1x3,1,the,1.26,0.42
2,1x3,1,music,2.367,0.4734
2,1x3,1,is,0.983,0.4915
2,1x3,1,better,2.274,0.379
2,1x3,1,than,1.69,0.4225
2,1x3,1,it,0.891,0.4455
2,1x3,1,sounds,2.459,0.409833
2,1x3,1,the,1.322,0.440667
2,1x3,1,winner,1.967,0.327833
2,1x3,1,of,0.984,0.492
2,1x3,1,the,1.321,0.440333
2,1x3,1,race,2.028,0.507
2,1x3,1,protect,3.012,0.430286
2,1x3,1,your,1.353,0.33825
2,1x3,1,environment,5.195,0.472273
2,1x3,1,the,1.291,0.430333
2,1x3,1,postal,2.274,0.379
2,1x3,1,service,2.951,0.421571
2,1x3,1,is,1.014,0.507
2,1x3,1,very,1.383,0.34575
2,1x3,1,slow,1.905,0.47625
2,1x3,1,hands,1.998,0.3996
2,1x3,1,on,0.83,0.415
2,1x3,1,experience,4.58,0.458
2,1x3,1,with,1.659,0.41475
2,1x3,1,a,0.368,0.368
2,1x3,1,job,1.598,0.532667
3,1x3,1,the,1.167,0.389
3,1x3,1,quick,1.6584,0.33168
3,1x3,1,brown,1.9039,0.38078
3,1x3,1,fox,1.3512,0.4504
3,1x3,1,jumps,1.7501,0.35002
3,1x3,1,over,1.5662,0.39155
3,1x3,1,the,1.1362,0.378733
3,1x3,1,lazy,1.7196,0.4299
3,1x3,1,dog,1.1669,0.388967
3,1x3,1,the,1.167,0.389
3,1x3,1,five,1.5969,0.399225
3,1x3,1,boxing,2.5182,0.4197
3,1x3,1,wizards,2.7947,0.399243
3,1x3,1,jump,1.4435,0.360875
3,1x3,1,quickly,2.7332,0.390457
3,1x3,1,rent,1.6891,0.422275
3,1x3,1,is,0.8292,0.4146
3,1x3,1,paid,1.9348,0.4837
3,1x3,1,at,0.645,0.3225
3,1x3,1,the,1.2592,0.419733
3,1x3,1,beginning,3.4093,0.378811
3,1x3,1,of,0.9521,0.47605
3,1x3,1,the,0.9829,0.327633
3,1x3,1,month,1.9042,0.38084
3,1x3,1,the,1.075,0.358333
3,1x3,1,living,2.4264,0.4044
3,1x3,1,is,0.7679,0.38395
3,1x3,1,easy,1.505,0.37625
3,1x3,1,the,1.0136,0.337867
3,1x3,1,food,1.29,0.3225
3,1x3,1,at,0.6757,0.33785
3,1x3,1,this,1.5356,0.3839
3,1x3,1,restaurant,4.6686,0.46686
3,1x3,1,interesting,4.4537,0.404882
3,1x3,1,observation,4.638,0.421636
3,1x3,1,was,0.86,0.286667
3,1x3,1,made,1.7508,0.4377
3,1x3,1,travel,2.7952,0.465867
3,1x3,1,at,0.6758,0.3379
3,1x3,1,the,1.0751,0.358367
3,1x3,1,speed,1.7509,0.35018
3,1x3,1,of,0.7987,0.39935
3,1x3,1,light,1.5972,0.31944
3,1x3,1,take,1.7203,0.430075
3,1x3,1,a,0.0615,0.0615
3,1x3,1,coffee,2.058,0.343
3,1x3,1,break,2.0579,0.41158
3,1x3,1,historic,3.5939,0.449237
3,1x3,1,meeting,2.3959,0.342271
3,1x3,1,without,2.5495,0.364214
3,1x3,1,a,0.0921,0.0921
3,1x3,1,result,2.5803,0.43005
3,1x3,1,the,1.1367,0.3789
3,1x3,1,location,3.1334,0.391675
3,1x3,1,of,0.7679,0.38395
3,1x3,1,the,0.8909,0.296967
3,1x3,1,crime,1.9354,0.38708
3,1x3,1,get,0.9524,0.317467
3,1x3,1,rid,1.1367,0.3789
3,1x3,1,of,0.7373,0.36865
3,1x3,1,that,1.2902,0.32255
3,1x3,1,immediately,4.1165,0.374227
3,1x3,1,you,1.0752,0.3584
3,1x3,1,should,2.0276,0.337933
3,1x3,1,visit,2.0277,0.40554
3,1x3,1,a,0.0921,0.0921
3,1x3,1,doctor,2.3041,0.384017
3,1x3,1,this,1.2289,0.307225
3,1x3,1,is,0.7987,0.39935
3,1x3,1,a,0.0921,0.0921
3,1x3,1,non,0.8909,0.296967
3,1x3,1,profit,2.3043,0.38405
3,1x3,1,organization,5.2535,0.437792
3,1x3,1,just,1.3518,0.33795
3,1x3,1,what,1.4131,0.353275
3,1x3,1,the,0.9524,0.317467
3,1x3,1,doctor,2.5808,0.430133
3,1x3,1,ordered,2.7651,0.395014
3,1x3,1,in,0.6759,0.33795
3,1x3,1,sharp,1.905,0.381
3,1x3,1,contrast,3.0109,0.376362
3,1x3,1,to,0.768,0.384
3,1x3,1,your,1.4747,0.368675
3,1x3,1,words,1.4442,0.28884
3,1x3,1,the,0.9218,0.307267
3,1x3,1,world,2.2428,0.44856
3,1x3,1,is,0.9217,0.46085
3,1x3,1,a,0.1229,0.1229
3,1x3,1,stage,2.0585,0.4117
3,1x3,1,we,0.5223,0.26115
3,1x3,1,accept,2.6731,0.445517
3,1x3,1,personal,3.0725,0.384062
3,1x3,1,checks,2.3044,0.384067
3,1x3,1,watch,1.5055,0.3011
3,1x3,1,out,0.8296,0.276533
3,1x3,1,for,0.9833,0.327767
3,1x3,1,low,1.1367,0.3789
3,1x3,1,flying,2.0587,0.343117
3,1x3,1,objects,2.9805,0.425786
3,1x3,1,bad,0.9525,0.3175
3,1x3,1,for,1.014,0.338
3,1x3,1,the,1.014,0.338
3,1x3,1,environment,4.8547,0.441336
3,1x3,1,he,0.7068,0.3534
3,1x3,1,is,0.7067,0.35335
3,1x3,1,still,1.3826,0.27652
3,1x3,1,on,0.6145,0.30725
3,1x3,1,our,1.229,0.409667
3,1x3,1,team,1.4134,0.35335
3,1x3,1,well,1.1982,0.29955
3,1x3,1,connected,2.9802,0.331133
3,1x3,1,with,1.4132,0.3533
3,1x3,1,people,2.1508,0.358467
3,1x3,1,sharp,1.8434,0.36868
3,1x3,1,cheese,2.1507,0.35845
3,1x3,1,keeps,1.7205,0.3441
3,1x3,1,the,0.9218,0.307267
3,1x3,1,mind,1.444,0.361
3,1x3,1,sharp,1.5054,0.30108
3,1x3,1,my,0.8603,0.43015
3,1x3,1,fingers,2.3042,0.329171
3,1x3,1,are,0.9217,0.307233
3,1x3,1,very,1.4747,0.368675
3,1x3,1,cold,1.3824,0.3456
3,1x3,1,the,1.0446,0.3482
3,1x3,1,chamber,2.4887,0.355529
3,1x3,1,makes,1.9356,0.38712
3,1x3,1,important,3.9633,0.440367
3,1x3,1,decisions,3.8712,0.430133
3,1x3,1,where,1.6592,0.33184
3,1x3,1,did,1.0139,0.337967
3,1x3,1,you,0.9832,0.327733
3,1x3,1,get,1.0139,0.337967
3,1x3,1,such,1.3825,0.345625
3,1x3,1,a,0.0922,0.0922
3,1x3,1,silly,1.3518,0.27036
3,1x3,1,idea,1.3825,0.345625
3,1x3,1,never,1.9356,0.38712
3,1x3,1,too,0.8602,0.286733
3,1x3,1,rich,1.6898,0.42245
3,1x3,1,and,1.2597,0.4199
3,1x3,1,never,2.0585,0.4117
3,1x3,1,too,0.9832,0.327733
3,1x3,1,thin,1.5362,0.38405
3,1x3,1,a,0.0922,0.0922
3,1x3,1,dog,0.9524,0.317467
3,1x3,1,is,0.7989,0.39945
3,1x3,1,the,1.0752,0.3584
3,1x3,1,best,1.3826,0.34565
3,1x3,1,friend,2.2122,0.3687
3,1x3,1,of,0.7066,0.3533
3,1x3,1,a,0.0921,0.0921
3,1x3,1,man,1.0138,0.337933
3,1x3,1,the,0.9217,0.307233
3,1x3,1,union,1.7205,0.3441
3,1x3,1,will,1.0446,0.26115
3,1x3,1,go,0.5223,0.26115
3,1x3,1,on,0.6759,0.33795
3,1x3,1,strike,2.5193,0.419883
3,1x3,1,have,1.5362,0.38405
3,1x3,1,a,0.0922,0.0922
3,1x3,1,good,1.1368,0.2842
3,1x3,1,weekend,2.9495,0.421357
3,1x3,1,you,0.9524,0.317467
3,1x3,1,are,0.9217,0.307233
3,1x3,1,a,0.0922,0.0922
3,1x3,1,wonderful,2.9495,0.327722
3,1x3,1,example,2.9189,0.416986
3,1x3,1,this,1.3826,0.34565
3,1x3,1,is,0.7681,0.38405
3,1x3,1,a,0.1228,0.1228
3,1x3,1,very,1.1061,0.276525
3,1x3,1,good,1.0139,0.253475
3,1x3,1,idea,1.5362,0.38405
3,1x3,1,do,0.6144,0.3072
3,1x3,1,not,1.0446,0.3482
3,1x3,1,feel,1.1675,0.291875
3,1x3,1,too,0.6759,0.2253
3,1x3,1,bad,1.0753,0.358433
3,1x3,1,about,1.5976,0.31952
3,1x3,1,it,0.6452,0.3226
3,1x3,1,come,1.5972,0.3993
3,1x3,1,and,1.045,0.348333
3,1x3,1,see,0.799,0.266333
3,1x3,1,our,0.798,0.266
3,1x3,1,new,1.382,0.460667
3,1x3,1,car,1.506,0.502
3,1x3,1,they,1.567,0.39175
3,1x3,1,watched,2.611,0.373
3,1x3,1,the,0.952,0.317333
3,1x3,1,entire,2.181,0.3635
3,1x3,1,movie,2.735,0.547
3,1x3,1,,0.092,inf
3,1x3,1,,1.321,inf
3,1x3,1,want,0.553,0.13825
3,1x3,1,to,1.29,0.645
3,1x3,1,hold,1.29,0.3225
3,1x3,1,your,1.598,0.3995
3,1x3,1,win,1.383,0.461
3,1x3,1,first,1.844,0.3688
3,1x3,1,prize,2.52,0.504
3,1x3,1,in,0.676,0.338
3,1x3,1,the,1.014,0.338
3,1x3,1,contest,2.827,0.403857
3,1x3,1,most,1.567,0.39175
3,1x3,1,judges,2.642,0.440333
3,1x3,1,are,0.983,0.327667
3,1x3,1,very,1.413,0.35325
3,1x3,1,honest,2.243,0.373833
3,1x3,1,file,1.874,0.4685
3,1x3,1,all,0.891,0.297
3,1x3,1,complaints,4.363,0.4363
3,1x3,1,in,0.707,0.3535
3,1x3,1,writing,3.041,0.434429
3,1x3,1,interactions,5.162,0.430167
3,1x3,1,between,2.673,0.381857
3,1x3,1,men,1.259,0.419667
3,1x3,1,and,1.137,0.379
3,1x3,1,women,2.519,0.5038
3,1x3,1,effort,2.059,0.343167
3,1x3,1,is,0.922,0.461
3,1x3,1,what,1.352,0.338
3,1x3,1,it,0.676,0.338
3,1x3,1,will,1.014,0.2535
3,1x3,1,take,1.659,0.41475
4,1x3,1,the,1.506,0.502
4,1x3,1,quick,2.1206,0.42412
4,1x3,1,brown,2.9198,0.58396
4,1x3,1,fox,1.4444,0.481467
4,1x3,1,jumps,2.7353,0.54706
4,1x3,1,over,2.2129,0.553225
4,1x3,1,the,1.9055,0.635167
4,1x3,1,lazy,2.7661,0.691525
4,1x3,1,dog,1.7211,0.5737
4,1x3,1,the,1.9977,0.6659
4,1x3,1,five,1.9978,0.49945
4,1x3,1,boxing,3.2269,0.537817
4,1x3,1,wizards,5.2864,0.7552
4,1x3,1,jump,1.967,0.49175
4,1x3,1,quickly,3.6267,0.5181
4,1x3,1,reading,2.9198,0.417114
4,1x3,1,week,1.5061,0.376525
4,1x3,1,is,0.9221,0.46105
4,1x3,1,just,1.9363,0.484075
4,1x3,1,about,3.3195,0.6639
4,1x3,1,here,1.7519,0.437975
