is there any indication of this
Moved 811.9608 260.2574 454.7426 -0.2308855 0.1716629
Moved 811.9915 253.7516 461.1242 -0.2459454 0.1880766
Moved 812.0222 251 465.6956 -0.2523148 0.1998342
Moved 812.053 249.431 468.569 -0.2559468 0.2072248
Moved 812.0837 249 471.4528 -0.2569445 0.2146418
Moved 812.1144 260.9505 477.9629 -0.2292812 0.2313859
Moved 812.1452 276.1502 483.8583 -0.1940968 0.2465491
Moved 812.1759 286.4664 487.7332 -0.1702168 0.2565152
Moved 812.2067 292.6066 489 -0.1560033 0.2597736
Moved 812.2374 295.1143 490 -0.1501984 0.2623456
Moved 812.2681 296 490 -0.1481481 0.2623456
Stationary 812.2988 296 490 -0.1481481 0.2623456
Moved 812.3296 279.5 490 -0.1863426 0.2623456
Moved 812.3604 269.8762 490 -0.2086199 0.2623456
Moved 812.3911 254.2186 490 -0.2448643 0.2623456
Moved 812.4218 250.9308 490 -0.2524749 0.2623456
Moved 812.4525 247.5948 490 -0.2601973 0.2623456
Ended 812.4832 247 490 -0.2615741 0.2623456
Began 813.0366 182 392 -0.412037 0.01028803
Stationary 813.0673 182 392 -0.412037 0.01028803
Moved 813.0981 205.0005 376.9996 -0.3587952 -0.02829328
Moved 813.1288 247.6701 336.3299 -0.2600228 -0.1328964
Moved 813.1595 300.1815 291.6259 -0.1384688 -0.2478758
Moved 813.1902 353.1962 262.6302 -0.01574963 -0.3224532
Moved 813.2211 393.913 245.2347 0.07850239 -0.3671946
Moved 813.2518 418.191 238.6597 0.1347014 -0.3841059
Moved 813.2825 431.4184 233.8954 0.1653203 -0.3963597
Moved 813.3132 436.9742 233 0.178181 -0.3986626
Moved 813.3439 439.5 233 0.1840278 -0.3986626
Moved 813.3747 439 257.6861 0.1828703 -0.3351696
Moved 813.4055 405.2 336.0729 0.1046295 -0.1335575
Moved 813.4362 376 428.5 0.03703703 0.1041665
Moved 813.4669 371.1994 441.0015 0.02592454 0.1363207
Moved 813.4968 359.4171 468.6935 -0.00134935 0.2075448
Moved 813.5282 351.7924 481.6102 -0.01899918 0.2407668
Moved 813.5591 349.7169 488.8492 -0.02380341 0.2593859
Moved 813.5898 348 492.6062 -0.0277778 0.2690488
Moved 813.6205 348 496.687 -0.0277778 0.2795447
Ended 813.6513 348 497.5 -0.0277778 0.2816358
Began 814.2661 475 524 0.2662037 0.3497942
Stationary 814.2968 475 524 0.2662037 0.3497942
Stationary 814.3275 475 524 0.2662037 0.3497942
Moved 814.3583 458.3996 478.1989 0.227777 0.2319928
Moved 814.3889 432.5019 391.8705 0.1678285 0.009954947
Moved 814.4197 414.3915 325.2181 0.1259063 -0.161476
Moved 814.4504 408 290.5 0.1111111 -0.2507717
Moved 814.4811 405.9489 273.6423 0.1063632 -0.29413
Moved 814.512 405 260.252 0.1041667 -0.3285701
Moved 814.5427 405 253.3656 0.1041667 -0.346282
Moved 814.5734 405 249.6202 0.1041667 -0.355915
Moved 814.6041 405 246.8033 0.1041667 -0.3631601
Moved 814.6349 405 244.5 0.1041667 -0.3690844
Moved 814.6656 405 242.5 0.1041667 -0.3742284
Moved 814.6964 404 241.5 0.1018518 -0.3768004
Moved 814.7271 404 240.6787 0.1018518 -0.3789128
Moved 814.7578 404 239.9379 0.1018518 -0.3808183
Stationary 814.7885 404 239.9379 0.1018518 -0.3808183
Moved 814.8192 404 238.8824 0.1018518 -0.3835329
Moved 814.85 404 237.5 0.1018518 -0.3870885
Moved 814.8807 404 238 0.1018518 -0.3858025
Moved 814.9115 404 236.913 0.1018518 -0.3885984
Stationary 814.9422 404 236.913 0.1018518 -0.3885984
Stationary 814.973 404 237 0.1018518 -0.3883744
Stationary 815.0037 404 237 0.1018518 -0.3883744
Stationary 815.0344 404 237 0.1018518 -0.3883744
Moved 815.0652 404 235.9248 0.1018518 -0.39114
Stationary 815.0959 404 235.9248 0.1018518 -0.39114
Stationary 815.1266 404 235.9248 0.1018518 -0.39114
Stationary 815.1574 404 236 0.1018518 -0.3909465
Stationary 815.188 404 236 0.1018518 -0.3909465
Stationary 815.2189 404 236 0.1018518 -0.3909465
Moved 815.2496 402.7885 236 0.09904751 -0.3909465
Moved 815.2803 399.1762 236 0.09068569 -0.3909465
Moved 815.3111 386.8606 252.1394 0.06217738 -0.3494357
Moved 815.3418 363.6667 272.1666 0.0084878 -0.2979256
Moved 815.3726 342.8457 294.1543 -0.03970901 -0.2413728
Moved 815.4033 317.9844 318.0156 -0.09725825 -0.1800012
Moved 815.434 297.9849 340.0151 -0.1435535 -0.1234181
Moved 815.4648 285.8404 353.1596 -0.1716658 -0.08961014
Moved 815.4955 280.134 360.7319 -0.1848749 -0.07013399
Moved 815.5262 276.2614 366.4773 -0.1938395 -0.05535683
Moved 815.557 276 370.6167 -0.1944444 -0.04471029
Moved 815.5877 284.2126 384.6929 -0.1754337 -0.008505951
Moved 815.6185 302.3005 398.2504 -0.1335637 0.02636419
Moved 815.6492 360.0412 436.7629 9.526809E-05 0.1254189
Moved 815.6799 388.4234 454.8738 0.06579489 0.1720005
Moved 815.7106 402.731 464.1541 0.0989145 0.1958694
Moved 815.7414 412.498 470.332 0.121523 0.211759
Moved 815.7721 421.067 475.0223 0.1413589 0.2238228
Moved 815.8029 431.0124 482.0062 0.1643806 0.2417853
Moved 815.8336 435.3268 484.8845 0.1743675 0.2491885
Moved 815.8643 438.3131 488.6263 0.1812804 0.2588124
Moved 815.8951 442.1915 490.1915 0.1902581 0.262838
Moved 815.9258 443.717 491.717 0.1937893 0.2667617
Moved 815.9565 445.5913 493 0.198128 0.2700616
Moved 815.9873 446 494.231 0.199074 0.2732279
Moved 816.0179 447 494 0.2013889 0.2726337
Moved 816.0488 448 495 0.2037037 0.2752057
Moved 816.0795 448.7823 495 0.2055146 0.2752057
Stationary 816.1102 449 495 0.2060185 0.2752057
Moved 816.141 449 496 0.2060185 0.2777777
Stationary 816.1717 449 496 0.2060185 0.2777777
Moved 816.2025 450 496 0.2083333 0.2777777
Stationary 816.2332 450 496 0.2083333 0.2777777
Stationary 816.2639 450 496 0.2083333 0.2777777
Stationary 816.2946 450 496 0.2083333 0.2777777
Stationary 816.3254 450 496 0.2083333 0.2777777
Stationary 816.3561 450 496 0.2083333 0.2777777
Stationary 816.3869 450 496 0.2083333 0.2777777
Stationary 816.4176 450 496 0.2083333 0.2777777
Stationary 816.4484 450 496 0.2083333 0.2777777
Stationary 816.4791 450 496 0.2083333 0.2777777
Stationary 816.5098 450 496 0.2083333 0.2777777
Stationary 816.5405 450 496 0.2083333 0.2777777
Stationary 816.5713 450 496 0.2083333 0.2777777
Moved 816.6021 443.3158 482.3158 0.1928606 0.2425817
Moved 816.6328 394.757 414.6355 0.08045604 0.0685069
Moved 816.6635 357.7737 358.3147 -0.005153368 -0.07635108
Moved 816.6943 340.9194 333.199 -0.04416803 -0.1409492
Moved 816.725 325.5548 306.9982 -0.07973433 -0.208338
Moved 816.7557 315.0502 288.1004 -0.1040504 -0.2569435
Moved 816.7864 307.2837 272.5674 -0.1220284 -0.2968944
Moved 816.8171 302.277 262.554 -0.133618 -0.3226492
Moved 816.8479 298.7596 255.5192 -0.1417602 -0.3407429
Moved 816.8787 296.8853 249.7708 -0.1460987 -0.355528
Moved 816.9094 296 247.2577 -0.1481481 -0.3619915
Moved 816.9401 294.4662 246 -0.1516986 -0.3652264
Moved 816.9709 291.5967 246 -0.158341 -0.3652264
Moved 817.0016 269.1193 264.033 -0.2103719 -0.3188452
Moved 817.0323 235.3155 294.6845 -0.2886216 -0.240009
Moved 817.0631 208.941 321.059 -0.3496735 -0.1721735
Moved 817.0938 194.3564 335.1915 -0.3834343 -0.1358245
Moved 817.1246 185.7806 344.2194 -0.4032856 -0.1126046
Moved 817.1553 181.0418 349.9582 -0.414255 -0.09784424
Moved 817.186 179.1447 355.7107 -0.4186467 -0.0830487
Moved 817.2168 184.8868 371.1509 -0.4053546 -0.04333614
Moved 817.2475 213.4857 400.1033 -0.3391534 0.03112989
Moved 817.2783 267.5327 449.2773 -0.2140447 0.1576061
Moved 817.309 294.0713 470.0535 -0.1526128 0.2110428
Moved 817.3397 305.6353 480.6353 -0.1258442 0.2382594
Moved 817.3704 309.3842 484.3842 -0.1171662 0.2479015
Moved 817.4012 312 487.2633 -0.1111111 0.2553068
Moved 817.4319 314 489.1348 -0.1064815 0.2601203
Moved 817.4627 315.7614 490 -0.1024042 0.2623456
Moved 817.4934 319.1164 491.5582 -0.09463798 0.2663534
Moved 817.5242 327.7252 493.4313 -0.0747102 0.2711709
Moved 817.5549 349.1172 493 -0.0251917 0.2700616
Moved 817.5856 375.1197 494 0.03499925 0.2726337
Moved 817.6164 398.925 494 0.09010415 0.2726337
Moved 817.6471 414.4569 494 0.1260576 0.2726337
Moved 817.6779 429.2428 494 0.1602843 0.2726337
Moved 817.7086 441.1014 494 0.1877348 0.2726337
Moved 817.7393 454.5179 487 0.2187914 0.2546296
Moved 817.7701 464.3103 486 0.241459 0.2520575
Moved 817.8008 471.6879 484.7707 0.2585368 0.2488958
Moved 817.8315 478.3762 485 0.2740188 0.2494856
Moved 817.8622 482.0546 482.9454 0.2825338 0.244201
Moved 817.893 485.9209 482 0.2914836 0.2417695
Moved 817.9238 489.8408 474.3184 0.3005574 0.2220122
Moved 817.9545 491 439.174 0.3032407 0.1316203
Moved 817.9852 462.4273 372.1556 0.2371002 -0.04075195
Moved 818.0159 445.673 333.7642 0.1983171 -0.1394955
Moved 818.0467 429.6229 299.6516 0.1611641 -0.2272336
Moved 818.0775 418.1189 273.2973 0.1345345 -0.2950172
Moved 818.1082 410.962 258.924 0.1179676 -0.3319856
Moved 818.1389 407.2695 250.5391 0.1094202 -0.3535519
Moved 818.1696 404.2625 242.5249 0.1024594 -0.3741643
Moved 818.2004 403 239 0.09953707 -0.3832304
Ended 818.2311 403 239 0.09953707 -0.3832304
Began 818.6921 530 534 0.3935185 0.3755144
Stationary 818.7229 530 534 0.3935185 0.3755144
Stationary 818.7537 530 534 0.3935185 0.3755144
Stationary 818.7844 530 534 0.3935185 0.3755144
Moved 818.8151 517.8092 528.1578 0.3652991 0.3604882
Moved 818.8458 502.7776 515.3808 0.3305036 0.3276254
Moved 818.8765 472.7014 492.6649 0.260883 0.2691997
Moved 818.9073 433.2222 462.8395 0.1694957 0.1924883
Moved 818.938 416.9916 448.85 0.131925 0.1565071
Moved 818.9688 390.1315 427.8651 0.06974886 0.1025335
Moved 818.9995 367.1494 407.7557 0.01654953 0.05081204
Moved 819.0303 352.4116 394.4116 -0.01756584 0.01649056
Moved 819.061 338.9061 383.9061 -0.04882858 -0.01052974
Moved 819.0917 330.1961 376.1961 -0.06899048 -0.03035989
Moved 819.1224 323.4427 369.4427 -0.0846234 -0.04772979
Moved 819.1532 320.7031 366.7031 -0.09096512 -0.05477615
Moved 819.184 317.5 363.5 -0.09837966 -0.06301456
Moved 819.2147 315.5 361.5 -0.1030092 -0.06815843
Ended 819.2454 315 361 -0.1041667 -0.06944452
Began 819.9524 338 543 -0.05092591 0.3986624
Stationary 819.9831 338 543 -0.05092591 0.3986624
Stationary 820.0138 338 543 -0.05092591 0.3986624
Stationary 820.0446 338 543 -0.05092591 0.3986624
Moved 820.0753 361.073 495.1844 0.002483825 0.2756801
Moved 820.106 382.6389 443.2962 0.0524049 0.1422227
Moved 820.1368 395.9756 407.567 0.08327692 0.05032645
Moved 820.1675 404.0514 389.8972 0.1019708 0.004879673
Moved 820.1982 406.8588 383.2825 0.1084693 -0.01213364
Moved 820.229 409.731 380.269 0.1151181 -0.01988438
Moved 820.2597 412.2209 380 0.1208816 -0.02057613
Moved 820.2905 421.4998 397.9997 0.1423607 0.0257193
Moved 820.3212 437.1776 430.3256 0.1786519 0.1088621
Moved 820.3519 454.3855 461.8735 0.218485 0.1900037
Moved 820.3826 469.0891 486.4059 0.2525211 0.2531016
Moved 820.4133 479.1829 502.7744 0.2758864 0.2952014
Moved 820.4442 485.3372 515.6743 0.2901323 0.3283804
Moved 820.4749 487.0369 521.0739 0.294067 0.342268
Moved 820.5056 487 523.6976 0.2939814 0.3490164
Moved 820.5364 473.6473 524 0.2630725 0.3497942
Moved 820.5671 404.4999 493.1296 0.1030089 0.2703949
Moved 820.5978 327.2322 449.0485 -0.07585128 0.1570178
Moved 820.6285 283.4322 416.4991 -0.1772402 0.07330015
Moved 820.6594 255.8633 392.5054 -0.2410571 0.01158793
Moved 820.69 239.9335 376.4169 -0.2779318 -0.02979208
Moved 820.7208 232.2246 368.2246 -0.2957764 -0.05086271
Moved 820.7515 229.1081 364.108 -0.3029906 -0.06145061
Moved 820.7823 228 362.2483 -0.3055556 -0.06623381
Ended 820.813 228 362 -0.3055556 -0.06687243
PhraseEnd 821.4585
