the back yard of our house
Moved 743.0577 356.4803 396.4408 -0.008147508 0.02170986
Moved 743.0884 360.6164 412.6985 0.001426935 0.06352499
Moved 743.1192 362.4953 427.4764 0.005776087 0.1015339
Moved 743.1498 364 438.118 0.009259283 0.1289044
Moved 743.1806 366.9218 447.7653 0.01602262 0.1537173
Moved 743.2113 368.7989 456.3966 0.0203677 0.1759171
Moved 743.2419 370 462.3545 0.02314816 0.1912409
Moved 743.2728 371.1463 467.2927 0.02580166 0.203942
Moved 743.3035 372.0607 470.0607 0.02791822 0.2110613
Moved 743.3342 372.9311 472.9311 0.02993315 0.2184441
Moved 743.3649 373.8091 475.8091 0.03196537 0.2258464
Moved 743.3957 374 478.387 0.03240744 0.2324767
Moved 743.4263 375 480.2568 0.03472219 0.237286
Moved 743.4571 376.5 482.5 0.03819446 0.2430555
Moved 743.4878 376.7522 484.7522 0.03877818 0.2488482
Moved 743.5186 377.5448 489.0895 0.04061291 0.2600039
Moved 743.5493 378 493.8475 0.04166663 0.2722413
Moved 743.58 380 498.6008 0.04629632 0.2844671
Moved 743.6107 381.8053 501.6106 0.0504752 0.2922083
Moved 743.6414 383.6798 505.6798 0.05481432 0.3026744
Moved 743.6722 385 509.5547 0.05787035 0.3126407
Moved 743.7029 386 512.4294 0.06018519 0.3200344
Moved 743.7336 387 514.9828 0.06250004 0.3266017
Moved 743.7643 388.3729 516.3729 0.06567796 0.330177
Moved 743.795 388 517.1434 0.06481478 0.332159
Stationary 743.8257 388 517.1434 0.06481478 0.332159
Stationary 743.8564 388 517 0.06481478 0.33179
Stationary 743.8872 388 517 0.06481478 0.33179
Stationary 743.9179 388 517 0.06481478 0.33179
Stationary 743.9486 388 517 0.06481478 0.33179
Moved 743.9793 379.8391 517 0.04592399 0.33179
Moved 744.0101 377.8054 517 0.04121611 0.33179
Moved 744.0408 376.1996 517 0.03749907 0.33179
Moved 744.0715 374.39 509.39 0.03331025 0.3122171
Moved 744.1022 371.5096 506.5096 0.02664268 0.3048086
Moved 744.133 369.6462 503.6462 0.02232909 0.2974437
Moved 744.1637 368.1351 502.1351 0.0188312 0.2935572
Moved 744.1944 365.2621 498.2621 0.01218071 0.2835959
Moved 744.2251 363.3798 493.7596 0.007823606 0.2720153
Moved 744.2559 360.5 489 0.001157423 0.2597736
Moved 744.2866 356.9087 483.863 -0.007155885 0.2465611
Moved 744.3173 354.0795 478.159 -0.01370485 0.2318903
Moved 744.3481 350.1998 468.5994 -0.02268573 0.2073028
Moved 744.3787 346.7628 460.2882 -0.03064176 0.1859264
Moved 744.4095 341.8002 448.2007 -0.04212916 0.1548373
Moved 744.4402 334.852 432.5561 -0.05821293 0.1145989
Moved 744.4709 326.1055 411.4219 -0.07845958 0.06024148
Moved 744.5016 316.9117 391.7791 -0.09974156 0.009719825
Moved 744.5323 305.4118 361.6324 -0.1263616 -0.06781802
Moved 744.563 296.1826 333.2754 -0.1477254 -0.1407527
Moved 744.5938 292.1385 313.9694 -0.1570869 -0.1904079
Moved 744.6245 288.3093 297.9279 -0.1659507 -0.2316671
Moved 744.6553 286.4337 288.8674 -0.1702924 -0.2549707
Moved 744.686 286 282.1208 -0.1712963 -0.2723231
Moved 744.7167 285 279.0511 -0.1736111 -0.2802184
Moved 744.7474 285 276.1779 -0.1736111 -0.2876083
Moved 744.7781 285 274.7421 -0.1736111 -0.2913012
Moved 744.8088 284 273.8748 -0.1759259 -0.2935321
Stationary 744.8395 284 273.8748 -0.1759259 -0.2935321
Moved 744.8703 284 272.8972 -0.1759259 -0.2960465
Stationary 744.9011 284 272.8972 -0.1759259 -0.2960465
Stationary 744.9317 284 272.8972 -0.1759259 -0.2960465
Stationary 744.9624 284 272.8972 -0.1759259 -0.2960465
Stationary 744.9932 284 272.8972 -0.1759259 -0.2960465
Stationary 745.0239 284 272.8972 -0.1759259 -0.2960465
Stationary 745.0546 284 272.8972 -0.1759259 -0.2960465
Stationary 745.0854 284 272.8972 -0.1759259 -0.2960465
Moved 745.1161 282.9866 273 -0.1782717 -0.295782
Stationary 745.1468 282.9866 273 -0.1782717 -0.295782
Stationary 745.1776 282.9866 273 -0.1782717 -0.295782
Stationary 745.2083 283 273 -0.1782407 -0.295782
Moved 745.239 283 281.7694 -0.1782407 -0.2732269
Stationary 745.2696 283 281.7694 -0.1782407 -0.2732269
Stationary 745.3004 283 281.7694 -0.1782407 -0.2732269
Moved 745.3311 283 281 -0.1782407 -0.2752058
Stationary 745.3619 283 281 -0.1782407 -0.2752058
Moved 745.3926 282 282 -0.1805555 -0.2726338
Moved 745.4233 282 283.0214 -0.1805555 -0.2700069
Stationary 745.454 282 283 -0.1805555 -0.2700618
Stationary 745.4847 282 283 -0.1805555 -0.2700618
Moved 745.5154 282 284.374 -0.1805555 -0.2665279
Stationary 745.5462 282 284 -0.1805555 -0.2674897
Moved 745.5769 282 285.0884 -0.1805555 -0.2646905
Stationary 745.6077 282 285 -0.1805555 -0.2649178
Moved 745.6384 282 286.2677 -0.1805555 -0.2616572
Stationary 745.6691 282 286.2677 -0.1805555 -0.2616572
Moved 745.6998 282 287.1873 -0.1805555 -0.259292
Stationary 745.7305 282 287.1873 -0.1805555 -0.259292
Moved 745.7612 282 288 -0.1805555 -0.2572017
Stationary 745.792 282 288 -0.1805555 -0.2572017
Stationary 745.8227 282 288 -0.1805555 -0.2572017
Stationary 745.8534 282 288 -0.1805555 -0.2572017
Moved 745.8841 282 289.0378 -0.1805555 -0.2545324
Stationary 745.9149 282 289 -0.1805555 -0.2546296
Moved 745.9456 282 290 -0.1805555 -0.2520577
Moved 745.9763 291.2885 296.4328 -0.1590544 -0.2355124
Moved 746.007 301.0703 309.0878 -0.1364114 -0.2029634
Moved 746.0377 356.5392 362.2255 -0.008011063 -0.06629238
Ended 746.0685 374 377 0.03240744 -0.02829226
Backspace 749.325
Began 751.1376 329 534 -0.07175927 0.3755144
Stationary 751.1683 329 534 -0.07175927 0.3755144
Moved 751.199 339.7548 504.4243 -0.04686385 0.299445
Moved 751.2297 357.428 463.5726 -0.00595361 0.1943738
Moved 751.2604 374.0478 423.4553 0.03251811 0.09119147
Moved 751.2912 388.0513 394.8974 0.0649336 0.01774015
Moved 751.3219 399.6705 375.5492 0.0918299 -0.03202368
Moved 751.3526 406 368 0.1064815 -0.05144041
Moved 751.3833 409.2996 367 0.1141195 -0.05401234
Moved 751.4141 412 407.6652 0.1203704 0.05057915
Moved 751.4448 397.6747 471.3011 0.08721003 0.2142516
Moved 751.4755 380.5241 504.7139 0.04750947 0.3001899
Moved 751.5062 346.8831 533.6215 -0.03036315 0.3745409
Moved 751.5369 322.3336 537 -0.08719072 0.3832304
Moved 751.5677 304.459 537 -0.1285671 0.3832304
Moved 751.5984 290.387 530.387 -0.1611412 0.3662217
Moved 751.6291 263.3639 516.9619 -0.2236947 0.3316919
Ended 751.6598 231.8876 500.3932 -0.2965565 0.2890772
Began 753.841 424 241 0.1481481 -0.3780865
Stationary 753.8718 424 241 0.1481481 -0.3780865
Stationary 753.9025 424 241 0.1481481 -0.3780865
Stationary 753.9332 424 241 0.1481481 -0.3780865
Stationary 753.9639 424 241 0.1481481 -0.3780865
Stationary 753.9947 424 241 0.1481481 -0.3780865
Moved 754.0254 407.1229 256.8771 0.1090809 -0.3372504
Moved 754.0561 397.417 264.4373 0.0866135 -0.3178055
Moved 754.0868 380.6652 278.2679 0.04783601 -0.2822328
Moved 754.1176 360.4264 292.7563 0.0009870529 -0.2449682
Moved 754.1483 336.598 306.2898 -0.05417123 -0.2101601
Moved 754.179 310.3893 318.4443 -0.1148397 -0.1788985
Moved 754.2097 264.33 333.001 -0.2214583 -0.1414585
Moved 754.2405 250.9681 336.2293 -0.2523887 -0.1331551
Moved 754.2711 222.5414 343.4352 -0.3181911 -0.1146214
Moved 754.3019 197.6095 347.4844 -0.3759038 -0.104207
Moved 754.3326 175.7979 349 -0.4263937 -0.1003086
Moved 754.3633 168 350 -0.4444444 -0.09773669
Moved 754.394 163.7866 350 -0.4541977 -0.09773669
Moved 754.4247 161.9109 351.0891 -0.4585396 -0.09493548
Moved 754.4555 162 351.9573 -0.4583334 -0.09270256
Stationary 754.4862 162 352 -0.4583334 -0.09259266
Moved 754.5169 160.6455 353.3545 -0.4614687 -0.08910889
Moved 754.5477 161 355.7877 -0.4606481 -0.08285052
Moved 754.5784 161 358.6663 -0.4606481 -0.07544694
Moved 754.6091 161 361.1826 -0.4606481 -0.06897475
Moved 754.6398 179.5681 367.2272 -0.4176666 -0.05342789
Moved 754.6705 195.8929 373.9694 -0.3798776 -0.03608696
Moved 754.7012 216.8085 382.5532 -0.3314617 -0.01400928
Moved 754.7319 251.6182 398.4818 -0.2508839 0.02695939
Moved 754.7627 260.6064 401.5355 -0.2300777 0.03481335
Moved 754.7935 274.6946 407.2778 -0.1974661 0.04958282
Moved 754.8242 283.9502 410.4751 -0.1760412 0.05780624
Moved 754.8549 292.0516 413 -0.157288 0.06430033
Moved 754.8856 297.7883 414.3941 -0.1440087 0.06788602
Moved 754.9163 302.2721 415 -0.1336294 0.06944436
Moved 754.947 305.8233 416.8233 -0.1254091 0.07413396
Moved 754.9778 309.6925 417.6925 -0.1164525 0.07636949
Moved 755.0085 312.5 418 -0.1099537 0.07716041
Moved 755.0392 314 418 -0.1064815 0.07716041
Moved 755.0699 315.3745 418 -0.1032998 0.07716041
Stationary 755.1006 315 418 -0.1041667 0.07716041
Moved 755.1313 315 408.8546 -0.1041667 0.05363825
Moved 755.1621 315 392.6411 -0.1041667 0.01193694
Moved 755.1928 315 384.033 -0.1041667 -0.01020322
Moved 755.2235 315 366.7897 -0.1041667 -0.05455315
Moved 755.2542 315 350.4536 -0.1041667 -0.09657
Moved 755.285 315 338.7466 -0.1041667 -0.1266807
Moved 755.3157 315 326.7214 -0.1041667 -0.1576096
Moved 755.3464 315 319.604 -0.1041667 -0.1759157
Moved 755.3771 315 314.2149 -0.1041667 -0.1897765
Moved 755.4079 315 310.4176 -0.1041667 -0.1995433
Moved 755.4385 315 307.5465 -0.1041667 -0.2069278
Moved 755.4693 315 304.666 -0.1041667 -0.2143364
Moved 755.5001 316.8859 303 -0.09980117 -0.2186215
Moved 755.5308 318 300.2393 -0.09722222 -0.225722
Moved 755.5615 319.6292 298.3708 -0.09345099 -0.2305279
Moved 755.5922 321.5 295.5 -0.08912037 -0.2379116
Moved 755.6229 322.0281 293.9719 -0.08789797 -0.2418417
Moved 755.6536 323 291.6615 -0.08564815 -0.2477843
Moved 755.6844 323.7767 291.2233 -0.08385027 -0.2489112
Moved 755.715 324 290 -0.08333336 -0.2520577
Moved 755.7458 325 288.5 -0.08101851 -0.2559158
Moved 755.7766 326 286.8986 -0.07870371 -0.2600346
Moved 755.8073 326.9746 285.0254 -0.07644768 -0.2648524
Moved 755.838 327.5 284.5 -0.07523149 -0.2662037
Moved 755.8687 327 282.8084 -0.07638887 -0.2705545
Moved 755.8994 328.0874 281.9126 -0.07387176 -0.2728585
Moved 755.9302 328 280.6255 -0.07407407 -0.2761691
Moved 755.9609 328 279.8054 -0.07407407 -0.2782783
Moved 755.9916 328 278.8263 -0.07407407 -0.2807966
Moved 756.0223 329 277.8086 -0.07175927 -0.2834141
Stationary 756.053 329 277.8086 -0.07175927 -0.2834141
Moved 756.0838 329 276.7746 -0.07175927 -0.2860736
Moved 756.1145 329 275.86 -0.07175927 -0.2884258
Moved 756.1452 330.0622 276 -0.06930049 -0.288066
Moved 756.1759 330 274.9801 -0.06944443 -0.2906891
Stationary 756.2066 330 274.9801 -0.06944443 -0.2906891
Stationary 756.2374 330 274.9801 -0.06944443 -0.2906891
Moved 756.2681 330 273.9524 -0.06944443 -0.2933323
Moved 756.2988 331.5 274 -0.06597221 -0.2932099
Stationary 756.3296 331.5 274 -0.06597221 -0.2932099
Moved 756.3603 331 272.9003 -0.06712963 -0.2960383
Moved 756.3909 331 271.8685 -0.06712963 -0.2986921
Stationary 756.4217 331 271.8685 -0.06712963 -0.2986921
Moved 756.4524 331 270.813 -0.06712963 -0.301407
Moved 756.4832 331 269.8124 -0.06712963 -0.3039805
Stationary 756.5139 331 269.8124 -0.06712963 -0.3039805
Stationary 756.5446 331 269.8124 -0.06712963 -0.3039805
Stationary 756.5753 331 269.8124 -0.06712963 -0.3039805
Stationary 756.606 331 269.8124 -0.06712963 -0.3039805
Stationary 756.6367 331 269.8124 -0.06712963 -0.3039805
Stationary 756.6675 331 269.8124 -0.06712963 -0.3039805
Stationary 756.6982 331 269.8124 -0.06712963 -0.3039805
Stationary 756.7289 331 269.8124 -0.06712963 -0.3039805
Moved 756.7596 332.0091 270 -0.06479378 -0.303498
Moved 756.7903 333 277.8945 -0.06249999 -0.2831931
Moved 756.8211 334.3534 281.3534 -0.05936722 -0.2742969
Moved 756.8517 337.3341 287.6682 -0.05246734 -0.258055
Moved 756.8825 340.2089 292.4178 -0.04581267 -0.2458389
Moved 756.9133 343.0916 297.1832 -0.03913978 -0.2335823
Moved 756.9439 346.6257 302.6257 -0.0309591 -0.2195842
Moved 756.9747 350.9953 307.9953 -0.02084419 -0.2057734
Moved 757.0054 355.7527 313.7527 -0.009831588 -0.1909652
Moved 757.0361 359.8263 317.9131 -0.0004020333 -0.1802646
Moved 757.0668 368.2658 326.2658 0.01913389 -0.1587814
Moved 757.0975 376.9008 335.2672 0.0391223 -0.1356297
Moved 757.1283 385.5 343.5 0.05902777 -0.1144548
Moved 757.1588 395.2545 351.1909 0.0816076 -0.09467372
Moved 757.1897 406.8194 357.8796 0.1083783 -0.07747014
Moved 757.2205 419.238 365.4285 0.137125 -0.05805443
Moved 757.2512 431 372 0.1643519 -0.04115226
Moved 757.2819 444.9729 379.5837 0.1966965 -0.02164684
Moved 757.3126 468 391.5 0.25 0.009002057
Moved 757.3433 485.3843 399.6642 0.2902416 0.03000047
Ended 757.3741 509.6479 409.7374 0.3464071 0.05590874
Began 759.3403 375 555 0.03472219 0.4295266
Stationary 759.371 375 555 0.03472219 0.4295266
Stationary 759.4017 375 555 0.03472219 0.4295266
Moved 759.4324 375 542.9528 0.03472219 0.3985411
Moved 759.4631 390.2232 508.1071 0.06996115 0.3089173
Moved 759.4938 401.7689 469.2512 0.09668717 0.2089794
Moved 759.5246 408.6027 437.9865 0.1125062 0.1285661
Moved 759.5553 414.1901 405.2891 0.1254401 0.04446775
Moved 759.5861 415 386.176 0.1273148 -0.004691332
Moved 759.6168 415 366.5986 0.1273148 -0.05504474
Moved 759.6475 399.196 345.9429 0.09073147 -0.1081715
Moved 759.6782 376.0018 332.0007 0.03704111 -0.1440311
Moved 759.7089 338.1088 326.1406 -0.05067408 -0.1591036
Moved 759.7396 295.9644 325 -0.1482306 -0.1620371
Moved 759.7704 257.0199 325 -0.2383799 -0.1620371
Moved 759.801 226.4001 337.4 -0.3092589 -0.1301441
Moved 759.8318 204.9462 342.0154 -0.3589208 -0.1182733
Moved 759.8625 193.3784 345.8738 -0.3856981 -0.1083492
Moved 759.8932 187 348.5 -0.4004629 -0.1015947
Moved 759.9239 185 352.3278 -0.4050926 -0.09174967
Moved 759.9547 184 359.4062 -0.4074074 -0.07354375
Moved 759.9854 201.0832 382.7447 -0.367863 -0.01351682
Moved 760.0162 234.9188 406.264 -0.2895397 0.04697513
Moved 760.0469 265.7235 420.8894 -0.2182326 0.08459201
Moved 760.0776 291.9091 427.7273 -0.1576179 0.1021792
Moved 760.1083 312.5497 433.4427 -0.1098387 0.1168795
Moved 760.139 326.6558 437.4623 -0.07718568 0.1272179
Moved 760.1697 341.4357 441.2178 -0.04297301 0.1368771
Moved 760.2005 352.9408 444.4852 -0.01634081 0.1452807
Moved 760.2312 363.1043 451.0782 0.007185837 0.1622381
Moved 760.2619 373.6667 457.75 0.03163576 0.1793981
Moved 760.2926 384.3648 464.5765 0.0563999 0.196956
Moved 760.3234 394.6672 471.3336 0.08024812 0.2143351
Moved 760.3541 402.5138 476.3425 0.09841154 0.2272184
Moved 760.3849 411.1662 482.1108 0.1184402 0.2420544
Moved 760.4155 415.8599 486.9299 0.1293053 0.2544493
Moved 760.4463 420.6169 490.6169 0.1403169 0.2639322
Moved 760.477 424.7684 494.7684 0.1499267 0.2746099
Moved 760.5077 428.4998 497.4998 0.1585643 0.2816352
Moved 760.5385 430.1262 498 0.1623291 0.2829217
Moved 760.5692 432.6655 499.6655 0.1682071 0.2872053
Moved 760.5994 434.5471 500.5471 0.1725627 0.2894728
Moved 760.6306 436.2134 501 0.1764199 0.2906378
Stationary 760.6613 436.2134 501 0.1764199 0.2906378
Moved 760.6921 437.0831 501 0.1784331 0.2906378
Stationary 760.7228 437 501 0.1782407 0.2906378
Stationary 760.7535 437 501 0.1782407 0.2906378
Stationary 760.7842 437 501 0.1782407 0.2906378
Moved 760.8149 437 492.0027 0.1782407 0.2674965
Moved 760.8457 427.2841 484.4261 0.1557501 0.2480094
Moved 760.8764 422.5284 476.7927 0.1447417 0.2283762
Moved 760.9071 418.4843 470.2264 0.1353803 0.2114877
Moved 760.9379 412.8686 460.6058 0.122381 0.1867433
Moved 760.9686 407.9923 453.9846 0.1110932 0.1697133
Moved 760.9993 404.3118 448.6237 0.1025736 0.155925
Moved 761.03 401.5294 445.5294 0.09613296 0.1479665
Moved 761.0607 398.6636 441.6636 0.08949915 0.1380237
Moved 761.0915 395.7784 438.7784 0.08282025 0.1306027
Moved 761.1222 389.7451 432.7451 0.06885439 0.1150852
Moved 761.1529 377.4919 421.4918 0.04049043 0.08614139
Moved 761.1836 359.986 406.4883 -3.248453E-05 0.04755204
Moved 761.2143 345.4953 395.8715 -0.03357569 0.02024548
Moved 761.2451 318 381 -0.09722222 -0.01800419
Ended 761.2757 318 381 -0.09722222 -0.01800419
Began 763.2112 507 502 0.3402778 0.2932098
Stationary 763.242 507 502 0.3402778 0.2932098
Moved 763.2727 489.9189 502 0.3007382 0.2932098
Moved 763.3035 452.8444 487.0984 0.2149175 0.2548826
Moved 763.3342 399.2125 464.4929 0.09076963 0.196741
Moved 763.3649 346.3587 435.8859 -0.031577 0.1231631
Moved 763.3956 261.8731 378.6111 -0.2271456 -0.02414837
Ended 763.4263 231.6659 355.6502 -0.2970697 -0.08320419
Began 764.9624 527 515 0.3865741 0.326646
Moved 764.9932 521.2172 515 0.3731878 0.326646
Moved 765.0239 481.1756 524.1649 0.280499 0.3502182
Moved 765.0546 420.9362 533.3225 0.141056 0.3737719
Moved 765.0853 368.0916 539.4641 0.01873056 0.3895679
Moved 765.116 301.1311 540 -0.1362707 0.3909464
Ended 765.1467 248.0259 525.2727 -0.2591993 0.3530676
Began 767.666 405 360 0.1041667 -0.07201654
Stationary 767.6967 405 360 0.1041667 -0.07201654
Stationary 767.7274 405 360 0.1041667 -0.07201654
Stationary 767.7581 405 360 0.1041667 -0.07201654
Moved 767.7888 422.7951 397.4312 0.1453589 0.02425696
Moved 767.8195 456.5 459.5 0.2233796 0.1838991
Moved 767.8503 467.5347 481.6857 0.2489228 0.240961
Moved 767.881 472.4755 490.1258 0.2603599 0.2626692
Moved 767.9117 478.9826 504.9652 0.2754227 0.3008364
Moved 767.9424 482 514.6406 0.2824074 0.3257217
Moved 767.9731 482 516.0939 0.2824074 0.3294596
Moved 768.0039 482 519.7187 0.2824074 0.3387826
Moved 768.0346 477.9624 522.5047 0.2730611 0.3459482
Moved 768.0653 466.8751 524 0.247396 0.3497942
Moved 768.096 456.9787 525 0.2244878 0.3523662
Moved 768.1268 446.1175 525 0.1993459 0.3523662
Moved 768.1575 428.7215 525 0.1590776 0.3523662
Moved 768.1882 423.4155 521.3028 0.1467951 0.3428569
Moved 768.2189 416.1939 515.597 0.1300786 0.3281815
Moved 768.2496 412.0221 516 0.1204215 0.329218
Moved 768.2804 410.626 516 0.1171899 0.329218
Moved 768.3111 409.8576 516 0.1154112 0.329218
Stationary 768.3418 410 516 0.1157407 0.329218
Stationary 768.3725 410 516 0.1157407 0.329218
Moved 768.4032 410 523 0.1157407 0.3472221
Moved 768.434 410 524 0.1157407 0.3497942
Stationary 768.4647 410 524 0.1157407 0.3497942
Stationary 768.4954 410 524 0.1157407 0.3497942
Stationary 768.5262 410 524 0.1157407 0.3497942
Moved 768.5569 408.2283 524 0.1116397 0.3497942
Moved 768.5876 404.8497 514.2745 0.1038187 0.3247801
Moved 768.6183 398.2267 502.2267 0.08848776 0.293793
Moved 768.649 396.6611 497.9834 0.0848637 0.282879
Moved 768.6797 390.4563 488.6084 0.07050077 0.2587664
Moved 768.7105 380.8327 475.1102 0.04822373 0.2240489
Moved 768.7413 370.0167 462.4201 0.0231869 0.1914097
Moved 768.7719 356.1021 447.6276 -0.009022902 0.1533632
Moved 768.8027 340.7181 434.7987 -0.04463394 0.120367
Moved 768.8334 324.4635 420.3863 -0.08226033 0.08329799
Moved 768.8641 308.4083 407.2072 -0.1194251 0.04940103
Moved 768.8948 294.4644 396.7203 -0.1517029 0.02242861
Moved 768.9255 276.9548 388.3729 -0.1922342 0.0009590901
Moved 768.9563 260.4594 381.8198 -0.2304181 -0.01589575
Moved 768.9869 250.1776 377.0444 -0.2542186 -0.02817805
Moved 769.0177 241.5996 374.5332 -0.2740751 -0.0346369
Moved 769.0484 235.3218 372.6609 -0.288607 -0.03945244
Moved 769.0792 229.584 373 -0.3018888 -0.03858032
Moved 769.1099 225.3634 373 -0.3116589 -0.03858032
Moved 769.1406 218.7358 386.7925 -0.3270004 -0.003105721
Moved 769.1713 218 418.5 -0.3287037 0.07844638
Moved 769.202 239.0065 487.0195 -0.2800776 0.2546798
Moved 769.2328 276.7175 566.0056 -0.1927836 0.4578333
Moved 769.2635 328.934 642.2102 -0.07191211 0.6538328
Ended 769.2942 334 648 -0.06018519 0.6687242
PhraseEnd 770.2773
