the punishment should fit the crime
Moved 1087.179 470 510.119 0.2546296 0.3140918
Stationary 1087.21 470 510.119 0.2546296 0.3140918
Stationary 1087.24 470 510 0.2546296 0.3137859
Moved 1087.271 458.4879 510 0.2279813 0.3137859
Moved 1087.302 444.674 497.337 0.1960047 0.2812166
Moved 1087.333 413.8784 484.8911 0.1247184 0.2492055
Moved 1087.364 368.8607 464.4304 0.02051095 0.1965801
Moved 1087.394 320.0814 440.4501 -0.09240414 0.1349024
Moved 1087.425 284.5 423.5 -0.1747685 0.09130646
Moved 1087.456 256.5873 405.7524 -0.2393812 0.04565933
Moved 1087.487 236.015 393.6089 -0.2870024 0.01442623
Moved 1087.517 223.3406 385.8937 -0.3163411 -0.00541738
Moved 1087.548 219.0034 381.0067 -0.3263811 -0.01798692
Moved 1087.579 217 379.2488 -0.3310185 -0.02250836
Moved 1087.61 215.7439 379 -0.3339262 -0.02314815
Moved 1087.64 216 378 -0.3333333 -0.02572024
Moved 1087.671 222.0916 377 -0.3192324 -0.02829226
Moved 1087.702 248.1252 376 -0.2589695 -0.03086435
Moved 1087.733 286.7036 376 -0.1696677 -0.03086435
Moved 1087.763 324.3443 376 -0.08253644 -0.03086435
Moved 1087.794 343.6046 384.3721 -0.03795236 -0.009331173
Moved 1087.825 362.7486 385 0.006362399 -0.007716127
Moved 1087.856 375.6651 385 0.03626177 -0.007716127
Moved 1087.886 384.5 385 0.05671293 -0.007716127
Moved 1087.917 387.0714 385 0.06266514 -0.007716127
Moved 1087.948 390.8324 385 0.0713712 -0.007716127
Moved 1087.979 395.1868 385 0.08145083 -0.007716127
Moved 1088.009 399.0993 385 0.09050766 -0.007716127
Moved 1088.04 409.4727 369.7031 0.11452 -0.04705986
Moved 1088.071 424.531 350.8806 0.1493773 -0.0954719
Moved 1088.102 444.4915 324.7967 0.1955821 -0.16256
Moved 1088.132 456.1642 297.2984 0.2226024 -0.2332861
Moved 1088.163 467.6169 274.7663 0.249113 -0.291239
Moved 1088.194 473.6171 257.4573 0.2630025 -0.3357579
Moved 1088.225 478.0732 245.7806 0.2733175 -0.3657905
Moved 1088.255 479.4845 241.031 0.2765844 -0.3780067
Moved 1088.286 480 238.7526 0.2777778 -0.3838669
Moved 1088.317 481 236.9854 0.2800926 -0.3884122
Stationary 1088.348 481 237 0.2800926 -0.3883744
Moved 1088.378 451.1453 284.0781 0.2109844 -0.2672888
Moved 1088.409 416.2333 338.6394 0.1301698 -0.1269563
Moved 1088.44 383.2619 393.2302 0.05384704 0.01345203
Moved 1088.471 359.6912 429.9631 -0.0007147591 0.1079298
Moved 1088.501 339.511 462.2699 -0.04742811 0.1910233
Moved 1088.532 321.9383 484.4156 -0.0881058 0.2479824
Moved 1088.563 306.9244 500.0756 -0.1228602 0.2882601
Moved 1088.594 291.6189 514.4843 -0.1582896 0.3253195
Moved 1088.625 276.3398 524.9952 -0.193658 0.3523538
Moved 1088.655 267.7454 529.8364 -0.2135524 0.3648055
Moved 1088.686 262.6607 530 -0.2253224 0.3652262
Moved 1088.717 261 530 -0.2291666 0.3652262
Moved 1088.748 258.6294 530 -0.2346541 0.3652262
Moved 1088.778 258 491.2455 -0.2361111 0.2655492
Moved 1088.809 276.1301 452.3325 -0.1941432 0.1654643
Moved 1088.84 304.539 400.2042 -0.128382 0.03138927
Moved 1088.871 333.4655 362.4075 -0.06142243 -0.06582432
Moved 1088.901 355.3556 334.0555 -0.01075089 -0.1387463
Moved 1088.932 376.5058 309.1178 0.03820787 -0.2028863
Moved 1088.963 398.0625 286.9271 0.08810769 -0.2599613
Moved 1088.994 409.3245 274.6755 0.1141771 -0.2914725
Moved 1089.024 415.0756 266.9244 0.1274898 -0.3114084
Moved 1089.055 417.9648 264.0352 0.1341778 -0.3188395
Moved 1089.086 421.4598 261.2701 0.142268 -0.3259515
Moved 1089.117 424.5 260 0.1493056 -0.3292181
Moved 1089.147 427.2418 259 0.1556523 -0.3317901
Moved 1089.178 430.7206 259 0.163705 -0.3317901
Moved 1089.209 433 259 0.1689814 -0.3317901
Moved 1089.24 434.2527 259 0.1718812 -0.3317901
Moved 1089.27 436.7677 276.374 0.1777031 -0.2871039
Moved 1089.301 437 303.226 0.1782407 -0.2180402
Moved 1089.332 415.8279 347.282 0.1292311 -0.1047273
Moved 1089.363 399.0519 396.865 0.09039799 0.0228009
Moved 1089.393 387.8268 429.5197 0.06441374 0.1067893
Moved 1089.424 377.4083 460.4792 0.04029701 0.1864177
Moved 1089.455 371.2041 479.2857 0.02593537 0.2347882
Moved 1089.486 366.3534 493.5864 0.01470695 0.2715699
Moved 1089.516 361.8124 502.2814 0.004195273 0.2939336
Moved 1089.547 359.1427 507.8573 -0.001984487 0.3082749
Moved 1089.578 356.3826 510.6174 -0.008373558 0.3153738
Moved 1089.609 356 512 -0.009259283 0.31893
Ended 1089.64 356 513.3118 -0.009259283 0.322304
Began 1090.839 208 361 -0.3518518 -0.06944452
Stationary 1090.87 208 361 -0.3518518 -0.06944452
Stationary 1090.9 208 361 -0.3518518 -0.06944452
Stationary 1090.931 208 361 -0.3518518 -0.06944452
Stationary 1090.962 208 361 -0.3518518 -0.06944452
Stationary 1090.993 208 361 -0.3518518 -0.06944452
Stationary 1091.023 208 361 -0.3518518 -0.06944452
Stationary 1091.054 208 361 -0.3518518 -0.06944452
Moved 1091.085 229.6642 361 -0.3017033 -0.06944452
Moved 1091.116 248.6419 361 -0.2577734 -0.06944452
Moved 1091.146 279.3846 361 -0.1866097 -0.06944452
Moved 1091.177 308.8539 361 -0.1183938 -0.06944452
Moved 1091.208 332.3875 361 -0.06391788 -0.06944452
Moved 1091.239 351.7394 361 -0.01912172 -0.06944452
Moved 1091.27 377.0161 361 0.03938903 -0.06944452
Moved 1091.3 390.9538 361 0.07165223 -0.06944452
Moved 1091.331 407.0487 371.7316 0.108909 -0.04184275
Moved 1091.362 435.8798 384.5278 0.1756476 -0.00893059
Moved 1091.392 471.3361 413.3361 0.2577223 0.06516472
Moved 1091.423 495.7808 441.8931 0.3143074 0.1386139
Moved 1091.454 508.0893 464.1562 0.3427992 0.1958749
Moved 1091.485 513.5667 478.9167 0.3554783 0.2338392
Moved 1091.516 516 487 0.3611111 0.2546296
Moved 1091.546 517 495.0378 0.3634259 0.2753028
Moved 1091.577 517 504.8325 0.3634259 0.3004951
Moved 1091.608 505.5 516 0.3368056 0.329218
Moved 1091.639 493.133 524.9002 0.3081782 0.3521095
Moved 1091.669 479.443 529.7114 0.2764883 0.364484
Moved 1091.7 465.6327 532.4734 0.24452 0.371588
Moved 1091.731 455.0522 534 0.2200282 0.3755144
Moved 1091.762 443.8656 534 0.1941334 0.3755144
Moved 1091.792 434.8812 534 0.1733361 0.3755144
Moved 1091.823 426.6366 521.6365 0.1542514 0.3437153
Moved 1091.854 420.237 511.5925 0.1394375 0.3178819
Moved 1091.885 415.667 501.668 0.1288588 0.2923558
Moved 1091.915 410.9262 491.7787 0.1178848 0.2669206
Moved 1091.946 407.1683 480.6734 0.109186 0.2383574
Moved 1091.977 405.5 469.5 0.1053241 0.2096193
Moved 1092.008 406 463.004 0.1064815 0.1929114
Moved 1092.038 413.9141 450.6082 0.1248012 0.1610293
Moved 1092.069 417.5626 445.9166 0.1332468 0.1489622
Moved 1092.1 426.9516 435.0484 0.1549805 0.1210092
Moved 1092.131 441.5369 423.2192 0.1887428 0.09058434
Moved 1092.161 454.5 412 0.21875 0.06172835
Moved 1092.192 468.3719 402.1768 0.250861 0.03646293
Moved 1092.223 485.0657 390.1053 0.2895038 0.005414986
Moved 1092.254 498.9371 380.5472 0.3216136 -0.01916885
Moved 1092.284 516.362 367.865 0.3619491 -0.05178766
Moved 1092.315 526.9828 360.0129 0.3865342 -0.07198326
Moved 1092.346 535.2135 353.7865 0.4055867 -0.08799776
Moved 1092.377 539.3363 350.8318 0.4151303 -0.09559717
Moved 1092.407 541.5 348.5 0.4201389 -0.1015947
Moved 1092.438 542.1565 347.8435 0.4216585 -0.1032832
Moved 1092.469 520.0975 341.5417 0.3705961 -0.1194916
Moved 1092.5 475.7431 335.1835 0.2679239 -0.1358451
Moved 1092.53 429.0614 334 0.1598644 -0.1388889
Moved 1092.561 392.2445 334 0.07464012 -0.1388889
Moved 1092.592 350.8409 342.8326 -0.02120157 -0.1161712
Moved 1092.623 329.896 346.1725 -0.06968518 -0.1075809
Moved 1092.653 315.3053 348 -0.1034599 -0.1028807
Moved 1092.684 303.1042 349.816 -0.1317032 -0.09821
Moved 1092.715 293.8292 351 -0.1531731 -0.09516476
Moved 1092.746 289.6587 352 -0.162827 -0.09259266
Moved 1092.776 288 353.1058 -0.1666667 -0.08974836
Moved 1092.807 287 353 -0.1689815 -0.09002065
Ended 1092.838 287 353 -0.1689815 -0.09002065
Began 1094.314 311 365 -0.113426 -0.05915646
Stationary 1094.345 311 365 -0.113426 -0.05915646
Stationary 1094.376 311 365 -0.113426 -0.05915646
Stationary 1094.407 311 365 -0.113426 -0.05915646
Moved 1094.437 332.2961 385.113 -0.06412928 -0.007425355
Moved 1094.468 352.5368 400.6526 -0.01727601 0.03254262
Moved 1094.499 377.0197 419.9138 0.03939738 0.08208263
Moved 1094.53 404.1158 440.7206 0.1021199 0.1355982
Moved 1094.56 431.2344 456.5215 0.1648946 0.1762384
Moved 1094.591 451.6199 468.6399 0.2120831 0.2074071
Moved 1094.622 471.3454 483.1271 0.2577439 0.2446685
Moved 1094.653 474.594 486.594 0.2652639 0.2535853
Moved 1094.683 478.5827 492.1655 0.2744971 0.2679152
Moved 1094.714 479 496.3453 0.275463 0.2786659
Moved 1094.745 479 503.373 0.275463 0.2967412
Moved 1094.776 457.3673 517.7551 0.2253873 0.3337322
Moved 1094.806 435.9555 523.7045 0.175823 0.349034
Moved 1094.837 410.9839 527.4462 0.1180184 0.3586578
Moved 1094.868 390.6141 528 0.07086604 0.3600822
Moved 1094.899 364.3286 528 0.01001984 0.3600822
Moved 1094.929 341.3429 528 -0.04318783 0.3600822
Moved 1094.96 330.3929 517.6965 -0.06853486 0.3335814
Moved 1094.991 325 516.5 -0.08101851 0.3305041
Moved 1095.022 323.5 516 -0.08449072 0.329218
Moved 1095.052 323 516 -0.08564815 0.329218
Ended 1095.083 323 516 -0.08564815 0.329218
Began 1096.067 330 529 -0.06944443 0.3626543
Stationary 1096.098 330 529 -0.06944443 0.3626543
Moved 1096.129 337.4073 521.5927 -0.05229786 0.3436026
Moved 1096.16 353.4756 503.9451 -0.01510267 0.2982126
Moved 1096.19 370.2696 482.6293 0.02377212 0.2433881
Moved 1096.221 388.5873 457.6145 0.06617437 0.1790496
Moved 1096.252 401.2111 435.5778 0.09539604 0.1223708
Moved 1096.283 409.9456 416.7935 0.1156148 0.07405732
Moved 1096.313 414.2956 400.761 0.1256842 0.03282139
Moved 1096.344 417.411 386.9451 0.1328958 -0.002713341
Moved 1096.375 418 380.6215 0.1342593 -0.0189778
Moved 1096.406 418 376.2731 0.1342593 -0.03016185
Moved 1096.436 418 372.5985 0.1342593 -0.03961296
Moved 1096.467 391.8469 371 0.07371972 -0.04372435
Moved 1096.498 367.8115 384.459 0.01808226 -0.00910755
Moved 1096.529 347.8367 400.8929 -0.02815585 0.03316082
Moved 1096.559 325.0483 420.8328 -0.08090675 0.08444629
Moved 1096.59 310.6616 437.2061 -0.1142093 0.1265589
Moved 1096.621 295.9139 453.7033 -0.1483475 0.1689899
Moved 1096.652 286.0575 465.9042 -0.1711632 0.2003707
Moved 1096.682 276.9713 478.7049 -0.192196 0.2332944
Moved 1096.713 270.1326 489.301 -0.2080263 0.2605478
Moved 1096.744 265.8107 495.1893 -0.2180308 0.2756926
Ended 1096.775 264.8108 497.3784 -0.2203454 0.281323
Began 1097.82 294 244 -0.1527778 -0.3703704
Stationary 1097.851 294 244 -0.1527778 -0.3703704
Stationary 1097.882 294 244 -0.1527778 -0.3703704
Moved 1097.913 294 267.673 -0.1527778 -0.3094832
Moved 1097.943 294 293.0229 -0.1527778 -0.2442828
Moved 1097.974 294 322.343 -0.1527778 -0.1688711
Moved 1098.005 284.7164 348.9148 -0.1742676 -0.1005278
Moved 1098.036 285.9243 383.8334 -0.1714716 -0.01071663
Moved 1098.067 286 411.4073 -0.1712963 0.06020408
Moved 1098.097 286 435.5 -0.1712963 0.1221707
Moved 1098.128 286 456.2869 -0.1712963 0.1756348
Moved 1098.159 295.7956 473.9781 -0.1486212 0.221137
Moved 1098.19 301.087 486.6306 -0.1363726 0.2536793
Moved 1098.22 304.9548 494.8645 -0.1274194 0.2748572
Moved 1098.251 310.4146 501.4146 -0.1147811 0.2917041
Moved 1098.282 316.3596 506.9064 -0.1010194 0.3058292
Moved 1098.313 320.4295 509.2147 -0.09159838 0.3117661
Moved 1098.343 322.4894 510.4894 -0.08683016 0.3150446
Moved 1098.374 323.1352 510 -0.08533522 0.3137859
Stationary 1098.405 323 510 -0.08564815 0.3137859
Stationary 1098.436 323 510 -0.08564815 0.3137859
Stationary 1098.466 323 510 -0.08564815 0.3137859
Moved 1098.497 306.7234 511 -0.1233254 0.3163579
Moved 1098.528 291.7312 513.8172 -0.1580297 0.3236038
Moved 1098.559 281.5 515 -0.181713 0.326646
Moved 1098.589 272.8865 515 -0.2016517 0.326646
Moved 1098.62 266.4157 515 -0.2166303 0.326646
Moved 1098.651 263 515 -0.2245371 0.326646
Moved 1098.682 261.5 515 -0.2280093 0.326646
Moved 1098.712 262 515 -0.2268519 0.326646
Moved 1098.743 262 495.5598 -0.2268519 0.2766455
Moved 1098.774 295.6607 458.6137 -0.1489336 0.1816195
Moved 1098.805 333.1834 418.5046 -0.06207535 0.07845835
Moved 1098.835 365.0585 380.6769 0.01170943 -0.01883526
Moved 1098.866 390.8059 351.9934 0.07131001 -0.09260962
Moved 1098.897 410.7051 323.3932 0.1173729 -0.1661697
Moved 1098.928 430.609 291.386 0.1634467 -0.2484927
Moved 1098.958 443.6251 271.0623 0.1935767 -0.3007657
Moved 1098.989 451.8382 258.2427 0.2125884 -0.333738
Moved 1099.02 455.5 252 0.2210648 -0.3497943
Moved 1099.051 459.1156 247.8844 0.2294342 -0.3603797
Moved 1099.081 461 244.1237 0.2337964 -0.3700524
Moved 1099.112 462.6368 242 0.2375852 -0.3755144
Moved 1099.143 464.0854 241 0.2409385 -0.3780865
Moved 1099.174 464 239.5162 0.2407408 -0.3819028
Moved 1099.204 465 238.7496 0.2430555 -0.3838744
Moved 1099.235 466.396 238 0.246287 -0.3858025
Moved 1099.266 466 236.6906 0.2453704 -0.3891705
Moved 1099.297 467 235.5 0.2476852 -0.3922326
Stationary 1099.328 467 235.5 0.2476852 -0.3922326
Moved 1099.358 468.061 235 0.2501412 -0.3935186
Stationary 1099.389 468.061 235 0.2501412 -0.3935186
Moved 1099.42 468 233.835 0.25 -0.3965151
Stationary 1099.451 468 233.835 0.25 -0.3965151
Moved 1099.481 469.0873 234 0.252517 -0.3960905
Moved 1099.512 469 232.7828 0.2523148 -0.3992212
Stationary 1099.543 469 232.7828 0.2523148 -0.3992212
Stationary 1099.573 469 232.7828 0.2523148 -0.3992212
Stationary 1099.604 469 232.7828 0.2523148 -0.3992212
Moved 1099.635 470.0572 233 0.2547621 -0.3986626
Moved 1099.666 470 231.6399 0.2546296 -0.4021609
Stationary 1099.696 470 231.6399 0.2546296 -0.4021609
Stationary 1099.727 470 231.6399 0.2546296 -0.4021609
Stationary 1099.758 470 231.6399 0.2546296 -0.4021609
Stationary 1099.789 470 231.6399 0.2546296 -0.4021609
Stationary 1099.82 470 231.6399 0.2546296 -0.4021609
Stationary 1099.85 470 231.6399 0.2546296 -0.4021609
Stationary 1099.881 470 231.6399 0.2546296 -0.4021609
Stationary 1099.912 470 231.6399 0.2546296 -0.4021609
Moved 1099.943 470 230.9731 0.2546296 -0.4038757
Stationary 1099.973 470 230.9731 0.2546296 -0.4038757
Moved 1100.004 471.1602 231 0.2573152 -0.4038066
Stationary 1100.035 471.1602 231 0.2573152 -0.4038066
Stationary 1100.066 471.1602 231 0.2573152 -0.4038066
Ended 1100.096 471.1602 231 0.2573152 -0.4038066
Backspace 1100.742
Began 1101.696 345 509 -0.03472224 0.3112139
Stationary 1101.727 345 509 -0.03472224 0.3112139
Stationary 1101.757 345 509 -0.03472224 0.3112139
Stationary 1101.788 345 509 -0.03472224 0.3112139
Moved 1101.819 364.4699 488.2851 0.01034697 0.2579349
Moved 1101.849 382.9902 469.0098 0.0532181 0.2083584
Moved 1101.88 398.8429 446.0828 0.0899142 0.1493897
Moved 1101.911 405.376 429.8721 0.105037 0.1076957
Moved 1101.942 409.0145 415.9419 0.1134595 0.07186693
Moved 1101.973 410 401.536 0.1157407 0.0348148
Moved 1102.003 410 398.3929 0.1157407 0.02673078
Moved 1102.034 410 393.048 0.1157407 0.01298347
Moved 1102.065 410 391 0.1157407 0.007715971
Moved 1102.096 387.6033 391 0.06389657 0.007715971
Moved 1102.126 359.9177 411.3882 -0.0001905859 0.06015487
Moved 1102.157 336.2713 424.8191 -0.05492746 0.09469927
Moved 1102.188 310.869 444.7396 -0.1137291 0.1459351
Moved 1102.219 292.168 461.832 -0.1570186 0.1898971
Moved 1102.249 281.9492 473.0508 -0.1806731 0.2187519
Moved 1102.28 272.9827 484.3564 -0.201429 0.2478304
Ended 1102.311 266.8082 493.2878 -0.2157218 0.2708018
Began 1103.08 574 497 0.4953703 0.2803498
Stationary 1103.111 574 497 0.4953703 0.2803498
Stationary 1103.141 574 497 0.4953703 0.2803498
Moved 1103.172 556.5 497 0.4548612 0.2803498
Moved 1103.203 532.259 497 0.3987476 0.2803498
Moved 1103.234 506.3641 503.7874 0.3388059 0.2978071
Moved 1103.264 479.5054 512.8315 0.2766329 0.3210687
Moved 1103.295 455.495 520.1683 0.2210532 0.339939
Moved 1103.326 434.8344 523.8331 0.1732277 0.3493649
Moved 1103.357 423.2652 524 0.1464471 0.3497942
Moved 1103.387 416.6747 524 0.1311915 0.3497942
Moved 1103.418 411.5102 524 0.1192366 0.3497942
Moved 1103.449 405.4648 507.8827 0.1052426 0.3083402
Moved 1103.48 398.4792 477.8752 0.08907228 0.2311606
Moved 1103.51 395.9756 437.6349 0.08327692 0.1276619
Moved 1103.541 396 397.3274 0.08333336 0.02399009
Moved 1103.572 404.5807 350.7735 0.1031961 -0.09574717
Moved 1103.603 405.9612 337.3881 0.1063916 -0.1301747
Moved 1103.633 411 314.5 0.1180555 -0.1890433
Moved 1103.664 412 295.7819 0.1203704 -0.2371864
Moved 1103.695 414.9219 282.3903 0.1271341 -0.2716298
Moved 1103.726 417.6831 272.6337 0.1335257 -0.2967239
Moved 1103.756 419 267.8299 0.1365741 -0.3090796
Moved 1103.787 421.5 265.5 0.1423611 -0.3150721
Moved 1103.818 433.2471 280.9931 0.1695535 -0.2752235
Moved 1103.849 452.9543 341.8171 0.215172 -0.1187832
Moved 1103.879 457 399.8005 0.2245371 0.03035109
Moved 1103.91 457 440.7762 0.2245371 0.1357411
Moved 1103.941 448.6361 469.2754 0.2051761 0.2090416
Moved 1103.972 448 489.9902 0.2037037 0.2623203
Moved 1104.002 448 501.7275 0.2037037 0.2925089
Moved 1104.033 448 511.0055 0.2037037 0.316372
Moved 1104.064 455.6096 516.1742 0.2213185 0.3296661
Moved 1104.095 455.6265 518 0.2213576 0.3343621
Moved 1104.125 456 520.2568 0.2222222 0.3401667
Moved 1104.156 456 521.5 0.2222222 0.3433641
Stationary 1104.187 456 521.5 0.2222222 0.3433641
Moved 1104.218 456 521 0.2222222 0.3420781
Moved 1104.249 439.2123 514.2477 0.1833619 0.3247112
Moved 1104.279 409.5551 497.9142 0.1147107 0.2827012
Moved 1104.31 355.766 465.9787 -0.00980104 0.2005624
Moved 1104.341 319.7157 443.0723 -0.09325062 0.1416468
Moved 1104.371 289.1349 423.09 -0.1640395 0.09025192
Moved 1104.402 270.5768 407.9807 -0.2069981 0.05139052
Moved 1104.433 257.5391 396.3855 -0.237178 0.0215676
Moved 1104.464 249.7606 389.7606 -0.2551839 0.004528069
Moved 1104.495 245.6332 385.6332 -0.264738 -0.006087582
Moved 1104.525 242.8817 383 -0.2711072 -0.01286016
Stationary 1104.556 243 383 -0.2708333 -0.01286016
Stationary 1104.587 243 383 -0.2708333 -0.01286016
Moved 1104.618 265.8123 383 -0.2180271 -0.01286016
Moved 1104.648 291.0734 383 -0.1595522 -0.01286016
Moved 1104.679 318.3445 383 -0.09642486 -0.01286016
Moved 1104.71 344.5582 391 -0.03574485 0.007715971
Moved 1104.741 372.6219 392 0.0292173 0.01028803
Moved 1104.771 388.2362 392 0.06536156 0.01028803
Moved 1104.802 393.7576 392 0.07814268 0.01028803
Moved 1104.833 399.2711 392 0.09090532 0.01028803
Moved 1104.864 403.3949 392 0.1004511 0.01028803
Moved 1104.894 420.0434 377.1057 0.1389894 -0.02802052
Moved 1104.925 439.4984 359.5016 0.1840241 -0.07329831
Moved 1104.956 458.4893 336.8883 0.2279846 -0.1314601
Moved 1104.987 472.3882 310.2237 0.2601578 -0.200042
Moved 1105.017 480.9433 288.4656 0.2799614 -0.2560042
Moved 1105.048 487.6171 272.1486 0.2954101 -0.2979719
Moved 1105.079 489 263.7488 0.2986111 -0.3195763
Moved 1105.11 490 259.1662 0.300926 -0.3313627
Moved 1105.14 490 258 0.300926 -0.3343622
Moved 1105.171 475.8578 268.1016 0.2681894 -0.3083807
Moved 1105.202 438.2048 319.9926 0.1810295 -0.1749163
Moved 1105.233 400.7715 381.6769 0.0943784 -0.01626325
Moved 1105.263 371.4807 421.3344 0.02657582 0.08573642
Moved 1105.294 350.9756 448.4599 -0.02088979 0.1555038
Moved 1105.325 330.1854 465.861 -0.06901527 0.2002596
Moved 1105.356 308.967 481.3553 -0.1181319 0.2401114
Moved 1105.386 290.2979 495.0304 -0.1613475 0.2752839
Moved 1105.417 274.8705 505.2777 -0.197059 0.3016401
Moved 1105.448 263.469 510.177 -0.2234515 0.3142412
Moved 1105.479 258.3078 511 -0.2353985 0.3163579
Moved 1105.51 257 511 -0.2384259 0.3163579
Moved 1105.54 256 494.5855 -0.2407407 0.2741396
Moved 1105.571 266.344 451.3459 -0.2167962 0.1629267
Moved 1105.602 292.2766 407.707 -0.1567672 0.05068672
Moved 1105.632 332.2603 362.7397 -0.06421238 -0.06496979
Moved 1105.663 357.8152 331.4811 -0.005057503 -0.1453676
Moved 1105.694 378.0564 306.3323 0.04179726 -0.2100507
Moved 1105.725 395.2535 286.6958 0.08160532 -0.2605561
Moved 1105.756 408.4598 268.9003 0.1121755 -0.3063265
Moved 1105.786 416.5806 256.2582 0.1309736 -0.338842
Moved 1105.817 421.6875 248.9688 0.1427952 -0.3575907
Moved 1105.848 425.7506 245.2494 0.1522005 -0.3671569
Moved 1105.879 430 242.5 0.162037 -0.3742284
Moved 1105.909 431.1405 242 0.1646772 -0.3755144
Moved 1105.94 432 278.4373 0.1666667 -0.2817972
Moved 1105.971 410.0748 329.8318 0.1159138 -0.1496097
Moved 1106.002 384.7971 382.4058 0.05740076 -0.01438847
Moved 1106.032 363.051 421.9043 0.007062555 0.08720233
Moved 1106.063 348.4789 447.738 -0.0266693 0.1536472
Moved 1106.094 334.148 477.8745 -0.05984262 0.2311585
Moved 1106.125 328.1589 493.6028 -0.07370631 0.2716121
Moved 1106.155 323.3136 504.0591 -0.08492216 0.2985057
Moved 1106.186 321.8402 509.3196 -0.08833285 0.3120359
Moved 1106.217 320.073 511.927 -0.09242356 0.3187422
