this is a non profit organization
Moved 439.6655 501 597.1873 0.3263889 0.538033
Stationary 439.6962 501 597.1873 0.3263889 0.538033
Stationary 439.7269 501 597.1873 0.3263889 0.538033
Stationary 439.7576 501 597.1873 0.3263889 0.538033
Stationary 439.7883 501 597.1873 0.3263889 0.538033
Stationary 439.8191 501 597 0.3263889 0.5375513
Stationary 439.8498 501 597 0.3263889 0.5375513
Stationary 439.8805 501 597 0.3263889 0.5375513
Moved 439.9112 494 597 0.3101851 0.5375513
Moved 439.9419 493 597 0.3078704 0.5375513
Moved 439.9727 491.6244 587.371 0.3046861 0.5127855
Moved 440.0034 491 588.0999 0.3032407 0.51466
Moved 440.0341 488.6996 585.6996 0.2979157 0.5084864
Moved 440.0648 486.7076 582.7076 0.2933046 0.5007911
Moved 440.0956 483.8328 577.6656 0.2866501 0.487823
Moved 440.1263 479.9571 569.9141 0.2776784 0.467886
Moved 440.157 471.6195 555.834 0.2583784 0.4316718
Moved 440.1877 457.6519 525.8342 0.2260462 0.3545118
Moved 440.2185 398.974 392.8401 0.09021749 0.01244886
Moved 440.2491 378.5674 289.5933 0.04298002 -0.2531038
Ended 440.2799 375 201 0.03472219 -0.4809672
Began 442.0004 577 534 0.5023147 0.3755144
Stationary 442.0312 577 534 0.5023147 0.3755144
Stationary 442.0618 577 534 0.5023147 0.3755144
Moved 442.0925 565.4592 534 0.4756001 0.3755144
Moved 442.1233 559.557 523.8355 0.4619375 0.3493712
Moved 442.154 552.8069 517.8069 0.4463122 0.3338654
Moved 442.1848 548.0625 514.5313 0.4353299 0.3254404
Moved 442.2155 543.9863 511.9863 0.4258942 0.3188947
Moved 442.2462 538.2335 509.1168 0.4125775 0.3115142
Moved 442.2769 530.7183 506.2394 0.3951813 0.3041137
Moved 442.3076 520.5907 503 0.3717377 0.2957818
Moved 442.3383 510.6668 501 0.3487659 0.2906378
Moved 442.3691 504.939 499.9847 0.3355069 0.2880265
Moved 442.3998 493.4289 500 0.3088632 0.2880658
Moved 442.4305 480.7816 498.5563 0.2795869 0.2843526
Moved 442.4612 461.0228 498 0.233849 0.2829217
Moved 442.4919 442.5902 497 0.191181 0.2803498
Moved 442.5227 427.4322 497 0.156093 0.2803498
Moved 442.5534 407.8174 497 0.1106884 0.2803498
Moved 442.5841 387.6326 497 0.06396443 0.2803498
Moved 442.6148 370.8888 497 0.02520551 0.2803498
Moved 442.6456 359.3792 496.0758 -0.001437068 0.2779727
Moved 442.6763 345.79 494 -0.03289342 0.2726337
Moved 442.707 336.9821 492.3274 -0.05328213 0.2683317
Moved 442.7378 332.5 492 -0.06365741 0.2674896
Moved 442.7685 329.9064 492 -0.06966104 0.2674896
Moved 442.7992 328.5 492 -0.07291664 0.2674896
Moved 442.8299 328 492 -0.07407407 0.2674896
Stationary 442.8606 328 492 -0.07407407 0.2674896
Stationary 442.8913 328 492 -0.07407407 0.2674896
Moved 442.9221 328 502.191 -0.07407407 0.2937012
Moved 442.9528 336.9752 506.9752 -0.05329822 0.306006
Moved 442.9835 342.569 511.046 -0.04034951 0.3164763
Moved 443.0143 348.7957 515.7957 -0.02593592 0.3286925
Moved 443.045 356.8382 518.2794 -0.007319003 0.3350807
Moved 443.0757 363.5521 520.8507 0.008222461 0.3416941
Moved 443.1064 371.0225 523 0.02551506 0.3472221
Moved 443.1371 377.1002 524 0.03958374 0.3497942
Moved 443.1678 382.8505 525 0.05289475 0.3523662
Moved 443.1986 384.9948 525 0.05785833 0.3523662
Moved 443.2293 386.4289 525 0.06117811 0.3523662
Moved 443.2601 387.7417 525 0.06421696 0.3523662
Moved 443.2908 388 514.5457 0.06481478 0.3254775
Moved 443.3215 388 510.6851 0.06481478 0.3155479
Moved 443.3522 388 503.9174 0.06481478 0.2981414
Moved 443.3829 388 497.2453 0.06481478 0.2809806
Moved 443.4133 388 492.3897 0.06481478 0.268492
Moved 443.4444 389 484.1359 0.06712963 0.2472629
Moved 443.4751 390.1666 473.1669 0.06983011 0.2190507
Moved 443.5058 390 463.8394 0.06944448 0.1950599
Moved 443.5365 391 454.7893 0.07175922 0.1717831
Moved 443.5672 391 448.0288 0.07175922 0.154395
Moved 443.598 391 439.9736 0.07175922 0.1336769
Moved 443.6287 391 434.2003 0.07175922 0.1188277
Moved 443.6595 391 427.5155 0.07175922 0.1016344
Moved 443.6902 391 421.7657 0.07175922 0.08684597
Moved 443.7209 391 416.0074 0.07175922 0.07203557
Moved 443.7516 391 410.86 0.07175922 0.05879622
Moved 443.7823 391 406.0997 0.07175922 0.04655277
Moved 443.8131 391 403.1786 0.07175922 0.03903954
Moved 443.8438 391 400.5 0.07175922 0.03215016
Moved 443.8745 391 399.6799 0.07175922 0.03004097
Moved 443.9052 391 398.7503 0.07175922 0.02764992
Stationary 443.9359 391 399 0.07175922 0.02829214
Stationary 443.9667 391 399 0.07175922 0.02829214
Moved 443.9974 399.7461 410.7462 0.09200493 0.0585034
Moved 444.0281 407.7213 417.7213 0.1104659 0.07644371
Moved 444.0589 416.3617 427.4823 0.1304669 0.101549
Moved 444.0895 423.0067 437.6755 0.1458488 0.1277663
Moved 444.1203 430 450 0.162037 0.1594649
Moved 444.151 434.858 459.716 0.1732824 0.1844546
Moved 444.1817 437.9547 466.8643 0.1804508 0.20284
Moved 444.2125 440 474.6365 0.1851852 0.2228305
Moved 444.2431 442 483.3731 0.1898148 0.2453011
Moved 444.2739 443 490.7007 0.1921296 0.2641478
Moved 444.3046 444 496.4305 0.1944444 0.2788849
Moved 444.3353 444 501.0311 0.1944444 0.2907178
Moved 444.366 444 503.8914 0.1944444 0.2980745
Moved 444.3968 444 506.5 0.1944444 0.3047839
Moved 444.4275 444 507.5 0.1944444 0.3073559
Moved 444.4582 433.3735 508 0.1698461 0.3086419
Moved 444.489 426.8376 508 0.1547168 0.3086419
Moved 444.5197 416.1974 504.0763 0.1300864 0.2985501
Moved 444.5504 404.1923 496.0961 0.102297 0.2780249
Moved 444.5811 389.1299 488.065 0.06743044 0.2573687
Moved 444.6118 373.8604 480.4302 0.03208439 0.237732
Moved 444.6426 359.5979 472.799 -0.0009307762 0.2181042
Moved 444.6731 340.9391 461.5512 -0.04412254 0.1891748
Moved 444.704 318.6543 447.1028 -0.09570774 0.1520135
Moved 444.7347 291.9007 427.9338 -0.1576373 0.1027102
Moved 444.7654 276.3573 414.4764 -0.1936174 0.06809764
Moved 444.7962 268.4922 408.2461 -0.2118237 0.05207317
Moved 444.8269 265.3687 405.3687 -0.219054 0.04467238
Moved 444.8576 262.7935 402.7935 -0.2250151 0.03804893
Moved 444.8883 262 399.9205 -0.2268519 0.0306598
Moved 444.9191 261 399.0458 -0.2291666 0.02840988
Moved 444.9498 260 398 -0.2314815 0.02572008
Moved 444.9805 260 396.5 -0.2314815 0.02186214
Moved 445.0112 258.8815 394.8815 -0.2340707 0.01769921
Moved 445.0419 259 393.8903 -0.2337963 0.01514984
Stationary 445.0727 259 393.8903 -0.2337963 0.01514984
Moved 445.1034 259 392.989 -0.2337963 0.01283167
Moved 445.1341 259 392 -0.2337963 0.01028803
Moved 445.1648 259 390.7879 -0.2337963 0.007170453
Stationary 445.1956 259 391 -0.2337963 0.007715971
Moved 445.2263 259 390.369 -0.2337963 0.006092958
Moved 445.257 259 389.5 -0.2337963 0.003857946
Stationary 445.2877 259 389.5 -0.2337963 0.003857946
Stationary 445.3184 259 389.5 -0.2337963 0.003857946
Moved 445.3492 259 388.9107 -0.2337963 0.00234231
Stationary 445.3799 259 388.9107 -0.2337963 0.00234231
Moved 445.4106 259 387.9779 -0.2337963 -5.686724E-05
Stationary 445.4413 259 387.9779 -0.2337963 -5.686724E-05
Stationary 445.4721 259 387.9779 -0.2337963 -5.686724E-05
Moved 445.5028 268.5 388 -0.2118056 -3.924585E-08
Moved 445.5335 278.77 388 -0.1880324 -3.924585E-08
Ended 445.5642 332.5 404.5 -0.06365741 0.04243823
Began 447.807 508 520 0.3425926 0.3395061
Stationary 447.8377 508 520 0.3425926 0.3395061
Stationary 447.8684 508 520 0.3425926 0.3395061
Stationary 447.8992 508 520 0.3425926 0.3395061
Moved 447.9299 497.6307 515.2073 0.3185895 0.3271793
Moved 447.9606 490.3145 507.8763 0.301654 0.3083239
Moved 447.9913 480.7054 501.1369 0.2794106 0.2909899
Moved 448.022 472.0388 495.0258 0.259349 0.2752721
Moved 448.0527 462.4019 487.402 0.2370415 0.2556634
Moved 448.0835 451.0521 478.0521 0.2107688 0.2316155
Moved 448.1142 439.17 469.1699 0.1832638 0.2087703
Moved 448.1449 427.3293 459.4634 0.1558547 0.1838049
Moved 448.1757 416.0005 449.0004 0.1296309 0.1568938
Moved 448.2064 405.4784 439.4784 0.105274 0.1324032
Moved 448.2371 396 431.5 0.08333336 0.1118827
Moved 448.2677 382.3559 415.3559 0.05174974 0.07035977
Moved 448.2986 370.1906 400.1907 0.02358943 0.03135453
Moved 448.3293 358.6907 384.6133 -0.003030847 -0.008710579
Moved 448.36 351.1635 370.3269 -0.02045497 -0.04545549
Moved 448.3907 345.0374 356.0747 -0.03463576 -0.08211237
Moved 448.4214 342.6158 346.8472 -0.04024133 -0.1058456
Moved 448.4521 340.7446 342.7446 -0.04457275 -0.1163978
Moved 448.4828 341 336.4962 -0.04398147 -0.1324687
Moved 448.5136 341 326.134 -0.04398147 -0.1591204
Moved 448.5443 351 316.5 -0.02083332 -0.1838992
Moved 448.5751 361.0986 301.8685 0.002543132 -0.2215318
Moved 448.6057 371.7076 292.2194 0.02710084 -0.2463495
Moved 448.6365 385.2129 284.3936 0.05836308 -0.2664776
Moved 448.6672 397.7072 277.6464 0.08728503 -0.2838314
Moved 448.698 407.7579 273.621 0.1105506 -0.2941847
Moved 448.7287 417.1934 268.871 0.1323922 -0.3064017
Moved 448.7594 424.8819 265.059 0.1501896 -0.3162063
Moved 448.7901 430.2415 262.3793 0.1625961 -0.3230986
Moved 448.8208 433.3808 259.6191 0.169863 -0.3301978
Moved 448.8516 436.2591 255.4819 0.1765256 -0.3408386
Moved 448.8823 438 252.8663 0.1805556 -0.3475661
Moved 448.913 440 249.3276 0.1851852 -0.3566677
Moved 448.9438 441 244.9165 0.1875 -0.3680132
Moved 448.9745 442 241.5629 0.1898148 -0.3766387
Moved 449.0052 442 236.4082 0.1898148 -0.3898967
Moved 449.0359 442 233.3766 0.1898148 -0.397694
Moved 449.0666 436.5295 229.6323 0.1771517 -0.4073243
Moved 449.0974 426.8134 224.9066 0.1546606 -0.4194789
Moved 449.1281 416.7286 220.9321 0.1313162 -0.4297014
Moved 449.1588 394.3737 219 0.07956873 -0.4346708
Moved 449.1895 370.1378 219 0.02346714 -0.4346708
Moved 449.2202 348.9838 219 -0.02550055 -0.4346708
Moved 449.2509 331.36 227.64 -0.06629641 -0.4124486
Moved 449.2816 316.454 231.2184 -0.1008009 -0.403245
Moved 449.3124 298.0904 237.9613 -0.1433092 -0.385902
Moved 449.3431 282.0503 243.3165 -0.1804391 -0.3721282
Moved 449.3738 265.7961 249.8816 -0.2180646 -0.3552429
Moved 449.4045 252.7382 255.6309 -0.2482911 -0.3404556
Moved 449.4353 241.2563 260.3718 -0.2748696 -0.3282618
Moved 449.466 230.4198 266.1481 -0.2999541 -0.3134052
Moved 449.4967 220.6577 275.9279 -0.3225517 -0.2882513
Moved 449.5275 211.6684 290.6632 -0.3433601 -0.2503518
Moved 449.5582 205.3353 305.6617 -0.3580201 -0.2117755
Moved 449.5889 203.1641 325.5231 -0.3630461 -0.1606916
Moved 449.6196 202.3 343.4999 -0.3650463 -0.1144551
Moved 449.6504 202 357.3202 -0.3657407 -0.07890913
Moved 449.6811 201 368.3729 -0.3680556 -0.05048139
Moved 449.7118 201 379.9787 -0.3680556 -0.020631
Moved 449.7425 201 387.723 -0.3680556 -0.0007125085
Moved 449.7732 201 396.9314 -0.3680556 0.02297162
Moved 449.804 217.4441 408.4442 -0.3299904 0.05258262
Moved 449.8347 254.9511 431.0975 -0.2431687 0.1108475
Moved 449.8654 284.9824 445.9912 -0.1736518 0.1491543
Moved 449.8961 303.0218 455.0109 -0.131894 0.1723531
Moved 449.9269 319.6455 461.8818 -0.0934132 0.1900252
Moved 449.9576 334.5967 469.958 -0.05880391 0.2107973
Moved 449.9883 348.9628 475.5776 -0.02554913 0.225251
Moved 450.019 358.9254 478.7313 -0.0024876 0.2333624
Moved 450.0498 374.6361 484.212 0.03387978 0.2474588
Moved 450.0805 389.9305 488.4827 0.06928364 0.258443
Moved 450.1112 405.7691 491.3538 0.105947 0.2658277
Moved 450.1419 420.0764 493.868 0.1390659 0.2722943
Moved 450.1726 435.6817 497 0.1751891 0.2803498
Moved 450.2034 449.4672 499.6168 0.2071 0.2870802
Moved 450.2341 459.5034 501.1259 0.230332 0.2909616
Moved 450.2648 468.0736 503.0368 0.2501704 0.2958765
Moved 450.2955 474.8312 504 0.265813 0.2983539
Moved 450.3263 478.7834 505 0.2749616 0.3009258
Moved 450.357 481.3089 506 0.2808076 0.3034978
Moved 450.3877 485.6273 508.6273 0.2908038 0.3102552
Moved 450.4184 487.0601 509 0.2941205 0.3112139
Moved 450.4491 491.4366 511.7183 0.3042514 0.3182055
Moved 450.4797 497.0348 514.5174 0.3172101 0.3254047
Moved 450.5106 501.7668 516.3834 0.328164 0.3302042
Moved 450.5413 507.5073 518 0.341452 0.3343621
Moved 450.5721 510.798 520 0.3490694 0.3395061
Moved 450.6028 514 521.6716 0.3564815 0.3438056
Moved 450.6335 515.5424 522 0.3600518 0.3446501
Moved 450.6642 516 523.5 0.3611111 0.3485081
Moved 450.6949 507.7204 527.7599 0.3419454 0.3594646
Moved 450.7256 480.1189 535.3643 0.2780531 0.3790233
Moved 450.7564 449.0731 540.6606 0.2061877 0.3926454
Moved 450.7871 425.5724 542 0.151788 0.3960905
Moved 450.8178 399.222 542 0.09079158 0.3960905
Moved 450.8485 291.6525 496.6689 -0.1582118 0.2794981
Ended 450.8793 269 487.5 -0.2106481 0.2559156
PhraseEnd 453.0299
