where did you get that tie
Moved 1200.44 300.128 401.7565 -0.1385925 0.03538191
Moved 1200.471 265.4392 429.9792 -0.2188907 0.107971
Moved 1200.502 235.2833 456.5607 -0.2886961 0.1763391
Moved 1200.532 219.8676 471.1324 -0.3243806 0.2138179
Moved 1200.563 214.1625 477.9188 -0.3375868 0.2312725
Moved 1200.594 212.5 484.5 -0.3414352 0.2481995
Moved 1200.625 213 496.9225 -0.3402778 0.2801503
Moved 1200.656 266.7594 523.8797 -0.2158347 0.3494847
Moved 1200.686 333.8174 541.4741 -0.06060784 0.3947379
Moved 1200.717 371.6254 549.7597 0.0269106 0.4160485
Moved 1200.748 392.8277 554.4713 0.07599007 0.4281669
Moved 1200.778 399.6819 555 0.09185621 0.4295266
Moved 1200.809 404.4392 555 0.1028685 0.4295266
Moved 1200.84 405 555 0.1041667 0.4295266
Ended 1200.87 405 555 0.1041667 0.4295266
Began 1201.301 333 525 -0.06249999 0.3523662
Stationary 1201.331 333 525 -0.06249999 0.3523662
Stationary 1201.362 333 525 -0.06249999 0.3523662
Stationary 1201.393 333 525 -0.06249999 0.3523662
Moved 1201.424 361.5202 500.7319 0.003518959 0.2899482
Moved 1201.454 426.1977 427.8532 0.1532353 0.102503
Moved 1201.485 435.552 416.356 0.1748889 0.07293206
Moved 1201.516 445.9248 402.1128 0.1989 0.03629829
Moved 1201.546 448 396.915 0.2037037 0.02292963
Moved 1201.577 429.4117 388.3529 0.1606753 0.0009075996
Moved 1201.608 315.8679 382 -0.1021576 -0.01543218
Moved 1201.639 278.6599 382 -0.1882872 -0.01543218
Moved 1201.669 239.0265 380 -0.2800311 -0.02057613
Moved 1201.7 211.933 377 -0.3427476 -0.02829226
Moved 1201.731 203.7599 377 -0.3616668 -0.02829226
Moved 1201.761 195.1052 377 -0.381701 -0.02829226
Moved 1201.792 191 377 -0.3912037 -0.02829226
Moved 1201.823 190 389.5557 -0.3935185 0.00400135
Moved 1201.854 224.5 436 -0.3136574 0.1234567
Moved 1201.884 288.9814 494.8518 -0.1643948 0.2748245
Moved 1201.915 324.1755 523.1436 -0.082927 0.3475915
Moved 1201.946 342.455 536.673 -0.04061331 0.3823894
Moved 1201.977 348.9146 540.3049 -0.02566054 0.3917305
Ended 1202.007 353.5993 542 -0.01481637 0.3960905
Began 1202.499 311 492 -0.113426 0.2674896
Stationary 1202.53 311 492 -0.113426 0.2674896
Stationary 1202.56 311 492 -0.113426 0.2674896
Moved 1202.591 362.71 515.0162 0.006273091 0.3266878
Moved 1202.622 408.1028 526.9608 0.1113491 0.3574092
Moved 1202.652 447.1515 534.8455 0.2017395 0.3776888
Moved 1202.683 471.5 540.5 0.2581018 0.3922324
Moved 1202.714 484.0941 545.0236 0.287255 0.4038672
Moved 1202.745 489.815 546 0.3004976 0.4063785
Moved 1202.775 491.3419 546 0.3040321 0.4063785
Moved 1202.806 493.3319 546 0.3086387 0.4063785
Stationary 1202.837 493 546 0.3078704 0.4063785
Moved 1202.867 404.7534 530.8219 0.1035959 0.3673402
Moved 1202.898 324.4214 519.1496 -0.08235777 0.3373188
Moved 1202.929 270.9857 516 -0.2060516 0.329218
Moved 1202.96 254.8468 516 -0.2434102 0.329218
Moved 1202.99 250.3427 516 -0.2538362 0.329218
Ended 1203.021 248 516 -0.2592593 0.329218
PhraseEnd 1203.943
