this is too much to handle
Moved 766.8176 169.6851 367 -0.4405437 -0.05401234
Moved 766.8483 170 365.6105 -0.4398148 -0.0575863
Moved 766.8791 267.3951 333.9597 -0.2143633 -0.1389926
Moved 766.9098 339.0799 299.7601 -0.04842624 -0.2269546
Moved 766.9406 380.469 261.5623 0.04738182 -0.3251999
Moved 766.9713 404.2713 238.7288 0.1024798 -0.3839281
Moved 767.0021 413.7087 229.2913 0.1243258 -0.4082015
Moved 767.0328 415 228 0.1273148 -0.4115227
Moved 767.0636 401.357 242.6176 0.0957338 -0.3739261
Moved 767.0943 362.8863 289.2759 0.006681283 -0.2539201
Moved 767.1251 331.9689 322.0311 -0.06488682 -0.1696732
Moved 767.1559 309.401 343.2741 -0.1171273 -0.1150357
Moved 767.1865 296.7669 354.4887 -0.1463729 -0.08619167
Moved 767.2173 288.7087 360.1942 -0.1650261 -0.07151717
Moved 767.2481 284 363.6428 -0.1759259 -0.06264722
Moved 767.2788 291.683 365.0975 -0.1581413 -0.05890551
Moved 767.3096 362.6809 359.0912 0.006205738 -0.07435402
Moved 767.3403 428.8117 349.0388 0.1592865 -0.100209
Moved 767.3711 490.9738 346 0.3031802 -0.1080248
Moved 767.4019 518.9668 345 0.3679787 -0.1105968
Moved 767.4326 535 345 0.4050927 -0.1105968
Moved 767.4634 535 380.9361 0.4050927 -0.01816856
Moved 767.4941 513.3456 399.2108 0.3549666 0.02883436
Moved 767.5248 461.2673 421.9359 0.2344151 0.08728345
Moved 767.5556 390.9965 433.6368 0.07175118 0.1173787
Moved 767.5863 290.8256 467.0988 -0.160126 0.2034433
Ended 767.6171 271.6252 474.3906 -0.2045713 0.2221979
PhraseEnd 768.3552
