is there any indication of this
Moved 1047.297 370.1595 516.8834 0.02351741 0.33149
Moved 1047.328 368 527.2137 0.01851857 0.3580598
Moved 1047.359 367 532.9144 0.01620372 0.3727221
Moved 1047.389 367 537 0.01620372 0.3832304
Ended 1047.42 367 537 0.01620372 0.3832304
Began 1048.496 457 525 0.2245371 0.3523662
Stationary 1048.527 457 525 0.2245371 0.3523662
Stationary 1048.557 457 525 0.2245371 0.3523662
Moved 1048.588 457 514.1664 0.2245371 0.3245021
Moved 1048.619 457 496.5255 0.2245371 0.2791292
Moved 1048.65 447.6021 470.4186 0.2027825 0.2119819
Moved 1048.681 444.0636 446.572 0.1945916 0.1506482
Moved 1048.711 439.5 416.5 0.1840278 0.07330243
Moved 1048.742 436.2306 394.3057 0.1764597 0.01621839
Moved 1048.773 434 366.741 0.1712963 -0.05467873
Moved 1048.803 432 347.9561 0.1666667 -0.1029938
Moved 1048.834 431 332.0612 0.1643519 -0.1438757
Moved 1048.865 429.3309 316.9855 0.1604882 -0.1826506
Moved 1048.896 427.7671 305.3011 0.1568682 -0.2127029
Moved 1048.926 428 298.4472 0.1574074 -0.2303314
Moved 1048.957 427 293.6891 0.1550926 -0.2425693
Moved 1048.988 426.4545 289.4545 0.1538298 -0.2534608
Moved 1049.019 426 286.9116 0.1527777 -0.2600011
Moved 1049.049 425 285.368 0.150463 -0.2639711
Moved 1049.08 422.8297 283.8297 0.1454391 -0.2679277
Moved 1049.111 415.2386 284 0.1278672 -0.2674897
Moved 1049.142 399.0638 296.9544 0.09042542 -0.2341707
Moved 1049.172 376.7501 313.7186 0.03877342 -0.1910529
Moved 1049.203 352.1666 332.5556 -0.01813298 -0.1426039
Moved 1049.234 325.3778 348.3111 -0.08014406 -0.1020806
Moved 1049.265 297.4472 362.3422 -0.1447981 -0.06599245
Moved 1049.295 276.6216 372.2669 -0.1930056 -0.04046585
Moved 1049.326 267.0512 376.9829 -0.2151591 -0.02833621
Moved 1049.357 262.7273 379.2728 -0.2251684 -0.02244667
Moved 1049.388 261 381 -0.2291666 -0.01800419
Moved 1049.418 260 383.3911 -0.2314815 -0.01185437
Moved 1049.449 260 385.9203 -0.2314815 -0.005349131
Moved 1049.48 260 390.35 -0.2314815 0.006044293
Moved 1049.51 278.3836 397.1918 -0.1889268 0.02364151
Moved 1049.541 294.5891 404.7946 -0.1514141 0.04319575
Moved 1049.572 312.5683 412.2842 -0.1097956 0.06245919
Moved 1049.603 336.4647 421.1992 -0.05447994 0.0853887
Moved 1049.634 359.352 431.9733 -0.001500001 0.1131001
Moved 1049.664 382.3093 443.7274 0.05164186 0.1433315
Moved 1049.695 397.1408 452.7606 0.08597414 0.1665651
Moved 1049.726 410.7545 459.8773 0.1174873 0.1848694
Moved 1049.756 422 467.5 0.1435185 0.2044752
Moved 1049.787 432.2342 472.1171 0.1672088 0.2163505
Moved 1049.818 440.7929 478.7929 0.1870205 0.2335208
Moved 1049.849 447.6813 482.8407 0.202966 0.2439317
Moved 1049.88 452.7916 486.3958 0.2147953 0.2530756
Moved 1049.91 456.95 488.95 0.2244212 0.259645
Moved 1049.941 458.5 490 0.2280092 0.2623456
Moved 1049.972 459.2932 490 0.2298454 0.2623456
Stationary 1050.002 459.2932 490 0.2298454 0.2623456
Moved 1050.033 459 480.9607 0.2291666 0.2390963
Moved 1050.064 441.2166 457.8248 0.1880014 0.1795905
Moved 1050.095 423.2345 427.1897 0.1463762 0.1007965
Moved 1050.125 409.5825 403.4484 0.1147742 0.03973353
Moved 1050.156 395.861 379.722 0.08301158 -0.02129127
Moved 1050.187 383.0965 356.5738 0.05346417 -0.0808288
Moved 1050.218 370.3352 337.5028 0.02392411 -0.1298797
Moved 1050.248 357.1346 314.4422 -0.006633004 -0.1891919
Moved 1050.279 344.3954 296.6744 -0.03612186 -0.2348909
Moved 1050.31 332.5759 282.2911 -0.06348173 -0.2718852
Moved 1050.341 325.2887 274.7166 -0.08035018 -0.2913669
Moved 1050.371 318.801 268.801 -0.09536806 -0.3065817
Moved 1050.402 313.0361 268 -0.1087127 -0.308642
Moved 1050.433 304.1671 268 -0.1292428 -0.308642
Moved 1050.464 290.6292 285.3708 -0.1605807 -0.2639638
Moved 1050.494 271.1021 308.8979 -0.205782 -0.2034519
Moved 1050.525 255 328 -0.2430556 -0.1543211
Moved 1050.556 238.618 342.3184 -0.280977 -0.117494
Moved 1050.587 224.0502 354.3927 -0.3146985 -0.08643852
Moved 1050.617 206.5601 365.6266 -0.3551849 -0.05754479
Moved 1050.648 196.0967 372.4274 -0.3794057 -0.04005291
Moved 1050.679 185.9543 379.0457 -0.4028836 -0.02303065
Moved 1050.709 179.4097 383.3935 -0.418033 -0.01184809
Moved 1050.74 176.1985 385 -0.4254665 -0.007716127
Moved 1050.771 175 387.3378 -0.4282407 -0.001703309
Moved 1050.802 173.5 388.5 -0.4317129 0.00128589
Moved 1050.833 174 390 -0.4305556 0.005143954
Moved 1050.863 174 392.6523 -0.4305556 0.01196567
Moved 1050.894 174 395.195 -0.4305556 0.01850564
Moved 1050.925 179.8808 397.7351 -0.4169426 0.02503882
Moved 1050.955 185.0099 400.0066 -0.4050698 0.03088111
Moved 1050.986 199 404.5 -0.3726852 0.04243823
Moved 1051.017 213.3772 407.0754 -0.3394046 0.04906226
Moved 1051.048 228.1174 412.2469 -0.3052839 0.06236343
Moved 1051.078 240.4043 415.8809 -0.2768419 0.07170995
Moved 1051.109 260.56 425.5822 -0.2301851 0.09666196
Moved 1051.14 287.42 443.5488 -0.1680094 0.1428724
Moved 1051.171 309.8967 461.9225 -0.11598 0.1901298
Moved 1051.201 323.0595 473.2476 -0.08551041 0.2192582
Moved 1051.232 333.1782 484.1782 -0.06208752 0.2473719
Moved 1051.263 337.8502 490.7004 -0.05127266 0.2641472
Moved 1051.294 342.8146 495.8146 -0.03978099 0.2773009
Moved 1051.324 344.7436 498.7435 -0.03531585 0.2848341
Moved 1051.355 346.2275 500.2275 -0.03188083 0.2886508
Moved 1051.386 347 501.7865 -0.0300926 0.2926607
Moved 1051.417 347 503.3337 -0.0300926 0.2966402
Stationary 1051.447 347 503.3337 -0.0300926 0.2966402
Moved 1051.478 348 504.5 -0.0277778 0.2996398
Moved 1051.509 348.6806 505.6806 -0.0262024 0.3026764
Moved 1051.54 351.2271 507.1135 -0.02030775 0.3063619
Moved 1051.57 360 509.5 0 0.3124999
Moved 1051.601 381.2869 512.041 0.04927516 0.3190353
Moved 1051.632 397.9773 514.5955 0.08791029 0.3256055
Moved 1051.663 409.6123 517.1531 0.1148432 0.3321838
Moved 1051.693 420 518.5 0.1388889 0.335648
Moved 1051.724 428.8806 518 0.1594458 0.3343621
Moved 1051.755 440 518 0.1851852 0.3343621
Moved 1051.786 448.2653 518 0.2043179 0.3343621
Moved 1051.816 453 518 0.2152778 0.3343621
Moved 1051.847 457.8221 518 0.2264401 0.3343621
Moved 1051.878 461.4718 518 0.2348884 0.3343621
Moved 1051.909 464.0249 518 0.2407984 0.3343621
Moved 1051.939 466.5 518 0.2465278 0.3343621
Moved 1051.97 468.8452 518 0.2519564 0.3343621
Moved 1052.001 471.4044 518 0.2578805 0.3343621
Moved 1052.031 473.9577 518 0.2637909 0.3343621
Moved 1052.062 478 518 0.2731481 0.3343621
Moved 1052.093 481.4973 518 0.2812437 0.3343621
Moved 1052.124 486.6096 518 0.2930777 0.3343621
Moved 1052.154 490.7231 518 0.3025998 0.3343621
Moved 1052.185 493.4207 509.5793 0.3088441 0.312704
Moved 1052.216 496 504.62 0.3148148 0.2999484
Moved 1052.247 496 494.8832 0.3148148 0.2749052
Moved 1052.277 496 468.2846 0.3148148 0.2064932
Moved 1052.308 474.2411 416.4131 0.2644471 0.07307903
Moved 1052.339 459.1413 371.2803 0.2294937 -0.04300341
Moved 1052.37 449.4814 339.3144 0.2071328 -0.1252203
Moved 1052.4 439.9249 310.0829 0.1850112 -0.2004041
Moved 1052.431 432.2879 284.6263 0.1673331 -0.2658788
Moved 1052.462 425.5 262 0.1516204 -0.3240741
Moved 1052.493 422.9131 251.8262 0.1456321 -0.3502413
Ended 1052.523 423 247.9298 0.1458333 -0.3602629
Began 1053.323 532 530 0.3981481 0.3652262
Stationary 1053.353 532 530 0.3981481 0.3652262
Stationary 1053.384 532 530 0.3981481 0.3652262
Moved 1053.415 506.6143 518.4604 0.3393851 0.3355462
Moved 1053.446 478.2025 503.6872 0.273617 0.2975493
Moved 1053.476 438.3853 483.2141 0.1814474 0.244892
Moved 1053.507 391.3891 456.6606 0.07265984 0.1765961
Moved 1053.538 356.8646 434.243 -0.007257909 0.1189378
Moved 1053.569 330.4437 417.7369 -0.06841729 0.07648382
Moved 1053.599 313.6054 405.4843 -0.1073949 0.0449699
Moved 1053.63 304.703 398.1354 -0.1280022 0.02606831
Moved 1053.661 301.0054 393.0108 -0.1365616 0.01288779
Moved 1053.692 298.736 390.736 -0.1418148 0.007037017
Moved 1053.722 298 390 -0.1435185 0.005143954
Ended 1053.753 298 390 -0.1435185 0.005143954
Began 1055.106 321 523 -0.09027779 0.3472221
Stationary 1055.137 321 523 -0.09027779 0.3472221
Stationary 1055.167 321 523 -0.09027779 0.3472221
Moved 1055.198 327.8723 505.8458 -0.07436956 0.3031012
Moved 1055.229 341.4143 484.3785 -0.04302253 0.2478871
Moved 1055.259 356.2751 457.4148 -0.008622359 0.1785359
Moved 1055.29 365.6002 441.9997 0.01296341 0.1388881
Moved 1055.321 372.2677 430.2205 0.02839744 0.1085918
Moved 1055.352 376.0544 421.8911 0.0371631 0.08716838
Moved 1055.383 379.5924 415.2227 0.04535288 0.07001708
Moved 1055.413 382.1546 408.6909 0.05128374 0.05321718
Moved 1055.444 383.7123 404.5754 0.05488952 0.04263222
Moved 1055.475 384.9784 402.0216 0.05782038 0.03606372
Moved 1055.505 386.5 399.5 0.06134262 0.02957815
Moved 1055.536 387.0821 396.9179 0.06268997 0.02293696
Moved 1055.567 387 395.3597 0.06250004 0.01892922
Moved 1055.598 387 394.5 0.06250004 0.01671807
Moved 1055.628 388.1335 394 0.06512383 0.01543206
Moved 1055.659 388 392.6674 0.06481478 0.0120044
Moved 1055.69 389.1301 391.8699 0.06743074 0.009953455
Stationary 1055.721 389.1301 391.8699 0.06743074 0.009953455
Moved 1055.751 393.7006 401.4521 0.07801066 0.03459895
Moved 1055.782 400.6753 415.3506 0.09415587 0.07034623
Moved 1055.813 405.9071 432.6285 0.1062665 0.1147853
Moved 1055.844 410.5265 444.8162 0.1169594 0.1461321
Moved 1055.874 414.2274 461.5916 0.1255263 0.1892788
Moved 1055.905 417.791 472.164 0.1337755 0.2164711
Moved 1055.936 420.3382 482.0145 0.1396717 0.2418067
Moved 1055.967 423.3997 491.4992 0.1467586 0.2662016
Moved 1055.997 426.1797 499.5392 0.1531938 0.2868805
Moved 1056.028 428.7151 504.7151 0.1590627 0.300193
Moved 1056.059 430.2793 508.5587 0.1626836 0.3100787
Moved 1056.09 430 509.3331 0.162037 0.3120706
Moved 1056.12 431 511.0426 0.1643519 0.3164675
Stationary 1056.151 431 511 0.1643519 0.3163579
Moved 1056.182 406.2705 501.4627 0.1071078 0.2918279
Moved 1056.213 375 483.5 0.03472219 0.2456274
Moved 1056.243 339.1818 457.1515 -0.04819021 0.1778587
Moved 1056.274 309 435 -0.1180555 0.1208847
Moved 1056.305 287.2816 415.2816 -0.1683296 0.07016864
Moved 1056.335 273 403.5 -0.2013889 0.03986618
Moved 1056.366 265.2782 395.2782 -0.2192634 0.0187196
Moved 1056.397 261.5383 391.5383 -0.2279206 0.009100446
Ended 1056.428 260 390 -0.2314815 0.005143954
PhraseEnd 1057.78
