I can play much better now
Moved 267.6588 361.7232 321.9152 0.003988942 -0.1699713
Moved 267.6895 334.0588 356.1123 -0.06004905 -0.08201575
Moved 267.7202 304.1508 388.5527 -0.1292804 0.001421406
Moved 267.7509 266.8355 430.1035 -0.2156586 0.1082909
Moved 267.7817 246.0048 457.6603 -0.2638779 0.1791674
Moved 267.8124 237.5 474.5 -0.2835648 0.2224794
Moved 267.8432 236.2404 478.0382 -0.2864804 0.2315796
Moved 267.8739 235 483.2579 -0.2893518 0.2450047
Moved 267.9046 235 487.0072 -0.2893518 0.2546481
Moved 267.9354 251.5091 494.1273 -0.2511364 0.272961
Moved 267.9661 278.7546 504.4811 -0.188068 0.2995912
Moved 267.9968 333.6331 515.4051 -0.06103446 0.3276879
Moved 268.0276 357.5061 518.0723 -0.005772958 0.334548
Moved 268.0583 371.5797 518 0.026805 0.3343621
Moved 268.089 380.5589 518 0.04759004 0.3343621
Moved 268.1197 382.9516 518 0.0531287 0.3343621
Moved 268.1505 386.8331 518 0.0621137 0.3343621
Moved 268.1812 389.3648 518 0.06797403 0.3343621
Moved 268.2119 390 509.7616 0.06944448 0.3131728
Moved 268.2427 390 506.7781 0.06944448 0.3054991
Moved 268.2734 360.4258 500.571 0.0009855628 0.2895343
Moved 268.3042 319.6072 493.5214 -0.09350191 0.2714027
Moved 268.3349 278.948 489.6392 -0.1876204 0.2614175
Moved 268.3656 247.1434 487 -0.261242 0.2546296
Moved 268.3964 231.3126 485 -0.2978876 0.2494856
Moved 268.4271 224.3475 485 -0.3140103 0.2494856
Moved 268.4578 222 485 -0.3194444 0.2494856
Stationary 268.4886 222 485 -0.3194444 0.2494856
Moved 268.5193 256.9501 507.55 -0.2385414 0.3074846
Moved 268.55 294.9377 519.3813 -0.1506073 0.3379148
Moved 268.5808 318.0157 523 -0.09718577 0.3472221
Moved 268.6115 329.7218 523 -0.0700884 0.3472221
Ended 268.6423 343 523 -0.03935183 0.3472221
Began 269.1955 395 253 0.08101851 -0.3472223
Stationary 269.2262 395 253 0.08101851 -0.3472223
Stationary 269.257 395 253 0.08101851 -0.3472223
Moved 269.2878 395 264.5482 0.08101851 -0.31752
Moved 269.3184 410.3339 296.2234 0.1165137 -0.2360509
Moved 269.3492 435.3573 353.5861 0.1744383 -0.08851314
Moved 269.3799 469.1757 429.3514 0.2527215 0.1063564
Moved 269.4106 489.6779 470.1114 0.3001804 0.2111917
Moved 269.4414 502.0468 493.0935 0.3288119 0.2703021
Moved 269.4721 508.5562 506.6684 0.34388 0.305217
Moved 269.5028 510 512.8618 0.3472221 0.3211464
Moved 269.5335 510 514.8024 0.3472221 0.3261379
Moved 269.5643 485.284 523.3909 0.2900093 0.3482276
Moved 269.595 408.7225 527 0.1127835 0.3575102
Moved 269.6258 343.5625 528 -0.03804976 0.3600822
Moved 269.6565 281.246 531.2505 -0.1823009 0.3684427
Moved 269.6872 257.9984 533.0002 -0.2361148 0.372943
Moved 269.718 245.3789 534 -0.2653267 0.3755144
Ended 269.7487 242.542 534 -0.2718935 0.3755144
PhraseEnd 270.7015
